"gene","iM","Val"
"b0588","Fur-1",-4.07048638405502
"b0588","Fur-2",-3
"b0589","Fur-1",-3.97238821268831
"b0589","Fur-2",-4
"b4511","Fur-1",-4.84647425920296
"b4511","Fur-2",-5
"b0585","Fur-1",-4.73772473040517
"b0585","Fur-2",-5
"b0590","Fur-1",-4.13702458261487
"b0590","Fur-2",-4
"b0592","Fur-1",-4.70511134047163
"b0592","Fur-2",-8
"b0591","Fur-1",-4.25012538382097
"b0591","Fur-2",-10
