,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.017032459388967518,0.007126201010173389,0.03956793734801159
control__wt_glc__2,-0.017032459388967518,-0.007126201010173389,0.034771404790111
fur__wt_dpd__1,-0.7237022862592742,0.13908408971460595,0.1103447076968537
fur__wt_dpd__2,-0.8306105404771976,0.16111290213572158,0.11673559720949259
fur__wt_fe__1,0.03107153921812302,-0.11098853898336448,0.04013706086775554
fur__wt_fe__2,0.057621582935304165,-0.12654496325355627,0.0417293264679451
fur__delfur_dpd__1,-0.4794653416669043,0.13607462938254042,0.12143229187338814
fur__delfur_dpd__2,-0.4376694883070529,0.12461187298538304,0.12888743634275435
fur__delfur_fe2__1,-0.12811034274056232,0.024903877930364728,0.04551670663407429
fur__delfur_fe2__2,-0.13254171184716637,0.0023303681768760192,0.04316975173347123
acid__wt_ph5__1,-0.12923659080246608,0.06131031089485849,0.07597864228282437
acid__wt_ph5__2,-0.1485290389387812,0.012489330052168087,0.07493167672819451
acid__delgadx_ph5__1,-0.07744759928121264,-0.1284487634466461,0.06232577105229696
acid__delgadx_ph5__2,-0.1012120092186957,0.030032625620487887,0.08225795817975073
acid__delgadw_ph5__1,-0.07120308865394964,-0.018457940677634403,0.0736064887802718
acid__delgadw_ph5__2,-0.08087620378630984,-0.014949583301200458,0.06469592738022255
acid__delgade_ph5__1,-0.10535991598237002,0.0560038046464614,0.07491391739367742
acid__delgade_ph5__2,-0.10887231571048914,0.008610041970173095,0.08571153232979034
oxidative__wt_pq__1,-0.5909949657864695,-0.08416567349930953,0.1927308005810035
oxidative__wt_pq__2,-0.5829462659948551,0.005522179556479734,0.15960706339347266
oxidative__deloxyr_pq__1,-0.5016174284795145,-0.0906311366596208,0.1528013813871438
oxidative__deloxyr_pq__2,-0.5011241458660535,-0.11210315881905754,0.1456916565785739
oxidative__delsoxr_pq__1,-0.513773825338258,0.02950507064346649,0.18289511643975004
oxidative__delsoxr_pq__2,-0.524005214498612,0.01872286759823914,0.18398206718348897
oxidative__delsoxs_pq__1,-0.5689529448665602,-0.002266486710911778,0.21712366566753974
oxidative__delsoxs_pq__2,-0.5794539852313649,-0.008259662023079943,0.23493663994841193
nac_ntrc__wt_csn__1,-0.5128739767433089,0.07721702039574856,0.12674016386950337
nac_ntrc__wt_csn__2,-0.49222026696809645,0.10870269473811875,0.12792723961830335
nac_ntrc__wt_cytd__1,-0.3390055344506362,-0.129994290328582,0.22249422700874996
nac_ntrc__wt_cytd__2,-0.34989823936813175,-0.0730825447896804,0.2362789787250486
nac_ntrc__wt_gln__1,-0.5607730615289142,-0.01602831239003076,0.09373058067598328
nac_ntrc__wt_gln__2,-0.5546603063969987,-0.031066638851868184,0.0885988795356148
nac_ntrc__bw_delnac_csn__1,-0.8830312830051553,0.22344099764895992,0.11448446157761331
nac_ntrc__bw_delnac_csn__2,-0.8595203908576636,0.26281972558552863,0.13190004765110724
nac_ntrc__bw_delnac_cytd__1,-0.27845088380276,0.12018973469067175,0.261920309371241
nac_ntrc__bw_delnac_cytd__2,-0.2763223427368417,0.05459742343087174,0.26646726329653764
nac_ntrc__bw_delnac_gln__1,-0.47790348864450194,0.015162747430836074,0.09218787607654878
nac_ntrc__bw_delnac_gln__2,-0.48896607581299645,0.10213565060611969,0.07909397063526115
nac_ntrc__bw_delnac_nh4__1,0.05272921955226395,-0.08236350064264185,0.026449590605838142
nac_ntrc__bw_delnac_nh4__2,0.04699937929280133,-0.05250211809342125,0.04251560225869253
misc__wt_no_te__1,-0.2731660502726782,0.017703094535393604,0.08285619936094583
misc__wt_no_te__2,-0.16820222273503907,-0.08162885092995298,0.056180810539981994
misc__bw_delcbl__1,0.047849597611794796,-0.1096323746177285,0.05343197180955754
misc__bw_delcbl__2,0.06304062960386936,-0.08855940152421513,0.058217617407707214
misc__bw_delfabr__1,0.10072840193653346,-0.11820266793336945,0.035843326500848205
misc__bw_delfabr__2,0.08779020807567373,-0.1482326438566187,0.039580554493121055
misc__bw_delfadr__1,-0.06702537122034116,-0.040241055658837524,0.05006779228805981
misc__bw_delfadr__2,-0.05990270451589995,-0.08526515383870342,0.05807653509191102
misc__nitr_031__1,-0.3985273055809172,0.06023620762316699,0.102298351876691
omics__wt_glu__1,-0.041763578737930275,-0.06995640803940588,0.027725741440261076
omics__wt_glu__2,-0.06949777154681365,-0.12393299906404023,0.031660271992371744
omics__wt_gly__1,-0.04035379989294037,-0.08104846410196859,0.03676704274084881
omics__wt_gly__2,-0.043993524514263256,-0.09157332690110226,0.02759903722690753
omics__wt_thr__1,-0.08061069825598569,-0.05659428320359488,0.05590971012993049
omics__wt_thr__2,-0.025722916991903044,-0.011257929784556352,0.05546809936289541
omics__bw_ac__1,0.520151227382792,-0.03212382446893697,0.05183138234879715
omics__bw_ac__2,0.5297346692655217,-0.03272940359923601,0.05873828888468944
omics__bw_fum__1,0.30567449809694386,-0.18120312556425525,0.03342664840958378
omics__bw_fum__2,0.31697025805506196,-0.06979687373651917,0.034217559800239404
omics__bw_glc__1,-0.233174229177745,-0.12999710828660016,0.05313507094152457
