,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.03188102654911009,5.78146520921745e-05,0.5243228601707133
control__wt_glc__2,-0.03188102654911019,-5.781465209217472e-05,0.39926060213708064
fur__wt_dpd__1,-1.5601324905148792,0.0019497574383821826,0.5113971034146803
fur__wt_dpd__2,-1.808675067623221,0.0021574726937027703,0.49692765257255356
fur__wt_fe__1,0.07094082949741237,-0.0008175466108012186,0.4598024678446873
fur__wt_fe__2,0.12722855362971827,-0.0009478176243051886,0.5612421807431562
fur__delfur_dpd__1,-1.0253313658506884,0.0020004192171009017,0.4323895197528397
fur__delfur_dpd__2,-0.9411984268907274,0.001923705483749038,0.34518165612512164
fur__delfur_fe2__1,-0.2447626571194811,0.0005393350847397394,0.7394041504765119
fur__delfur_fe2__2,-0.25237626396868795,0.00032749376921734183,0.6690461148557303
acid__wt_ph5__1,-0.2798227244805649,0.000987623388807469,0.23756801381521947
acid__wt_ph5__2,-0.32769235837203414,0.0005722264996992306,0.2561230357101855
acid__delgadx_ph5__1,-0.1766750751178307,-0.0008216219440528319,0.3906967308359043
acid__delgadx_ph5__2,-0.22857544128690818,0.0006703216869532937,0.3275766376542384
acid__delgadw_ph5__1,-0.15620322548460383,0.0003723408388586611,0.29704123010322947
acid__delgadw_ph5__2,-0.18635868922782986,0.00032993323702844296,0.31540571635134873
acid__delgade_ph5__1,-0.2202223976393993,0.001011576000866622,0.2768464859551212
acid__delgade_ph5__2,-0.23253534798701744,0.0005737016293804937,0.2687070870102497
oxidative__wt_pq__1,-1.252244257898659,0.0004754636147246792,1.0659418590568441
oxidative__wt_pq__2,-1.2382634323660655,0.001213256630090005,0.8580161483910564
oxidative__deloxyr_pq__1,-1.09004955854197,0.00031630465278434155,1.2794869188462041
oxidative__deloxyr_pq__2,-1.0917069561249177,-3.069146555129685e-05,1.4335661718062276
oxidative__delsoxr_pq__1,-1.0945852774784446,0.0014341376626453627,0.8100857191849952
oxidative__delsoxr_pq__2,-1.1114188812438006,0.0013764646585094596,0.8246765030866292
oxidative__delsoxs_pq__1,-1.189348347485816,0.0009757107159805339,1.0887091971208194
oxidative__delsoxs_pq__2,-1.2118427983524773,0.0009168166979933494,1.0213024838326643
nac_ntrc__wt_csn__1,-1.1349212885899382,0.0009217563491460895,0.9537919356165242
nac_ntrc__wt_csn__2,-1.0874032076844253,0.0012507003082976855,0.8754434229413786
nac_ntrc__wt_cytd__1,-0.7495051193365097,-0.0010589683554738966,0.9195722738958613
nac_ntrc__wt_cytd__2,-0.7691966224311162,-0.000515972047540608,0.9630837653855548
nac_ntrc__wt_gln__1,-1.2229680069994218,-0.00011739287346661069,1.7412326883945806
