,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.014998375295004735,-0.0007264859860469739,1.5356915538431553
control__wt_glc__2,-0.014998375295004782,0.0007264859860469766,1.5452962019244192
fur__wt_dpd__1,-0.7339617049854918,-0.02450021584350636,0.12084759272289303
fur__wt_dpd__2,-0.8508881421727104,-0.027110319279534844,0.11244078209403471
fur__wt_fe__1,0.033373993867547934,0.010273107840212656,1.2062716105282307
fur__wt_fe__2,0.05985445897231992,0.011910064256518416,1.2127750439787264
fur__delfur_dpd__1,-0.4823654157772937,-0.02513682042271724,0.15890306762419718
fur__delfur_dpd__2,-0.4427852162109644,-0.024172852808960435,0.1683406315599383
fur__delfur_fe2__1,-0.11514818018879043,-0.0067771640348573935,0.33731105100385245
fur__delfur_fe2__2,-0.11872998871986518,-0.004115213449261667,0.32636913737406564
acid__wt_ph5__1,-0.1316421298845338,-0.012410254589389193,1.018999753563404
acid__wt_ph5__2,-0.15416231860031326,-0.007190470197994548,0.9896987489718972
acid__delgadx_ph5__1,-0.0831164918045697,0.010324317566270473,1.2455393843721605
acid__delgadx_ph5__2,-0.10753293173798584,-0.008423112378822904,1.1594862653528422
acid__delgadw_ph5__1,-0.07348554459184226,-0.004678751694856352,1.1073133758246831
acid__delgadw_ph5__2,-0.08767213176835954,-0.004145867256108972,1.1543738700200417
acid__delgade_ph5__1,-0.10360325640937285,-0.012711237754737162,1.133802843613937
acid__delgade_ph5__2,-0.10939586318186371,-0.007209006347608163,1.0952670282569181
oxidative__wt_pq__1,-0.5891162040233314,-0.005974569429597434,0.14860442285568884
oxidative__wt_pq__2,-0.5825389481765408,-0.015245511429070236,0.17546566045231224
oxidative__deloxyr_pq__1,-0.5128119806299982,-0.003974613514977484,0.2615922783545004
oxidative__deloxyr_pq__2,-0.5135917005340543,0.0003856620909646297,0.2691389566863165
oxidative__delsoxr_pq__1,-0.5149458019715761,-0.01802105307687292,0.17640511608205392
oxidative__delsoxr_pq__2,-0.5228651425377056,-0.01729634700736024,0.1614686637573977
oxidative__delsoxs_pq__1,-0.5595269288022314,-0.012260562607305944,0.16003822093750097
oxidative__delsoxs_pq__2,-0.5701094053618718,-0.01152051355085786,0.17363973140719033
nac_ntrc__wt_csn__1,-0.5339218105270644,-0.01158258410232819,0.5056214259794136
nac_ntrc__wt_csn__2,-0.511567009321983,-0.01571602031392115,0.48966433282298466
nac_ntrc__wt_cytd__1,-0.3526034222273206,0.013306759481877572,0.8675408865867613
nac_ntrc__wt_cytd__2,-0.3618672567240144,0.006483589335322698,0.8738022485633858
