,MA_activator,MA_inhibitor,actual_mRNA_ratio
control__wt_glc__1,0.016178278830309627,-0.00015087442600312956,0.04911989074772197
control__wt_glc__2,-0.01617827883030968,0.00015087442600313013,0.03960217842340705
fur__wt_dpd__1,-0.7917015597002365,-0.005088131186749133,0.05240070327608308
fur__wt_dpd__2,-0.9178264543132905,-0.005630189623226848,0.05357743568836376
fur__wt_fe__1,0.03599948446749836,0.0021334881586554323,0.032890668813499994
fur__wt_fe__2,0.06456313483594649,0.002473446347038577,0.029073749458543012
fur__delfur_dpd__1,-0.5203125032577622,-0.005220339312334634,0.056673500478669835
fur__delfur_dpd__2,-0.47761857860602724,-0.0050201454156807756,0.04827205568274582
fur__delfur_fe2__1,-0.12420674434766492,-0.0014074610568221599,0.038140531745500916
fur__delfur_fe2__2,-0.1280703293022172,-0.0008546351601578828,0.04508615007081319
acid__wt_ph5__1,-0.1419982525572048,-0.002577324371960744,0.04642809345369432
acid__wt_ph5__2,-0.1662900765173918,-0.0014932952385194268,0.04482924305469583
acid__delgadx_ph5__1,-0.08965516286682898,0.0021441232406434435,0.039820522321964265
acid__delgadx_ph5__2,-0.11599241377012344,-0.0017492866617148896,0.03985752382766069
acid__delgadw_ph5__1,-0.0792665610121073,-0.0009716690891914586,0.04105084542398845
acid__delgadw_ph5__2,-0.09456918936203479,-0.0008610012506286202,0.037997061005409644
acid__delgade_ph5__1,-0.11175359576961218,-0.0026398316510833227,0.04975675875507427
acid__delgade_ph5__2,-0.11800189971430071,-0.0014971447703575832,0.04212233346317305
oxidative__wt_pq__1,-0.6354612432799523,-0.0012407806215384775,0.06184596446308078
oxidative__wt_pq__2,-0.6283665628939306,-0.0031661419905715804,0.06934274672635417
oxidative__deloxyr_pq__1,-0.5531542615098185,-0.0008254357884031299,0.056057633981229045
oxidative__deloxyr_pq__2,-0.553995321009214,8.009314387751034e-05,0.06146908890822485
oxidative__delsoxr_pq__1,-0.5554559479231204,-0.003742558137617442,0.0686279555464863
oxidative__delsoxr_pq__2,-0.5639982931645875,-0.0035920533593303086,0.059645847968211894
oxidative__delsoxs_pq__1,-0.6035442165688549,-0.002546236791046801,0.07019591197778474
oxidative__delsoxs_pq__2,-0.6149592034010687,-0.0023925456273489196,0.07113259200600382
nac_ntrc__wt_csn__1,-0.5759247754766806,-0.0024054362529145144,0.07936516226841653
nac_ntrc__wt_csn__2,-0.5518113498570134,-0.003263855861581701,0.0780076710361077
nac_ntrc__wt_cytd__1,-0.3803422950227748,0.0027635078134324365,0.048616988861585414
nac_ntrc__wt_cytd__2,-0.3903349038605646,0.0013464923456122586,0.057731169214583405
nac_ntrc__wt_gln__1,-0.6206047784348081,0.00030635110236234143,0.06865732153584518
nac_ntrc__wt_gln__2,-0.6145607042539795,0.0007477340010720777,0.07769476152095237
nac_ntrc__bw_delnac_csn__1,-0.9875820242122944,-0.0067075637433619065,0.07868600032929199
nac_ntrc__bw_delnac_csn__2,-0.9624242449803407,-0.007661741818125792,0.05849256653011696
nac_ntrc__bw_delnac_cytd__1,-0.31281314232560997,-0.003319822581485763,0.057747419141617407
nac_ntrc__bw_delnac_cytd__2,-0.30921621369033025,-0.0018050831551206833,0.046736948396853537
nac_ntrc__bw_delnac_gln__1,-0.5364017532123195,-0.0005578511486903073,0.0813566501074878
nac_ntrc__bw_delnac_gln__2,-0.5436955075900093,-0.0026715403166080883,0.07015422334618263
nac_ntrc__bw_delnac_nh4__1,0.05847148114529562,0.0018664214902934107,0.03943060174746084
nac_ntrc__bw_delnac_nh4__2,0.054213338680473226,0.0010472905194852027,0.03511718330257953
misc__wt_no_te__1,-0.2812822655136785,-0.0016246774596219635,0.05775157047073402
misc__wt_no_te__2,-0.17651041485324984,0.0015089659537393008,0.05217329160601009
misc__bw_delcbl__1,0.05710982121368581,0.0021204744609240205,0.027356023935373227
