,b3571,b4032,b4033
p1k_00783,2.1101043929755003,3.719667353024699,5.514733702090712
p1k_00479,2.2689859270519968,14.07008904659352,12.32046925916917
p1k_00590,5.812466076174296,3.8451267081936,3.9327729149474657
p1k_00256,3.530108677951022,8.653388572380567,9.439482120513135
p1k_00540,5.045971524851447,1.9713941732999007,2.4727800004322207
p1k_00597,3.703445146723837,15.084185088635335,17.694388690786138
p1k_00876,2.780103387078335,7.704543247090122,13.24608268628194
p1k_00939,8.922088846873832,79.59719974704873,142.5219029436835
p1k_00774,3.1059056117671955,3.85903257216964,4.6905884467167125
p1k_00231,5.852902565417955,68.68092311068774,80.61077470722908
p1k_00342,3.5800177859842104,10.382480809202232,13.568835269834729
p1k_00818,3.350611525047817,8.427361322757998,10.354071516089403
p1k_00029,3.821497069422186,4.344990265997829,4.60822199378663
p1k_00092,13.425144933046424,96.51359406169198,104.89621402184916
p1k_01011,3.003442485688669,5.267666763512223,4.720239843108508
p1k_00449,5.606242227968667,15.482199989478987,21.2419031965485
p1k_00050,4.443663137721615,11.321389059114535,14.628480647086112
p1k_00265,2.8924040731279206,4.084998251910657,3.345429708974816
p1k_00729,2.661214425145348,3.6239415510958617,4.409131505479857
p1k_00488,4.278038950651784,47.71723716218428,53.556305319344176
p1k_00703,2.8534194058247544,3.2101311435498583,4.973165007697413
p1k_00026,4.680735590084807,6.845496133996495,7.177976843710895
p1k_00483,5.133180629936534,31.16807932095132,36.05493834926455
p1k_00979,12.982857929322932,128.2185110314073,168.83407787176878
p1k_01055,6.184954776229712,77.80452455989742,91.40216041410812
p1k_00627,2.998001140258696,3.774718671831839,4.184533406407047
p1k_00228,2.50306434304048,2.313110894653036,2.819853427371505
p1k_00052,3.71349978555917,13.643800802801858,12.792990605416676
p1k_00773,3.292097851888058,4.079164958893086,4.350707487606855
p1k_00387,3.3131868965475237,8.680216791853725,7.520375651520587
p1k_00172,3.0354364285543958,3.93877820990712,4.0813386089492365
p1k_00938,7.610346433815629,64.8164737664772,118.86556015363308
p1k_00290,2.38949434617158,3.10770482141158,2.963190135566761
p1k_00530,1.9849059302581404,1.860039466624965,2.374090864725297
p1k_00425,3.648151953108378,2.925051869470298,3.9174849792338713
p1k_00759,1.8423049433226808,1.897914641803881,2.6775142979493283
p1k_00988,8.584861469089558,77.02245659195356,119.913869869594
p1k_00154,5.349843412130596,8.732335891353372,16.196698509795333
p1k_00171,2.603990799250421,3.685579493635255,4.566673784479886
p1k_01010,6.152151345683166,8.92802024403207,13.722664487453011
p1k_00544,3.17526655874737,1.3328122714146124,1.6753439280577205
p1k_01052,3.2814151895950765,8.641739737362407,9.462965347197745
p1k_00482,4.113875215939357,25.64238680849755,36.20810732687249
p1k_00370,2.7405412747598867,2.9638533262274858,2.7869718954446427
p1k_00951,7.676529676032143,82.33180462881951,118.16811834707866
p1k_00664,3.548136181555861,3.650446696592061,4.645213924193321
p1k_00913,2.7975792315381574,5.18511633720366,7.1705801459762375
p1k_00870,7.388552799965549,23.003615800660043,31.524782067121976
p1k_00589,7.875745815717082,2.893343914504593,4.902644959180173
p1k_00138,5.572532768204533,7.649129722843006,7.798296745048363
p1k_00499,2.455493626726969,7.046510114902758,7.472396684884333
