,box_10_70,box_10_54,box_10_38,box_10_32,box_10_28,box_10_24,box_35_70,box_35_54,box_35_38,box_35_32,box_35_28,box_35_24,AT_upstream_70,AT_upstream_54,AT_upstream_38,AT_upstream_32,AT_upstream_28,AT_upstream_24,spacer_70,spacer_54,spacer_38,spacer_32,spacer_28,spacer_24,label,sigma,synthesize
0,7.269364833831787,-2.1860525608062744,4.933934211730957,0.7974764704704285,-100000.0,2.450608491897583,4.269195556640625,-11.096977233886719,3.4686641693115234,2.719097375869751,4.59003210067749,5.4773736000061035,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,19.0,15.0,20.0,17.0,13.0,7.0,1,Sigma70,False
1,4.733170032501221,7.225105285644531,6.969339370727539,1.596563696861267,-6.190432548522949,0.557039201259613,2.01985239982605,10.184823036193848,4.1218581199646,3.3510727882385254,0.005069369450211525,3.219665050506592,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,19.0,10.0,20.0,7.0,4.0,18.0,0,,False
2,3.6645026206970215,-0.06721644103527069,4.464448928833008,-1.492030143737793,-0.4133716821670532,2.327751636505127,4.630461692810059,-100000.0,3.3431334495544434,0.9117423892021179,5.197714328765869,2.2294461727142334,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,16.0,14.0,24.0,11.0,8.0,13.0,0,,False
3,4.733170032501221,7.225105285644531,6.969339370727539,1.596563696861267,-6.087339401245117,-0.40114060044288635,3.3018388748168945,10.184823036193848,4.1218581199646,0.8533256649971008,1.127325177192688,3.023745059967041,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,29.0,10.0,20.0,22.0,19.0,10.0,1,Sigma54,False
4,7.269364833831787,-2.1860525608062744,2.459502935409546,-0.20252355933189392,-1.0749554634094238,3.728142499923706,2.8735971450805664,-100000.0,1.3686854839324951,1.7281423807144165,0.7122876048088074,5.4773736000061035,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,4.0,11.0,12.0,10.0,20.0,21.0,0,,False
5,4.733170032501221,7.225105285644531,6.969339370727539,1.596563696861267,-6.087339401245117,-0.40114060044288635,3.3018388748168945,10.184823036193848,4.1218581199646,0.8533256649971008,1.127325177192688,3.023745059967041,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,29.0,10.0,20.0,22.0,19.0,10.0,0,,False
6,4.733170032501221,7.225105285644531,6.969339370727539,1.596563696861267,-6.190432548522949,0.557039201259613,2.01985239982605,10.184823036193848,4.1218581199646,0.8533256649971008,-1.2352449893951416,3.219665050506592,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,19.0,10.0,20.0,22.0,14.0,18.0,1,Sigma38,False
7,4.788396835327148,-0.06721644103527069,2.3015201091766357,-0.20252355933189392,-0.4133716821670532,3.728142499923706,4.630461692810059,-100000.0,3.3431334495544434,1.7281423807144165,2.3676395416259766,2.2294461727142334,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,5.0,19.0,20.0,10.0,16.0,5.0,0,,False
8,2.2919375896453857,2.3657429218292236,-2.3185224533081055,-0.7759904265403748,-7.5467705726623535,2.4062142372131348,2.409438133239746,1.9180364608764648,1.4562982320785522,3.4560627937316895,2.782676935195923,5.77376651763916,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,11.0,14.0,15.0,22.0,15.0,7.0,0,,False
9,5.378843307495117,2.7988405227661133,4.790136814117432,1.596563696861267,-100000.0,1.3802191019058228,5.688711166381836,-2.9759151935577393,4.2806291580200195,7.957314491271973,4.005069255828857,3.80834698677063,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,22.0,2.0,23.0,16.0,14.0,25.0,1,Sigma70,False
10,6.518245220184326,1.1958179473876953,0.7636645436286926,-0.09149224311113358,-2.538902521133423,2.4062142372131348,0.5792481899261475,-100000.0,0.8780106902122498,-2.427135705947876,2.782676935195923,1.6347026824951172,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,24.0,15.0,24.0,20.0,21.0,23.0,0,,False
11,6.537534713745117,6.488139629364014,-2.572482109069824,1.7072786092758179,-100000.0,0.5623335242271423,1.8575879335403442,0.4246228337287903,3.7445476055145264,4.774138450622559,-0.48035746812820435,2.301278829574585,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,18.0,2.0,13.0,1.0,16.0,24.0,0,,False
12,6.113685131072998,2.977177619934082,2.008486032485962,-1.051382064819336,0.6696840524673462,2.906287908554077,4.3551459312438965,3.403463363647461,3.5056231021881104,4.313458442687988,3.3973867893218994,0.18334975838661194,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.6666666666666665,14.0,6.0,15.0,4.0,13.0,18.0,1,Sigma70,False
13,0.9679962992668152,2.2402122020721436,-2.6554136276245117,4.359139919281006,-11.131732940673828,2.1737682819366455,3.9954731464385986,-2.0872762203216553,3.3228816986083984,4.008604049682617,3.104604959487915,1.7102432250976562,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191,16.0,1.0,27.0,10.0,17.0,22.0,0,,False
14,2.9912378787994385,3.4437453746795654,3.955353260040283,3.4297447204589844,-1.3324517011642456,0.38021913170814514,0.7734917998313904,-4.6327104568481445,1.2794249057769775,1.9667837619781494,2.39035964012146,1.1819177865982056,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,24.0,7.0,17.0,6.0,5.0,12.0,0,,False
15,5.226574897766113,2.90317702293396,-1.33126962184906,-0.31441643834114075,-5.686390399932861,1.3696885108947754,0.21524116396903992,-5.520235538482666,2.503404140472412,4.579891681671143,3.0050692558288574,2.1838560104370117,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,14.0,1.0,7.0,10.0,4.0,13.0,1,Sigma70,False
16,2.462841033935547,2.90317702293396,-1.3166323900222778,-2.5137252807617188,-8.538832664489746,2.6863222122192383,3.134711265563965,-8.19008731842041,1.9437443017959595,2.7985317707061768,7.59003210067749,2.1978492736816406,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,7.0,2.0,18.0,12.0,9.0,12.0,0,,False
17,4.182363986968994,2.90317702293396,-0.7923426628112793,4.299221515655518,3.9085564613342285,1.3696885108947754,4.698890209197998,-6.86815881729126,0.06792078167200089,6.078993320465088,0.4201068580150604,0.22871029376983643,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,0.4761904761904762,15.0,20.0,13.0,13.0,15.0,17.0,0,,False
