,b0644,b3043
p1k_00619,4.954036840098729,4.925896167834534
p1k_00094,4.3084650206646895,3.445786515490396
p1k_00686,5.7908518816161525,3.430694532802259
p1k_00351,4.758228745441678,10.42224411597408
p1k_00494,3.820882406023247,3.3491103025638584
p1k_00614,5.280305949330081,3.273435562577062
p1k_00203,3.5274826063289373,7.319475542885506
p1k_00624,6.019350818595468,4.311882446318122
p1k_00880,3.612873762535311,10.79686831861646
p1k_00125,3.603702125837242,3.6164088931133183
p1k_00645,5.069308342542442,7.183565668918109
p1k_00458,3.233618287811256,2.850244063000438
p1k_00807,4.002593024945839,3.157097344686213
p1k_00863,4.413059759270888,3.2271417898557098
p1k_00683,4.826795545430031,7.628378323804224
p1k_00781,3.758728967590306,5.4352977628323735
p1k_00707,6.223133532309544,7.332864510024458
p1k_00896,4.084399625614608,2.160872369542165
p1k_00579,5.809075220163527,5.864500303720126
p1k_00910,5.154131062912021,6.897881220330911
p1k_00456,2.404763890117727,3.0765061250577
p1k_00820,3.1022027278227555,6.943562035596907
p1k_00529,4.583955618342369,5.662051253847886
p1k_00314,4.923463135753816,6.914647693365054
p1k_00447,6.240927711334174,6.66046825169092
p1k_00266,4.8687880467846165,5.906079100964515
p1k_00787,2.414747168028636,6.6151745748899256
p1k_00757,1.743396711100446,3.814207753110088
p1k_00370,3.658057714156187,2.336441630330911
p1k_00476,2.79196658685777,3.259766952365201
p1k_00379,2.758088788803373,8.468684674771348
p1k_01017,2.5391597919866933,1.4862406162130606
p1k_00656,4.363212066183942,4.414831658987205
p1k_00042,2.8621241738632803,3.2751177662574014
p1k_00528,4.103500798559334,5.769535937219604
p1k_00782,2.995751414880401,4.232273126936331
p1k_00939,5.569616048007077,3.5249712913715627
p1k_00901,3.534311831748069,0.905681927010324
p1k_00011,3.3508023816471995,2.4780720076493843
p1k_00078,4.881428187244479,11.374906415707557
p1k_00281,3.0799393314811296,1.5653239959004477
p1k_00195,5.21718591562334,4.535235354363914
p1k_00147,7.4930061160622525,8.491326471586566
p1k_00059,6.045466870192539,6.814533020345482
p1k_00706,5.766213048194196,5.608425904068367
p1k_00124,3.1168288620542848,2.1359168781038504
p1k_00692,3.870763094961942,6.259714375038021
p1k_00800,2.9013831659667715,2.5680186017333773
p1k_00867,4.829368103076109,18.274691694707325
p1k_00074,4.578135524721822,0.905681927010324
starve_series__t18_starve,1.924700715200042,1.0018006005570952
p1k_00076,5.702760077958972,5.4749406738002495
p1k_00022,2.946912484863331,2.0396903921262277
p1k_00418,4.5284573657961324,8.34778247685594
p1k_00402,3.227492048166395,9.575753201733828
p1k_01018,2.6453616187630438,2.3505346749911395
p1k_00145,4.696517614343253,5.318809322732937
p1k_00358,3.960468204512424,1.777853173168061
p1k_00647,4.67877558435215,2.87462574451879
p1k_00755,2.80512603717817,4.066819211258462
p1k_00553,3.180017817859406,10.3008823448564
p1k_00565,3.487633065879691,6.011943328704994
p1k_00090,3.5468274645103106,6.288074518864546
p1k_00453,3.640786101579864,5.159358162522464
p1k_00154,4.73562719688162,7.70447576457932
p1k_00240,4.084586252046263,4.017693188726122
p1k_00891,4.746838682979759,3.6742577863098966
p1k_00601,4.524142291336675,12.612877932641572
p1k_00626,4.683359937767616,4.787559386496083
p1k_00324,3.4531315119726123,4.54403121003381
p1k_00496,2.081124672288813,3.940259833551663
p1k_00272,1.4465541251686758,1.5027758260734003
p1k_00045,3.129615247099483,2.885643680677711
p1k_00560,5.6529490382570895,6.422541716020234
p1k_00548,3.9597516875858942,14.96051257962948
p1k_00887,38.58326439638593,22.78208602868294
p1k_00423,3.3333445020002164,7.063488207710284
p1k_01049,9.060296170716336,2.744129890431921
p1k_00409,3.854503425239491,14.551058961886058
p1k_00135,3.164389745930238,3.648597148441372
p1k_00187,3.5001433658612844,6.750597257074586
p1k_00715,2.083498522629374,6.066023490732412
p1k_00259,5.682402948614404,6.028083010211326
p1k_00172,2.430271566073808,6.298458110097168
p1k_00334,3.5471226902891324,4.471611470879691
p1k_00961,3.898774432410561,1.1845258950566435
p1k_00346,4.737063968811185,9.305118743842904
p1k_00948,2.738898895843786,3.192147429477855
p1k_00173,2.246006644957154,5.742728500149464
p1k_00964,4.971170619502108,2.8602931049898985
p1k_00510,2.797968863757636,3.8214019283867664
p1k_00359,2.3433669178541128,3.678418729060692
p1k_00396,2.646890203266284,10.371399145555811
p1k_00126,1.6690044751575697,3.982990298875699
p1k_00947,3.726508354733023,2.1495029640295376
p1k_00222,3.187789335108512,6.510480697330409
p1k_00052,3.279090099206314,5.249810883557183
p1k_00260,4.011411331133226,7.467122695739011
p1k_00773,2.690224678891941,2.2032743764811293
starve_series__t09_starve,1.8498750105798936,1.14702750525853
p1k_00041,3.304641453824403,2.5095975638503467
p1k_00194,6.162712040003462,6.81602101579339
p1k_00060,6.237221432392322,5.730709255823947
p1k_00034,3.373526030915896,2.556410148629006
p1k_00816,3.81338038199706,3.647369470282465
p1k_00866,5.324863422915257,20.483986442183006
p1k_00010,4.045395712380071,2.661779818258412
p1k_00254,4.559739753270508,4.360634875584781
p1k_00742,3.53593081798222,4.648009398107818
starve_series__t26_growth2,1.3064330999678475,1.9679780676294896
p1k_00890,4.488110118369841,2.222653919934694
p1k_00746,3.1688886952127224,2.559060891272737
p1k_00478,3.774529021781557,4.982118487030231
p1k_00264,2.1785227120429256,4.167012182425594
p1k_00803,4.360834771937054,5.514906661784096
p1k_01005,4.568808622475146,2.025235769651633
p1k_00407,3.479015821846394,8.133681766104466
p1k_00654,3.876169077337152,3.843068572365016
p1k_00081,6.073428645143978,7.227473338916599
p1k_00524,3.5476566643870613,6.936581691086023
p1k_00527,5.634141527232483,5.262905024273392
p1k_00577,4.417002928984267,6.0678632733375135
p1k_00696,5.688936852192129,4.470942091141587
p1k_00442,5.046562258939309,8.111152627661845
p1k_00348,3.976002841807677,9.303071023353274
p1k_00763,2.8350292795012546,2.3881164208783283
p1k_00218,4.065531754360783,4.024801813598815
p1k_00017,4.577942774870942,2.9119279228135366
p1k_00221,5.435463820858147,6.573644885714908
p1k_00157,3.516283672415933,6.863898308273622
p1k_00335,2.3165425807862623,5.979161825414108
p1k_00316,6.052954549037621,9.954038739931448
p1k_00905,5.052260992671298,3.2319844694262394
p1k_00245,6.763282885132475,5.613228873312163
p1k_00191,3.7167770654084737,4.466891582241758
p1k_00801,4.16174592490002,2.2721736505536456
p1k_00944,3.9921670116279566,2.2001471181021865
p1k_00362,2.337501571709258,12.541792777981248
p1k_00629,3.7310764077911287,3.918406094250827
p1k_00784,2.071973091553415,6.357623255716245
p1k_00793,5.573485626072116,4.575755009418523
p1k_00918,2.659629534445592,2.7997468100574734
p1k_00459,3.516206688634108,2.2500597380235554
p1k_00812,2.81688624083438,4.995689866206047
starve_series__t00_growth1,2.001045993673797,3.2000513412874434
p1k_00783,2.468079172841762,5.694428114416005
p1k_00312,5.708679247025535,4.522207890654682
p1k_01044,5.918171614843438,3.978426158674621
p1k_01027,5.278389780546717,1.5192726914057704
p1k_00129,3.6820409277221886,2.766070726800025
p1k_00522,3.0681485496009864,4.938151878248027
p1k_00603,6.59518542196554,12.833276899768675
p1k_00854,3.0659293295713264,9.252317703077113
p1k_00898,3.4199755475777467,2.7081402006911457
p1k_00503,3.212518372279359,3.7645645392766753
p1k_00142,3.556525705763381,1.3494547160892876
p1k_00263,4.415797918244024,7.275077585562347
p1k_00363,4.097507122379959,2.013991243588466
p1k_00659,4.750955227648168,3.2573197953861683
p1k_00756,2.248957771580152,5.136676222268375
p1k_00771,2.7856955351883705,7.977966407956644
p1k_00163,3.179779396278672,3.3470313609474096
p1k_00367,1.96714471255234,13.29948307375746
p1k_00540,2.9945295025910776,10.445865977883836
p1k_00472,2.6663784471978054,2.599341530829791
p1k_00722,3.9918225406500025,2.148228052709652
p1k_00489,4.630087079799695,2.627637102535038
p1k_00714,2.4326237396153023,6.740161400963788
p1k_00778,2.0319735587880143,3.122789612372088
p1k_00761,2.8166413004472264,2.496032497670101
p1k_00627,5.5922434088698365,4.903814002343601
p1k_00975,3.737854905902989,2.38874354134076
p1k_00109,4.8250260454325264,3.927403364547412
p1k_00491,5.571435369191968,3.892846357954648
p1k_00468,2.2705898798468467,2.157341361545077
p1k_00387,3.874333232942537,8.54995631551427
p1k_00675,5.970967656908268,2.8763921924170046
p1k_00797,3.5278438097668565,3.2464812740682314
p1k_00923,4.012292296224954,1.665772934139223
p1k_00931,8.02346838012449,2.409037047173117
p1k_01008,4.603988930121435,2.287307643595629
p1k_00021,3.586047477869511,1.1193906844577577
p1k_00960,4.563603612638064,4.594903776278129
p1k_00547,3.88677468901294,15.723566573365153
p1k_00192,4.0432030481951005,7.06907913767451
p1k_00241,7.478295860621604,3.967921930706341
p1k_00907,5.491955130219248,6.286237577757656
p1k_00290,3.1399325426961364,4.635638784266863
p1k_00897,5.4814642568196925,2.618593613972911
p1k_00674,5.246821753061745,3.5162021645443886
p1k_00916,3.338759847155654,3.558565324516925
p1k_00317,3.378968049907527,3.663059445477671
p1k_00106,3.892647071490148,4.512004497588073
p1k_00541,2.135680977479017,6.0916270878377405
p1k_00280,4.025423302457429,6.8620243761242845
p1k_00253,5.954410565785592,3.4090980476422867
p1k_00992,4.753841397057522,2.754798384361235
p1k_00611,4.886494433041746,8.642193298585896
p1k_00320,3.916716717786906,4.024598513513872
p1k_00401,2.625621928554902,8.175929639805144
p1k_00406,3.083414552730733,4.0440808602929526
p1k_00517,4.312517167812934,6.996970663534451
p1k_00988,5.34637699767762,1.6688039747366576
p1k_00682,6.211249286510309,6.373886427521756
p1k_00641,5.88186776031232,9.616679670156634
p1k_00475,2.8655392434697853,2.900211896380717
p1k_00775,2.1627284105942044,4.769188602809748
p1k_00736,2.611059708761506,2.7933007679877284
p1k_00165,3.430267656100653,5.9735480303904485
p1k_00159,3.8079868484445294,3.525269225992836
p1k_00413,2.6096560200801417,5.898111565185897
p1k_00162,2.3269137123124093,4.260936734449208
p1k_00215,4.948088818638496,8.241090474660385
p1k_00523,3.477441148386093,6.745965937821024
p1k_00004,2.5856391990559846,1.254211937146063
p1k_00279,5.265034209047876,8.77039484050131
p1k_00536,3.705194001469578,9.113720779352178
p1k_00716,2.813872233320545,2.4002685790427627
p1k_00212,3.548575021342737,6.383287727068418
p1k_00469,1.825261566365598,1.653880108496154
p1k_00271,1.596437559834475,4.967013096828783
p1k_00535,4.310063166625837,6.835408370109274
p1k_00051,3.781188997000592,7.02263760656333
p1k_00702,4.593449083381077,5.582429102708487
p1k_00327,3.550655587209381,5.7129586222419455
p1k_00139,3.347882602733921,2.587021664833628
p1k_00395,3.400397034556056,7.303473946375681
p1k_00926,5.558540615001036,5.330952926129236
p1k_00582,3.106647337784007,6.538239254750328
p1k_00502,3.225256270846274,5.264964252490988
p1k_00404,5.0367403911862345,18.287029178599123
p1k_00243,4.189611093772995,8.256759827987752
p1k_00356,3.9230784682255617,6.168584006205219
p1k_00380,2.2126712744650248,7.908086934268361
p1k_00311,4.299440659621559,3.4389723201022946
starve_series__t27_growth2,1.708584947948202,3.570083000725082
p1k_00285,6.547404206712921,7.730683734251
p1k_00770,3.24888412896623,5.065433361712811
p1k_00557,4.569648460205017,1.932177423657508
p1k_00504,3.3338033384748917,3.9501821876140144
p1k_00301,3.4062182850468927,8.12976359483948
p1k_00673,5.585240715541375,4.847888739217014
p1k_00214,3.8048816482457006,5.544459996846968
p1k_00116,4.50313789037066,2.0049500778575915
p1k_00202,4.88398009337072,4.455003696536127
p1k_00277,3.239204674429991,9.631154182965004
p1k_00493,3.983036468609684,4.175169264816326
starve_series__t17_starve,1.764580635614223,1.1585566300322716
p1k_00082,4.979324420257137,3.8700028017253656
p1k_00440,7.184295140024243,14.377948038091958
p1k_01035,4.835048740332308,0.905681927010324
p1k_00014,4.61660924125164,2.918184187254598
p1k_00288,4.218048676643582,8.939136591097522
p1k_00176,4.765951185578475,2.34845559938508
p1k_00431,2.843318643119581,11.56558936919763
p1k_00479,3.342702416626976,8.221176675341514
p1k_00748,3.1920427894116963,2.814926712590495
p1k_01015,3.7741800011898,3.3094377735779243
p1k_00223,4.497174055182774,7.696004820833217
p1k_00605,4.798394331615401,21.187274712496745
p1k_00563,1.9905891293267937,9.792080197622356
p1k_00762,6.653606460944659,5.339745378619926
p1k_00892,2.964355643549626,4.337342379695687
p1k_00258,4.22970781951924,3.255758039577959
p1k_00720,495.3207285731551,34.50250635461928
p1k_00275,4.184250165157825,3.4743088142435194
p1k_00618,4.356647961249207,4.363598685041228
p1k_00950,4.0847828872213565,2.239484557794617
p1k_00772,2.677610760783322,7.2854214879454
p1k_01009,2.887978098071557,2.7924812457723087
p1k_00985,5.010165609241969,1.8924518795639516
p1k_00291,4.516254318094367,12.10862160453726
p1k_00411,6.043329105893749,4.708811039903563
p1k_00063,7.947435501667496,6.19353298578378
p1k_00152,5.187869578253463,3.9953818683180353
p1k_00567,5.271369934124021,3.6140050667361385
p1k_00758,2.618251674075419,3.343093685038926
p1k_00857,3.747211780827334,8.153106100760116
p1k_00150,4.411302258673128,5.6737372290569
p1k_00113,3.1435702747917382,4.929214281476464
p1k_00971,4.246728962101188,3.310117142720997
p1k_00544,3.1127376055222027,4.967256868414694
p1k_00200,4.099666758650093,6.776702973861032
p1k_00262,4.300411038816412,4.073210822767856
p1k_00997,3.1794314827361903,2.215014199074997
p1k_00209,4.026121763973597,3.5873041730618644
p1k_00497,3.371570892896281,1.5929317396923728
p1k_00767,4.077725944443146,5.019080073656089
p1k_01000,4.132989942080641,2.436604857476298
p1k_00546,3.0185856708828327,14.729799073165026
p1k_01038,4.862799901854796,4.536785202849209
p1k_00225,4.793235643649541,9.125933479838206
p1k_00322,3.016267538163861,6.0500871022888605
p1k_00079,4.952066413491364,3.175242603557735
p1k_00343,4.179233805960837,12.165119632852075
p1k_00594,2.764342609981193,8.544365895053915
p1k_00180,4.14830413532319,3.191796510007069
p1k_00573,3.7368214097466974,4.463712908889481
p1k_00792,3.986304840376176,5.133964748132921
p1k_00941,4.43154327391918,2.880461642178904
p1k_00105,3.5332042819976937,4.104304436793678
p1k_00464,4.184130184317508,2.9071352472144274
p1k_00031,31.948691283525942,29.50046630569748
p1k_00914,8.971437873369647,7.2697990827429795
p1k_00098,2.3765969836943777,2.527740440449359
p1k_00073,5.547155137951054,6.877095403955396
p1k_00809,3.885378085963111,5.58983664438941
p1k_00913,4.75192886934895,10.194011810086566
p1k_00591,4.189317850579411,5.45974253962801
starve_series__t11_starve,2.0432412582983663,1.197049535112253
p1k_00199,4.5383421838751286,3.6193642251642055
p1k_00239,5.416272144745258,2.69329238290224
p1k_00300,1.7582801877938292,4.592610825540197
starve_series__t07_starve,2.253562943970916,1.6453588399271504
p1k_00752,2.519440993411393,4.473378761970707
p1k_00236,4.508098296688989,6.152830600340572
p1k_00344,4.042578288152413,8.53776709220654
p1k_00436,2.984317927599052,5.670848069344379
p1k_00569,4.617382676338121,2.621701460666238
p1k_00606,4.620337383352773,20.889972901429864
p1k_00037,3.260786620543732,2.217442566107508
p1k_00178,2.8112536439987865,5.170866878567334
p1k_00084,3.1986421299122125,7.106151057715314
p1k_00268,3.407440884593578,8.147982280269845
p1k_00424,2.7864243336585366,7.645850592850447
p1k_00576,4.338003827876689,10.322535062632484
p1k_00677,4.587433940173374,4.49541190798694
p1k_00858,3.67183261882652,11.96660178500482
p1k_00744,2.350905813370714,1.1229037225886798
p1k_00634,6.220524150377882,5.447304382505838
p1k_00064,4.478711342576428,1.5490185713134172
p1k_00799,4.652079302090449,2.305463898833176
p1k_00391,8.743020168616924,8.476723986813619
p1k_00943,6.284757347829952,3.173896310796988
p1k_00333,2.885037695512369,6.0488509341055945
p1k_01022,5.544843319745033,6.376728250322424
p1k_00483,3.63089268679195,4.709076663503623
p1k_00804,4.964643108729257,5.345213912001251
p1k_00270,4.6970555475223765,10.165236868104238
p1k_00189,4.398220674075374,6.0013384616314775
p1k_00400,5.54406740163629,4.812913033276803
p1k_00462,3.108267151982618,3.033984469821994
p1k_00020,2.7520315013363037,0.905681927010324
p1k_00982,5.4427883686697935,3.089223122464428
p1k_00747,2.27819818915381,3.73807332748778
p1k_00160,4.3603020867910685,2.244905908117328
p1k_00640,6.501474347700185,8.02787672936317
p1k_00724,4.798437889024,3.5732531509554883
p1k_01029,8.560847725222741,1.5526730119048615
p1k_00818,3.518688761485516,5.665018917894605
p1k_00054,10.5352562556931,12.94120264143361
starve_series__t03_starve,1.9562343167358285,1.475359214790057
p1k_00184,2.7631979009665977,7.085488865765835
p1k_00466,4.789418536827599,4.3273897969968695
p1k_00578,5.369217415425506,6.195704712294964
p1k_00769,5.565303453545039,4.600054263904945
p1k_00859,4.0980067508274285,9.738609216910632
p1k_00798,2.0014912450070748,2.7014837330523283
starve_series__t16_starve,2.000098749159714,1.6323821158494187
starve_series__t28_growth2,1.622757208297256,3.200043133695356
p1k_00642,4.7622182696770565,6.2692203519160605
p1k_00743,2.955423048472493,2.5134393012320717
p1k_00790,2.894097341597578,6.23415664913629
p1k_00906,6.637809015587401,6.3465614629849325
p1k_00917,7.143336590120925,4.591721240535576
p1k_00030,15.16737523689942,19.02866904105405
p1k_00979,3.338505040056148,1.719146254665358
p1k_00700,3.826846694536009,5.357490819853634
p1k_00774,2.949036186055405,2.9869023728702118
p1k_00289,2.615955198425803,3.567943290064217
p1k_00055,9.42500400252606,9.07515521294695
p1k_00612,2.636573066203149,5.696972234113548
p1k_00592,5.299187886421688,2.6813037153219867
p1k_00814,3.0367170084127797,5.015686798782759
p1k_00581,2.53771897841259,4.842883402037663
p1k_00179,4.291261757699823,3.858032150072936
p1k_00345,6.699339385694018,11.933467293322838
p1k_00966,4.039839436040013,1.957452694717704
p1k_00122,2.7448837211874832,2.2651435218447524
p1k_00036,4.097729974290687,3.497878852034616
p1k_00155,10.936650891425318,6.441397013968089
p1k_00331,5.2293755947359655,4.229076424456456
p1k_00660,6.165218821856376,4.668613608527613
p1k_00002,3.118369422008627,4.599004115765632
p1k_00718,8.033005003104636,2.730385442915115
p1k_00802,2.912310292873751,4.471802452818569
p1k_01034,3.0468520332465703,2.691590781531048
p1k_00188,3.453482480904761,7.299675798599299
p1k_00443,5.973371360911045,6.693436550017113
p1k_00542,3.2138801836680684,7.203145946899469
p1k_00399,5.631761635112637,6.286391620348216
p1k_00930,7.386541104007054,5.770007815504283
p1k_00719,2.736461135861436,3.2338129541948786
p1k_00365,1.8415290426162247,2.7345227198637576
p1k_00519,1.8844209692278613,5.0120096862376
p1k_00066,2.1144497617178577,2.644930538913452
p1k_00728,3.746677177555387,4.2558645040789695
p1k_01021,5.292294519347543,3.016171250231132
p1k_00861,3.803784457096447,6.786186576742919
p1k_00261,3.1942853379785547,3.029181676136223
p1k_00023,2.0812028629781048,1.1815716233395206
p1k_00631,4.572809304457543,4.341545290128174
p1k_00925,4.4670948859960085,1.941502236050381
p1k_00309,3.852611024884672,6.416531955641456
p1k_00806,3.809377033996096,3.2852555569848305
p1k_00882,3.3789680499915726,3.663059444611428
p1k_00935,2.866003769612952,3.082058939331515
p1k_01033,4.500267733341697,2.038387910461178
p1k_00357,3.2744137430657685,4.165568519029609
p1k_00481,3.1066575167515693,2.130156676344132
p1k_00196,4.138203959634012,6.9893455557698845
p1k_01054,5.188426312595817,2.6224070990162107
p1k_00148,4.955728395495802,4.439335620824545
p1k_00681,4.212652527955925,4.459252920133093
p1k_00885,3.0162675371555165,6.050087104126982
p1k_00701,5.028140485656936,5.690459918611788
p1k_00709,5.690379558380794,6.074296851257687
p1k_00652,5.8313527426846266,7.29225554351008
p1k_00120,3.623682385110464,1.360864301552984
starve_series__t25_growth2,1.8078599713228845,1.3827342731112948
p1k_00186,3.882141021870867,5.380310698013338
p1k_00065,3.685374179790007,2.768335937914732
p1k_00492,5.409048127472729,3.022445980674642
p1k_00551,3.4882252204645283,16.751874067477296
p1k_00600,4.017933303755133,17.01816000441574
p1k_00446,5.661872690602038,6.0982445533188105
p1k_01012,2.5478962898629263,0.905681927010324
starve_series__t21_growth2,1.6212681128230524,3.354013472614767
p1k_00922,5.485615679175814,2.593372225688986
p1k_00183,4.411492909248281,6.225929929131228
p1k_00193,5.5006537714543455,6.377559332824787
p1k_00392,7.831372833826399,6.477339168075429
p1k_00495,2.79059697545027,2.35327567912821
p1k_00516,3.9838221983953006,6.786543514048341
p1k_00795,4.313178590014327,4.448642154404399
p1k_00306,5.610718018049142,6.002059400148623
p1k_01046,5.286325165406068,2.6079675415417274
p1k_00455,2.349673664025508,1.5025185253732338
p1k_00048,3.041668205517744,5.56500353819005
p1k_00028,17.827442133900295,12.53404839778691
p1k_00058,5.224039147394928,3.5355277277031414
p1k_00350,3.559163264406933,8.368592994121888
p1k_00513,5.387799825971933,5.578854690763073
p1k_00561,5.82504154802219,4.860243805303626
p1k_00584,4.98160342095463,2.277454713604246
p1k_00181,2.7060138718974533,4.860388146437455
p1k_00903,5.392834561021114,5.137896012944008
p1k_00488,2.9117950029134607,6.859265210028296
p1k_00963,4.395067816092753,2.0781557589630766
p1k_00636,5.504175794206007,4.22569122412989
p1k_00103,2.577117151186,3.679443473117638
p1k_00398,7.057855988492178,14.444983599846472
p1k_00283,3.106259319393025,5.496616587815605
p1k_00644,5.333491128399123,5.673082600166504
p1k_00111,3.0245701982291964,4.439643905936908
p1k_01042,3.9623697804825353,3.1844538172618586
p1k_00741,3.774981549173944,4.111597580688766
p1k_00499,4.726937941258811,2.2827247774372754
p1k_01051,5.344914218726083,0.905681927010324
p1k_00735,4.234895388168343,2.850114687289413
p1k_00856,1.0531780667945527,1.0903468863016328
p1k_00883,3.250986734991812,3.477284438124092
p1k_00207,3.259646462845873,6.9368106841048105
p1k_00437,4.334896208495174,8.6295068182078
p1k_00623,2.880517089508896,3.098497211219997
p1k_00554,3.1531450327226693,4.658086146081077
p1k_00319,2.510452035154743,4.730151873953006
p1k_00597,3.636293772341338,11.313767807289867
p1k_00680,4.931530639103934,5.21627732458812
p1k_00895,4.373532831671516,6.201847648869115
p1k_01006,3.8132147746552425,8.216426669985212
p1k_00710,3.732310969692488,6.053919203290591
p1k_00096,4.042069113886106,9.609282074178394
p1k_00878,3.647604642974151,5.243011366324858
p1k_00302,3.164028353282037,5.496336029205643
p1k_00161,2.4555905348524734,3.7938875410755535
p1k_00958,4.585944102596314,2.084093062555362
p1k_00564,3.469502251821339,6.4666366719330695
p1k_00902,8.546319446760071,3.1658312304049634
p1k_00293,2.6762098136392565,5.613065995375825
p1k_00633,5.337934697170247,5.881850607463106
p1k_00229,5.457698167613796,6.0174987200125445
p1k_00732,3.603322450664834,5.770394631946531
p1k_00942,3.917391803006144,2.2831786751949803
p1k_01052,1.5912567904886954,0.905681927010324
p1k_01001,6.332986630472322,1.6098970565263462
p1k_00233,5.465883687567104,2.7131247448873688
p1k_00185,3.6594073744190583,6.809705885209678
p1k_00454,3.4118096601226418,4.019636954054658
p1k_00649,4.761301392593769,5.342501025539158
p1k_00526,5.510555938639693,5.396882295299124
p1k_00426,7.188097765196427,17.096210823364228
p1k_00216,3.8372058486632863,8.277566126399755
p1k_00986,4.174793670194454,2.1252673401933064
p1k_00688,3.739466701717697,1.678699338075167
p1k_00815,3.56172339152288,2.4389779594041
p1k_00177,2.1479661993052543,4.4838289774979545
p1k_00430,3.392274226674821,4.565313997980265
p1k_00337,4.9615365795731945,4.31806761100562
p1k_01016,4.448503241729247,1.6498260877499438
p1k_00228,5.408021375836831,5.584755909429038
p1k_00384,2.9527066162840776,5.403146051844695
p1k_00372,2.2635938989504125,3.14678308728687
p1k_00190,3.288773814167177,9.867051143802852
p1k_00080,5.046330944310919,4.70686343683388
p1k_00473,4.5532413685995365,3.597383550549845
p1k_00556,3.780005380649026,1.646821730456974
p1k_00912,4.433809032443936,3.2410289340634217
p1k_00703,3.888889885036577,5.908079997438716
p1k_00107,3.1954137856531126,5.132447783876771
p1k_00685,7.089827322327701,3.159909142332192
p1k_00695,5.1421245115453855,6.868151512751407
p1k_00515,4.709071095729521,3.748279743150252
p1k_00599,3.139077515903588,11.643774057308864
p1k_00043,2.2173993122321085,3.933348328635539
p1k_00684,6.6451343045635705,2.8644702472405954
p1k_00013,3.0429853011152708,3.678652843540287
p1k_00555,3.5749638019415624,6.65160759062864
p1k_00810,3.465971044744915,5.819544314708511
p1k_00287,3.098238792286286,10.376348701885767
p1k_00366,2.3851352614599066,4.985005055852071
p1k_00776,2.594079640123817,6.09045486557253
p1k_00662,6.018245537003197,5.359383338512595
p1k_00164,4.15765763678295,5.799976700999105
p1k_00026,4.129663387381382,1.20631860839112
