Parameter,Value
act_TF_conc_lo,3.7551444893826096e-22
act_TF_conc_up,1.83569964632441e-09
act_Kd_lo,3.3089983470231068e-09
act_Kd_up,0.9425262062317594
inh_TF_conc_lo,3.7551444893826096e-22
inh_TF_conc_up,1.83569964632441e-09
inh_Kd_lo,3.3089983470231068e-09
inh_Kd_up,0.9425262062317594
weight_act_obj1,8.192636589173368
weight_inh_obj1,8.192636589173368
weight_mRNA_match,4.4923580955860665e-05
inh_metab_Total_lo,3.8e-07
inh_metab_Total_up,0.0408
act_metab_Total_lo,3.8e-07
act_metab_Total_up,0.0408
