"sample","gene","Val"
"p1k_00853","b0720",0
"p1k_00853","b0118",0
"p1k_00853","b2587",0
"p1k_00853","b1778",0
"p1k_00853","b1612",0
"p1k_00853","b3605",0
"p1k_00853","b0312",0
"p1k_00853","b2288",0
"p1k_00853","b3397",0
"p1k_00996","b0720",0
"p1k_00996","b0118",0
"p1k_00996","b2587",0
"p1k_00996","b1778",0
"p1k_00996","b1612",0
"p1k_00996","b3605",0
"p1k_00996","b0312",0
"p1k_00996","b2288",0
"p1k_00996","b3397",0
"p1k_00784","b0720",0
"p1k_00784","b0118",0
"p1k_00784","b2587",0
"p1k_00784","b1778",0
"p1k_00784","b1612",0
"p1k_00784","b3605",0
"p1k_00784","b0312",0
"p1k_00784","b2288",0
"p1k_00784","b3397",0
"p1k_00420","b0720",0
"p1k_00420","b0118",0
"p1k_00420","b2587",0
"p1k_00420","b1778",0
"p1k_00420","b1612",0
"p1k_00420","b3605",0
"p1k_00420","b0312",0
"p1k_00420","b2288",0
"p1k_00420","b3397",0
"p1k_00178","b0720",0
"p1k_00178","b0118",0
"p1k_00178","b2587",0
"p1k_00178","b1778",0
"p1k_00178","b1612",0
"p1k_00178","b3605",0
"p1k_00178","b0312",0
"p1k_00178","b2288",0
"p1k_00178","b3397",0
"p1k_00174","b0720",0
"p1k_00174","b0118",0
"p1k_00174","b2587",0
"p1k_00174","b1778",0
"p1k_00174","b1612",0
"p1k_00174","b3605",0
"p1k_00174","b0312",0
"p1k_00174","b2288",0
"p1k_00174","b3397",0
"p1k_00028","b0720",0
"p1k_00028","b0118",0
"p1k_00028","b2587",0
"p1k_00028","b1778",0
"p1k_00028","b1612",0
"p1k_00028","b3605",0
"p1k_00028","b0312",0
"p1k_00028","b2288",0
"p1k_00028","b3397",0
"p1k_00911","b0720",0
"p1k_00911","b0118",0
"p1k_00911","b2587",0
"p1k_00911","b1778",0
"p1k_00911","b1612",0
"p1k_00911","b3605",0
"p1k_00911","b0312",0
"p1k_00911","b2288",0
"p1k_00911","b3397",0
"p1k_00749","b0720",0
"p1k_00749","b0118",0
"p1k_00749","b2587",0
"p1k_00749","b1778",0
"p1k_00749","b1612",0
"p1k_00749","b3605",0
"p1k_00749","b0312",0
"p1k_00749","b2288",0
"p1k_00749","b3397",0
"p1k_00067","b0720",0
"p1k_00067","b0118",0
"p1k_00067","b2587",0
"p1k_00067","b1778",0
"p1k_00067","b1612",0
"p1k_00067","b3605",0
"p1k_00067","b0312",0
"p1k_00067","b2288",0
"p1k_00067","b3397",0
"p1k_00866","b0720",0
"p1k_00866","b0118",0
"p1k_00866","b2587",0
"p1k_00866","b1778",0
"p1k_00866","b1612",0
"p1k_00866","b3605",0
"p1k_00866","b0312",0
"p1k_00866","b2288",0
"p1k_00866","b3397",0
"p1k_00347","b0720",0
"p1k_00347","b0118",0
"p1k_00347","b2587",0
"p1k_00347","b1778",0
"p1k_00347","b1612",0
"p1k_00347","b3605",0
"p1k_00347","b0312",0
"p1k_00347","b2288",0
"p1k_00347","b3397",0
"p1k_00209","b0720",0
"p1k_00209","b0118",0
"p1k_00209","b2587",0
"p1k_00209","b1778",0
"p1k_00209","b1612",0
"p1k_00209","b3605",0
"p1k_00209","b0312",0
"p1k_00209","b2288",0
"p1k_00209","b3397",0
"p1k_00490","b0720",0
"p1k_00490","b0118",0
"p1k_00490","b2587",0
"p1k_00490","b1778",0
"p1k_00490","b1612",0
"p1k_00490","b3605",0
"p1k_00490","b0312",0
"p1k_00490","b2288",0
"p1k_00490","b3397",0
"p1k_00191","b0720",0
"p1k_00191","b0118",0
"p1k_00191","b2587",0
"p1k_00191","b1778",0
"p1k_00191","b1612",0
"p1k_00191","b3605",0
"p1k_00191","b0312",0
"p1k_00191","b2288",0
"p1k_00191","b3397",0
"p1k_00236","b0720",0
"p1k_00236","b0118",0
"p1k_00236","b2587",0
"p1k_00236","b1778",0
"p1k_00236","b1612",0
"p1k_00236","b3605",0
"p1k_00236","b0312",0
"p1k_00236","b2288",0
"p1k_00236","b3397",0
"p1k_00954","b0720",0
"p1k_00954","b0118",0
"p1k_00954","b2587",0
"p1k_00954","b1778",0
"p1k_00954","b1612",0
"p1k_00954","b3605",0
"p1k_00954","b0312",0
"p1k_00954","b2288",0
"p1k_00954","b3397",0
"p1k_00961","b0720",0
"p1k_00961","b0118",0
"p1k_00961","b2587",0
"p1k_00961","b1778",0
"p1k_00961","b1612",0
"p1k_00961","b3605",0
"p1k_00961","b0312",0
"p1k_00961","b2288",0
"p1k_00961","b3397",0
"p1k_00150","b0720",0
"p1k_00150","b0118",0
"p1k_00150","b2587",0
"p1k_00150","b1778",0
"p1k_00150","b1612",0
"p1k_00150","b3605",0
"p1k_00150","b0312",0
"p1k_00150","b2288",0
"p1k_00150","b3397",0
"p1k_00276","b0720",0
"p1k_00276","b0118",0
"p1k_00276","b2587",0
"p1k_00276","b1778",0
"p1k_00276","b1612",0
"p1k_00276","b3605",0
"p1k_00276","b0312",0
"p1k_00276","b2288",0
"p1k_00276","b3397",0
"p1k_00548","b0720",0
"p1k_00548","b0118",0
"p1k_00548","b2587",0
"p1k_00548","b1778",0
"p1k_00548","b1612",0
"p1k_00548","b3605",0
"p1k_00548","b0312",0
"p1k_00548","b2288",0
"p1k_00548","b3397",0
"p1k_00880","b0720",0
"p1k_00880","b0118",0
"p1k_00880","b2587",0
"p1k_00880","b1778",0
"p1k_00880","b1612",0
"p1k_00880","b3605",0
"p1k_00880","b0312",0
"p1k_00880","b2288",0
"p1k_00880","b3397",0
"p1k_01009","b0720",0
"p1k_01009","b0118",0
"p1k_01009","b2587",0
"p1k_01009","b1778",0
"p1k_01009","b1612",0
"p1k_01009","b3605",0
"p1k_01009","b0312",0
"p1k_01009","b2288",0
"p1k_01009","b3397",0
"p1k_00832","b0720",0
"p1k_00832","b0118",0
"p1k_00832","b2587",0
"p1k_00832","b1778",0
"p1k_00832","b1612",0
"p1k_00832","b3605",0
"p1k_00832","b0312",0
"p1k_00832","b2288",0
"p1k_00832","b3397",0
"starve_series__t01_starve","b0720",0
"starve_series__t01_starve","b0118",0
"starve_series__t01_starve","b2587",0
"starve_series__t01_starve","b1778",0
"starve_series__t01_starve","b1612",0
"starve_series__t01_starve","b3605",0
"starve_series__t01_starve","b0312",0
"starve_series__t01_starve","b2288",0
"starve_series__t01_starve","b3397",0
"p1k_01052","b0720",0
"p1k_01052","b0118",0
"p1k_01052","b2587",0
"p1k_01052","b1778",0
"p1k_01052","b1612",0
