,b2788,b3124
starve_series__t00_growth1,1.4387799684387037,5.36998257947648
starve_series__t01_starve,1.6684971963633304,6.524862632875753
starve_series__t02_starve,2.215234593008433,18.54091493249065
starve_series__t03_starve,1.6390786744768195,20.169101920402134
starve_series__t04_starve,1.2998275278393177,18.93939449993404
starve_series__t05_starve,1.854637312329127,27.80905431795025
starve_series__t06_starve,1.784766341503875,27.52053834391329
starve_series__t07_starve,1.878570711429136,25.390856091684643
starve_series__t08_starve,1.7470215106568998,24.356677998913398
starve_series__t09_starve,1.3557724284546244,21.86696246665946
starve_series__t10_starve,1.5071478945864891,20.546182909732146
starve_series__t11_starve,1.2714757889965276,19.93067947626452
starve_series__t12_starve,1.6402568947433642,15.77902519598935
starve_series__t14_starve,1.6470331059715495,18.146674455920586
starve_series__t16_starve,1.4836142481187446,11.918331438892505
starve_series__t17_starve,2.3797843682765567,16.15557938414603
starve_series__t18_starve,1.2813437711600584,14.355101960356787
starve_series__t21_growth2,1.2581780301648595,3.448934853928264
starve_series__t22_growth2,2.372801216792154,4.780162408267549
starve_series__t23_growth2,1.879995349958783,5.846466492478723
starve_series__t25_growth2,2.437706388401332,5.875182026626003
starve_series__t26_growth2,2.2729082983413678,5.081171907788036
starve_series__t27_growth2,2.278871727371368,4.514062221830728
starve_series__t28_growth2,2.387105207654918,5.060082332504105
p1k_00001,1.233191260190442,4.619830815018582
p1k_00002,0.9906735264950298,5.862561008285702
p1k_00003,2.3145221206384003,12.685118732904826
p1k_00004,2.5056612997749026,14.984497808839944
p1k_00005,1.155814746648106,4.038398033745831
p1k_00006,1.156150826539504,3.994884301754397
p1k_00007,1.901069550695322,11.377813987240197
p1k_00008,2.131899234707717,10.77598721396576
p1k_00009,1.2456565516234834,4.98714772877671
p1k_00010,1.4585346820014884,5.732453674315193
p1k_00011,1.7808087333497629,7.597538123343307
p1k_00012,1.8518313776664783,7.879492986072789
p1k_00013,1.8222066293477808,6.250474512890469
p1k_00014,2.080384172344015,8.901790586681171
p1k_00015,1.7705275613885612,8.940408092817801
p1k_00016,1.83495282481822,7.157094035325603
p1k_00017,1.9366149047283088,9.714378648229946
p1k_00018,2.0061542587117844,8.692025542211104
p1k_00019,2.999912095555997,11.871808199347202
p1k_00020,2.028952921319491,12.0341334139594
p1k_00021,2.5581910001210253,12.41125100811901
p1k_00022,2.164468152178232,10.352346592481272
p1k_00023,2.0999271831207684,9.184530960123604
p1k_00024,2.3383132902921853,10.223257030234148
p1k_00025,2.9057403480748496,14.537101650330342
p1k_00026,2.7781515626472437,15.296332448438662
p1k_00027,2.102881407162035,9.519192738269616
p1k_00028,2.095023058820499,9.703940509699535
p1k_00029,2.286174041506891,5.727263192263294
p1k_00030,1.87583260395949,6.0340850319649855
p1k_00031,2.2666274976358345,8.777775345674957
p1k_00032,2.218250117637985,7.713377919795853
p1k_00033,5.3282102279877215,17.945822341729887
p1k_00034,4.056376792600182,16.4670187529186
p1k_00035,2.802900315173459,7.593636072601947
p1k_00036,2.3196209735458044,7.339311208227637
p1k_00037,3.162220367209434,9.499955344989186
p1k_00038,2.817226942315755,7.737820591740841
p1k_00039,1.9883289999784803,6.166755506988566
p1k_00040,1.8535630100647853,5.827292862128443
p1k_00041,2.152451821461392,8.243171159520744
p1k_00042,1.7600320262986564,6.99316194034169
p1k_00043,1.950108970702076,5.347040191789012
p1k_00044,1.5247846026198937,5.648059610040393
p1k_00045,1.2996887361163558,4.825394832138366
p1k_00046,1.2582454039091022,5.174498149080066
p1k_00047,1.9357666685466144,6.014277217801292
p1k_00048,1.3931327497851778,5.2445117899541644
p1k_00049,2.7851120096247333,6.6947348422930055
p1k_00050,1.4912009745966373,4.180402936338063
p1k_00051,1.588071312170238,4.677627457432137
p1k_00052,1.5731387464019304,5.073603989564909
p1k_00053,1.480214033161959,5.02841053620088
p1k_00054,4.407337002412792,10.072855164000783
p1k_00055,3.156412219498597,6.703639613093766
p1k_00056,1.8602881120801225,6.612851397397996
p1k_00057,1.860396804576919,5.61242300450596
p1k_00058,1.8193859786842483,5.322002724790941
p1k_00059,1.9682789159675425,5.889483344321572
p1k_00060,1.843111453747325,6.46787071790785
p1k_00061,2.095275475290019,6.08486141334355
p1k_00062,1.5743640731596165,4.970309331653956
p1k_00063,1.9786895925883767,6.725266942757501
p1k_00064,1.476666501815025,12.229338002336728
p1k_00065,1.4754931100610122,12.516773589636625
p1k_00066,1.6912774431818791,10.173693569193732
p1k_00067,1.5163652129249163,9.56792362889885
p1k_00068,1.62856362467323,4.739529908044512
p1k_00069,1.573872378564581,5.815873875701016
p1k_00070,1.52721115439295,4.263903170114372
p1k_00071,1.318983567548132,3.7395639210201663
p1k_00072,1.4669006330061498,5.431685486742816
p1k_00073,1.512550340739617,4.004863632438539
p1k_00074,1.9032056938298467,8.321751430868833
p1k_00075,1.534849815167018,3.731668716913772
p1k_00076,1.733866779133734,4.528373024511764
p1k_00077,2.0681137031615884,4.342827186569377
p1k_00078,2.190265974740796,5.359071866195946
p1k_00079,2.2975612541347177,4.241327908820482
p1k_00080,0.8008517642226498,4.350730388745821
p1k_00081,1.5641716362736873,4.555833700581125
p1k_00082,1.7322213667575228,5.563133312035697
p1k_00083,1.7212026480859168,3.871911879990316
p1k_00084,1.3912779916612226,6.2798450576385125
p1k_00085,1.7044006194923125,5.794582726063968
p1k_00086,2.2515342876015216,8.829558467451221
p1k_00087,2.335553996983612,9.457263002366274
p1k_00088,1.5792605215976725,7.160255101875773
p1k_00089,1.918754344394874,8.553832708524162
p1k_00090,1.6309792278454314,6.1177415198305125
p1k_00091,1.7261445367457529,7.597130966530381
p1k_00092,1.4570230440263725,9.322510242068004
p1k_00093,1.4224767891810677,6.1008468455509695
p1k_00094,2.165893729147191,17.191254338573707
