,b0841,b1130,b1608,b1609
starve_series__t00_growth1,6.290046968929338,4.585112168921516,8.647498798392014,10.02165108267998
starve_series__t01_starve,1.519266428017542,3.948747619442677,3.4334355208881493,2.965079389992427
starve_series__t02_starve,1.15096966386459,5.521226560133772,1.9398555740010863,1.72991759267929
starve_series__t03_starve,0.8791636686679777,7.485290580770864,2.2150221144534568,1.5060299325814293
starve_series__t04_starve,1.078508345728021,7.831000350382886,2.135312412129024,2.022363304920453
starve_series__t05_starve,0.8460455033016336,5.973570965371753,1.0604048320719928,1.130513675684241
starve_series__t06_starve,0.8028378975751689,6.831600063326476,0.8204637281177432,0.89008637139374
starve_series__t07_starve,0.9345848553621736,6.025276610400277,0.7037654846330892,0.7983827431490668
starve_series__t08_starve,0.9396021788220223,5.580659130452053,0.5542708487837401,0.7729963476807041
starve_series__t09_starve,0.7656033583960351,4.86632954597749,0.4651544969318992,0.6702598255777753
starve_series__t10_starve,0.98952702383352,4.761473378821856,0.4007488508839162,0.6343042078233092
starve_series__t11_starve,0.5946499635496517,3.896286286807284,0.3494264247709459,0.5603162228008806
starve_series__t12_starve,0.6510793694473906,3.835653939017075,0.4285417298018013,0.8252450961403064
starve_series__t14_starve,0.5566074541477312,3.483911446159765,0.3785016559442445,0.7522868938781927
starve_series__t16_starve,0.4448025584488576,3.05580812803333,0.565569454947185,1.0444190756166811
starve_series__t17_starve,0.7041682119526852,3.2690821521202347,1.1921632759969607,1.419455779683648
starve_series__t18_starve,0.8830514692872918,3.533507334224689,1.1981419003595275,1.751219033591
starve_series__t21_growth2,3.965189271862563,1.5166247014100271,9.640876962954582,13.082797569064429
starve_series__t22_growth2,4.924188869840648,2.240366435428557,7.360385767398037,6.982835672386107
starve_series__t23_growth2,4.910655650546265,2.258333350743754,8.28433467713008,10.057393153613337
starve_series__t25_growth2,3.595861254705758,2.5859560892859297,5.6723335288164485,6.809951131033812
starve_series__t26_growth2,4.269581575842854,2.817459077082704,4.964704828181787,5.472257694311503
starve_series__t27_growth2,5.008552162644694,3.686300651004608,5.997592148975956,6.637869967415019
starve_series__t28_growth2,5.426466879650613,5.00598416230684,9.08241550809053,10.876314545235784
p1k_00001,5.034182090824644,5.5211541898973655,9.350883054919862,6.849788434195089
p1k_00002,5.125613480691173,5.503844239880122,9.776766628051934,7.659153301688577
p1k_00003,2.013804673912034,4.574628957720484,8.646053180205245,4.834155550470387
p1k_00004,1.8404036528105217,4.339135832346869,8.609529384824242,5.552472975372851
p1k_00005,5.5972138339873805,5.6581293718205234,8.263913790354094,6.917916953951404
p1k_00006,4.780133481822916,5.759649212550074,9.903965548052142,6.176137890273752
p1k_00007,2.543867617612698,5.193740928345598,6.879793545508333,4.88961674109001
p1k_00008,2.0916436328027537,4.7797110600829695,7.755488918795821,5.8271337815257125
p1k_00009,4.586949133848115,6.4562633897070905,10.020004421258816,7.216422082054719
p1k_00010,4.875008992238924,6.533170993180197,10.292949161957488,7.315708992154422
p1k_00011,5.906105052231244,5.388332397252642,12.857777495144878,9.429668304915008
p1k_00012,5.479585030922676,5.523238748694646,13.475308669004791,9.419742241626814
p1k_00013,6.830705765241209,5.764011668235894,14.50888660692587,10.02699887184064
p1k_00014,5.250636766497816,5.640676437784966,14.519808773590531,10.230000787297891
p1k_00015,5.134487917085528,6.01933557699948,13.045794218995765,8.714997515120661
p1k_00016,5.933816072410924,6.089278644639122,12.740422021654972,9.01670237717068
p1k_00017,6.949144343517098,6.493051138928816,13.320739540233626,9.781204507796913
p1k_00018,6.370847478651221,6.198798181750649,13.157723145559526,9.184135663836855
p1k_00019,2.627342943893942,8.293450214771308,9.121780091348738,3.370958873016646
p1k_00020,3.5008937390506305,8.328369769693511,8.497989246255353,3.432163093214944
p1k_00021,4.610676662532886,8.515136240945488,9.257540147520508,2.819670221380616
p1k_00022,5.128318546422178,8.243925772209483,9.578990580793809,3.138803919842172
p1k_00023,3.449753617902465,7.808160503222047,12.349560084570882,4.631411204956121
p1k_00024,2.7091056330680874,7.874881608016204,12.895124758932925,4.743403956306621
p1k_00025,2.7054188990963284,8.360311921717845,9.96827994517773,2.913645520231165
p1k_00026,2.095719108710365,8.716632296362649,10.768124848240635,3.1712579258778137
p1k_00027,19.624592364204695,12.184296545088094,77.66646016166405,46.6023467417658
p1k_00028,20.580197112584248,12.273372680560316,78.6569012941155,50.00487906624731
p1k_00029,30.270829516436617,21.96549770532154,107.57718910603964,66.78399289441447
p1k_00030,32.94638338009114,22.932406889667963,104.38577238217468,64.92536043607284
p1k_00031,36.59125477942158,21.74864343512065,92.89383045072324,62.25295292867317
p1k_00032,35.931842920469826,21.711195556625857,88.75732410064559,57.15610148341513
p1k_00033,8.100870871405764,7.241870030165938,33.030069382066586,22.830922804345423
p1k_00034,8.354026888465299,6.657599573162212,38.40269473580736,21.72470241463905
p1k_00035,17.74972783319649,12.07256291597144,39.502271448317295,29.250456311141093
p1k_00036,16.39752381219623,11.837856784266211,35.082581617646575,27.44277567732856
p1k_00037,18.462236674848448,13.43122247513042,42.95372270837198,34.45063855649914
p1k_00038,21.162646995704414,13.290895682705711,43.67558370063966,35.47595501156673
p1k_00039,6.312626300913902,5.513901896098385,7.610242891051698,6.628742412473927
p1k_00040,5.481312607118578,5.18180488682717,8.137988467826164,6.832931803608945
p1k_00041,3.871869400960916,6.482626636307379,8.353122560373915,6.689468979382052
p1k_00042,5.128033049617956,5.856189331791956,7.8598179608756,6.444995244136831
p1k_00043,3.473510301538675,4.017850945867776,9.161570010899744,5.864304205829184
p1k_00044,3.082759992159254,4.290397548114615,9.246297005910431,4.936673408397767
p1k_00045,3.585648879779787,3.788712787450762,8.337168029431343,4.991895191230595
p1k_00046,3.699620170653084,3.749376074904259,8.169164247965186,4.5541363021956185
p1k_00047,3.731993910127621,4.230651313622521,8.942841615163053,6.22102472435893
p1k_00048,4.217347004922724,4.492550188857958,9.804436164469678,7.107145707074434
p1k_00049,5.767398854778935,5.735252207117516,10.698458321483493,8.221187418002945
p1k_00050,5.911811346642584,12.460763567001372,12.145406459003548,7.246084817253585
p1k_00051,5.549553117919879,12.780807974014834,12.784079624577169,7.467304173288089
p1k_00052,7.397823215293192,10.269317407077914,9.76596609292524,7.926046438261606
p1k_00053,6.889577428041536,9.907498741946805,9.565524632132709,8.019384445064333
p1k_00054,3.1271548322357914,11.285938030748389,14.922701113168788,7.4321029336713025
p1k_00055,3.4942535914658914,10.902132021524674,15.832136786101596,7.920119439188276
p1k_00056,5.765683871421099,7.363902152125538,13.022002983027845,10.292286913502652
p1k_00057,5.73595318390176,7.330104520497194,14.97020105179034,9.650290660000394
p1k_00058,7.240918983392568,5.808732599339651,12.368553687291689,10.226195917422167
p1k_00059,7.761075175088616,5.430595166613897,12.901889207191322,10.291207906360498
p1k_00060,7.796259247216563,5.809438502095226,12.576845085877402,11.603182674416514
p1k_00061,7.24497074886883,5.467632241223637,12.556769200480312,10.859041743690565
p1k_00062,7.533848254197496,5.244138408136539,12.94182258549907,10.52667377812662
p1k_00063,7.476939870782895,4.733343770217775,12.263758614907278,8.732473375598634
p1k_00064,2.9361870803316976,7.710188110800376,7.501904164796906,4.061795418866464
p1k_00065,3.062426378965656,8.68466569307105,6.384449430430591,3.864515691029385
p1k_00066,3.094016642577312,6.073234434041599,3.2470219987630657,2.2086937249708827
p1k_00067,3.2856504849096893,5.537021539156047,3.2560391874619823,2.8234986548471785
p1k_00068,5.857694640469455,11.119505972435224,10.54352227801529,9.524370883973411
p1k_00069,4.661927504657631,6.412077571880482,5.749854666840819,5.195886735515591
p1k_00070,4.381570484167935,6.96513624667041,5.943801713239268,6.052601672362005
p1k_00071,4.600342365354827,6.697791819725673,6.000460598503974,6.3375410681001725
p1k_00072,5.334058398748004,5.995415166998499,5.996939548725316,7.073773430681647
p1k_00073,5.480825133379256,8.056269904931337,15.604954449962092,16.00319800158299
p1k_00074,7.218355670542965,7.834325149606725,14.340681723409215,18.27087607915513
p1k_00075,4.179385538418217,9.351420227828964,7.774716272246967,7.196635192613346
p1k_00076,4.491361636347644,8.846320385535668,9.105690952102137,8.033518093174264
p1k_00077,5.059870350176938,8.673613623168844,9.153308984976183,7.874171746498163
p1k_00078,3.5579171246944368,7.981310075200314,8.611886382457547,8.474650600972646
p1k_00079,6.292620367331928,6.936287093195441,11.238755278110885,9.19121814679971
p1k_00080,2.9821765206749284,6.323848111786922,6.477985698107462,8.236251195157552
p1k_00081,5.034964813172844,6.558728860901103,6.306965768930303,6.41678939318889
p1k_00082,3.678456207531449,11.150803083376829,12.032801820738827,7.272476346434048
p1k_00083,3.1949351300603,10.179345235301126,13.216793611698485,7.379767378198825
p1k_00084,4.441206958826962,13.18444470724819,13.17883835601482,7.4701552581543185
p1k_00085,4.275308454019803,13.936356718544747,13.98780530079918,7.526374618313187
