"gene","iM","Val"
"b3005","Fur-2",-0.617286347555073
"b0151","Fur-2",-0.696009763922414
"b1252","Fur-2",-0.486302294198164
"b0152","Fur-2",-0.849458180614459
"b3006","Fur-2",-0.758987481231093
"b0150","Fur-2",-0.870140864199323
