"sample","iM","Val"
"p1k_00327","Purine",-2.9589230375506
"p1k_00010","Purine",-3.2139197287371
"p1k_00989","Purine",-2.56847879387973
"p1k_00654","Purine",-2.89361107030832
"p1k_00032","Purine",-3.00501527467185
"p1k_00248","Purine",-2.57706196051585
"p1k_00356","Purine",-3.13814796444508
"p1k_00151","Purine",-2.88480195280912
"p1k_00529","Purine",-2.32001064630183
"p1k_00586","Purine",-2.02195375674581
"p1k_00051","Purine",-3.36491991596962
"p1k_01001","Purine",-2.83861666024598
"p1k_00932","Purine",-3.04452152789517
"p1k_00027","Purine",-2.86973716888166
"p1k_00060","Purine",-3.09177024454122
"p1k_00286","Purine",-3.07036082080561
"p1k_00282","Purine",-2.82998588868788
"starve_series__t05_starve","Purine",-6.42021640338319
"p1k_00474","Purine",-2.71588081634845
"p1k_00961","Purine",-3.17274375496828
"p1k_00240","Purine",-2.84589417652703
"p1k_00724","Purine",-3.05807769967195
"p1k_00902","Purine",-2.92785696439217
"p1k_00413","Purine",-3.16147632591512
"p1k_00274","Purine",-3.12330339031867
"p1k_00438","Purine",-3.13735097824826
"p1k_00574","Purine",-2.34294918039797
"p1k_00890","Purine",-3.19359555116194
"starve_series__t12_starve","Purine",-6.42021640338319
"p1k_00181","Purine",-3.16147810753594
"p1k_00993","Purine",-2.71241450241635
"p1k_00659","Purine",-2.8256629641393
"p1k_01050","Purine",-2.76115696877697
"p1k_00318","Purine",-3.11992835739879
"p1k_00182","Purine",-3.17257729437651
"p1k_00428","Purine",-3.27685440500905
"p1k_00931","Purine",-3.07935692904402
"p1k_00483","Purine",-1.71662102630888
"p1k_00997","Purine",-3.14428747801057
"p1k_00471","Purine",-1.78311038125918
"p1k_00694","Purine",-3.04358194620963
"p1k_00554","Purine",-2.59011067791261
"p1k_00730","Purine",-3.18621057716644
"p1k_00449","Purine",-2.52431603843781
"p1k_00421","Purine",-3.15743015005803
"p1k_00800","Purine",-3.13393354406832
"p1k_00284","Purine",-3.07210324700357
"p1k_00187","Purine",-3.39168686111864
"p1k_00288","Purine",-3.07619091073701
"p1k_00062","Purine",-3.21881104430026
"p1k_00947","Purine",-3.2128799830393
"p1k_00559","Purine",-3.16998397448423
"p1k_01021","Purine",-2.58271352493628
"p1k_00955","Purine",-2.58287438250875
"p1k_00186","Purine",-3.04465646294918
"p1k_00686","Purine",-2.62421029022872
"p1k_00657","Purine",-3.08641751464312
"p1k_00153","Purine",-3.02629109486645
"p1k_00235","Purine",-2.98524812899511
"p1k_01048","Purine",-2.8368303274239
"p1k_00306","Purine",-2.11483102097408
"p1k_00024","Purine",-2.59781789742161
"p1k_00218","Purine",-2.46951424385457
"p1k_00540","Purine",-2.35499418688815
"p1k_00957","Purine",-2.76082103213325
"p1k_01012","Purine",-3.08368873695548
"p1k_00281","Purine",-2.97039436515101
"p1k_00391","Purine",-3.20601447677393
"p1k_00854","Purine",-3.05388851777743
"p1k_01005","Purine",-2.6463028890232
"p1k_00489","Purine",-2.01228399735437
"p1k_00086","Purine",-3.10931319894022
"p1k_00673","Purine",-2.82427534660202
"p1k_00247","Purine",-2.64751747395347
"p1k_00905","Purine",-2.78532629094098
"p1k_00197","Purine",-2.49818917892649
"p1k_00352","Purine",-3.20793344572859
"p1k_00202","Purine",-3.15471380407789
"p1k_00777","Purine",-3.15953389450521
"p1k_00760","Purine",-3.26300781239132
"p1k_00522","Purine",-1.8418109116064
"p1k_00296","Purine",-3.03115165153176
"p1k_01049","Purine",-2.81894928846583
"p1k_00977","Purine",-3.18164261664203
"p1k_00266","Purine",-3.06564288528283
"p1k_00754","Purine",-2.50634871784955
"p1k_00638","Purine",-3.10430405003572
"p1k_00376","Purine",-2.82071292102569
"p1k_00038","Purine",-3.0373707644433
"p1k_00669","Purine",-3.14146464858703
"p1k_00885","Purine",-3.13636478010918
"p1k_00946","Purine",-2.68037218430022
"p1k_01015","Purine",-2.75976970404809
"p1k_00566","Purine",-2.73014529536451
"p1k_00674","Purine",-3.15701937211857
"p1k_00280","Purine",-3.1323478214667
"p1k_00968","Purine",-2.79734093812937
"p1k_00472","Purine",-1.7675041103048
"p1k_00482","Purine",-1.51088485473532
"starve_series__t28_growth2","Purine",-6.42021640338319
"p1k_01035","Purine",-2.61350642169648
"p1k_00478","Purine",-2.60669483205101
"p1k_00493","Purine",-2.72170168988667
"p1k_00353","Purine",-3.20591600866932
"p1k_00096","Purine",-3.04276141699678
"p1k_00552","Purine",-2.7167169402975
"p1k_00102","Purine",-3.3856728099539
"p1k_00733","Purine",-3.18109182507963
"p1k_00427","Purine",-3.31435094320168
"p1k_00031","Purine",-3.00689650551537
"p1k_00411","Purine",-3.17003279368292
"p1k_00484","Purine",-1.78064923999326
"p1k_00268","Purine",-3.01054989669838
"p1k_00305","Purine",-2.13768075545442
"p1k_00255","Purine",-3.11564099926654
"p1k_00547","Purine",-2.57697845356812
"p1k_00817","Purine",-3.19378769178073
"p1k_00084","Purine",-3.23789631880707
"p1k_00117","Purine",-3.20608794231514
"p1k_01043","Purine",-2.80702554563327
"p1k_00343","Purine",-3.15749436951618
"p1k_00624","Purine",-2.9428372464057
"p1k_00232","Purine",-2.83962774759636
"p1k_00978","Purine",-3.13393558940155
"p1k_00705","Purine",-2.95549161757163
"p1k_00033","Purine",-2.95066859984558
"p1k_00814","Purine",-3.2241295350268
"p1k_00262","Purine",-2.0418930432249
"p1k_00805","Purine",-3.20869278526332
"p1k_00525","Purine",-2.61266811559783
"p1k_00569","Purine",-1.85493123097253
"p1k_00871","Purine",-3.40827308214473
"p1k_00855","Purine",-2.99785981853746
"p1k_00047","Purine",-3.22720862216546
"p1k_00171","Purine",-2.83538133497025
"p1k_00609","Purine",-2.5017441167872
"p1k_00937","Purine",-3.17609450378096
"p1k_00579","Purine",-2.38572126060267
"p1k_00849","Purine",-2.04534579039784
"p1k_00018","Purine",-3.2625928812975
"p1k_00129","Purine",-2.247693643984
"p1k_00400","Purine",-3.07724936712013
"p1k_00360","Purine",-2.35745734561761
"p1k_00807","Purine",-3.1530367079928
"p1k_00683","Purine",-3.12132412037389
"p1k_00345","Purine",-3.09026877509909
"p1k_00896","Purine",-3.19006846330271
"p1k_00672","Purine",-2.9167524333627
"p1k_00294","Purine",-2.99372559867304
"p1k_00769","Purine",-3.08615258134527
"p1k_00222","Purine",-2.95701965113068
"p1k_00804","Purine",-3.10411348214276
"p1k_00761","Purine",-2.82769139011229
"p1k_00406","Purine",-3.24056430502615
"p1k_00597","Purine",-2.75127648018561
"p1k_01045","Purine",-3.23894597788082
"p1k_00071","Purine",-3.13541106976921
