"sample","iM","Val"
"p1k_00766","FlhDC-1",-8.6314336509528
"p1k_00766","FlhDC-2",-6
"p1k_00444","FlhDC-1",-8.41348864768061
"p1k_00444","FlhDC-2",-9
"p1k_00647","FlhDC-1",-8.56051447990011
"p1k_00647","FlhDC-2",-3
"p1k_01032","FlhDC-1",-8.86926913682743
"p1k_01032","FlhDC-2",-5
"p1k_00884","FlhDC-1",-8.45552665395685
"p1k_00884","FlhDC-2",-4
"p1k_00067","FlhDC-1",-8.52040786551234
"p1k_00067","FlhDC-2",-3
"p1k_00200","FlhDC-1",-8.20209361381388
"p1k_00200","FlhDC-2",-9
"p1k_00464","FlhDC-1",-8.39992255690348
"p1k_00464","FlhDC-2",-9
"p1k_00253","FlhDC-1",-8.34100320934143
"p1k_00253","FlhDC-2",-6
"p1k_00707","FlhDC-1",-8.49778205429121
"p1k_00707","FlhDC-2",-4
"p1k_00546","FlhDC-1",-9.13831156937029
"p1k_00546","FlhDC-2",-10
"starve_series__t22_growth2","FlhDC-1",-8.41487153404529
"starve_series__t22_growth2","FlhDC-2",-10
"p1k_01025","FlhDC-1",-8.93514383442663
"p1k_01025","FlhDC-2",-3
"p1k_00145","FlhDC-1",-8.47209242596406
"p1k_00145","FlhDC-2",-10
"p1k_01007","FlhDC-1",-8.45469912054264
"p1k_01007","FlhDC-2",-8
"p1k_00848","FlhDC-1",-8.02901273866225
"p1k_00848","FlhDC-2",-9
"p1k_00980","FlhDC-1",-8.54377084651366
"p1k_00980","FlhDC-2",-6
"p1k_00265","FlhDC-1",-8.46616886498201
"p1k_00265","FlhDC-2",-5
"p1k_00872","FlhDC-1",-9.61233450908081
"p1k_00872","FlhDC-2",-9
"p1k_00088","FlhDC-1",-8.2737313854133
"p1k_00088","FlhDC-2",-6
"p1k_00285","FlhDC-1",-8.69495146209092
"p1k_00285","FlhDC-2",-5
"p1k_00351","FlhDC-1",-8.37528139515529
"p1k_00351","FlhDC-2",-10
"p1k_00561","FlhDC-1",-8.73415742765126
"p1k_00561","FlhDC-2",-3
"p1k_00836","FlhDC-1",-8.09459609035635
"p1k_00836","FlhDC-2",-5
"p1k_00667","FlhDC-1",-8.48201291663531
"p1k_00667","FlhDC-2",-3
"p1k_00277","FlhDC-1",-8.90747550616741
"p1k_00277","FlhDC-2",-3
"starve_series__t21_growth2","FlhDC-1",-8.44319625496047
"starve_series__t21_growth2","FlhDC-2",-7
"p1k_00390","FlhDC-1",-9.01855573633153
"p1k_00390","FlhDC-2",-4
"p1k_00187","FlhDC-1",-9.1725639768386
"p1k_00187","FlhDC-2",-8
"p1k_01024","FlhDC-1",-8.12762639868087
"p1k_01024","FlhDC-2",-5
"p1k_00752","FlhDC-1",-8.54203156883695
"p1k_00752","FlhDC-2",-7
"p1k_00330","FlhDC-1",-9.00117035841425
"p1k_00330","FlhDC-2",-9
"p1k_00362","FlhDC-1",-8.55929616482743
"p1k_00362","FlhDC-2",-3
"p1k_00025","FlhDC-1",-8.53681309705114
"p1k_00025","FlhDC-2",-3
"p1k_00842","FlhDC-1",-8.11491188134952
"p1k_00842","FlhDC-2",-8
"p1k_01009","FlhDC-1",-8.78184639183801
"p1k_01009","FlhDC-2",-8
"p1k_00349","FlhDC-1",-8.50237476047013
"p1k_00349","FlhDC-2",-5
"p1k_00014","FlhDC-1",-8.44133944102592
"p1k_00014","FlhDC-2",-3
"p1k_00287","FlhDC-1",-8.47389033200234
"p1k_00287","FlhDC-2",-5
"p1k_01026","FlhDC-1",-8.99971952556192
"p1k_01026","FlhDC-2",-6
"starve_series__t01_starve","FlhDC-1",-8.24231221164633
"starve_series__t01_starve","FlhDC-2",-3
"p1k_00188","FlhDC-1",-9.36534559959196
"p1k_00188","FlhDC-2",-4
"p1k_00101","FlhDC-1",-8.12681295015988
"p1k_00101","FlhDC-2",-10
"p1k_00989","FlhDC-1",-8.3650714722242
"p1k_00989","FlhDC-2",-10
"p1k_00062","FlhDC-1",-8.47034286855659
"p1k_00062","FlhDC-2",-8
"p1k_00137","FlhDC-1",-8.95501711400504
"p1k_00137","FlhDC-2",-8
"p1k_00699","FlhDC-1",-8.41394429093312
"p1k_00699","FlhDC-2",-8
"p1k_01050","FlhDC-1",-7.91075171664194
"p1k_01050","FlhDC-2",-5
"p1k_00584","FlhDC-1",-8.3487897934364
"p1k_00584","FlhDC-2",-10
"starve_series__t05_starve","FlhDC-1",-8.39065926942041
"starve_series__t05_starve","FlhDC-2",-9
"p1k_00886","FlhDC-1",-9.30245148204654
"p1k_00886","FlhDC-2",-9
"p1k_00107","FlhDC-1",-8.76958596677101
"p1k_00107","FlhDC-2",-6
"p1k_00024","FlhDC-1",-8.56734226599315
"p1k_00024","FlhDC-2",-9
"p1k_00915","FlhDC-1",-8.70649713707908
"p1k_00915","FlhDC-2",-8
"p1k_00961","FlhDC-1",-8.3209443842041
"p1k_00961","FlhDC-2",-5
"p1k_00614","FlhDC-1",-8.20353517230515
"p1k_00614","FlhDC-2",-5
"p1k_00355","FlhDC-1",-8.43718576820614
"p1k_00355","FlhDC-2",-10
"p1k_00160","FlhDC-1",-8.09262445713833
"p1k_00160","FlhDC-2",-4
"p1k_00224","FlhDC-1",-8.4037776790976
"p1k_00224","FlhDC-2",-6
"p1k_00027","FlhDC-1",-8.5730026485771
"p1k_00027","FlhDC-2",-8
"p1k_00775","FlhDC-1",-8.51520659098993
"p1k_00775","FlhDC-2",-5
"p1k_00081","FlhDC-1",-8.74186933824696
"p1k_00081","FlhDC-2",-8
"p1k_00518","FlhDC-1",-8.17654573794268
"p1k_00518","FlhDC-2",-3
"p1k_00396","FlhDC-1",-9.12160158988738
"p1k_00396","FlhDC-2",-8
"p1k_00260","FlhDC-1",-8.14867623071215
"p1k_00260","FlhDC-2",-5
"p1k_00660","FlhDC-1",-8.390292838241
"p1k_00660","FlhDC-2",-5
"p1k_00326","FlhDC-1",-8.16131289486001
"p1k_00326","FlhDC-2",-4
"p1k_00399","FlhDC-1",-9.11387150531749
"p1k_00399","FlhDC-2",-8
"p1k_00730","FlhDC-1",-8.26894274947552
"p1k_00730","FlhDC-2",-6
"p1k_00308","FlhDC-1",-8.36174248950089
"p1k_00308","FlhDC-2",-5
"p1k_00502","FlhDC-1",-8.63295621661173
"p1k_00502","FlhDC-2",-6
"p1k_00899","FlhDC-1",-8.23899468218284
"p1k_00899","FlhDC-2",-8
"p1k_01035","FlhDC-1",-8.07949041056433
"p1k_01035","FlhDC-2",-7
"p1k_00776","FlhDC-1",-8.48339360580541
"p1k_00776","FlhDC-2",-4
"p1k_00853","FlhDC-1",-8.09784073072551
"p1k_00853","FlhDC-2",-4
"p1k_00774","FlhDC-1",-8.66604016018657
"p1k_00774","FlhDC-2",-10
"p1k_00022","FlhDC-1",-8.5372712124213
"p1k_00022","FlhDC-2",-3
"p1k_00495","FlhDC-1",-8.61302175373755
"p1k_00495","FlhDC-2",-10
"p1k_00141","FlhDC-1",-8.72461478177239
"p1k_00141","FlhDC-2",-4
"starve_series__t07_starve","FlhDC-1",-8.35546203246003
"starve_series__t07_starve","FlhDC-2",-7
"p1k_00135","FlhDC-1",-8.94592070135585
"p1k_00135","FlhDC-2",-4
"p1k_00295","FlhDC-1",-8.75762178316782
"p1k_00295","FlhDC-2",-10
"p1k_00093","FlhDC-1",-8.3114182192457
"p1k_00093","FlhDC-2",-10
"p1k_00103","FlhDC-1",-8.03583570572654
"p1k_00103","FlhDC-2",-10
"p1k_00703","FlhDC-1",-8.27976926556951
"p1k_00703","FlhDC-2",-4
"p1k_00479","FlhDC-1",-8.08831787195492
"p1k_00479","FlhDC-2",-5
"p1k_00100","FlhDC-1",-8.46596695777017
"p1k_00100","FlhDC-2",-7
"p1k_01053","FlhDC-1",-8.29256858264965
"p1k_01053","FlhDC-2",-9
"p1k_00344","FlhDC-1",-8.31980236751464
"p1k_00344","FlhDC-2",-7
"p1k_01011","FlhDC-1",-8.71674513234134
"p1k_01011","FlhDC-2",-8
"p1k_00541","FlhDC-1",-8.9028164778893
"p1k_00541","FlhDC-2",-6
"p1k_00953","FlhDC-1",-8.8399425101909
"p1k_00953","FlhDC-2",-5
"p1k_00488","FlhDC-1",-8.18324644530022
"p1k_00488","FlhDC-2",-8
"p1k_00678","FlhDC-1",-8.36235411202951
"p1k_00678","FlhDC-2",-5
"p1k_00744","FlhDC-1",-8.2946558932139
"p1k_00744","FlhDC-2",-7
"p1k_00334","FlhDC-1",-8.83100531889141
"p1k_00334","FlhDC-2",-7
"p1k_00303","FlhDC-1",-8.2852092160414
"p1k_00303","FlhDC-2",-8
"p1k_00133","FlhDC-1",-8.80899469913516
"p1k_00133","FlhDC-2",-4
"p1k_00367","FlhDC-1",-8.45627646497345
"p1k_00367","FlhDC-2",-4
"p1k_00076","FlhDC-1",-8.21231382020547
"p1k_00076","FlhDC-2",-7
"p1k_00123","FlhDC-1",-8.56009067096699
"p1k_00123","FlhDC-2",-3
"p1k_00869","FlhDC-1",-10.0724808884089
"p1k_00869","FlhDC-2",-10
"p1k_00940","FlhDC-1",-8.13923093683775
"p1k_00940","FlhDC-2",-9
"p1k_00861","FlhDC-1",-9.51349199189766
"p1k_00861","FlhDC-2",-7
"p1k_00340","FlhDC-1",-8.21785157797081
"p1k_00340","FlhDC-2",-8
"p1k_00443","FlhDC-1",-8.41970897862223
"p1k_00443","FlhDC-2",-6
"p1k_00645","FlhDC-1",-8.45053181863862
"p1k_00645","FlhDC-2",-3
"p1k_00039","FlhDC-1",-8.78770419043795
"p1k_00039","FlhDC-2",-3
"p1k_01002","FlhDC-1",-8.33488010874762
"p1k_01002","FlhDC-2",-3
"p1k_00307","FlhDC-1",-8.40913735741816
"p1k_00307","FlhDC-2",-9
"p1k_00593","FlhDC-1",-8.53073857479409
"p1k_00593","FlhDC-2",-7
"p1k_00528","FlhDC-1",-8.89991039367359
"p1k_00528","FlhDC-2",-9
"p1k_00441","FlhDC-1",-8.75910789691482
"p1k_00441","FlhDC-2",-8
"p1k_00182","FlhDC-1",-9.20303776889292
"p1k_00182","FlhDC-2",-8
"p1k_00601","FlhDC-1",-8.91100070428296
"p1k_00601","FlhDC-2",-6
"p1k_00681","FlhDC-1",-8.42764492311475
"p1k_00681","FlhDC-2",-9
"p1k_00115","FlhDC-1",-8.68485354718631
"p1k_00115","FlhDC-2",-3
"p1k_00356","FlhDC-1",-8.44542357894773
"p1k_00356","FlhDC-2",-3
"p1k_00243","FlhDC-1",-8.26411696251887
"p1k_00243","FlhDC-2",-8
"starve_series__t03_starve","FlhDC-1",-8.4269911211727
"starve_series__t03_starve","FlhDC-2",-7
"p1k_00628","FlhDC-1",-8.37535097348403
"p1k_00628","FlhDC-2",-10
"p1k_00643","FlhDC-1",-8.32191632404256
"p1k_00643","FlhDC-2",-6
"p1k_00735","FlhDC-1",-8.1514117713957
"p1k_00735","FlhDC-2",-9
"p1k_00790","FlhDC-1",-9.00190698131478
"p1k_00790","FlhDC-2",-6
"p1k_00291","FlhDC-1",-8.48665763536978
"p1k_00291","FlhDC-2",-5
"p1k_00037","FlhDC-1",-8.31390869657537
"p1k_00037","FlhDC-2",-6
"p1k_00947","FlhDC-1",-8.66754067292502
"p1k_00947","FlhDC-2",-8
"p1k_00319","FlhDC-1",-9.04416097495514
"p1k_00319","FlhDC-2",-6
"p1k_00358","FlhDC-1",-8.50432058629925
"p1k_00358","FlhDC-2",-8
"starve_series__t00_growth1","FlhDC-1",-8.27915257568037
"starve_series__t00_growth1","FlhDC-2",-8
"p1k_00894","FlhDC-1",-8.31924044341104
"p1k_00894","FlhDC-2",-7
"p1k_01022","FlhDC-1",-8.1845590930428
"p1k_01022","FlhDC-2",-7
"p1k_00183","FlhDC-1",-9.0325200244439
"p1k_00183","FlhDC-2",-7
"p1k_00525","FlhDC-1",-8.37105967703556
"p1k_00525","FlhDC-2",-8
"p1k_00651","FlhDC-1",-8.34429680912664
"p1k_00651","FlhDC-2",-5
"p1k_00859","FlhDC-1",-10.5995164243334
"p1k_00859","FlhDC-2",-3
"p1k_00124","FlhDC-1",-8.54587715616009
"p1k_00124","FlhDC-2",-9
"p1k_00670","FlhDC-1",-8.35523163731452
"p1k_00670","FlhDC-2",-8
"p1k_00578","FlhDC-1",-8.62705166890106
"p1k_00578","FlhDC-2",-8
"p1k_00143","FlhDC-1",-8.66705476082532
"p1k_00143","FlhDC-2",-8
"p1k_00994","FlhDC-1",-8.16913272329886
"p1k_00994","FlhDC-2",-4
"p1k_00585","FlhDC-1",-8.23937722748687
"p1k_00585","FlhDC-2",-8
"p1k_00933","FlhDC-1",-8.39307936282876
"p1k_00933","FlhDC-2",-10
"p1k_00278","FlhDC-1",-8.94649813486159
"p1k_00278","FlhDC-2",-8
"p1k_00535","FlhDC-1",-8.44673655572491
"p1k_00535","FlhDC-2",-4
"p1k_00637","FlhDC-1",-8.42486706344348
"p1k_00637","FlhDC-2",-6
"p1k_00817","FlhDC-1",-8.09227008808311
"p1k_00817","FlhDC-2",-10
"p1k_00366","FlhDC-1",-8.79402974132814
"p1k_00366","FlhDC-2",-6
"p1k_00504","FlhDC-1",-8.66167192075025
"p1k_00504","FlhDC-2",-4
"p1k_00420","FlhDC-1",-9.15658869156763
"p1k_00420","FlhDC-2",-6
"p1k_00551","FlhDC-1",-8.96867669677198
"p1k_00551","FlhDC-2",-4
"p1k_00599","FlhDC-1",-8.54542458036366
"p1k_00599","FlhDC-2",-9
"p1k_00201","FlhDC-1",-8.31315099223657
"p1k_00201","FlhDC-2",-4
"p1k_00065","FlhDC-1",-8.55311307563698
"p1k_00065","FlhDC-2",-3
"p1k_00691","FlhDC-1",-8.52270140195063
"p1k_00691","FlhDC-2",-7
"p1k_00256","FlhDC-1",-8.07121394067265
"p1k_00256","FlhDC-2",-5
"p1k_00849","FlhDC-1",-8.09459609035635
"p1k_00849","FlhDC-2",-5
"p1k_00672","FlhDC-1",-8.4005480715696
"p1k_00672","FlhDC-2",-5
"p1k_00910","FlhDC-1",-8.73250896534595
"p1k_00910","FlhDC-2",-7
"p1k_00841","FlhDC-1",-8.11030004192376
"p1k_00841","FlhDC-2",-10
"p1k_00415","FlhDC-1",-8.69589958276898
"p1k_00415","FlhDC-2",-7
"p1k_00450","FlhDC-1",-8.17395658355492
"p1k_00450","FlhDC-2",-4
"p1k_00385","FlhDC-1",-8.54259629791764
"p1k_00385","FlhDC-2",-6
"p1k_00324","FlhDC-1",-8.2875845394338
"p1k_00324","FlhDC-2",-6
"p1k_00418","FlhDC-1",-9.04018334213436
"p1k_00418","FlhDC-2",-5
"p1k_00636","FlhDC-1",-8.4565953083418
"p1k_00636","FlhDC-2",-8
"p1k_00084","FlhDC-1",-8.48206786338115
"p1k_00084","FlhDC-2",-9
"p1k_00015","FlhDC-1",-8.34284550309005
"p1k_00015","FlhDC-2",-5
"p1k_00189","FlhDC-1",-9.31070529618934
"p1k_00189","FlhDC-2",-3
"p1k_00083","FlhDC-1",-8.31539899274605
"p1k_00083","FlhDC-2",-5
"p1k_00323","FlhDC-1",-8.58146163833705
"p1k_00323","FlhDC-2",-5
"p1k_00377","FlhDC-1",-8.69035972985284
"p1k_00377","FlhDC-2",-7
"p1k_00576","FlhDC-1",-8.28411445664269
"p1k_00576","FlhDC-2",-4
"p1k_00363","FlhDC-1",-8.48356993009069
"p1k_00363","FlhDC-2",-8
"p1k_01008","FlhDC-1",-8.28808426128641
"p1k_01008","FlhDC-2",-7
"p1k_00069","FlhDC-1",-8.74582422092022
"p1k_00069","FlhDC-2",-10
"p1k_00996","FlhDC-1",-8.12672644849378
"p1k_00996","FlhDC-2",-3
"p1k_00337","FlhDC-1",-8.36874531664018
"p1k_00337","FlhDC-2",-3
"p1k_00579","FlhDC-1",-8.58439815311592
"p1k_00579","FlhDC-2",-5
"p1k_01018","FlhDC-1",-8.38847248863591
"p1k_01018","FlhDC-2",-4
"p1k_00293","FlhDC-1",-9.1428791136139
"p1k_00293","FlhDC-2",-3
"p1k_00542","FlhDC-1",-8.86017977934985
"p1k_00542","FlhDC-2",-9
"p1k_00419","FlhDC-1",-9.16639458360819
"p1k_00419","FlhDC-2",-4
"p1k_00406","FlhDC-1",-9.10505986965631
"p1k_00406","FlhDC-2",-6
"p1k_00656","FlhDC-1",-8.40616340717477
"p1k_00656","FlhDC-2",-8
"p1k_00054","FlhDC-1",-8.66559562826831
"p1k_00054","FlhDC-2",-10
"p1k_00669","FlhDC-1",-8.5090124675654
"p1k_00669","FlhDC-2",-7
"p1k_00045","FlhDC-1",-8.94090771155967
"p1k_00045","FlhDC-2",-5
"p1k_00313","FlhDC-1",-8.15361201143478
"p1k_00313","FlhDC-2",-6
"p1k_00833","FlhDC-1",-8.0978407307255
"p1k_00833","FlhDC-2",-10
"p1k_00059","FlhDC-1",-8.77924771595657
"p1k_00059","FlhDC-2",-5
"p1k_00047","FlhDC-1",-8.54862022306321
"p1k_00047","FlhDC-2",-10
"p1k_00448","FlhDC-1",-8.26744630173916
"p1k_00448","FlhDC-2",-6
"p1k_00634","FlhDC-1",-8.29914751479628
"p1k_00634","FlhDC-2",-10
"p1k_00632","FlhDC-1",-8.33342228474384
"p1k_00632","FlhDC-2",-8
"p1k_00158","FlhDC-1",-8.15426864712981
"p1k_00158","FlhDC-2",-7
"p1k_00658","FlhDC-1",-8.35658572161088
"p1k_00658","FlhDC-2",-10
"p1k_00159","FlhDC-1",-8.12185818048099
"p1k_00159","FlhDC-2",-3
"p1k_00577","FlhDC-1",-8.32339828851372
"p1k_00577","FlhDC-2",-9
"p1k_00806","FlhDC-1",-8.13908839447105
"p1k_00806","FlhDC-2",-6
"p1k_00823","FlhDC-1",-8.08235736740939
"p1k_00823","FlhDC-2",-6
"p1k_00919","FlhDC-1",-8.68001282202055
"p1k_00919","FlhDC-2",-8
"p1k_00414","FlhDC-1",-9.2205930681798
"p1k_00414","FlhDC-2",-3
"p1k_00472","FlhDC-1",-8.07654917857951
"p1k_00472","FlhDC-2",-8
"p1k_00539","FlhDC-1",-8.35034505732946
"p1k_00539","FlhDC-2",-10
"p1k_01023","FlhDC-1",-8.28203117161289
"p1k_01023","FlhDC-2",-10
"p1k_00898","FlhDC-1",-8.16738261017674
"p1k_00898","FlhDC-2",-4
