"sample","gene","Val"
"p1k_00672","b2751",24.4036394181959
"p1k_00672","b1729",5.8580125003297
"p1k_00672","b2764",8.02138178400668
"p1k_00672","b2423",15.3039599573511
"p1k_00672","b2752",13.60038448662
"p1k_00672","b1287",5.40429060911491
"p1k_00672","b2414",5.30478073608284
"p1k_00560","b2751",13.3360146785181
"p1k_00560","b1729",3.2012659813802
"p1k_00560","b2764",4.38349638676227
"p1k_00560","b2423",8.36325398573585
"p1k_00560","b2752",7.43229007931567
"p1k_00560","b1287",2.95331764476063
"p1k_00560","b2414",2.89893784080305
"p1k_00618","b2751",19.7147136804081
"p1k_00618","b1729",4.73245146763397
"p1k_00618","b2764",6.48015004987413
"p1k_00618","b2423",12.3634505315073
"p1k_00618","b2752",10.9872007819151
"p1k_00618","b1287",4.3659078950731
"p1k_00618","b2414",4.28551789169769
"p1k_00820","b2751",15.684122475139
"p1k_00820","b1729",3.76492145050955
"p1k_00820","b2764",5.15531032745896
"p1k_00820","b2423",9.83579449820694
"p1k_00820","b2752",8.74091328517498
"p1k_00820","b1287",3.47331618665869
"p1k_00820","b2414",3.40936158507755
"p1k_00483","b2751",1417.43857416224
"p1k_00483","b1729",340.251416749777
"p1k_00483","b2764",465.906570896789
"p1k_00483","b2423",888.901151555669
"p1k_00483","b2752",789.952238861509
"p1k_00483","b1287",313.897851220935
"p1k_00483","b2414",308.118011168042
"p1k_00656","b2751",16.3822029536014
"p1k_00656","b1729",3.93249334824951
"p1k_00656","b2764",5.38476667770865
"p1k_00656","b2423",10.2735732862934
"p1k_00656","b2752",9.12996029357378
"p1k_00656","b1287",3.62790910247384
"p1k_00656","b2414",3.56110796236673
"p1k_00475","b2751",75.4109398088476
"p1k_00475","b1729",18.1021453600259
"p1k_00475","b2764",24.7872839182539
"p1k_00475","b2423",47.2915528460195
"p1k_00475","b2752",42.0272467693061
"p1k_00475","b1287",16.7000760357741
"p1k_00475","b2414",16.3925754651824
"p1k_01036","b2751",42.2885957279339
"p1k_01036","b1729",10.1512367950706
"p1k_01036","b2764",13.9000976711017
"p1k_01036","b2423",26.5199368250931
"p1k_01036","b2752",23.5678437729373
"p1k_01036","b1287",9.36499088716763
"p1k_01036","b2414",9.19255214885169
"p1k_00441","b2751",47.1590700783518
"p1k_00441","b1729",11.3203779685797
"p1k_00441","b2764",15.5010037312357
"p1k_00441","b2423",29.5742986419837
"p1k_00441","b2752",26.2822062769381
"p1k_00441","b1287",10.4435783200844
"p1k_00441","b2414",10.2512794176384
"p1k_00563","b2751",14.6360062394289
"p1k_00563","b1729",3.51332463310985
"p1k_00563","b2764",4.81079857916711
"p1k_00563","b2423",9.17850200887454
"p1k_00563","b2752",8.15678796074911
"p1k_00563","b1287",3.24120635120171
"p1k_00563","b2414",3.18152561679878
"p1k_01052","b2751",19.3316678604018
"p1k_01052","b1729",4.64050259216734
"p1k_01052","b2764",6.3542443720207
"p1k_01052","b2423",12.1232356278714
"p1k_01052","b2752",10.7737256383595
"p1k_01052","b1287",4.28108075546304
"p1k_01052","b2414",4.20225268472649
"p1k_00847","b2751",18.5459475093434
"p1k_00847","b1729",4.45189303441297
"p1k_00847","b2764",6.09598113499699
"p1k_00847","b2423",11.6304963038627
"p1k_00847","b2752",10.3358360805673
"p1k_00847","b1287",4.10707961400014
"p1k_00847","b2414",4.03145544785473
"p1k_00946","b2751",44.261060663137
"p1k_00946","b1729",10.6247204443277
"p1k_00946","b2764",14.5484392577682
"p1k_00946","b2423",27.756904962031
"p1k_00946","b2752",24.6671175757266
"p1k_00946","b1287",9.80180170638417
"p1k_00946","b2414",9.62131991629637
"p1k_00271","b2751",13.5555361422422
"p1k_00271","b1729",3.25396137883913
"p1k_00271","b2764",4.4556522418845
"p1k_00271","b2423",8.50091983274502
"p1k_00271","b2752",7.55463151612149
"p1k_00271","b1287",3.00193161436463
"p1k_00271","b2414",2.94665667535736
