,b1113,b3095,b3096,b3363,b3461,b3859,b3860,b4392
p1k_00050,2.20372162866291,2.181755947540183,2.6917394753946176,9.48781334609314,1.5817167690644045,1.3552878053182542,2.3422193739144954,13.78771704826673
p1k_00265,2.7838865285242527,2.0865256283122178,1.8787291001172888,8.922055682553633,2.0263022002894067,2.0212998452579454,5.741450430814182,12.780273026782988
p1k_00729,2.066814413583064,1.7482322034479567,1.1721094329646498,6.720454826833903,1.3441824483012803,1.4406992237203635,4.108363345795659,7.96781771333562
p1k_00488,2.9957815282777176,1.8453436655076447,1.3496458400592433,9.776626330247156,3.359010217509782,3.156158039988478,7.856197153778205,14.17632045196108
p1k_00703,2.2511329084131755,2.5949019959109063,2.2887822668071305,6.740801467063417,2.3239269919172267,1.7501920113657554,2.850951653046484,9.084072479582463
p1k_00026,1.1531358006551125,3.3147235392155543,1.3505767537114104,2.2527652999888894,5.013099114240128,0.8153163134925431,2.1186040223306195,28.3557269943639
p1k_00483,0.8268512620609177,1.2341187714710626,1.0630971750230247,3.3424720211652974,2.011280383147842,1.2052471656601529,3.123150161484832,10.887464668866375
p1k_00979,4.533502137940989,1.3064694300032778,1.3438584117266246,6.213260490563859,2.4066810753357983,1.446168308480945,1.0044620118993357,22.179367264964448
p1k_01055,3.0679538799587225,1.5609770982533715,1.28017234665681,5.407984809124281,2.1807097328313367,1.3669172147640387,1.333002722497975,10.43386055863535
p1k_00627,1.6089488977816846,2.1238014754110948,1.5646618175249103,5.980726925590611,2.3451496487966144,1.5388838374164906,3.4233504967945274,9.12397980250158
p1k_00228,2.4737145129177462,2.7372098213309397,2.1863387748184016,4.797906506165755,1.4021554027286285,1.811553946959957,3.651405068557677,13.48623115707829
p1k_00052,3.02730648030054,1.9530521793931737,2.6572305459627183,8.335882765901063,1.8941346085499764,1.2894100201605865,2.659960986585491,12.626692161912214
p1k_00773,0.6602330774459535,1.5903069947971322,1.1966556809963418,2.9827091760060447,1.682484849894219,1.8304752386049108,2.8939685207778165,5.337374646436512
p1k_00387,2.055157154997234,1.6522753116927285,1.6081596398200086,5.765581342958506,1.0480502876000353,1.596350973320258,2.6949164592248227,3.267232519798964
p1k_00172,3.3054434200680296,1.4991951220475075,1.105293681415705,4.760609782623023,0.9176163293304558,1.360533053877642,2.705055482505113,4.98877396102093
p1k_00938,5.263851820370258,1.9847490226099245,3.473533634208751,6.620286110168103,1.611948556891433,1.2704145020024846,1.3434531816858093,15.542150943162408
p1k_00290,2.7664723067000945,1.734884599179092,1.180006888826766,3.964964928928647,1.2149601499726064,0.9297747531797708,2.155370641290015,6.890716921028253
p1k_00530,3.434223437401392,2.3153353827509555,1.7213196684762813,2.3686429440024224,2.107805364280456,3.830893558524343,3.7547743787332872,4.525148809511194
p1k_00425,0.6196844582775931,1.7245552637295083,1.420383156018303,7.79315757802417,2.993626033771428,2.001855519662504,5.3463568815905145,7.924699889278775
p1k_00759,1.037229476422879,1.392004293457434,1.41745824168252,5.141343554583363,1.426092934244665,1.5552864026363231,4.246477468057396,5.003859529099067
p1k_00988,4.561545518559416,1.7435477634100374,1.5853486846707947,4.4883387734376505,2.218748364917289,1.4952592210874285,1.4406610875993036,14.53017658333228
p1k_00154,0.9648067093415372,2.378505510950034,2.575395208964368,3.3816575948157626,1.029597588765644,1.5831825455518955,4.771449098148014,4.949141168530255
p1k_00171,3.289845694493198,1.4939850588561232,1.1198830758363238,5.016055263971216,0.9628562429667764,1.4265558392432418,2.789633162989181,5.496728694022956
p1k_01010,4.419095669730258,1.96867937519082,3.028632087157857,6.40618851544393,2.2862093153585303,2.270706269080394,1.815915433428649,23.67493451664773
p1k_00544,0.9828856209023754,1.9188756024266185,2.1567254920413537,1.2749533345764068,2.765600717496332,1.386781201167036,2.028440191007894,4.330508070622897
p1k_01052,2.333720706366565,1.7250687017402744,1.373550014358196,4.600976728075177,1.888975822649743,1.623071582745736,1.5835933333222587,9.191148916112107
p1k_00482,0.2126035528091398,0.9981850412777382,0.6007216022721305,3.2292774469055217,5.793537948214458,0.294191917443387,0.6395881918603348,16.87580174453768
p1k_00370,7.339003274912909,2.7383099939262165,3.776135062341624,3.3411362562230478,2.916635057429986,3.5321153878363387,3.215406227381562,6.6219620143149776
p1k_00951,4.96098592881185,1.7562251011312895,1.795805562801125,6.98417432419033,1.3702915924747758,1.5946677401825873,1.3146415097916266,10.442788624578062
p1k_00664,1.8454744754901813,2.2344621796738693,1.930316744674777,6.9279282707397165,2.773356796130048,1.41501771630414,3.611582253453404,10.222087133615846
p1k_00913,0.7968773731105887,1.2006634847784905,2.1264214699205484,1.5216770541361426,0.5786184884769734,1.5844209258523485,5.251756531652354,3.748727039113864
p1k_00870,0.946780090077134,1.810133976745047,2.000743614460935,4.549395635605061,1.747763259890039,1.662627337569769,3.1228187885023595,5.144893682884887
p1k_00589,0.5341231906955097,1.5380978138290815,1.562167511261241,1.2270012859432633,1.5619437295402037,1.693666627439407,2.39227793388337,3.6237956137114713
p1k_00138,0.749961459206141,2.4660606830826914,2.534234084787803,4.171225070192117,3.022873188001302,1.232065830739141,3.8595120149029474,10.776653328345644
p1k_00499,0.5252348961746327,1.5734162186721112,0.9025351886654848,4.075039540443063,2.515502154018029,1.1044260751393504,3.6170692295993354,7.981706723285921
p1k_00626,1.6046987225118117,2.229651415011172,1.8043646699424876,6.257591519518953,2.2863618672974635,1.5931229060319816,3.2799647609427667,8.462650653436363
p1k_00907,3.3195885266647185,1.860207686027695,2.392722204569556,2.206048570430274,1.051594806230956,3.419510443057149,5.297164437881177,5.820513097359474
p1k_00510,4.155701250602393,1.5661349180068251,1.5988700246361582,8.181448588190346,3.5997962756695485,3.650744221017976,6.303214526876819,12.392210734995748
p1k_00207,2.8138415726638164,2.1327710179375257,1.585834639446236,5.229651922032054,1.5515019961202403,1.5901150213779185,3.781227731646114,9.002410671427088
starve_series__t01_starve,4.803025447036312,1.9268543282874,1.7397226806296968,1.7718204342209505,2.656399603323341,0.4817997975017871,3.027122534055716,29.3014552478162
p1k_00575,0.6850453054819481,1.7832114422324057,2.341241894836828,1.56498478050474,1.855620917265696,1.5573301537870703,1.8943505991660752,3.0110587701389324
p1k_00381,5.863770266474675,1.914942405785128,2.906676242212518,2.8375481450373856,4.273192803829677,2.2530968897347456,3.028062348390685,10.146186947924624
p1k_00070,2.1416205016186693,2.4502376111749844,1.622533995458708,4.279286653576097,1.6326560762509792,1.630309177380716,3.178428844119368,9.80937224154357
p1k_00255,3.01156814661225,2.253337953747333,1.2490233319801145,4.667574251684695,1.5419647457465488,1.3707290985636087,3.4514394076031154,8.571240273821509
p1k_00054,1.6949574457937835,2.675784547958941,3.310654839869102,7.858694138420204,3.141720858380632,1.188992810050838,2.822536860925631,17.666681326590457
p1k_00634,3.61126182532081,2.825377782870186,1.7190209019902458,6.15105505143142,2.616879982794247,1.5844994291957752,5.27730938223659,12.527536334400809
p1k_00757,1.2246369362867162,1.570669494633166,1.267995926715185,4.917474008148086,1.3311506617395423,1.3933325234406932,3.6435987610728526,4.825474303074409
p1k_00536,17.336090802982866,4.050259880729587,4.360892146031581,2.811715370476052,12.595207894053624,9.363484564359531,4.745621177511583,6.79104535214677
p1k_00281,0.9976550102284,2.0168036188358327,1.591051952884903,1.4521131722987248,1.7394945790993992,0.728734157533335,2.345450921836139,8.905957209049808
p1k_00522,4.356001141148597,1.9543385730724303,2.068307508077836,1.1475223619979165,5.43166624784416,2.960446388799048,3.425286633100088,5.626553041239419
p1k_00880,2.1502658186992543,1.577618327007971,2.233222571923464,3.966645866535917,1.443551914803931,2.21373411145354,2.825988412480572,5.457512413429533
p1k_00701,1.1160001940323714,2.076524489078473,1.812666494984153,5.319445051045949,1.7816976393857424,1.357276715547448,2.536706815612882,6.317084563719285
p1k_00306,0.98213756794049,3.3758108530688187,1.7870209700655062,3.6634749553481902,2.407723516206529,1.4128083776540452,0.1067775985436031,6.2561572041036335
p1k_00341,2.7806385757416168,2.0547520453798978,1.0964681275896782,5.6254106319258845,1.4319722638190011,1.6737402262444243,4.017273049321219,7.128872353911139
starve_series__t10_starve,0.7856865049547073,2.7126549553527712,2.82560770484151,6.669165984377204,1.4570999472402106,0.1007585503995607,0.4159686003114652,7.63792919177552
p1k_00781,0.7069236853226196,1.663392752225877,1.0952148171144291,3.8099522326105673,2.0005584731683346,1.832565777627918,3.848864764936833,6.3201635446598505
p1k_00196,2.1422376055663053,2.2372512616941598,1.84732405363664,5.628694900336972,1.3087287780142915,1.3701465441316452,3.4103888555706896,7.814176531072673
p1k_00652,1.845863813613692,2.475379502618479,1.758491570157361,6.362230796143215,1.64380964843108,1.4546044842955443,2.835287746047707,6.858637885877621
p1k_00742,0.9803178428829046,1.6616470670619097,1.276018702748556,4.405134567235651,1.7314156872602482,1.8014795903319956,3.8026072163293487,6.384108031644664
p1k_00641,2.6197141395744548,3.017702849566142,1.688617431316762,7.735283377949816,2.500345987755244,1.8904201156669285,3.341009162093614,9.183380596799712
p1k_00252,7.351071311267478,2.464393483657501,1.4336000720348443,8.822671174740371,3.5308883709279977,1.355569643764713,2.239992388484965,17.044385217371346
p1k_01015,2.459324030243697,1.1091246210541934,0.6279053473896435,5.159368675554056,1.413307670100426,1.1653617644503975,1.1663303761781525,18.46978127075493
p1k_00258,1.963841868016084,2.762398471448141,1.5600456869863353,3.722939203959542,1.8154317802551567,1.3729426556383142,3.0611781899358235,13.29978881964903
p1k_00180,3.4001396977881497,1.854432144277416,1.1981950985473415,5.702629196369666,1.5263320941395626,1.2705932042167931,3.047117681833221,9.665462760056387
p1k_00276,1.646896425740737,2.107052268864266,1.2728901186737276,4.4397600155350005,1.6967304967410275,1.4711565825389137,4.405834949192951,8.14263614101625
p1k_00417,0.7893873241646119,1.8727551703216236,1.6259259445389624,4.071889956872036,0.827208703957316,1.1822250409144932,3.115394316068459,3.340820621022948
p1k_00448,2.381985442168681,1.517515980348157,0.7518386440245355,3.3855334252556823,2.181532740679163,1.759259299296075,3.4282187433319646,9.866843690141623
p1k_00770,0.9993793338318828,1.949638659847844,1.6592031037379371,5.72282427030453,1.8704264065573963,1.430177243570743,3.9114383224578,6.463466805844325
p1k_00344,3.767129994386053,2.321568679314986,1.3469100693653326,7.6494587173240545,1.5812649973840662,1.947266694807983,4.945529879111636,6.055211012696784
p1k_00772,2.89785015605928,1.7755777878005512,1.089028586776439,5.534535483777685,1.662942502257042,1.5728551436843292,4.887451076225442,3.881333638042002
p1k_00297,2.0971565489000663,2.006924402772046,1.142476810198458,5.095239187882577,1.6546675730297098,1.2273658356504968,3.713443129635405,7.910755270680532
p1k_01044,3.489899632248012,1.8904476150336007,2.640424224983778,5.498113958413159,1.2472310536296711,1.2445301152218873,0.9469949837242272,11.30309622072411
p1k_00305,1.0883844916960996,2.907081556457729,1.663892394455552,4.133339937817858,2.073013057891992,1.365446377424043,0.0846074697742513,5.483917988865054
p1k_00465,0.2344426207463237,1.1749306430170894,0.6466438887910161,1.25885141444301,2.6723891748669777,0.4105331820116796,0.4770425037601759,9.356083225474404
p1k_00978,1.6255520987726215,1.7151518570400703,2.3671269616613198,5.152832409680884,2.319775601247666,2.0741270783544703,1.7848368998499735,11.73023423817048
p1k_00841,1.3830695959962995,1.0626960858098984,1.7686557662982203,2.944564337988857,2.173298048103446,1.777740898483183,2.0290055229607677,5.17823030351947
p1k_00811,2.779978131238669,1.2507046553819088,0.8741126626927953,4.88113269721453,1.5033451460967326,1.5141504421839609,3.6305341238531255,8.466168050870683
p1k_00372,4.3384394646119215,1.601236861515613,2.080836339956982,1.5163257564854895,3.1766387678355814,3.2973790923778905,2.2813972090824923,3.0234185505532745
p1k_00933,1.616334401881545,2.5126182945510767,1.808645797205848,4.156406120344304,2.1357583020137265,1.23997806419937,3.172036406339463,12.491638248989684
p1k_00166,7.030169511544588,2.7536395332161394,0.9911440459648836,4.3787254914060165,1.324757701925859,1.4160837187977449,2.641856594121505,7.802334864517827
p1k_00948,1.5143246858038724,1.4413790661676755,1.9116147607662108,5.760547366873997,1.8043830776687424,1.9922954636265,1.7875850647788307,9.906593672591582
p1k_00814,0.8399941327490648,1.2132167983944229,1.0306740875320322,3.336158748664088,1.3825379228928434,1.193086712782068,2.8018262703617163,8.537300814593243
p1k_00747,1.3118762152941794,1.4123877280690655,1.346834912371025,4.341392356201195,0.8894725257698698,2.339670334940237,8.695512727574611,4.538753517173529
p1k_00365,6.142917381235638,1.8131723599239329,2.812902080319826,3.983982573862263,2.094745501309351,2.969118039744844,3.5557177999166463,2.645957978883692
p1k_00412,1.939532788023416,1.4353341831907458,1.4983503482296647,4.832285134358567,1.2080865238416878,1.4461595120670538,2.7583218441841435,4.230437856153565
p1k_00614,2.6719477793495985,2.920575047607694,1.5372767039359931,3.134488113837674,4.749170956485052,2.1949254836561383,4.300689679630151,15.917182676949723
p1k_00667,1.99585092186126,2.7781056339212684,1.836700539731304,4.768519920266656,2.751551319901896,1.4442291790549069,2.9756766119885656,9.337306333153723
p1k_00653,2.11847609890013,2.955652287185913,1.5649986753185954,6.159872642461739,2.037529263731534,1.4347299258979478,2.444605672846555,6.461306792573404
starve_series__t23_growth2,3.841297213340686,3.32328654367922,2.959785359676939,1.8386240627068569,3.5636005746601422,1.541520362965704,2.6493763133316324,11.589932582926796
p1k_00668,1.846570145351676,2.41717524807747,1.6300973406265322,6.082182735839806,2.095762371734743,1.4210702929899586,2.817626792941822,6.291125629142175
p1k_00798,1.4165535480616165,1.4428694884901312,1.239544818314536,4.553643143946633,2.784764114128796,0.996073224230826,2.80276993539125,10.731401995174002
p1k_00128,1.8285653142408127,1.3478312109746484,1.2347771673602486,4.96687491628529,1.27218493095869,1.1019317439450047,3.613127095599894,4.502876657457199
p1k_00941,3.095687085062663,1.6374339914758498,1.9980980066811396,5.38499127402263,2.2955212460283256,1.4976068380570604,1.771935614823637,15.535486688554917
p1k_00165,7.393653438997674,2.2216135691881767,0.8983142987553486,2.706594987344213,1.3350177937829717,1.273636672605917,2.571066971185548,8.659216179113468
p1k_00259,7.408285432462346,3.470314398709333,1.7646691605824678,4.584804644988122,3.0112766573722687,2.457161512356801,4.77642228710313,8.308210699720435
p1k_00393,0.8552524091372746,1.6235514330663663,1.848026231508517,3.7097348778080015,0.9087747520681088,1.1042109064351815,2.1095729829356413,4.16349733063916
p1k_00532,3.250013090312885,2.0073976085681613,1.937047042240491,2.4394384470036803,2.4404140115600184,3.513100152684546,4.7050601218164765,5.648366565069875
p1k_00424,2.198134169416894,1.7423422550988763,1.2999006762680416,5.867834431140587,1.161553780363905,1.4478108970766206,3.884870990095959,4.305578717921307
p1k_00807,1.4163956685768495,1.4686878093823343,1.284750657077143,4.042913346393831,1.6615133362886263,1.19795412585977,3.5252165345293647,9.336764172296602
p1k_00404,1.570782224296424,1.7644589520542713,1.2968078292384424,8.166556802271128,3.8176064906469978,1.533053640718769,5.360761336129381,9.10736585969598
starve_series__t02_starve,1.2221578109038551,1.9508625171190943,1.718203990640099,1.5283838779784695,2.5832045365418352,0.2053230460898782,0.9572988481537416,31.305272118877006
p1k_00316,10.365988699736777,6.278945756508996,3.218051599535078,7.27973637863204,3.974646988623452,3.831576058157971,4.497579100864063,15.805703129343856
p1k_00760,1.011910179272858,1.4203024560113862,1.2786452735585752,5.167385852914804,1.4462398788241764,1.3503480102276586,4.14718495330278,5.340862512361916
p1k_00775,2.67377664248285,1.988081648305376,1.4735299407771538,4.468788239505611,1.7596677616142542,1.6177304347518755,4.887088748974716,4.866717738027248
p1k_00433,1.1598181811107042,2.0333968912509235,1.522357457536222,6.821627794694328,3.700707610155288,1.662321102008294,5.645570118235842,8.54267910867689
p1k_00035,3.691126176142833,2.3242433115125536,1.3941875522957916,4.502324059440382,3.379006088405637,1.5899426513879586,4.013737711533194,18.304618099369428
p1k_00126,2.4433961415245182,1.5060184120516131,1.1864637635066668,4.334909708571165,2.004846749117108,1.261710591553724,3.3811905549586267,7.672154365488579
p1k_00629,1.4056773006883685,2.288288289204972,1.5439316748558896,5.56041165416964,2.311078302309867,1.3776264018635564,3.199229621143939,8.36459212411703
p1k_00755,1.0827128668406234,1.5690703090408136,1.3469820038319136,5.0562613148693645,1.2932379750918488,1.5181188106238757,4.3176605331534015,5.25160708995345
p1k_00884,2.920508286873998,1.8926030748073,1.201377471655747,7.123819381820514,1.9404090666195184,2.3746310929422068,5.641319501671508,7.955068265253042
p1k_00193,1.1534732499072786,2.7303169788953614,1.6016334275925035,4.648239421540412,2.211815404540646,1.2117709583087706,3.220375052938844,9.955112309967925
p1k_00298,2.147814299525885,2.105026931349645,1.4186538595258176,4.798597580557154,1.7265430797849484,1.361828917250934,3.441022472490189,8.31292973950085
p1k_00007,2.131009336570164,2.8187992532726485,1.793286934756778,3.013866226753545,3.548504010825495,1.1435314531319,2.331220110306614,20.824256268256644
p1k_00268,1.6677136751735686,1.9653472806471104,1.5096560981982003,7.00806282360067,1.612911755577637,1.944106348652834,4.59172471961522,10.361469647227162
p1k_00516,8.68564896678815,2.9820016130156963,2.3694583488399887,3.3136053500361364,5.367383684251962,3.979553798997904,3.963949733635403,9.438614885732536
p1k_00619,4.606759526429504,3.0810367955688,1.30938706662983,5.694198964288561,2.7437396072287528,1.32877963619341,3.3110561806425034,9.27347165356921
p1k_00822,4.781834422393983,1.859999446292657,9.550046195384144,6.820585524518286,1.0675348839451133,6.6182423536348045,3.2183453056433864,21.242272928579727
p1k_00267,1.5813004100398418,1.7845233465606982,1.5150020175948784,7.244088431731066,1.547494559081327,1.7358683939297168,4.732779150493951,9.955171356506694
p1k_00471,0.9438545091471376,1.3731305063796655,1.5824226364353442,3.003586459404502,2.062255369518481,1.6697842863960002,2.2715984539855163,8.719339685351565
p1k_00669,1.6952536784634296,2.5242305262946414,1.801332634195428,5.50876142648728,2.0672446557888957,1.4679062334411854,2.827867983920658,6.623986033702168
p1k_00408,1.5076966048643572,1.6514445104520254,1.2159866947589464,5.35154793739934,1.410402484345488,1.383724464021525,3.879486688822958,4.331266511346862
p1k_00927,11.20594122524267,2.9809708014395246,3.1482869138619094,5.077972479780973,2.4756105854736994,3.444199199461276,4.823065009015645,15.490620025042062
p1k_00998,2.907889564295518,2.5329099366646046,4.646232360272021,4.927412118336829,1.277499435954507,1.9220765994679072,1.643788113317101,10.856668211229358
p1k_01008,3.137742036918147,2.058995892827968,1.664885996303095,3.478156199975197,1.4141418269618284,1.2105549698640512,1.2624270227138488,8.525783142472733
p1k_00727,1.7288426624887814,1.5590997505349389,1.0679915030674625,5.868251439043558,1.7731904258980014,1.1314524290496886,3.192831746879485,9.144626872492278
p1k_00074,0.2722099054199111,3.1732511978299627,3.931104578388458,5.557300433475701,1.5273891918153033,1.4797662697205762,2.1551120383307283,8.690635316149445
p1k_00218,2.5351973503369947,2.552605550635074,1.7607329322979102,4.403027915226402,2.3620549066685603,1.3516919092293225,3.8852453028797256,8.408088053684537
p1k_00195,1.5311266733614513,2.569042029665308,2.1747570902995466,6.171815809354398,1.463929943528356,1.5589292622519493,3.567743938688102,10.185641089370332
p1k_00574,0.7996003828720916,1.829825871003706,2.678833673025894,1.785103175947436,2.0367012039829557,1.819641816308343,2.059604892057284,3.2848864655151195
p1k_00982,4.093286341818431,1.831542385341021,1.5628810667980093,6.388632825802993,1.9962285003532283,1.3529853065553858,1.1799758820580846,11.879643259251209
p1k_00817,2.536053516593575,1.3171885699921024,0.9027871231531734,4.20032059007218,1.383593327195923,1.4665393135811722,3.739647557627596,8.37921438124841
p1k_00740,1.0428499866791108,1.840455221241444,1.4115584467393427,4.549362842754032,1.8551988939792503,1.8943665897242377,3.919792034929584,7.164358362522735
p1k_00967,4.060653488265838,1.7277404099634266,1.6192548842478205,4.350763209410854,1.9528516479844336,1.382655661908128,1.2193364037348613,14.830425585370046
p1k_00513,1.0376127209508068,1.894488724067074,1.5930142452855207,2.466402896783284,5.305395579514488,1.2041809154025829,1.91202790524356,5.962459298949271
p1k_00945,4.001138225916849,1.986369600118291,1.5456020125890924,5.054565603810671,1.9748821086744035,1.039659674034793,1.2570458436391323,11.869130391941908
p1k_00995,5.047166483843084,2.429931319218236,2.9485515205406188,5.304140644979912,1.5841032352439202,1.077614790470138,1.0742537020697225,10.701899735570606
p1k_00031,4.750817307394041,2.977171385603615,2.791752500882337,8.482567398737638,3.306473408269213,2.253052146678788,4.276667340780431,22.7249689484514
p1k_00508,2.4972026467499027,1.6985353394408889,0.8367968674632722,2.550820353667719,1.8278443347991868,0.6000328403404336,1.003521611204624,8.888068866165378
p1k_00591,0.591004605091906,1.8535389948887733,2.1582886319246803,1.03364831538267,2.42469227643814,1.5575348413005083,1.8747664755720583,3.226740948478028
p1k_00902,4.041356088848446,2.4193009769438394,2.25343517947617,2.1685039877526284,1.9910617307879213,2.0541675925980662,3.719253663728282,7.745442276059224
p1k_00930,2.6327955142855477,2.4036070702914825,1.9029702049855328,4.001888512860564,2.123186099081175,1.496291031845668,4.181375266056198,10.155446907220409
p1k_00270,2.259198833797267,2.0411127269519267,1.322283296103627,4.623200746578279,1.550032395525618,2.1966441039187274,6.033237794589024,5.595562756068626
p1k_00686,2.824865045169004,3.01985750887997,1.7356363037811608,6.068662775845968,3.2045039829142103,1.8061098536105733,3.5381638602581424,16.639856825232037
p1k_00263,2.1951217340777585,1.8601648186261976,1.1621700839032916,5.925496298178795,1.581466321587764,1.3792609020819229,3.4256171985374397,5.780353010955999
p1k_00502,13.530977925600272,6.25074719764698,3.5638185730991503,7.093836582776567,2.786983625247881,4.581697760675495,5.309737420515876,12.52068670628486
p1k_00578,7.048173292277095,3.5835365444226883,2.073318238350614,2.6548011752352,4.963776355998379,3.805022284384483,4.4124388748884575,8.14818294268439
p1k_00038,3.5588080182196755,2.683277992161122,1.6486231917416532,6.014273845259787,3.482791344392377,1.528006885016681,3.75117661142466,23.26636045137742
p1k_00426,0.5646926537041993,1.2322123385324686,1.116875712793924,6.286564729719832,5.437727682351515,1.6333856690521853,5.658182910154873,8.814978739681399
p1k_00441,2.455757688668073,1.8714535712892104,1.1065991647791673,4.516330982786555,1.4179293073563173,1.9165485075610815,4.085091333035668,6.280548196562943
p1k_00856,4.57660588611519,2.140407096840979,2.7911811223923446,7.661246611606831,1.708549664064,4.081091540606486,3.519608633794306,8.837621762012681
p1k_00863,2.6273467467058667,3.05768039179846,2.870061094741668,3.43579399468903,3.4164086697049227,1.9597866796590209,2.053607828347799,8.430239753579208
p1k_00248,4.756082095861843,1.622721852936332,1.4879223833313162,10.733093622541729,2.0696634962745635,1.5016498396286255,2.8961889314757534,17.767737996188274
p1k_00093,2.0509056137416293,2.6523618180416197,1.6618343731945302,5.52644048975963,1.870447510790761,1.4525196290056137,2.877620278004272,12.247820590566196
p1k_00691,2.830239433899953,2.9229257026686266,2.004500553697089,5.497832269153259,2.8516473887238174,1.7972957576587576,3.8532410351969055,15.92855458176773
p1k_00304,1.767833794494871,2.577651849002879,1.6186651207300278,3.503758557821696,2.0265116258865765,1.2301299527021463,4.106792430321282,6.4162731957711445
p1k_00103,2.541242511920097,1.252384820027104,1.1602696155851622,6.338055030276063,2.314483149202017,1.4428771074313995,3.7417365962096176,6.16564821540385
p1k_00324,1.267883153796911,1.8098613419121576,1.0276294678271418,5.081501487269926,1.7134494687032955,1.917470684412272,4.231142025420271,6.88786862541554
p1k_00558,3.811564402586359,1.832132922821878,1.1408010952620882,6.552846640409337,2.2094301519101136,1.65243207795684,4.165519368436649,7.013610894152998
p1k_00637,1.647288017637909,2.370076330171928,1.8939578171673883,4.991301857766143,2.901679610994743,1.5051986535702842,3.393242813399965,10.461763712971091
p1k_00191,3.1336320152500234,2.4818966626013186,1.2419910058465764,4.670696773780502,1.7216047088472244,1.4503119135243114,3.511164531971858,9.89090636415958
p1k_00519,2.201590565852295,0.9458626387362984,0.5973709824760682,5.098379330502797,1.279232184954424,2.6857680943010838,6.348022620184039,9.777843382286846
p1k_00146,3.531097788638065,2.6374842159077314,1.252949644899413,6.402108170619456,2.6813847900263497,1.3423918044523553,4.182992800762279,9.028073412704034
p1k_00014,1.191239877533112,1.5860221461401895,1.0686350368250657,3.1054872228428807,1.977018011896444,1.3792553389498847,4.4373337862097335,12.460542371729
p1k_00189,2.4739755287278817,2.20543747645067,1.7016034447189132,5.687570085406159,1.84677475459742,1.716465418834068,5.702811931501799,6.1973982496581765
p1k_00351,5.281796365942931,3.0370937399508806,1.2126788083403437,8.740780908280447,1.6056300971075017,2.075974963887969,4.911779780605734,8.970069511358416
p1k_00678,1.4450379723428928,2.213710208916684,1.446352859149045,5.2283149765225785,2.043484200511557,1.2254673583737914,2.2882441827890725,6.615895023536537
p1k_00157,5.656816415575594,4.773587449692063,1.793273343717448,5.464588137517024,3.0747785261102445,1.7895923978683663,4.131743285210855,12.721690700152733
p1k_00631,2.5917877158109737,2.853349681896641,2.2321207173821147,7.640973850260908,3.076821583196089,2.2505685259799533,4.558386651244446,15.857135610640512
p1k_00955,4.205042228850124,1.485621097320339,1.330933568915024,5.774113360295976,2.06308934326054,1.4749243985815783,0.9170125007588288,16.991287465815287
p1k_01000,4.589368461352199,2.0092050412816884,1.6408384522108796,4.652997824416891,2.008870738613529,1.423167713108943,1.2186254822344993,13.462706858847213
p1k_00192,3.947836180691205,2.9867941842392143,1.3033725110160286,6.974364222488205,2.097141342446521,1.7053467395738855,3.862270994805338,10.27331999570167
