"gene","iM","Val"
"b1187","Fatty Acid",-5
"b3846","Fatty Acid",-8
"b3845","Fatty Acid",-3
"b2341","Fatty Acid",-10
"b3081","Fatty Acid",-4
"b2342","Fatty Acid",-8
"b0221","Fatty Acid",-4
