"gene","iM","Val"
"b1187","Fatty Acid",-5.13429292586548
"b3846","Fatty Acid",-4.05256125510115
"b3845","Fatty Acid",-4.08423563285882
"b2341","Fatty Acid",-4.94956610088269
"b3081","Fatty Acid",-4.44696113458342
"b2342","Fatty Acid",-4.96293699375375
"b0221","Fatty Acid",-4.56139840174362
