,b1817,b1818,b1819,b1101
p1k_00107,0.4562434758444539,0.5181900801494339,0.5393844022934061,0.228332005864853
p1k_00108,0.1788178622848648,0.2458038975727204,0.240752430352176,0.1995479767068574
p1k_00109,0.2066193974456423,0.2845618166782248,0.2658087049102692,0.1884853653283584
p1k_00110,0.0655051816611476,0.0822196503564056,0.0789038433049762,0.0913323472253862
p1k_00111,0.0589987787162224,0.0852379852435551,0.0859546418149165,0.0918495862662938
p1k_00112,0.0651366489357492,0.0800858206771139,0.0922423985725775,0.0937265243732859
p1k_00113,0.114790129267349,0.1649282959119239,0.1596578273490584,0.1021404438144464
p1k_00114,0.1268833731219485,0.1506694969604963,0.1559792975172295,0.1097936772073563
p1k_00115,0.1147858967282705,0.1535680296564923,0.1508034502826619,0.1043300573958336
p1k_00116,0.1640069317813338,0.2133177725797017,0.2023901422522598,0.1585386232164539
p1k_00117,0.1629132458799332,0.2153925398618666,0.2199452651164938,0.181727825149021
p1k_00118,0.1518479659073077,0.2108956418036618,0.2087620833946484,0.1721287925467468
p1k_00119,0.1061400089039017,0.1612185871279549,0.1686519269238196,0.1886418210973941
p1k_00120,0.1057820479807103,0.157421645239974,0.1471501436734152,0.1773890454784167
p1k_00121,0.1122691392774221,0.1553249410660757,0.1634077419069514,0.1724961560543655
p1k_00122,0.1003507591644528,0.1524803172349529,0.1357383581449278,0.1524833917202315
p1k_00123,0.1093015937862227,0.1526323956115408,0.1429012354110036,0.1544010839519707
p1k_00124,0.1205231460726703,0.1498869608329738,0.1663817645725047,0.1415395732773358
p1k_00125,0.9335886112635504,1.0727496645841732,1.1698876334245825,1.8374129603425775
p1k_00126,0.6794233778657759,0.6549025533554618,0.7792967247133646,1.6708107836476804
p1k_00127,0.9768279730926552,0.8913856827599218,0.9664281245239534,1.873614505081936
p1k_00128,0.4502986145477151,0.580282645499592,0.5403709719155644,1.8960619734502988
p1k_00129,1.2759996647003875,1.2960160537538308,1.2290133432822994,2.196214931657212
p1k_00130,1.1268426229803872,1.2170894889474015,1.0293867729900883,2.327310513063287
p1k_00131,0.5099170980664154,0.6883338915961106,0.6817274065463911,1.6674651853474352
p1k_00132,0.5532748211010489,0.5762364397826756,0.5361204522227407,1.4339054722625373
p1k_00133,7.376004009511479,7.948944412054894,7.412847433172033,2.663164362319138
p1k_00134,0.973047628813418,0.7604389397569356,0.8415705629391937,1.5261493053733748
p1k_00135,0.3914865082312715,0.6155618533174115,0.6232935558048591,1.2034938420884145
p1k_00136,0.5963027432872473,0.6551862507104442,0.6647304267059416,1.2452740119565715
p1k_00137,0.2782047221493317,0.3549692983531125,0.4016590624878908,0.9660511243525522
p1k_00138,1.060090644738932,1.8459783706395396,1.6589879173793476,2.206022996102402
p1k_00139,1.0228595077461011,1.3685023375650494,1.387483551945676,1.3775809618886865
p1k_00140,0.4412643393026464,0.5017633507659015,0.5240335031625357,1.5250349541977448
p1k_00141,0.7089311383669019,0.8497992114196363,0.8299702807273339,1.809733107672498
p1k_00142,0.2205773078918176,0.1960412652290211,0.2328350209671134,0.176181739156112
p1k_00143,0.4886938245539148,0.6107365063651695,0.5699478285047174,1.057382401062867
p1k_00144,0.6826754738887252,0.6274784402644114,1.04371405808707,0.1718567334990625
p1k_00145,1.2180775866072016,1.1116542503554818,1.3721352647155334,0.4473122415226185
p1k_00146,0.5156955408808581,0.6468778424584065,0.6643097900794591,0.2933671820593465
p1k_00147,0.9546749787031374,1.1109716020926623,1.032701054215194,1.6684429078027974
p1k_00148,1.3659176524550116,1.7459436645101851,1.7079122685511297,2.35252427537065
p1k_00149,0.3105232195645268,0.3519346807717166,0.3622274538710812,0.2384802949721515
p1k_00150,1.4324118511012751,2.029923753527775,1.9314349902116552,2.286642423199974
p1k_00151,0.4527090171886153,0.2925933504679284,0.3125825753754057,0.2172220609514578
p1k_00152,0.4209313886867201,0.2887757092012628,0.3253993591850576,0.1374234449121444
p1k_00153,0.2995914776983321,0.2429940199751747,0.2761605387044287,0.1626843003144691
p1k_00154,2.261511543533043,1.90474568768409,1.8195072238343148,2.3384450371050103
p1k_00155,0.3272067542447542,0.4050546152551349,0.370346515394052,0.5121689365112417
p1k_00156,0.2087679177503638,0.1101820268940283,0.2115480857133169,0.1179457702542833
p1k_00157,1.3859672236612306,0.9332682184804167,0.9017183869259324,1.6220259154700831
p1k_00158,0.838682420864293,0.4453628707870774,0.4253583298555574,0.2294569466315091
p1k_00159,1.252396672075092,0.7619293262637558,0.7656086590818213,1.6316581400699677
p1k_00160,0.4551518150595104,0.4344854409194778,0.4541121712700442,0.1557531824776957
p1k_00161,0.9219130725194372,0.9451126541890212,0.9817677829121136,2.1844913452940684
p1k_00162,0.9751347290122389,0.9591543082090612,0.9567561833994308,2.168566628176831
p1k_00163,0.5547216380734769,0.6303722065028022,0.6202681154658756,1.6864030601416615
p1k_00164,0.5316359569378891,0.4814309639530226,0.5168782329005691,1.3019716728858928
p1k_00165,1.0400284962386592,0.7796371374078891,0.8368723620727497,0.8191291755763986
p1k_00166,0.8399123687509642,0.7146925446891141,0.7072774784529882,0.7852623604712297
p1k_00167,1.1346405976973366,1.0596308529900662,1.1508672409261516,0.3651785590263842
p1k_00168,1.1537272259427571,1.0655969062884134,1.1140190875825486,0.3703501310965988
p1k_00169,0.1001064134210973,0.1326673318743267,0.1483355720355449,0.2919480362140685
p1k_00170,0.0987826820426804,0.1434586141272216,0.147163423325902,0.2662256224737501
p1k_00171,0.142854607253942,0.2210785146743026,0.2161584527206051,0.2736337512542062
p1k_00172,0.1323253754972458,0.1952123104629066,0.1976486996951371,0.2615142984587313
p1k_00173,0.7408498502837382,0.8127031724179268,0.8413491754702006,2.1320922336678616
p1k_00174,0.7546318060891773,0.8059958010723348,0.8426822160443078,2.0766929472887683
p1k_00175,0.3296748758156606,0.3828814439746554,0.4027570537120867,0.5816714783593707
p1k_00176,0.3226975494005978,0.3712383101496401,0.3848814633773792,0.5163459094132665
p1k_00177,0.971272883237226,1.0900246955456212,1.107549912276227,1.8567126023014395
p1k_00178,0.955367240618236,1.020360460534713,1.0598766576462737,1.850319735267623
p1k_00179,0.3685782841356254,0.4184852731136538,0.4345706444899251,0.2967532341080626
p1k_00180,0.3678921933889684,0.4214770664458186,0.4790499795167944,0.3248749743715354
p1k_00181,0.1683319942916967,0.1989691554388371,0.2078267958263246,0.2102981523613386
p1k_00182,0.1831503761327589,0.2110760302571346,0.2183222684415096,0.2130021699456771
p1k_00183,0.3983423787330815,0.4185510758728447,0.4162999773220706,0.799274561807976
p1k_00184,0.1943439863914307,0.2247649594474502,0.2428726268210454,0.2061878357292086
p1k_00185,0.6562130978090365,0.7599883165476463,0.8116996485681591,1.983272945003375
p1k_00186,0.6536630320977783,0.7463309249751868,0.8440299258388685,1.9315375975103704
p1k_00187,0.5413907753198332,0.5868623380100721,0.6445419381458668,1.4302427784831824
p1k_00188,0.2907803582682429,0.2907023322291426,0.3798616391687156,1.7094584889434543
p1k_00189,0.3004390896658175,0.3057764809498365,0.3914928219634047,1.7156219983705847
p1k_00190,0.5537622996774958,0.6443618193252301,0.6660398129532509,1.4887765845419652
p1k_00191,1.0991330842688476,0.75091774515096,0.7463924944664714,1.3947974773969691
p1k_00192,1.2777909085120491,0.8515082476921861,0.6712591230770494,1.4176520800222614
p1k_00193,3.637191937594241,3.9717195052202263,4.275360071146137,2.026026241026953
p1k_00194,2.994526002939396,3.106131781170092,3.1530202354987438,1.8983573193685577
p1k_00195,1.6980795188491558,1.9763522283057584,2.1783108112454133,1.8170277463997064
p1k_00196,1.8026409507427803,2.1892657930585693,2.518386825899536,1.41281895102451
p1k_00197,2.4460530103674176,2.0327055387321376,1.905393244499637,1.789079615595882
p1k_00198,2.042915214105811,1.6737495283394948,1.6314627852807977,1.2507120346471958
p1k_00199,1.6957669226032202,1.506258788505603,1.4596410894307976,1.9680323697594408
p1k_00200,1.2678994078551649,1.098848135677105,1.043164051650556,1.5798510653034306
p1k_00201,0.5629383383653518,0.5565718080449942,0.5882805022464137,1.183975961549929
p1k_00202,0.5193923452510134,0.5073103087414144,0.5333682719082993,1.0594752097186884
p1k_00203,0.726369274563624,0.7159369335159183,0.686185682502572,1.134326759761766
p1k_00204,0.7237919207581862,0.6555247727194202,0.7232647503163627,1.1429843500149577
p1k_00205,5.088217707682101,4.663601150939336,4.618272396029163,2.124936736423326
p1k_00206,3.895694160181281,3.1847003809234997,2.924921425606174,2.213799123074195
p1k_00207,0.6071372691824445,0.6338564947627751,0.6972909536694005,1.2916629693198485
p1k_00208,0.5879485105363361,0.6136720203017704,0.6986061464665436,1.3305009403451764
p1k_00209,1.467036361867934,1.058684707026363,0.8630384196411038,1.4673189778481932
p1k_00210,1.6901138112534233,1.469315241254269,1.358180090322287,1.6298992398486385
p1k_00211,0.5825252338696884,0.6033790523125582,0.6076462190409434,1.3063916184534743
p1k_00212,0.578714375180553,0.6025587202085464,0.5813513610146288,1.2154746712642783
p1k_00213,0.7076288181380267,0.6354723686367462,0.7014789990243832,1.07595139268899
p1k_00214,0.8446989208395029,0.7119911209726012,0.7186720399581223,1.146633067249218
p1k_00215,0.7301364564269774,0.8151362364139632,0.9624414317794404,1.051804112641653
p1k_00216,0.698521027651176,0.7080986264398218,0.8303688693645015,1.0199786087868734
p1k_00217,4.61107978897144,4.986554330524839,5.4426247058652,2.233337366185105
p1k_00218,3.777993448709926,3.608157184436409,3.498251612153962,2.237872619593086
p1k_00219,0.7233594956559412,0.7978013429233403,0.7395068776378324,1.5321684828402968
p1k_00220,0.6985859632806752,0.8135105259211541,0.7161949176607523,1.6077437487699449
p1k_00221,0.3949137483163684,0.4895361404009691,0.4303548091709829,0.8712524650849943
p1k_00222,0.4452530481518794,0.53095692897014,0.501912702268145,0.982122031624322
p1k_00223,0.3582424472784949,0.4388724409687429,0.3795565183225787,0.7152192440316082
p1k_00224,0.3564681197382081,0.4244489564108412,0.3962682094237569,0.741787393035479
p1k_00225,0.54860256360894,0.6338526829229495,0.5953643695166437,0.8535412898076584
p1k_00226,0.5555097109809816,0.6237187074410245,0.5502638168358044,0.9020660789188936
p1k_00227,0.1279802104511377,0.1567337349316767,0.1506676339357663,0.1527899057244647
p1k_00228,0.1763255227536148,0.172953834299343,0.1566087933294741,0.1847619789597428
p1k_00229,2.801827410361722,2.827766721563809,2.4618699611569657,2.2014033258106203
p1k_00230,3.172910748627229,3.209748165528489,2.768323223889293,2.2412167191258097
p1k_00231,3.4128171958853764,3.434008425347596,2.8739376023804333,2.1809761295672114
p1k_00232,3.1821001230542616,3.3301729603592656,2.883249408364837,2.302529579418313
p1k_00233,0.4315958940350238,0.4165475048015828,0.4676213185485051,0.2745225694179262
p1k_00234,0.6064715532691319,0.5827871396705858,0.640389725785547,0.3501713034933151
p1k_00235,0.5678340017659886,0.5507545008456269,0.6023701156683098,0.3298261506094694
p1k_00236,0.3282863145807425,0.3507507099253861,0.3913654216168135,0.1791882891177281
p1k_00237,0.3438854402331421,0.3528127178954205,0.4124712189811201,0.1992402582195509
p1k_00238,0.1483160019501234,0.1533936125429547,0.1998845206355511,0.1147507760808726
p1k_00239,0.1434910860769947,0.1409490748882555,0.1845041769976014,0.114609783256925
p1k_00240,0.3319634449094992,0.3804057572655838,0.4092730313405798,0.194971434286497
p1k_00241,0.4407516855766646,0.4434326635116508,0.5497958842322586,0.2748995882370112
p1k_00242,0.4717686422128103,0.484712954908834,0.5727262747194491,0.2874861065132448
p1k_00243,0.2931842058221999,0.3713915025878935,0.4383710238514332,0.212181531182142
p1k_00244,0.291982961697549,0.3227902714245191,0.4167920423005903,0.2095862634470209
p1k_00245,0.2598676753756596,0.2833698638292828,0.3228993818029743,0.1419884139688361
p1k_00246,0.2375329166383925,0.260682922638328,0.3123365202828551,0.1511360686356704
p1k_00247,0.1993727950928777,0.205666822230041,0.224754253300642,0.1695194072094778
p1k_00248,0.1988473746899389,0.2291107844019836,0.2405286574119202,0.1823086688694608
p1k_00249,0.1649001225424129,0.1811712388352108,0.2148679150683948,0.2150905876478246
p1k_00250,0.1519898556146813,0.1702623131547326,0.2101941209000517,0.214514473327833
p1k_00251,0.2797290557587308,0.2618022649957371,0.3325876285516054,0.2627008613617137
p1k_00252,0.2007940600784006,0.1838400394760685,0.2283759285804255,0.1800683078066176
p1k_00253,0.2803109222780663,0.2960770008555925,0.3340937759192718,0.1752577349880691
p1k_00254,0.2036968391950344,0.1821161052099157,0.2267420350427055,0.1405446218494841
p1k_00255,0.9050019331416024,0.8440543982898279,0.7732708511287293,1.472100002816322
p1k_00256,1.0515311701648304,0.8448335276297433,0.7904914858837694,1.6335541965822895
p1k_00257,0.2898282247799282,0.3431610175978705,0.3035582719046641,0.4639408537892011
p1k_00258,0.2852467414652773,0.3495321935997306,0.3024412979125859,0.4741541998852018
p1k_00259,2.549016620008078,2.494173108271581,2.250333053798653,2.966879391300361
p1k_00260,2.768816434774722,2.759533785826908,2.4987978072153414,3.1025020637054674
p1k_00261,0.9362841133588656,1.3467513104637374,1.3603136163778151,2.26551556063675
p1k_00262,0.883128810210038,1.2321714463953573,1.3000311382564431,2.264354830369657
p1k_00263,0.7809439327217963,0.9502325948551124,0.9798089989016836,2.408630146894808
p1k_00264,0.7237015240956655,0.8934973924021359,0.9111680991904582,2.347946311598728
p1k_00265,0.5136831653722223,0.6020944958705791,0.6447108042935451,1.5686082355187858
p1k_00266,0.5338056083000134,0.6078976968711239,0.678977120551779,1.550173881200374
p1k_00267,0.4775888399650065,0.495005299224568,0.4819073926924836,1.2036816014169147
p1k_00268,0.4719940061377263,0.5249464032463075,0.4851040384468776,1.1516199047815745
p1k_00269,0.6230886463089609,0.6622146433156908,0.5844788097576222,1.2141139993985242
p1k_00270,0.5444138236304831,0.6437288269395168,0.5892946558664278,1.1413914965629512
p1k_00271,0.2177704143255568,0.2557117334617516,0.2819012859143246,0.387890369136845
p1k_00272,0.178955044244882,0.2340169759457476,0.260384967752817,0.3959778862409496
p1k_00273,0.662753861952351,0.8994081087413938,0.8661284656966242,2.19339929533956
p1k_00274,0.5418418756306028,0.8915663693257023,0.7382839733592231,1.7033415856500542
p1k_00275,0.3952760376137883,0.4638280291946128,0.5164608107186787,1.1145637011971288
p1k_00276,0.3457735700993101,0.4027623241954201,0.4361142118347428,0.9284144523680938
p1k_00277,0.4451881170725994,0.5076528612069027,0.5272510780654658,1.6795673287599462
p1k_00278,0.3902544575208519,0.4554529083211167,0.475473452081653,1.6132273948082363
p1k_00279,0.3385741715049329,0.3780723586427045,0.387270259052365,0.2388033368596073
p1k_00280,0.2921622706412549,0.3224712623904175,0.3562174921015284,0.2190307078071038
p1k_00281,0.4822983601663037,0.3889945835374414,0.4944090165289069,1.004758273460615
p1k_00282,0.4859719574502931,0.4041497720334354,0.4292677011224423,0.8784248823763016
p1k_00283,0.4833986861302981,0.6250879887131058,0.6167209873673539,1.302717379832271
p1k_00284,0.3999737787931476,0.4950450345066395,0.4553625603816242,0.8899743877549647
p1k_00285,0.5922012718265155,0.6819463777476512,0.7044373292484902,1.1874844733695076
p1k_00286,0.6887190935831308,0.7077758315741145,0.6314683350219058,1.032675738337983
p1k_00287,0.4336666533399295,0.5293135795760282,0.5011030284738257,0.775732791426141
p1k_00288,0.4154728508456879,0.4930481349537211,0.5089537024521718,0.8426589801710906
p1k_00289,0.3421041117316882,0.3983059449373942,0.4128077033309694,1.1386267509622712
p1k_00290,0.3382318056119753,0.3964365159329663,0.4296891296091357,1.079188440980926
p1k_00291,0.5326024802161881,0.6103282159567747,0.6308323693980741,0.8080780031177376
p1k_00292,0.5837040004650771,0.6404784422140755,0.5923747043779769,0.7821399053818789
p1k_00293,0.5725230718448988,0.6287451946945275,0.653933588695424,1.8035547884109584
p1k_00294,0.562205895286961,0.62621365029262,0.6805636699027877,1.7227825550603948
p1k_00295,0.5004159659323503,0.645943764373788,0.663595893191565,1.5764238373834438
p1k_00296,0.9858640255767128,1.0274069634669831,0.954708532987859,2.4300160117460616
p1k_00297,0.7645530731203057,0.7964768429245631,0.8162685013901673,1.2648115962330884
p1k_00298,0.7020426972523375,0.7968934504318197,0.7732539863712328,1.3337976016143325
p1k_00299,1.541427473443736,1.5611579713963144,1.324170429961074,2.3432585064956157
p1k_00300,1.538887907846015,1.462945433195097,1.3385223782001656,2.330099189553184
p1k_00301,1.973738020842349,1.8273527018900808,1.529256267685001,2.577232637578104
p1k_00302,2.106313119615772,1.8919746243364532,1.6433114782411324,2.5610745521714
p1k_00303,3.569578106111958,3.2092893720650046,2.8830616139137524,3.0252195977101746
