,b0475,b0605,b0606,b1749,b2436,b3942
starve_series__t00_growth1,2.006542866658289,0.7808763161539216,2.133987539051421,4.272284676752517,13.786851699658971,3.202038603141826
starve_series__t01_starve,2.283038498651353,0.6270947334920486,1.1188895376854884,2.318499729966201,5.45629582214203,5.830097765154603
starve_series__t02_starve,3.6814075280383847,0.3205925434754356,0.941175750590622,1.354539801563099,4.8102033187845326,4.445567905553655
starve_series__t03_starve,4.822116792290322,0.1632491040065951,0.5969457003834296,2.0067353127253167,4.94342009866675,3.347927049270257
starve_series__t04_starve,4.691464811367897,0.1339246185388721,0.518391514027427,1.718076035061138,4.673402769136598,3.2793229624638585
starve_series__t05_starve,5.594997176709078,0.1013314315493775,0.4397376098459574,1.398238626596898,4.5165915821418166,3.5293255160707795
starve_series__t06_starve,6.893279960718531,0.095591210864344,0.3980854695396745,1.280920531487108,5.695791375759563,2.4573855452814715
starve_series__t07_starve,6.634386735161978,0.0889503871741319,0.3249393446989767,1.1236575336404395,5.1719198613381705,1.6858791491550602
starve_series__t08_starve,7.526398242605421,0.0847569286521655,0.349467258919891,1.2443603941810828,5.676135956465941,1.50574664625779
starve_series__t09_starve,7.814427499491223,0.0705225090360616,0.2902273625108004,1.2928937094120556,5.507138344101093,1.2699547236946216
starve_series__t10_starve,8.641823283437311,0.0639759579724,0.3143362582417892,1.3996807008362706,5.293844843456113,1.0118903823947332
starve_series__t11_starve,9.271620951754468,0.0535271911612471,0.3652385388181816,1.3763174799907596,5.531029944913986,0.8455692626431757
starve_series__t12_starve,9.211905177815693,0.0574446448404306,0.2862686567036341,1.3070219447412703,6.070562715086798,0.5407270091955687
starve_series__t14_starve,7.615117552177762,0.053468282020926,0.3945232777908826,1.687571126666115,7.111777086788197,0.5923884053879506
starve_series__t16_starve,6.382895593049295,0.0621897454782033,0.4380475673781393,1.2549845278538636,6.829918604107556,0.5580342954147562
starve_series__t17_starve,5.065656589617955,0.0633291553781027,0.5498969055007605,1.4565920079279266,6.105164542393347,0.58182518925537
starve_series__t18_starve,4.810899313461694,0.0712722867750732,0.4923584223307823,1.158693046621443,5.444208743932889,0.5703648333972577
starve_series__t21_growth2,0.7184915047064346,0.6051325435036019,3.228857260276834,4.160041684360568,12.306336984523902,1.885922774960255
starve_series__t22_growth2,1.0682117270274916,0.8142469158995674,3.8453306833032648,5.604224182061999,14.055109776895302,3.4040909555853487
starve_series__t23_growth2,1.166873454650495,0.7558975333169536,2.375077353523167,4.721917778196794,15.269222420657515,2.2268841569568103
starve_series__t25_growth2,0.8613133182356992,0.6283241056650632,1.7901137834670298,5.199283037107021,15.172281663364052,2.1516203305176447
starve_series__t26_growth2,0.7808146901905354,0.4544491491813706,1.4300362757993148,5.511286140231925,13.339708873235146,1.848091139149895
starve_series__t27_growth2,0.8350411788920983,0.4755816325941889,1.5853891750968871,4.752678584254176,12.108012535438457,1.7265316413470433
starve_series__t28_growth2,1.3444342719521358,0.6590262995931017,2.0589277003568616,3.7660203304223474,9.722929427356446,2.587072735263375
p1k_00001,2.001148878981548,0.791569678702072,2.2815772935683145,5.968857851009665,14.574780079333957,2.2301041252531206
p1k_00002,2.428851637682684,0.8915084675313276,2.21095594427019,6.442923648385762,15.505447689861738,2.4895805791741257
p1k_00003,2.822341535537712,0.918627575093976,2.1181008625692725,5.456045604662042,10.913057718748048,1.286238784328194
p1k_00004,2.686719329965204,0.8199243184182372,2.1229654643089613,4.797761407553817,10.093200399947907,1.1868899019943882
p1k_00005,1.9564373564786723,0.7425436676050869,1.865148452344004,5.109354879655824,12.85944697668166,1.8280892254675016
p1k_00006,1.7622092655227977,0.8455061688306598,1.987831055197184,4.904085311093034,13.275436321178518,1.7610795297358377
p1k_00007,3.260001117647399,0.8290755939372387,1.936437718947836,5.485253588206983,10.75584381054942,1.5074863368200555
p1k_00008,2.7501222871733595,0.7439030334342809,1.7673026267920666,5.003549276369356,10.554927591399831,1.36702776420702
p1k_00009,2.2076245710719635,1.2840555668642086,3.0793947643465787,5.563301926116194,13.006086965939543,0.9407200654163193
p1k_00010,2.5533663014030585,1.2094616760855637,2.92974847613802,5.399451046542191,13.114159716632637,1.0210335166893052
p1k_00011,2.7787090206053,0.92773363066316,2.4793678727217565,5.81997270170548,12.97555863057031,2.7126852261072667
p1k_00012,2.6345647602928217,0.8970856664003222,2.4181563175786125,5.593094605423913,12.050242056752348,2.822213952923485
p1k_00013,2.546466373014438,0.9158225894518324,2.0264251297251903,5.908880552524251,12.111269682356172,2.340130702247585
p1k_00014,2.003977247951287,0.7724331552500215,2.167440367258316,5.348972428454483,12.116352689185616,2.415800428542445
p1k_00015,2.385076194904189,0.9578325746511184,2.428366761067514,5.965565388265751,11.582206014305674,2.6704633846656267
p1k_00016,2.985669772175482,0.9743575365816805,2.4658292406178526,6.083525649558971,12.883271690769265,2.4808326773156724
p1k_00017,2.837306136009007,0.936191184765062,2.4242880104415856,5.976442367536687,13.285507789592735,2.866707524401221
p1k_00018,2.758599060307213,0.8899745436533594,2.4615916997344334,6.409577244022128,13.650290578126524,3.045558662205849
p1k_00019,4.102184284136549,5.737032439999738,19.840870902013847,6.66643838067247,8.832399635039824,14.386667327334552
p1k_00020,4.766407362114856,5.926314770614503,20.513940061264663,6.8723156658369655,10.30607624352666,13.84814705807506
p1k_00021,3.8798168491164016,0.6728164693378538,1.4585526847754704,5.775638845039419,7.953525878292139,2.3309935302816744
p1k_00022,3.208402673841329,0.675789924219457,1.4354592912308333,5.6837871839186205,8.746729866890304,2.238183675461753
p1k_00023,2.9874890496913737,4.523022007705083,17.475475282388974,6.247882358748169,8.631153069018726,7.737359940167509
p1k_00024,2.997632256191835,4.690220650760912,17.452642526830775,5.928485395249377,7.891707947400112,7.605637681286758
p1k_00025,4.313326087824418,4.572440306811633,15.994442459081869,6.096708486219472,8.06252654569147,7.471175767121285
p1k_00026,4.343514224121225,4.609987394337813,16.107707874527385,6.024681951936562,8.274943196073417,7.541131275586714
