"sample","iM","Val"
"p1k_00459","Crp-1",-6.47800690613394
"p1k_00778","Crp-1",-13.4077575785215
"p1k_00922","Crp-1",-7.61757027964512
"p1k_00662","Crp-1",-6.87428722690495
"p1k_00685","Crp-1",-7.46838287181675
"p1k_00969","Crp-1",-6.54640666743868
"p1k_00104","Crp-1",-7.48039480705674
"p1k_00117","Crp-1",-13.4030838534216
"p1k_00923","Crp-1",-7.54134119130507
"p1k_00057","Crp-1",-6.56996591149991
"p1k_00914","Crp-1",-13.4202164033832
"p1k_00382","Crp-1",-10.6779308295291
"p1k_00171","Crp-1",-13.0215368736446
"p1k_00430","Crp-1",-11.8991028330851
"p1k_00910","Crp-1",-11.4036735886879
"p1k_00948","Crp-1",-10.9203505371034
"p1k_01037","Crp-1",-6.52305423243745
"p1k_00748","Crp-1",-11.6919419413319
"p1k_01038","Crp-1",-6.52676624978323
"p1k_00336","Crp-1",-11.6540222570748
"p1k_00850","Crp-1",-11.8147326281394
"p1k_00811","Crp-1",-11.2240039657054
"p1k_00474","Crp-1",-13.1653283137862
"p1k_00195","Crp-1",-13.4016486876382
"p1k_00271","Crp-1",-11.4930848781321
"p1k_00477","Crp-1",-13.0347008948885
"p1k_00732","Crp-1",-11.5227026351848
"p1k_00373","Crp-1",-11.8830054812978
"p1k_00335","Crp-1",-11.9229508837668
"p1k_00491","Crp-1",-13.3776473669549
"p1k_00575","Crp-1",-11.5316528909175
"p1k_00576","Crp-1",-11.2132714316317
"p1k_00062","Crp-1",-13.3945100188261
"p1k_00428","Crp-1",-13.2723709446873
"p1k_00158","Crp-1",-7.03339097334903
"p1k_00902","Crp-1",-7.66926526364031
"p1k_00618","Crp-1",-7.93952447095606
"p1k_00269","Crp-1",-11.6596992865336
"p1k_00805","Crp-1",-11.3857508828624
"p1k_00019","Crp-1",-13.4011311983773
"p1k_00456","Crp-1",-5.83479121203574
"p1k_00511","Crp-1",-13.4094695477748
"p1k_00868","Crp-1",-13.4085133592102
"p1k_00872","Crp-1",-13.2836082491047
"starve_series__t03_starve","Crp-1",-5.80008125683077
"p1k_00413","Crp-1",-11.6876179797269
"p1k_00176","Crp-1",-11.4316035183824
"p1k_00011","Crp-1",-13.4019138667912
"starve_series__t25_growth2","Crp-1",-11.3358464774501
"p1k_00764","Crp-1",-11.5648991179659
"p1k_00630","Crp-1",-7.89142508312221
"p1k_00163","Crp-1",-11.557023196278
"p1k_00409","Crp-1",-11.6593153414522
"p1k_00322","Crp-1",-13.3225093661112
"p1k_00752","Crp-1",-13.2952812991709
"p1k_00344","Crp-1",-11.6160404935804
"p1k_00546","Crp-1",-11.7585945732606
"p1k_00191","Crp-1",-13.0197300797285
"p1k_01040","Crp-1",-11.0341550135601
"p1k_00654","Crp-1",-12.4076982342353
"p1k_00324","Crp-1",-11.6668851374855
"p1k_00657","Crp-1",-13.4072363436883
"p1k_00488","Crp-1",-6.84405271170817
"p1k_00903","Crp-1",-8.74803749255951
"p1k_00341","Crp-1",-11.1255120342234
"starve_series__t16_starve","Crp-1",-5.9318761256453
"p1k_00637","Crp-1",-8.60786528342388
"p1k_00105","Crp-1",-7.37509081337162
"p1k_00539","Crp-1",-11.549466967156
