"gene","iM","Val"
"b2764","Cysteine-1",-6.82117819825508
"b1287","Cysteine-1",-6.6538599683941
"b2414","Cysteine-1",-6.64502650232374
"b1729","Cysteine-1",-6.68055233151907
"b2752","Cysteine-1",-9.39351869340775
"b2751","Cysteine-1",-9.30555410277375
"b2423","Cysteine-1",-9.28498410114833
