,b0583,b0584,b0586,b1102,b2155
starve_series__t00_growth1,0.0050664909232385,0.1139492931546301,0.291305778536615,0.0219141874567853,0.1470404059798321
starve_series__t01_starve,0.0029891089474447,0.0613922775993109,0.4026158716932191,0.0115891524864601,0.0706854417345905
starve_series__t02_starve,0.0013155567186349,0.0363145971359151,0.145782915547661,0.0083511345640182,0.019347900958686
starve_series__t03_starve,0.0024021846344735,0.0347349194769188,0.086973913166176,0.0075723580036732,0.0221062579582021
starve_series__t04_starve,0.0020362162624355,0.0277298177668197,0.0635631360758975,0.0056758635838685,0.0179076735019845
starve_series__t05_starve,0.0016384483670526,0.0262376999449594,0.0446904914223549,0.0053475443067404,0.0208845618615035
starve_series__t06_starve,0.0016692971105174,0.0283562631391509,0.0420844677146314,0.0059235492067771,0.0208631408924336
starve_series__t07_starve,0.0023576730353732,0.0282857595268782,0.0665663222238909,0.0069689095176893,0.0197262681484566
starve_series__t08_starve,0.0020587057062425,0.0345911902645612,0.1263537628619166,0.0061012328175139,0.0233421123780547
starve_series__t09_starve,0.0018308902008518,0.0378006893882211,0.2144306845930363,0.006378363392134,0.0226654309227905
starve_series__t10_starve,0.002310066872637,0.0454340753880798,0.2803899757454399,0.007429452631707,0.0265278252439467
starve_series__t11_starve,0.0037064212086234,0.0671277583996672,0.5303933461604617,0.0082456553906376,0.0250220038423553
starve_series__t12_starve,0.0036991160401354,0.0586219941324667,0.520688508654979,0.0086163267476238,0.0257314821924288
starve_series__t14_starve,0.0028606249449899,0.0655843222448875,0.7644380107638926,0.0092635377279832,0.030064419317924
starve_series__t16_starve,0.0032678365173394,0.0731796399666546,0.8737118845576649,0.0103353524385408,0.0349340671922421
starve_series__t17_starve,0.0066373626726478,0.0819350073329181,1.1111290433845094,0.0147974177693522,0.0459193452913654
starve_series__t18_starve,0.0043922533840684,0.0851641918036579,0.7754324347891126,0.0129840737370783,0.044168825755434
starve_series__t21_growth2,0.013406774244983,0.368275096100303,1.4381696132794557,0.097319463565106,0.1506432495080944
starve_series__t22_growth2,0.0104684895514144,0.3200435344429391,1.541378063397601,0.0673426425903379,0.1649258054448715
starve_series__t23_growth2,0.0154466116354479,0.3678017810583159,1.2523825295502982,0.1107226246050408,0.2228796134993053
starve_series__t25_growth2,0.0333601051247688,0.941888961387438,2.311858158901162,0.1114090560799212,0.5036300071489483
starve_series__t26_growth2,0.0103916404692168,0.353213628797687,0.7970162214029045,0.0459010011165699,0.2278767991453932
starve_series__t27_growth2,0.0061464985395449,0.1739889884564423,0.4349429503416758,0.0265104655216007,0.0925635628490267
starve_series__t28_growth2,0.0045635521879754,0.126874934059444,0.3999568901503208,0.0204113163593911,0.0811637237316303
p1k_00001,0.0103541740421363,0.2210562537605786,0.4792008270292299,0.0290901587134882,0.4379738024510249
p1k_00002,0.0095210875971283,0.2695702389691191,0.4964327072773061,0.0336017177483243,0.4277427657356504
p1k_00003,0.0554906103925109,1.6226013921850044,8.700615073251827,0.2878715012471712,1.5076328465679385
p1k_00004,0.0492613334528156,1.0267014027814088,8.278405858554615,0.2370650261381,0.9210065229534188
p1k_00005,0.0051761946134943,0.0996179051503009,0.2108837058365918,0.0162828138037754,0.138139063302204
p1k_00006,0.0058847797053689,0.0689803172092804,0.1573672581757143,0.0119339162269035,0.1178746196015681
p1k_00007,0.084474724108931,2.104574830679109,8.239981761437887,0.3290833821091201,1.5444862425085255
p1k_00008,0.0979390365253032,2.2906916036473093,8.325823045003393,0.3055808914598972,1.5243540032925909
p1k_00009,0.2457962744279727,8.992453662939813,8.613900590470907,0.4725382826199761,14.85159200958514
p1k_00010,0.2316874543401624,8.86493750330592,8.532923164059897,0.4690275564197451,14.676349725371804
p1k_00011,0.0064353443703387,0.1525894570035011,0.3859960660311322,0.0235752612405947,0.1010133812197751
p1k_00012,0.006877045574825,0.1550257425967683,0.3641692472053361,0.0232568692474485,0.1036471110694802
p1k_00013,0.0075486325526553,0.0741428747036348,0.1815961904645218,0.016652548314897,0.0601156511312906
p1k_00014,0.00561727910035,0.0839749600499744,0.1919923673780934,0.0187024582287038,0.0440778844082324
p1k_00015,0.0036265392681822,0.0319626278251969,0.0657950617673899,0.0078826105739539,0.0199027014757808
p1k_00016,0.0034870665803649,0.0276473830847255,0.0742440657740247,0.008603788660925,0.0211750437306344
p1k_00017,0.0085469061776101,0.2084632443569291,0.4521774036250973,0.0224002088230563,0.1392860114837684
p1k_00018,0.0082549403053878,0.2151277499593273,0.446450852458358,0.0238679869248951,0.1503462538635647
p1k_00019,0.0534620696732967,1.5244307748461514,6.782498202286175,0.1846194896982808,1.894172138879004
p1k_00020,0.0423402828046783,1.2454065900451945,7.142633786607134,0.1902580420834091,1.833066715118452
p1k_00021,0.0318915024983819,0.8609334663285422,3.7008917789115534,0.1191280681080603,1.772232028407308
p1k_00022,0.0311759188992866,0.7448553402262614,3.693646910019535,0.116147679563293,1.6632136888218183
p1k_00023,0.0579227367786615,1.634045435952127,8.26648632403562,0.2153449168774725,1.84703420829644
p1k_00024,0.0636456911264503,1.763397031679601,8.071770675723457,0.2212279435934584,1.892782326862484
p1k_00025,0.048753997148781,1.0943302484945965,6.79995360500007,0.1977895543789386,1.1050724825828748
p1k_00026,0.0429909752914874,1.1233563645555509,7.030300186152289,0.1970689933281485,1.131181169477693
p1k_00027,0.0109862647558372,0.2198775865739554,0.6036802969850732,0.0620181359710367,0.1687233422698229
p1k_00028,0.0117676779996518,0.2161899335183576,0.5995561416379804,0.0633005851811347,0.1643803063979552
p1k_00029,0.0160190095217964,0.4472213178423784,1.4243761685978042,0.0964675282770796,0.6255148144923098
p1k_00030,0.016653276279815,0.4556316523129877,1.3391377039912291,0.0925131330700264,0.6025637857313038
p1k_00031,0.0037188378526956,0.0441154841828783,0.1431000461172039,0.0191048268539396,0.0537326589023133
p1k_00032,0.0035766839197508,0.0514030884391708,0.1445698632251553,0.0223422564797118,0.0469329481877468
p1k_00033,0.0103333835272134,0.2231383076885514,0.84470608922388,0.0492148396716713,0.0950836726435884
p1k_00034,0.0100924870287477,0.2830622315839212,1.0858095990519343,0.0641144740054262,0.109908981227114
p1k_00035,0.0096742182983012,0.1836929749927424,0.7631328909853898,0.0296110518816517,0.1740536818069864
p1k_00036,0.0091759075414447,0.2055230877310281,0.7919250856416745,0.0284110980872781,0.1731737216585705
p1k_00037,0.0123032885335906,0.3220952131732718,1.472687689821836,0.0597353813391369,0.2385307352900692
p1k_00038,0.0143567453989845,0.2849488424912875,1.4421903233689148,0.0589302089946535,0.2232329678210353
p1k_00039,0.007952520112776,0.3205221437954254,0.5667367296034918,0.0244809272582851,0.3815904075251039
p1k_00040,0.0079872028134791,0.3368797568275609,0.5651407371501961,0.0301947118785833,0.3841265691258784
p1k_00041,0.1252625421926003,4.948046918505032,10.78597355842699,0.407605603192563,7.393363740969542
p1k_00042,0.1513826112317911,6.9476561292127705,10.091119769837462,0.3585609227702438,11.113946405510962
p1k_00043,0.0359136300408159,1.587680802877656,2.0410558561214205,0.0940365249130177,1.567448953641973
p1k_00044,0.0360687311421864,1.5260439796340526,1.9511067249889225,0.0965156317045298,1.6138020216670752
p1k_00045,0.00691934865356,0.2672668568239294,0.4360266804099533,0.0245672634326827,0.3265335125780442
p1k_00046,0.006548779957312,0.2608244983321773,0.4318219670473433,0.0242590476120042,0.3120748944428704
p1k_00047,0.10421477212552,4.144225984675174,5.223476748975716,0.1938016725798516,4.911172862877502
p1k_00048,0.1077571716775034,4.417069328006014,5.111498846408012,0.1942079149173105,4.950793184944124
p1k_00049,0.0096131849643584,0.2425132643580649,0.8841224879051552,0.0453879102952678,0.2320890912518241
p1k_00050,0.0045664556461468,0.0211023606166723,0.0883843466387056,0.0099503901874446,0.0340508627170927
p1k_00051,0.0052417226270598,0.0238125244201651,0.0959626380814137,0.0093041890411233,0.0306208697399076
p1k_00052,0.0035708087753358,0.1008226687149332,0.39284862067834,0.0147352099427429,0.1871357197695881
p1k_00053,0.0036788678649201,0.0979513777523039,0.417127720596682,0.013205026188421,0.1762280897736652
p1k_00054,0.0086759203272038,0.0631934432667253,0.210826604041943,0.0219802292386932,0.0459107073203596
p1k_00055,0.007506107631755,0.0416698595711188,0.171045919934268,0.0161310357153027,0.0366400945420343
p1k_00056,0.0075201157051271,0.1558315466548035,0.3316229343370594,0.0378622774402793,0.2561255045271123
p1k_00057,0.0135551023038927,0.1562466872739736,0.3017434802286694,0.0291742088381315,0.2604336551356947
p1k_00058,0.0050392423417725,0.1189995790571447,0.2544636757907662,0.02283639175185,0.3012233435385499
p1k_00059,0.0071786755300584,0.110792830796923,0.2678403065133821,0.0205088823740038,0.2666224632230352
p1k_00060,0.0062295473553203,0.1087432518568782,0.3417486093037145,0.0226329614772257,0.212652414412228
p1k_00061,0.0065874737985883,0.1237349658444763,0.3562821541526783,0.0209872549430729,0.2068227511170203
p1k_00062,0.0020972198783288,0.1332658848081206,0.3252453558571573,0.0245106438841263,0.3549238689302186
p1k_00063,0.0053242075962928,0.1697360766883785,0.2396295472553441,0.0308811683393125,0.3173742600175568
p1k_00064,0.0262053097264264,0.8538042146633291,6.076318862705907,0.2440238292582132,1.1886642418643387
p1k_00065,0.0275921263746674,0.8399129249344995,6.985710005811332,0.2406928096117525,1.2548935375415946
p1k_00066,0.0100894017575573,0.3967871223871536,1.4586183319278585,0.0676426255785746,0.7881432771495128
p1k_00067,0.013582635690604,0.3846157710704632,1.4319924042658307,0.0697320089026336,0.8254343423112129
p1k_00068,0.0112252451892502,0.0493595719409902,0.0715284144412337,0.0113124582807327,0.0424024131539624
p1k_00069,0.0041575732578146,0.0448186558277205,0.0830654091486314,0.009934387493391,0.0342406873314157
p1k_00070,0.0052396180114065,0.0362829049969937,0.0822868707805858,0.0094343974102266,0.0378502539301481
p1k_00071,0.0040260396107924,0.0357005705547705,0.0656766039360609,0.0101008838579145,0.0377396700812801
p1k_00072,0.0058420509020977,0.0359431179918592,0.0977606233273823,0.0106489633733126,0.0399459339673842
p1k_00073,0.006621436850287,0.027943547154564,0.0643695010867745,0.0088347323369555,0.020887344356874
p1k_00074,0.007085161809506,0.0227944614995082,0.0593534012062378,0.0072843848525517,0.0225502342945875
p1k_00075,0.0036469952799589,0.0211771391699331,0.0371123051555116,0.0083992233734374,0.0129202281063785
p1k_00076,0.0036790327667146,0.0202035238611395,0.0523477543185887,0.0072448858079635,0.016796218404007
