"gene","iM","Val"
"b2699","DNA Damage",-4
"b4058","DNA Damage",-8
"b1728","DNA Damage",-4
"b0060","DNA Damage",-9
"b1061","DNA Damage",-3
"b2616","DNA Damage",-8
"b1741","DNA Damage",-4
"b4044","DNA Damage",-10
"b0779","DNA Damage",-5
"b1184","DNA Damage",-7
"b1183","DNA Damage",-5
