,b0774,b0775,b0777,b0778
p1k_00723,13.0276028278288,40.24609536201443,34.48126239853075,47.397364463523004
p1k_00929,3.292795716484876,8.33084772896929,8.312635469351816,14.666467620801264
p1k_00805,30.40492789332048,64.39406608661942,41.99152033850765,78.26639359807754
p1k_00412,12.853203421649823,37.37420871889951,34.82658031675268,66.1097206772614
p1k_00143,5.261194442562954,15.494193930087842,21.68147929697624,21.99457860882778
p1k_00470,1.142879887070463,1.5330751878553757,3.0331266125649265,5.20381497134135
p1k_00545,2.932642605832984,4.894788786874617,9.001745649742967,13.68018129135041
p1k_00974,1.7123631464909048,7.43011218429709,5.1794369418033,7.996259306279673
p1k_00928,3.3096730165216663,7.4108840658516435,7.643254367420471,12.66772695455999
p1k_00938,3.647339037339986,20.889480675724236,24.004776748656408,25.20241689172961
p1k_00056,25.655921686016303,96.57037937253769,58.51193126820772,104.1705039692121
p1k_00242,19.790061244466614,62.479106982901904,35.05413259321207,65.54993155853106
p1k_00658,79.42598563339257,164.9249932908594,132.6797566549323,197.31306740264608
p1k_00248,11.645437216330697,34.139822514138444,26.00952678242685,39.666769288896674
p1k_01023,9.542717959221584,32.80477811399033,25.583531814654037,33.80702351803576
starve_series__t08_starve,6.514451099262109,4.880925877610415,3.2482401587979006,2.14603022075182
p1k_00235,17.834866800737284,52.29889711624139,27.45792291052349,62.17812778758216
p1k_00388,10.588226457135727,26.09731212618321,17.399493383517274,37.36759028836479
p1k_00095,1.1248442028279333,2.5255419192596413,3.909700890039843,6.437735483738375
p1k_00657,88.64788733661744,247.69279771201556,180.73407819011956,261.8637843230526
p1k_00693,30.008991155303544,61.26934049186016,62.624263660146845,97.9500997780724
p1k_00005,13.011361008766402,57.57613499702642,40.384041167364586,67.97819099843174
p1k_00698,90.6285803639998,295.44684508108656,214.1096587925124,322.58653178697966
p1k_00009,52.81080241568897,100.7155230850476,76.92754633151662,122.96892486959682
p1k_00386,3.764770071918024,4.591706358418856,5.592153426176109,6.24165623638824
p1k_00727,19.40259060965775,65.15567605776812,42.06731356880603,57.61907687865688
p1k_00622,86.96815879503465,197.67304662470744,204.7955756722381,329.80388815354746
p1k_00751,12.24107994974,58.16353462272949,36.92044321638375,58.21471387858814
p1k_00174,8.538944937088608,23.74525947270509,18.74879851773256,34.00779053551196
p1k_00007,101.25745437091652,196.6618357832263,111.68622891275749,146.21276337706934
p1k_00102,29.17906461866864,93.22748772917082,88.63228774584421,123.56591498750704
p1k_00911,11.92732859898389,39.2238963615804,34.32312472484609,70.78991166414599
p1k_00112,15.118949561826136,58.396791538417645,37.508370699417945,73.34715152208707
p1k_00639,91.07562340400791,250.6278571298636,208.5339497146373,321.12798492612245
p1k_00171,8.6523314228062,18.5829536418491,20.87411372936326,50.41591919316572
p1k_00981,8.535940109773001,23.58489214903825,31.005800227376177,40.25129116439756
p1k_00361,3.8052324546323626,4.236895050382087,3.246457624011984,3.8967376188265326
p1k_00615,54.930926714644905,159.0284246696156,78.07639845475725,183.8699496065796
p1k_00991,4.870616129605635,20.6550325561428,23.841587587814622,24.184027262814272
p1k_00071,15.452663952690273,45.68816218756847,54.79759897578917,80.05714754694993
p1k_00877,10.203701312524714,20.297482374454223,15.750048798336872,29.76552423168853
p1k_00976,9.940321380634272,31.05632908843992,31.10936098063913,41.72172942175591
p1k_00016,16.05803546854722,76.7182612906413,60.45439511397072,89.78288101021143
p1k_00371,1.9262413270713707,2.409235367655024,2.1766967316665164,2.3620680751206806
p1k_00075,2.4652935108386185,5.725430973219734,8.143641170450625,14.539828617038111
p1k_00884,2.66985439474498,8.446710541582927,5.661387894342828,13.494774591965822
p1k_00691,85.51708102909295,200.3578425986059,110.11439269578636,164.78142391020265
p1k_01055,10.447879508883537,29.30913165923273,28.753649229387463,38.90519480949335
