Parameter,Value
act_TF_conc_lo,1.4302647144482522e-14
act_TF_conc_up,0.0002602431808039102
act_Kd_lo,1.3433602395497694e-07
act_Kd_up,1.370714466066682
inh_TF_conc_lo,1.4302647144482522e-14
inh_TF_conc_up,0.0002602431808039102
inh_Kd_lo,1.3433602395497694e-07
inh_Kd_up,1.370714466066682
weight_act_obj1,8.192636589173368
weight_inh_obj1,8.192636589173368
weight_mRNA_match,4.57098733897409e-09
inh_metab_Total_lo,3.8e-14
inh_metab_Total_up,408000.0
act_metab_Total_lo,3.8e-14
act_metab_Total_up,408000.0
