,b1798,b2209,b2845,b3673
starve_series__t00_growth1,5.4515165529801815,3.365979211457996,1.7142854996359111,1.9224515702197984
starve_series__t01_starve,11.357778344204135,2.2138298903801443,0.4818837686400493,1.2041408033661691
starve_series__t02_starve,10.41125551430978,3.594646465993811,0.5862529850518711,2.046326280384646
starve_series__t03_starve,17.240229610755314,3.5597116285769093,0.7384162867651686,1.785164639943971
starve_series__t04_starve,17.4749083357397,3.990778258554536,0.9907491275776004,1.7884869693290215
starve_series__t05_starve,8.166189370112425,3.275475703519509,0.7595424338408897,1.6005392605358295
starve_series__t06_starve,9.739733684991634,4.108157970629697,1.1516679671131786,1.6976775110187392
starve_series__t07_starve,6.1110802667200605,3.707903819220359,1.2130341222677945,2.49507227217192
starve_series__t08_starve,6.75355317835398,4.28094697858459,1.3627768266019382,2.377728461619254
starve_series__t09_starve,4.258781051636846,3.6276271966395495,1.5117825557398494,2.969646532857693
starve_series__t10_starve,3.451890508813856,4.269795776072374,1.1633740186230763,2.597016932635283
starve_series__t11_starve,2.622411558362346,4.295317991028017,1.4042162107963598,3.566013933214364
starve_series__t12_starve,4.47671442470576,4.272232889717012,1.6359426426262096,3.8819840040670592
starve_series__t14_starve,5.3241462334008,4.595397802790963,1.6450200207595829,4.818217642711428
starve_series__t16_starve,6.829172465202913,4.703030028077727,2.22771322796797,6.66483582987011
starve_series__t17_starve,6.624366047025865,4.938051991439464,3.1158673308057487,5.945570554141865
starve_series__t18_starve,5.503784609614126,5.043030400170014,2.4328916027328025,6.117154908433475
starve_series__t21_growth2,4.093182615097469,2.203210705956256,3.2813451393848987,18.620650394618725
starve_series__t22_growth2,3.945807776182635,5.659092472054883,2.74588777718824,2.4420278094281755
starve_series__t23_growth2,5.194947004602518,1.4842900097092142,1.3416254855215406,2.070871508121068
starve_series__t25_growth2,2.1299847055180705,2.402646767198193,0.9135855436739432,2.140523124442827
starve_series__t26_growth2,1.582669943317854,2.487306254409224,0.8687473302391523,2.0448273388507934
starve_series__t27_growth2,2.322844612566392,3.2895187395432943,0.9561123924507404,2.2257738640470133
starve_series__t28_growth2,4.253877720758148,3.2834203898873624,1.0931060633303802,1.8975339702225884
p1k_00001,3.3587671180673104,2.214774262846265,1.989391768046883,1.6462906639620492
p1k_00002,3.761153795183088,2.5986142850227387,2.074533390228751,2.2088776410377355
p1k_00003,2.3078097199995704,5.39161946436797,2.8135109767548143,2.850586333658605
p1k_00004,2.8235874361762408,3.5624094797937,2.3815159911673245,2.6496795409829312
p1k_00005,2.498654251646754,2.008590372476456,1.773863493178715,1.2468094518995667
p1k_00006,2.099824217973809,2.2600020558287217,1.272737965393914,1.3180512034233192
p1k_00007,4.693258256798796,9.457602329163109,3.8460727550972,2.691086071931098
p1k_00008,4.350999656555912,6.898544032494028,4.555507353415523,2.3641885390660917
p1k_00009,2.6707174808362426,2.2224101863557526,1.750974841656022,1.504716486544399
p1k_00010,2.316186974859343,2.283057186585173,1.6220823879286497,1.6968868807750324
p1k_00011,2.71994126510706,1.849774034323475,1.949688860449941,1.6847489924199102
p1k_00012,2.312965039848686,2.464099517016649,1.5206670609548003,1.531050415826608
p1k_00013,2.5721936849494607,1.747102662772523,1.2367771018229454,1.7998804507770094
p1k_00014,2.7291859852677685,1.737013845958529,1.6791168812635957,1.2607391312772718
p1k_00015,2.8888647643741225,1.821929213596583,2.0139062855331664,1.4640427196731804
p1k_00016,2.472944879063514,2.28829106333154,1.7291282438812223,1.337504163065991
p1k_00017,3.277185148574052,2.6530450547065554,1.74305342489644,1.6700579879546102
p1k_00018,3.1480619443384708,2.1556760791180394,1.3690440508374788,2.3880565408600334
p1k_00019,1.4864920319690678,1.754416447102645,0.9352022934564848,1.834600633465481
p1k_00020,1.8497603767453208,2.047778630257026,1.09989203630965,1.8304190054824607
p1k_00021,2.9427740448222925,1.9773629120089828,1.3782635854064702,1.8715986030599685
p1k_00022,2.0719793058485974,1.4969241634178867,1.5970031650681602,2.7116784400750333
p1k_00023,2.217886684951836,2.075214762975296,1.6381651009638736,1.5241654926598045
p1k_00024,2.3165597746549387,1.9781536753158508,1.3043641022925283,2.421941596790866
p1k_00025,1.6681543398329606,2.9943885110703867,1.454355203519211,3.0595778127532665
p1k_00026,1.847541574327516,2.365184113607275,1.6571956092437947,2.683818834955699
p1k_00027,2.8844760426941907,2.6364052582132294,1.370631096547468,1.340606887533178
p1k_00028,4.190121122341518,2.4467294100981887,1.977789280085487,2.0765780834868184
p1k_00029,3.4828442833085536,2.110663063654207,1.7116151430702238,1.73923299486245
p1k_00030,3.763266494483927,2.400114169323252,1.8593905647539093,1.6958503086687169
p1k_00031,3.7002852283431777,2.4577714454681763,2.0525127060310027,1.581734870113163
p1k_00032,3.432921388582076,2.233138711494457,2.029812807555861,1.1186047673264303
