,b0060,b0231,b0779,b1061,b1183,b1184,b1728,b1741,b2616,b2699,b4043,b4044,b4058
p1k_00003,7.821978838369798,6.371734657593635,12.254665693499549,1.733339537018775,4.28477341333765,6.186320164247515,0.5968918465315621,3.383915034959529,1.5268175131544617,3.444823006993549,0.9703037476701688,0.3882443769694297,14.492455764994368
p1k_00004,8.1569319143235,7.132273540592491,12.84455742363669,1.7202251201591905,5.066262950051634,6.2590334436556585,0.7143497011569869,3.744657698354544,1.6515762356559958,3.2802189228940737,0.8834380247514341,0.3692964688710909,15.697309151870948
p1k_00005,1.9872313067487024,3.3625364788701613,2.7559463263599837,9.171523508468525,1.8448851030669815,2.811563868436818,0.8365071072163708,2.7462384860862548,2.2293112042975727,2.462987018600375,1.0043076552954713,0.4404595679696905,4.019240291679138
p1k_00006,2.108904612036191,3.3756587841979853,2.776856150210445,8.544697414646926,2.3248782892178026,2.8917922019300493,0.4792843906186175,2.6687191934937715,2.21550649154686,2.4383932022402592,0.9299658338989656,0.4015660368209693,3.790125412714495
p1k_00007,6.56455907428126,6.66141658707137,11.994275559310816,2.7648178004439607,5.7739457156881375,8.482484395875144,0.5510849663642404,4.11415417543949,3.4360952568077043,4.1668504874227015,1.0876295410701722,0.4915982158904359,13.241145069495182
p1k_00008,6.293234988746409,6.321562288472045,11.112972788266202,2.694528099977164,5.950252715563357,8.574505903732314,0.7042994420845763,3.944395181918276,3.599534195586001,3.920949557793337,1.0082312302202814,0.429700637024799,12.400073629504782
p1k_00009,3.0440492530628074,6.391866408863924,4.723941736067754,17.87255746759726,7.143353657888176,7.397562292793923,1.2508001895448613,4.533318094488433,12.56566443891877,5.651527421015978,1.7503268814090018,0.6337305237516764,6.415665075256407
p1k_00010,3.300773713188442,7.252004634209425,4.589982607671653,17.998083895251813,6.8984780165720885,8.200366973365465,1.2134581328608876,4.818384710031436,11.318671120525387,5.668590584981285,1.8011850420823186,0.6702040384815869,6.373060900043453
p1k_00011,3.132092811907043,4.31082158822923,4.964585155160823,6.1980420595444,2.858535967338157,4.514408843923263,0.5307315120277957,2.840435011841839,2.061389231120011,3.1654814779398937,1.3341248656745004,0.5900568654945078,5.682388323880102
p1k_00012,3.243220839350984,4.322909159109794,4.964467361244912,6.421915895682044,2.007438729683483,4.484804549529863,0.7534560253241667,3.031454855607432,2.2718178059761494,3.180937520599091,1.305220678302697,0.5339129392864341,5.864875240051471
p1k_00013,2.9749462300257576,4.402418984163383,4.4188317391154,9.44079261395414,2.1526822813607143,5.774952355267247,0.55508303007335,2.486736223257399,2.3688092200489064,3.202344647317783,1.311402914258586,0.5190331144653315,5.558426591395193
p1k_00014,2.9372916926214594,4.56497716956941,4.414011223619935,7.184154338036439,2.606204850965434,4.8733819169048935,0.453944058499893,2.2602449333847665,2.437899250742232,3.048129757475883,1.255945639417292,0.5708257521781579,5.269832401468375
p1k_00015,3.1200361806397727,4.000910657826514,4.264674380339338,6.316777797214378,1.897777026131359,4.575071505525033,0.8206751645954719,3.052113372707966,2.507605077297691,3.1157794131710483,1.3354879345309651,0.5117592151755321,5.061679477295539
p1k_00016,2.7289289588878103,3.741319494924948,4.46933123507232,7.731840636523922,2.830350680356717,4.799552462383023,0.6517137447213803,2.6313408906611606,2.490687976858346,3.2865202994597724,1.3830382155477692,0.5139303786098885,5.245545100825647
p1k_00017,3.039286308913006,4.639672797133882,4.882061469336547,6.649752954816215,2.768497728183729,4.498959242051591,0.6681954083374954,3.033469878737067,2.115628024258484,3.204965113523843,1.3879776644186983,0.5122256131965819,5.52566281032436
p1k_00018,2.970567421407989,4.629230588201718,4.775824705164831,5.904908715311418,2.115675189945416,5.70265020138216,0.8441394202680615,2.8351393129611844,2.1053003555016194,3.196248842489538,1.3567784391244015,0.5967747721481702,5.697921046376168
p1k_00019,4.934721945157347,5.336736539262731,9.756617089251153,1.3285359532360168,2.8746499961629066,3.477022550965863,0.3231099973836577,2.1446835522772068,2.358756872035664,2.8989566439808203,1.4494605097414257,0.3494416210207176,8.006230280095567
p1k_00020,4.7227814915234045,5.409896184092628,10.144592484082498,1.0660420963404649,3.2918466461831457,3.825152585182005,0.4046270898747386,2.0819496690019923,2.19023736640618,3.104616755001245,1.5295776318667182,0.3405948094238239,8.58779158374566
p1k_00021,4.08382910394827,6.382410336383329,11.149179748176785,2.4719027763591077,2.924353522590751,3.891092789083724,0.3880086657758856,2.27997019843624,3.0516522527213,4.120895615954922,2.080683474898546,0.365432980533862,8.735129296947441
p1k_00022,4.285456598517277,5.503634656822575,10.831619756045232,2.154153400467692,2.4090492817696814,3.006124713877024,0.4342306852987153,2.478045691692356,2.9510675756333957,4.020447962654871,2.0214165273588605,0.3590440873813313,8.795466997612174
p1k_00023,4.072462660322095,4.643615283328631,8.738679912767877,2.0618671055089224,3.361249002599546,4.091866321546179,0.3520597118144704,2.0847192436189896,2.340067620983287,3.1535618135078574,1.2328449498811016,0.2681866989704525,9.93800367234076
p1k_00024,3.840947109905263,4.728012861337762,8.694174589732695,1.7177796200975255,2.7413386218086675,4.105782693391077,0.4817183041300392,2.131717540528725,2.0248589464156,3.006452170600109,1.219316871614134,0.3592820170950472,9.512754313044324
p1k_00025,5.269388133845415,6.37657849398621,11.077049561683076,1.6975606645677217,4.234632134328744,4.965135617493415,0.5335460997146393,2.4048362609766887,2.520770510418695,3.071856847134369,1.5789034193079985,0.3633053958288876,9.873426614456056
p1k_00026,5.607873546563511,6.146318194098337,10.975774718428328,1.315160984638456,3.2526902145820946,5.366584206618825,0.492935707669543,2.1812828206771995,2.640144201494131,3.1655950532881394,1.674309147114595,0.3764133212517698,9.87625479030828
p1k_00027,4.320731426955626,5.563402121325393,5.100392522082647,3.298108408958821,3.772405915186309,8.001937791738316,0.8523286643970662,3.92220684829139,3.002044045292062,2.9467889216789063,0.920657458817976,0.3902053966298988,8.035017082038152
p1k_00028,4.669529649341983,5.693995614812611,5.5546024161940375,3.454468156352592,3.836785923826076,7.663337252275127,0.6152487526962325,4.993258231293953,2.824661194352147,2.9067163522206974,0.99843328806527,0.3482356695567385,8.040309249673511
p1k_00029,3.156778779234517,3.732585568171724,3.514086324540738,2.2808665717424623,1.4259715930813643,3.726614967394476,0.6966975509437454,3.272764460601084,2.230400709118902,2.834831533136722,0.992654935106237,0.4610873100969761,5.929578884564403
p1k_00030,3.043312551907157,3.382606435316447,3.8230526057526375,1.5806116502223069,1.7634161077031034,3.6223907693946806,1.0186601539962472,3.643293101501565,2.189712528084183,2.6602696122796377,1.045657269331532,0.3653492791605192,5.83244316197298
p1k_00031,3.221547380120535,4.578082606548806,4.756792520860279,3.26962303382894,2.447990911774067,3.215658337836365,0.4832792453483369,3.2909070845624635,2.569638174892763,2.781388071717032,1.1283381299075057,0.4194342336052304,6.629838034304402
p1k_00032,3.2662184479256404,3.578733307521138,4.7226223784442505,2.928536591994508,2.385682043821135,4.296351073452827,0.561618263841231,3.465999772973265,2.6013421753773183,2.634993048818948,1.123403277452686,0.4800245889625315,7.028575450787013
p1k_00033,9.171260425228915,11.172827780458196,8.732894515526459,3.350507352413024,9.058899428674763,18.940024803222084,0.9563189460438956,6.004857066930224,6.002867054704947,5.183484159936895,1.4695866317563286,0.6121874442028421,11.84615279879322
p1k_00034,8.715787219253096,10.739771435428414,10.037316048890222,3.701919714361983,16.021697729047556,17.90880721234966,0.9325944550834644,4.771850662954531,5.853913017110968,5.728864272366764,1.894160568977653,0.6332263918357239,13.287219924258942
p1k_00035,3.3857550804647123,4.260222654991842,4.466817720136233,2.961751142415156,3.095588207794726,4.239397736206795,0.5432442672039627,2.555932881892491,2.32791641904832,3.4968177368193287,1.2881492273070645,0.5948482505148638,6.45843152528836
p1k_00036,3.4172151864591056,4.429648981858187,4.566390770556435,2.489837809895498,2.2181754143345267,4.4121564831963775,0.663127100968137,2.972922185416414,2.467760427336055,3.4453030298308183,1.206351112046453,0.5054837881703552,6.183386745145712
p1k_00037,3.6016763271691543,3.898289700151431,5.165601234571333,2.738819873302464,2.7010735353152904,5.559320117757312,0.5405534327603453,2.7698827291949897,2.667904333747868,3.336663074101895,1.3397574672009962,0.4567702083986311,6.733683325080317
p1k_00038,3.4252629550083578,4.091590166519682,5.466985006976377,3.350626388869144,2.76786451537126,5.855255095937098,0.5714971333655401,1.939543604948605,2.1904977169344098,3.440192614753233,1.3942092205731016,0.5653996279714728,7.057130727651768
p1k_00039,2.1468965880834343,3.1598471780564523,2.9144589126186533,5.145315190152137,2.3818338724828445,3.707445759539534,1.1441227987908962,2.6291941479125462,1.9348061262987408,3.073966070311022,1.4159500550600264,0.5402028906850779,3.884426964064081
p1k_00040,1.933070990025747,3.369048583380243,3.061021211230153,5.925549092890474,1.588220451106596,3.6482400694701873,1.0564424974549536,2.4128974563450547,1.9125404898308864,3.056820103763906,1.33165502307961,0.5321260002534578,3.88089127793938
p1k_00041,3.2516886756593144,3.720139811023592,5.477799283313685,3.636728100702224,2.019182315490061,4.069293154963938,0.5871654383178508,2.3575343343719006,1.89990203167764,2.9315689254657493,1.121062493302288,0.5358581691349493,6.273719511880424
p1k_00042,3.0750645862336574,4.166774801763395,4.7650700567415845,4.668088009303452,2.3534912332481763,3.723120014222359,0.8053385398495474,2.539919077358404,2.049477696659351,2.841198890391086,1.1235253941704388,0.6203583004674371,5.437447430982501
p1k_00043,2.1544382039206176,3.4924202600981102,3.371941693756132,4.024087939223092,1.7105079258177749,3.0410972279540123,0.478103983103936,2.665541637311818,1.8723130485354824,2.960656340980198,1.0048001139834704,0.4206683049051211,4.256445198699226
p1k_00044,2.260524014349283,4.357842593970232,3.384091718213478,4.603684691496087,2.5681403063280586,3.023358958553451,0.6235945752648762,2.537051174336925,2.0390999778824628,2.941183019767337,1.0900920811361834,0.4383541662647073,4.06720362698695
p1k_00045,1.8403076725815333,3.8803732156546906,2.8476864572372538,4.1220776213485895,1.866620245025024,2.5466695730241504,0.4287908831515385,2.3818235094204723,2.156279901478628,2.67064088667132,1.0793063791074444,0.4980568847970423,3.583969475296753
p1k_00046,1.8632315281142555,4.028701602388348,2.741291327454848,4.084083013826765,1.8153667845346009,2.956568004199317,0.6321268685328291,2.0291578232838745,1.765103562421496,2.95836606500355,1.0470360203383695,0.4243732964174122,3.654613296016432
p1k_00047,2.1501476520029867,3.2397797821510808,3.46052865244219,4.3481827025464685,2.4538341971615125,3.563001386798597,0.6903026032224806,2.1538095431009787,2.167098847006524,3.105277669615077,1.1534773642791738,0.4875385265644132,4.349381209503618
p1k_00048,2.4395997497039392,3.970902211208607,3.614909168093322,5.697665357669147,2.5504091865068568,3.7986388410101313,0.9019811544821648,2.83997086435021,2.1879499265937867,3.1129750437811605,1.097214096882151,0.4619834189801853,4.4889581990086045
p1k_00049,3.760194438110536,5.228384220592142,5.963681197287376,5.081376143272765,2.065615943109613,4.770618151018691,0.7543891015179447,3.333539814026338,3.041382591551039,3.087160215551009,1.188024272406835,0.5748550855745038,6.398289106241731
p1k_00050,2.757696259362237,5.4423991692362375,2.7828441298463464,11.35421524152848,4.069781092082521,3.651171703682525,1.3076723609956775,4.759814576663771,2.335126589554353,2.41526986415552,0.8665499732641155,0.6601231654420405,3.493373782856146
p1k_00051,2.7478767334724354,6.671175231418533,3.1116543409151207,11.019407172003278,3.2403737174114724,4.739261778275121,1.0747426082936784,5.078887891248436,2.275631655340926,2.557023389143533,1.1209482532389476,0.5764384118475717,3.7205208580195417
p1k_00052,2.5042885872265703,4.48932963517071,2.838503077930799,11.282169846184464,3.1498947620675084,4.747170083020492,0.8393311235346312,3.1050484760672687,2.235952992441128,2.567065883467066,0.9130337626144934,0.7453114579347839,3.218926745147904
p1k_00053,2.346673654257854,3.454047641447436,2.908041405709972,11.868282429183218,3.096726926814541,5.470650696742866,0.7519972947264925,3.52284624346643,2.3658021608617483,2.5616631896746256,0.9354211125426698,0.7903185724793391,3.2353612883799023
p1k_00054,3.722137040297586,7.568085733272252,3.6805633161918103,7.166739744832494,4.061836560837135,6.261338889754153,1.843558192145076,4.132995474478106,2.9218596911049604,2.2107609611867525,1.1968571950000169,0.7686833502438922,3.708437976009895
p1k_00055,4.169997639478489,8.57152850669851,3.9217605501861343,6.774291937573113,4.383838884106162,4.374645212872728,1.624144923638789,4.563509532672956,2.923792881768401,2.337825990630481,0.9740591627477934,0.6872318560288398,3.8344242364024064
p1k_00056,2.8928638244573874,3.8658906063973264,3.6161730856084633,4.279462002631994,1.2140931903302592,3.0638223208665107,0.8858016980911196,3.9769300117274495,1.5873437067014864,2.3711667343601177,1.2002313286964492,0.2781520470103661,3.761207868046317
p1k_00057,2.526849634087724,5.194422861401845,3.568766745602238,4.1309826559215095,2.4032149337447404,3.436692717888278,1.0091753739542335,3.808379329815713,1.5267391822877607,2.272075824872124,1.1868795573424231,0.323146442663094,3.4430268389681564
p1k_00058,2.03252002325759,4.2001849424326405,2.820240664731686,5.844739567730596,1.5992329375264158,2.8383959082393986,0.939204553417888,2.661093627852837,1.6912546701539803,2.470612592842857,1.4974069140475714,0.4822660377542933,2.5507073449109776
p1k_00059,1.9536650232153536,4.0828464333263605,2.5704607182351844,5.435676436692405,1.5223606506285712,3.734207540052313,0.55270614934003,2.784036064443224,1.8451621708871877,2.5471038127829275,1.6949461813217177,0.4731805013622408,2.3597542663991744
p1k_00060,2.4402017799914524,4.383705194855877,3.371911106279538,7.78336618837994,2.364263544956364,3.939459936231085,0.924243577897668,2.9319151534617705,1.3641052515188707,2.2851503712248835,1.7187455115777286,0.5782939006501785,2.859744487856031
p1k_00061,2.5197643251014097,4.839531280489236,3.454049786618492,7.874650222177589,2.5168358083583096,4.252239047721931,1.0139389793486755,3.1153401732311248,1.4068111836154966,2.3169742263764195,1.6491462249763198,0.583190681948953,2.936854361006371
p1k_00062,2.508459867830622,4.840115295219748,3.554264077902832,6.683567549785444,1.716359804427699,5.011660278039558,0.9161670510843384,3.335926910580166,1.2286466171496877,2.629838107267493,1.7023262024159476,0.3893981691484044,3.4222283603657075
p1k_00063,2.3216185711401573,4.878855825564923,3.359795501289814,6.1609147205926105,1.9124573998375427,4.301723618485167,0.3073482176837084,3.1377590927904797,1.866248583058496,2.636097027554866,1.844012954529064,0.5244062775664948,3.0054180437036617
p1k_00064,13.416640047221986,6.725979743803252,9.859595453690822,1.0734110084718946,3.720457175984752,5.5450168676646765,0.7915507783496813,3.2264307885746475,1.5839443489741991,2.449426745698324,0.8558801521135564,0.3469608654377091,20.611286647946365
p1k_00065,14.210245233380416,6.501782404121527,10.654277591235298,1.1621047729569538,3.535910943395974,5.116899230653838,0.7545862945387837,2.7376512024467115,1.4813997265407892,2.7933453160519472,0.8217877162738537,0.3604006476925721,22.84603883680127
p1k_00066,19.26873384957053,8.303663455681868,10.365765998223766,1.5012002368947843,2.91485861437901,4.945213263865799,1.0631048666336145,2.586488915807355,1.9440600729260544,3.0070541693771458,0.8872038511274409,0.5361597875095715,21.360294783294105
p1k_00067,17.669387176900866,7.8028566402266115,10.698783307946504,1.4034275581295108,2.2460372380199045,4.869474874267686,1.031812232953404,2.422077434268868,2.282318414067443,3.034355099923624,0.8737304656274992,0.5030758819865033,22.000635511452984
p1k_00068,2.88559440112189,3.908899942709893,4.589461072608644,9.929950754299725,6.292933157839645,8.363151454282322,2.3530654901772463,5.450217960193007,5.857121219902449,2.7305609799522537,1.792039535374277,0.8152505526076733,3.178308432728635
p1k_00069,1.839479966217621,2.668456122045683,2.351543361257121,7.638510383748206,1.7157001053957504,3.603845422855887,1.0031382171335796,2.465109012266054,1.705698434032401,2.3572934286237026,0.9111719770606072,0.5171027853627888,2.5185383740825484
p1k_00070,1.9968564886716984,3.166040933304636,2.714477167760657,9.312044612619976,2.3327276871808804,3.322664721377611,0.7871518249142229,2.5632922557520152,1.6812797428055757,2.181141196379194,0.9945851446549108,0.4573336551544533,2.6605087420176026
p1k_00071,2.2210256388232463,2.752919807753176,2.596837335136749,9.471743181423223,2.215950864393448,3.3536883545712413,0.5970809272143351,2.5439003300946457,1.835110731963226,2.1224731716033163,0.9920961109768184,0.5747959911385835,2.504228932304112
p1k_00072,2.270194082373296,2.932813319361845,2.703040827659702,10.97036722807534,2.345299322978004,2.841713052502297,0.5257809301194162,3.073488580992487,1.7265342442136182,2.06078287229573,0.9096855230168254,0.5912218234508552,2.8826504353442237
p1k_00073,2.133780391870699,3.0057896215302344,2.765630900327546,6.156719001140128,2.6020028080579176,4.009464034035769,1.0071946228383266,3.2903033418506653,1.5755643665530217,1.9552261722315167,0.9265227339549368,0.529703217525939,2.8904587987466512
p1k_00074,2.8714710288388967,3.640136667856024,3.3939666719887174,5.316620814625309,1.4386514991123576,6.805295788256832,0.7050221885380215,4.708155355752701,1.2946433929159529,1.7475162376964144,1.2233702999797982,0.7619475833795673,3.592289585882033
p1k_00075,2.475257613306705,2.8855377016642048,2.987099556972752,4.088286082371436,3.393260150159268,3.2325570998307875,0.8574061847891302,3.163224256025124,1.9339096521957908,1.7645279848727156,1.3376158743265905,0.4463108460904804,2.812413595989548
p1k_00076,2.4666814321895885,3.1325071054311078,3.865241230890961,5.532431931965145,3.173643281696196,4.6179846030798695,0.9549968383327048,2.420871625796984,1.93686885143218,2.5127032184056297,1.5011495118476548,0.5197677990397699,2.8984869116057475
p1k_00077,2.221507641636141,3.4160055667791256,3.956259519666933,6.619913233932865,2.761121598618816,4.490658198023413,0.717112268582893,3.481913456439121,2.0699737649752734,2.5167474926895923,1.4649535549408923,0.4878710955897203,2.9002342812208184
p1k_00078,2.289554182627303,2.6198786350975825,3.566668795765648,4.948936050465666,4.066671543319683,3.0350319417628,0.988115044395504,2.3433873645239087,1.8480834398072996,2.4850374919469504,1.359752304616731,0.7214396743579758,3.1732138456292835
p1k_00079,2.9957858598963965,3.861019517128135,3.3775361900400807,3.745689250960509,2.431804287789876,3.464066973309947,0.912761602754253,3.44980566487119,2.134407282421574,2.3809809552978463,1.465627096168382,0.6692560997108636,3.01509949442281
p1k_00080,2.929937810505669,4.861422134886422,6.305679514235998,5.906663820963633,5.990458081518022,6.627569242780522,1.6594652741496942,5.176603805903959,1.921014469848735,2.2336754323117898,1.1623885443435875,0.5622175514681923,3.1395279976001227
p1k_00081,2.0482882029349145,2.825442918134521,2.5848727083516776,11.149332130365918,3.672494609015189,4.970675262022212,1.0466586547794363,2.686370865479897,2.117981435652489,2.7685609495829024,1.051511593009918,0.4815068989427358,2.5329751597981804
p1k_00082,2.9830028478423456,5.8504289048919125,3.051399766472137,7.725017311227153,1.5397999308807369,3.063964287903042,0.9251847217447676,4.605880028272641,2.3672445196761247,2.0518892754736022,0.8026779524236455,0.4915510140706259,3.507589805699056
p1k_00083,2.786158440451028,7.188398748642729,2.8981747377826954,6.872705999024125,2.9165777096392658,3.5521068926586445,1.0170094086155892,4.715332213631601,2.148268666874717,2.28466654768064,0.7138664843917255,0.4515309565299985,3.439046624075315
p1k_00084,2.4603186135273822,5.966751977396799,2.82043458780192,8.15000009974299,3.143141873013407,4.3112517550884775,0.986100124227014,4.455845184409368,3.3308481372949807,2.9357426790970083,0.9923572579308306,0.431187456812256,3.537336499107064
p1k_00085,2.7042488889788623,5.581119701366652,2.814291674677034,8.90503619345297,3.5110825129931618,3.882159066914892,1.005470504658668,3.948610491604183,3.082301452654525,2.4705376019743683,1.010796031344538,0.4713005568379814,3.13902172767815
p1k_00086,3.646962135490148,5.993834129703137,4.864865054709815,2.952223615209932,2.6249085806467605,5.61399283665122,1.1178142880887931,4.169646514222958,2.2845638417840624,3.4689200296427503,1.321737652212573,0.4898848506237027,3.275715437455538
p1k_00087,3.508093648460689,5.734266907884307,5.038851869291812,3.296182290845387,2.94496713280132,4.706666302009522,0.9436713451130028,4.493439052431438,2.227912795324922,3.4732473571663087,1.2709898674715672,0.4461492138872894,3.2121950980137064
p1k_00088,2.6830695847038744,3.9427370552539034,4.667481764624444,6.39963485776424,1.7229292938799663,4.753994107223452,0.6353169516352412,2.8083460201086825,2.2151105354603704,3.725438474361658,1.3962890102136831,0.5274686930794538,5.344364841397915
p1k_00089,2.6679343010183687,4.318564391693089,4.792130714763343,6.537070091217083,2.0674304502758334,4.941142743287396,0.6697709474701751,3.0398371505178474,2.162591747378021,3.6564256918991727,1.3292590529843915,0.5250640663955345,5.100252747944458
p1k_00090,2.214889063890302,4.0969185977700056,3.776072004048816,6.789655290603145,2.900404821079071,4.144893599964582,0.6456736039544713,2.349825311010032,2.5500188346705586,3.3007495093504176,1.3388398685771117,0.5786981768044771,4.597797184214143
p1k_00091,2.314280417516253,3.7545784072186494,3.824778049081367,6.5786131193685415,2.6066232661381177,4.112895490119519,0.8798211556777862,2.422592819024655,2.2198332285945006,3.252307876110119,1.3478523419028314,0.4371417384945917,4.405208048078456
p1k_00092,2.328464159687211,4.706345565593234,4.137652818914814,6.078557778441368,3.07512796408556,2.371012355800019,1.0472420832337388,2.615437579845388,3.19114850011075,2.985724757320927,1.4027958775437843,0.7381583944789174,4.3071396299699325
p1k_00093,2.907951545145413,4.603357820260764,4.456290088478324,6.820140844371911,2.4971085604161454,3.533045931100708,0.6636384054057172,3.3602730414257045,2.5255909760225426,2.888803210993635,1.1865493424466576,0.5380585483571615,4.947287353338479
p1k_00094,3.4402859095363083,4.455188062164923,4.645512668414564,2.673397474386684,2.010838759807953,2.528147506496045,1.0668994775899725,1.7960361980008177,2.575418822744856,3.32227652733844,1.110669113283663,0.7258725366190775,5.401041857251545
