"gene","iM","Val"
"b4028","Capsule",-6.23312518121858
"b2062","Capsule",-5.78464784055366
"b2058","Capsule",-6.14261528343179
"b2061","Capsule",-6.14317642297877
"b2060","Capsule",-6.31973169139717
"b4029","Capsule",-6.66989885789228
