,RNAP
p1k_00748,9.536867934660167e-08
p1k_00749,9.536867934660167e-08
p1k_00750,9.536867934660167e-08
p1k_00751,9.536867934660167e-08
p1k_00752,9.536867934660167e-08
p1k_00753,9.536867934660167e-08
p1k_00754,9.536867934660167e-08
p1k_00755,9.536867934660167e-08
p1k_00756,9.536867934660167e-08
p1k_00757,9.536867934660167e-08
p1k_00758,9.536867934660167e-08
p1k_00759,9.536867934660167e-08
p1k_00760,9.536867934660167e-08
p1k_00761,9.536867934660167e-08
p1k_00762,9.536867934660167e-08
p1k_00763,9.536867934660167e-08
p1k_00764,9.536867934660167e-08
p1k_00765,9.536867934660167e-08
p1k_00766,9.536867934660167e-08
p1k_00767,9.536867934660167e-08
p1k_00768,9.536867934660167e-08
p1k_00769,9.536867934660167e-08
p1k_00770,9.536867934660167e-08
p1k_00771,9.536867934660167e-08
p1k_00772,9.536867934660167e-08
p1k_00773,9.536867934660167e-08
p1k_00774,9.536867934660167e-08
p1k_00775,9.536867934660167e-08
p1k_00776,9.536867934660167e-08
p1k_00777,9.536867934660167e-08
p1k_00778,9.536867934660167e-08
p1k_00779,9.536867934660167e-08
p1k_00780,9.536867934660167e-08
p1k_00781,9.536867934660167e-08
p1k_00782,9.536867934660167e-08
p1k_00783,9.536867934660167e-08
p1k_00784,9.536867934660167e-08
p1k_00785,9.536867934660167e-08
p1k_00786,9.536867934660167e-08
p1k_00787,9.536867934660167e-08
p1k_00788,9.536867934660167e-08
p1k_00789,9.536867934660167e-08
p1k_00790,9.536867934660167e-08
p1k_00791,9.536867934660167e-08
p1k_00792,9.536867934660167e-08
p1k_00793,9.536867934660167e-08
p1k_00794,9.536867934660167e-08
p1k_00795,9.536867934660167e-08
p1k_00796,9.536867934660167e-08
p1k_00797,9.536867934660167e-08
p1k_00798,9.536867934660167e-08
p1k_00799,9.536867934660167e-08
p1k_00800,9.536867934660167e-08
p1k_00801,9.536867934660167e-08
p1k_00802,9.536867934660167e-08
p1k_00803,9.536867934660167e-08
p1k_00804,9.536867934660167e-08
p1k_00805,9.536867934660167e-08
p1k_00806,9.536867934660167e-08
p1k_00807,9.536867934660167e-08
p1k_00808,9.536867934660167e-08
p1k_00809,9.536867934660167e-08
p1k_00810,9.536867934660167e-08
p1k_00811,9.536867934660167e-08
p1k_00812,9.536867934660167e-08
p1k_00813,9.536867934660167e-08
p1k_00814,9.536867934660167e-08
p1k_00815,9.536867934660167e-08
p1k_00816,9.536867934660167e-08
p1k_00817,9.536867934660167e-08
p1k_00818,9.536867934660167e-08
p1k_00819,9.536867934660167e-08
p1k_00820,9.536867934660167e-08
p1k_00821,9.536867934660167e-08
p1k_00822,9.536867934660167e-08
p1k_00823,9.536867934660167e-08
p1k_00824,9.536867934660167e-08
p1k_00825,9.536867934660167e-08
p1k_00826,9.536867934660167e-08
p1k_00827,9.536867934660167e-08
p1k_00828,9.536867934660167e-08
p1k_00829,9.536867934660167e-08
p1k_00830,9.536867934660167e-08
p1k_00831,9.536867934660167e-08
p1k_00832,9.536867934660167e-08
p1k_00833,9.536867934660167e-08
p1k_00834,9.536867934660167e-08
p1k_00835,9.536867934660167e-08
p1k_00836,9.536867934660167e-08
p1k_00837,9.536867934660167e-08
p1k_00838,9.536867934660167e-08
p1k_00839,9.536867934660167e-08
p1k_00840,9.536867934660167e-08
p1k_00841,9.536867934660167e-08
p1k_00842,9.536867934660167e-08
p1k_00843,9.536867934660167e-08
p1k_00844,9.536867934660167e-08
p1k_00845,9.536867934660167e-08
p1k_00846,9.536867934660167e-08
p1k_00847,9.536867934660167e-08
p1k_00848,9.536867934660167e-08
p1k_00849,9.536867934660167e-08
p1k_00850,9.536867934660167e-08
p1k_00851,9.536867934660167e-08
p1k_00852,9.536867934660167e-08
p1k_00853,9.536867934660167e-08
p1k_00854,9.536867934660167e-08
p1k_00855,9.536867934660167e-08
p1k_00856,9.536867934660167e-08
p1k_00857,9.536867934660167e-08
p1k_00858,9.536867934660167e-08
p1k_00859,9.536867934660167e-08
p1k_00860,9.536867934660167e-08
p1k_00861,9.536867934660167e-08
p1k_00862,9.536867934660167e-08
p1k_00863,9.536867934660167e-08
p1k_00864,9.536867934660167e-08
p1k_00865,9.536867934660167e-08
p1k_00866,9.536867934660167e-08
p1k_00867,9.536867934660167e-08
p1k_00868,9.536867934660167e-08
p1k_00869,9.536867934660167e-08
p1k_00870,9.536867934660167e-08
p1k_00871,9.536867934660167e-08
p1k_00872,9.536867934660167e-08
p1k_00873,9.536867934660167e-08
p1k_00874,9.536867934660167e-08
p1k_00875,9.536867934660167e-08
p1k_00876,9.536867934660167e-08
p1k_00877,9.536867934660167e-08
p1k_00878,9.536867934660167e-08
p1k_00879,9.536867934660167e-08
p1k_00880,9.536867934660167e-08
p1k_00881,9.536867934660167e-08
p1k_00882,9.536867934660167e-08
p1k_00883,9.536867934660167e-08
p1k_00884,9.536867934660167e-08
p1k_00885,9.536867934660167e-08
p1k_00886,9.536867934660167e-08
p1k_00887,9.536867934660167e-08
p1k_00888,9.536867934660167e-08
p1k_00889,9.536867934660167e-08
p1k_00890,9.536867934660167e-08
p1k_00891,9.536867934660167e-08
p1k_00892,9.536867934660167e-08
p1k_00893,9.536867934660167e-08
p1k_00894,9.536867934660167e-08
p1k_00895,9.536867934660167e-08
p1k_00896,9.536867934660167e-08
p1k_00897,9.536867934660167e-08
p1k_00898,9.536867934660167e-08
p1k_00899,9.536867934660167e-08
p1k_00900,9.536867934660167e-08
p1k_00901,9.536867934660167e-08
p1k_00902,9.536867934660167e-08
p1k_00903,9.536867934660167e-08
p1k_00904,9.536867934660167e-08
p1k_00905,9.536867934660167e-08
p1k_00906,9.536867934660167e-08
p1k_00907,9.536867934660167e-08
p1k_00908,9.536867934660167e-08
p1k_00909,9.536867934660167e-08
p1k_00910,9.536867934660167e-08
p1k_00911,9.536867934660167e-08
p1k_00912,9.536867934660167e-08
p1k_00913,9.536867934660167e-08
p1k_00914,9.536867934660167e-08
p1k_00915,9.536867934660167e-08
p1k_00916,9.536867934660167e-08
p1k_00917,9.536867934660167e-08
p1k_00918,9.536867934660167e-08
p1k_00919,9.536867934660167e-08
p1k_00920,9.536867934660167e-08
p1k_00921,9.536867934660167e-08
p1k_00922,9.536867934660167e-08
p1k_00923,9.536867934660167e-08
p1k_00924,9.536867934660167e-08
p1k_00925,9.536867934660167e-08
p1k_00926,9.536867934660167e-08
p1k_00927,9.536867934660167e-08
p1k_00928,9.536867934660167e-08
p1k_00929,9.536867934660167e-08
p1k_00930,9.536867934660167e-08
p1k_00931,9.536867934660167e-08
p1k_00932,9.536867934660167e-08
p1k_00933,9.536867934660167e-08
p1k_00934,9.536867934660167e-08
p1k_00935,9.536867934660167e-08
p1k_00936,9.536867934660167e-08
p1k_00937,9.536867934660167e-08
p1k_00938,9.536867934660167e-08
p1k_00939,9.536867934660167e-08
p1k_00940,9.536867934660167e-08
p1k_00941,9.536867934660167e-08
p1k_00942,9.536867934660167e-08
p1k_00943,9.536867934660167e-08
p1k_00944,9.536867934660167e-08
p1k_00945,9.536867934660167e-08
p1k_00946,9.536867934660167e-08
p1k_00947,9.536867934660167e-08
p1k_00948,9.536867934660167e-08
p1k_00949,9.536867934660167e-08
p1k_00950,9.536867934660167e-08
p1k_00951,9.536867934660167e-08
p1k_00952,9.536867934660167e-08
p1k_00953,9.536867934660167e-08
p1k_00954,9.536867934660167e-08
p1k_00955,9.536867934660167e-08
p1k_00956,9.536867934660167e-08
p1k_00957,9.536867934660167e-08
p1k_00958,9.536867934660167e-08
p1k_00959,9.536867934660167e-08
p1k_00960,9.536867934660167e-08
p1k_00961,9.536867934660167e-08
p1k_00962,9.536867934660167e-08
p1k_00963,9.536867934660167e-08
p1k_00964,9.536867934660167e-08
p1k_00965,9.536867934660167e-08
p1k_00966,9.536867934660167e-08
p1k_00967,9.536867934660167e-08
p1k_00968,9.536867934660167e-08
p1k_00969,9.536867934660167e-08
p1k_00970,9.536867934660167e-08
p1k_00971,9.536867934660167e-08
p1k_00972,9.536867934660167e-08
p1k_00973,9.536867934660167e-08
p1k_00974,9.536867934660167e-08
p1k_00975,9.536867934660167e-08
p1k_00976,9.536867934660167e-08
p1k_00977,9.536867934660167e-08
p1k_00978,9.536867934660167e-08
p1k_00979,9.536867934660167e-08
p1k_00980,9.536867934660167e-08
p1k_00981,9.536867934660167e-08
p1k_00982,9.536867934660167e-08
p1k_00983,9.536867934660167e-08
p1k_00984,9.536867934660167e-08
p1k_00985,9.536867934660167e-08
p1k_00986,9.536867934660167e-08
p1k_00987,9.536867934660167e-08
p1k_00988,9.536867934660167e-08
p1k_00989,9.536867934660167e-08
p1k_00990,9.536867934660167e-08
p1k_00991,9.536867934660167e-08
p1k_00992,9.536867934660167e-08
p1k_00993,9.536867934660167e-08
p1k_00994,9.536867934660167e-08
p1k_00995,9.536867934660167e-08
p1k_00996,9.536867934660167e-08
p1k_00997,9.536867934660167e-08
p1k_00998,9.536867934660167e-08
p1k_00999,9.536867934660167e-08
p1k_01000,9.536867934660167e-08
p1k_01001,9.536867934660167e-08
p1k_01002,9.536867934660167e-08
p1k_01003,9.536867934660167e-08
p1k_01004,9.536867934660167e-08
p1k_01005,9.536867934660167e-08
p1k_01006,9.536867934660167e-08
p1k_01007,9.536867934660167e-08
p1k_01008,9.536867934660167e-08
p1k_01009,9.536867934660167e-08
p1k_01010,9.536867934660167e-08
p1k_01011,9.536867934660167e-08
p1k_01012,9.536867934660167e-08
p1k_01013,9.536867934660167e-08
p1k_01014,9.536867934660167e-08
p1k_01015,9.536867934660167e-08
p1k_01016,9.536867934660167e-08
p1k_01017,9.536867934660167e-08
p1k_01018,9.536867934660167e-08
p1k_01019,9.536867934660167e-08
p1k_01020,9.536867934660167e-08
p1k_01021,9.536867934660167e-08
p1k_01022,9.536867934660167e-08
p1k_01023,9.536867934660167e-08
p1k_01024,9.536867934660167e-08
p1k_01025,9.536867934660167e-08
p1k_01026,9.536867934660167e-08
p1k_01027,9.536867934660167e-08
p1k_01028,9.536867934660167e-08
p1k_01029,9.536867934660167e-08
p1k_01030,9.536867934660167e-08
p1k_01031,9.536867934660167e-08
p1k_01032,9.536867934660167e-08
p1k_01033,9.536867934660167e-08
p1k_01034,9.536867934660167e-08
p1k_01035,9.536867934660167e-08
p1k_01036,9.536867934660167e-08
p1k_01037,9.536867934660167e-08
p1k_01038,9.536867934660167e-08
p1k_01039,9.536867934660167e-08
p1k_01040,9.536867934660167e-08
p1k_01041,9.536867934660167e-08
p1k_01042,9.536867934660167e-08
p1k_01043,9.536867934660167e-08
p1k_01044,9.536867934660167e-08
p1k_01045,9.536867934660167e-08
p1k_01046,9.536867934660167e-08
p1k_01047,9.536867934660167e-08
p1k_01048,9.536867934660167e-08
p1k_01049,9.536867934660167e-08
p1k_01050,9.536867934660167e-08
p1k_01051,9.536867934660167e-08
p1k_01052,9.536867934660167e-08
p1k_01053,9.536867934660167e-08
p1k_01054,9.536867934660167e-08
p1k_01055,9.536867934660167e-08
