"gene","iM","Val"
"b2423","Cysteine-1",-5
"b2414","Cysteine-1",-8
"b2751","Cysteine-1",-5
"b2752","Cysteine-1",-8
"b1729","Cysteine-1",-3
"b1287","Cysteine-1",-5
"b2764","Cysteine-1",-8
