,b2341,b2342,b1187
starve_series__t00_growth1,52.81614236256799,89.4187911227107,442.738147728901
starve_series__t01_starve,376.7550439696726,1303.6624994482768,388.8115907748886
starve_series__t02_starve,1932.9570808374565,2482.5185388037544,160.07244855606805
starve_series__t03_starve,994.4004994697328,1617.9222498499937,149.33615724937505
starve_series__t04_starve,865.856804112611,1404.852297179803,155.00983616604037
starve_series__t05_starve,1213.573283586025,1892.205545186711,108.61528683467571
starve_series__t06_starve,1080.044050264266,1836.4532056281337,125.57281608627814
starve_series__t07_starve,867.7750024836026,1600.1997722978206,138.92303044759535
starve_series__t08_starve,892.0451006554315,1685.5216023106686,162.75987482175677
starve_series__t09_starve,842.9686148836868,1632.2310814530465,159.73133110006845
starve_series__t10_starve,848.8685994679539,1600.7416389637012,158.55019998638411
starve_series__t11_starve,979.9488108331796,1964.5159178452843,190.44816511747
starve_series__t12_starve,827.2220403890024,1608.7324384801652,244.38330471317337
starve_series__t14_starve,873.0658384142811,1684.2108387830904,285.4813141876545
starve_series__t16_starve,698.7874862640932,1324.428731310824,402.40919732873255
starve_series__t17_starve,554.5239361289296,1109.267244787925,404.7806625853136
starve_series__t18_starve,448.429387747793,851.3039938552007,400.9566242989078
starve_series__t21_growth2,10.075294769327282,12.478743753764451,387.9807825976144
starve_series__t22_growth2,21.49897056902917,30.364600305310645,380.622497887044
starve_series__t23_growth2,20.476319244118688,19.88505318837245,551.446264872025
starve_series__t25_growth2,29.51816623253985,39.25121771022473,409.8848628079419
starve_series__t26_growth2,26.482495534872065,48.45643564580268,339.39623641818235
starve_series__t27_growth2,36.964069536047056,59.0895677008976,370.9491111953564
starve_series__t28_growth2,44.322326616471614,64.30242463589119,376.8149169610302
p1k_00001,1.576721331652427,2.417477998877425,2.331478269293013
p1k_00002,1.7145468126115193,2.811127953403844,2.2321688076032213
p1k_00003,2.379689107247814,3.509184844602011,1.5048096242609244
p1k_00004,2.705591065970692,3.943940186288571,1.593815608607293
p1k_00005,1.4995408009744042,2.117123787947991,1.7401358745119218
p1k_00006,1.470701544224604,2.201362635104492,1.599566345926442
p1k_00007,2.5140884671308315,4.023445902569861,1.6468715231987003
p1k_00008,2.3412338342778427,4.0301544721504605,1.856841212890832
p1k_00009,1.5411237063932894,2.0982327730259627,1.5909755857259715
p1k_00010,1.6526802405802443,1.7878968836865508,1.7082731773393536
p1k_00011,1.6771054256798843,1.908001279750268,1.7971506164698885
p1k_00012,1.6110810547632584,1.9905795964380728,1.8393590845619716
p1k_00014,1.35114910132048,1.783660589778942,1.9695397946884128
p1k_00015,1.6187133348789096,1.9491428991687847,1.7037969964978716
p1k_00016,1.6783328383229477,2.000601649348343,1.793332224462972
p1k_00017,1.9084989012848887,2.172551973891632,1.812408658209557
p1k_00018,1.7887258810890665,2.092594412573965,1.9785730741586272
p1k_00019,5.110099994097828,7.587156623864883,1.2145820220206986
p1k_00020,5.187344425890326,7.817233610672363,1.3866895284840235
p1k_00021,4.620748541501937,7.255565200415847,2.047921402530047
p1k_00022,4.422869882930372,7.237406118458841,1.9231849335918605
p1k_00023,4.14664202684188,6.041645676398603,1.6472795100108777
p1k_00024,3.794498417388292,5.613191969943761,1.537304476916984
p1k_00025,4.505106635766069,6.629668450451294,1.5127190535078954
p1k_00026,4.69628112668612,7.081707060854365,1.447579349352319
p1k_00027,1.8965532853488691,2.771695373382108,1.842556841411277
p1k_00028,2.03069567635095,2.9943714334776104,1.870693001452359
p1k_00029,1.6323672235562394,2.4708545138880598,1.8737485087710883
p1k_00030,1.549687829511171,2.7330720839339167,1.97131421887794
p1k_00031,1.9998575647128836,2.4119661310771834,1.5615469742791313
p1k_00032,1.7337047386497757,2.338449418365549,1.532398541762661
p1k_00033,1.8331961970889945,2.156909347641763,1.901674134188586
p1k_00034,1.4358059268400407,2.3199040974600096,1.884091590835888
p1k_00035,1.7031527355389386,2.2557798897197503,1.95231569817277
p1k_00036,1.7664133087283012,2.124924499655972,1.7623535270003752
p1k_00037,2.0346635435764555,2.425002344327531,1.942471825128572
p1k_00038,2.172482803061425,2.7356941817555644,1.7202215847881697
p1k_00039,1.6022693346251378,2.1382404640529944,2.0815843520515847
p1k_00040,1.6324621431331685,2.435075067825992,2.4046063856964013
p1k_00041,2.05434728474656,2.609107102033829,1.725750685083303
p1k_00042,1.922062088048831,2.0811780795277355,1.8513455660034568
p1k_00043,2.7588913214328503,4.763032764785989,1.9308586920937367
p1k_00044,2.8684666525690043,5.09145993228638,1.9411690996927344
p1k_00045,2.0684542393234766,3.842093280527507,1.8345927492632312
p1k_00046,2.079898080609321,3.3191413964954024,1.846290853061456
p1k_00047,16.532135404683725,27.78120812043273,0.0167826399466767
p1k_00048,16.63304809130513,27.701666603182357,0.0206763617932499
p1k_00049,1.765815189262927,2.425264256934488,1.7362722606042074
p1k_00050,1.4846921776729498,3.741334997615151,1.9680992258405523
p1k_00051,1.3914685102476276,3.710550322478269,1.836444106150744
p1k_00052,1.5202740990593837,3.612953547856904,1.5167362861107498
p1k_00053,1.55322344482588,3.182017061048008,1.50832530762345
p1k_00054,1.8677403978448448,3.187375601849722,1.9765249011592392
p1k_00055,1.4062178678002524,2.46893279760683,2.0700020679641096
p1k_00056,10.417591734740084,18.267020073095324,3.5872054049263418
p1k_00057,11.823956247081336,18.013648207414956,3.4239849014892987
