,b2341,b2342,b3081,b3845,b3846
p1k_00723,2.0975753504288366,3.3233049123673366,3.36133822734672,6.162444250555784,15.06237590197776
p1k_00929,1.33618963861039,1.3684758522843197,2.391239075558787,1.803499894458712,1.3296232136508952
p1k_00805,1.0738105445620556,1.467390425564299,1.2025644028387967,2.292984239826983,5.748958506343917
p1k_00412,0.6005037273768099,0.6977303225648742,0.8450792961716567,0.5465533481836408,1.1907041108359822
p1k_00143,1.170893556993417,1.8887898841320123,1.3108692944872506,2.777606596238425,5.459190695955114
p1k_00470,1.1285724312554264,1.044491951116158,1.3086298225787525,1.0493422934127563,1.4673087665208786
p1k_00545,5.40017256875499,7.132285242376195,1.7698235770742583,6.19695192007454,13.501462222417253
p1k_00974,7.65029542285757,20.78540466505821,30.22918545015822,27.03576501781385,142.35749639472883
p1k_00928,1.239320022882582,1.3493975175650734,2.147369750788368,1.4123684053767038,0.9575897729830484
p1k_00938,6.157889927888991,16.23669447200432,15.434935682747344,19.411380233197377,112.53572785280068
p1k_00056,10.417591734740082,18.267020073095324,29.26420531623356,48.76535056705034,144.56662685938815
p1k_00242,2.708274082894768,3.814215354532089,5.313726442735003,5.557240488552856,15.681997980037105
p1k_00658,1.699470805928555,2.7081405548812167,1.7564697784695904,3.044140884289636,4.74143790102514
p1k_00248,5.913431960528439,8.602943912221514,12.728489857202405,21.676718804732857,65.3730761448365
p1k_01023,5.995898096968392,15.367191903400307,12.588847869224775,27.230786942248216,118.4072168916292
p1k_00657,1.9152676588259272,3.2033274065237,1.915715616146648,3.758740816615622,9.330939471798906
p1k_00235,6.616975220932698,11.992601335391788,13.14572843405701,27.56549568098813,83.22222954730083
p1k_00388,0.5215234835235778,0.5329369855605306,0.5315238048781646,0.8554233112917683,1.4213703501088124
p1k_00095,11.93277429959634,22.68970920182262,48.70116686030242,43.49962793167728,135.62887080699653
p1k_00693,2.379871659975646,4.3994291947666,3.3835896124204696,3.192483985642125,6.846205173337672
p1k_00005,1.4995408009744042,2.117123787947991,2.124609053107488,3.100016692658993,8.008859224829488
p1k_00698,1.5996732814384536,2.292303676455077,1.932643850782911,2.8347960403679955,6.437300223575278
p1k_00009,1.541123706393289,2.0982327730259622,1.4888058444928876,3.178633419113551,6.864108117014126
p1k_00386,0.2813595711060301,0.8335862888975826,0.3209233741753521,0.3659386417432637,0.6696337250970313
p1k_00727,2.4774365142725747,4.638238915302433,4.736390479032107,7.761626035438429,22.85207192987984
p1k_00622,2.62700082036633,6.771226088223346,3.3740182589890204,5.976852074969689,11.552286220402475
p1k_00751,0.7743515009891454,1.153837722967233,0.8364907720353675,1.1357634356264634,3.1939087975348537
p1k_00174,1.0468306263654976,1.4520653670245731,1.359492562781876,2.242970845249416,6.482339189975969
p1k_00007,2.514088467130831,4.02344590256986,1.7339186410561087,4.471780938975937,5.660316082259952
p1k_00102,0.9439988367967682,1.71952033114152,1.2047276829208695,2.2268445577195397,5.738429692994768
p1k_00911,1.0194775378603522,0.9719030919150096,1.335055223928517,1.36488214289824,1.482966048095382
