,b0077,b0078,b1603,b2290,b3457,b3458
p1k_00723,0.4021363573490417,0.4582090132288652,2.5078428597826723,0.3929180704767279,0.4158750694579411,0.4637375790445339
p1k_00929,0.7683033152822344,0.7731307542649823,2.204300259823272,0.2257061973637833,0.2953525631736418,0.2674963210693659
p1k_00805,0.4712405794496995,0.4663039852089873,4.231543719587049,0.2516449737787901,0.4613000184361632,0.6930233920937994
p1k_00412,0.4439040784702697,0.4077857042178917,1.6147600019279462,0.3199678033021344,0.1066775649513954,0.2461815494741798
p1k_00143,0.3886712646279855,0.3821260402558514,2.143142455064232,0.3278055908828406,0.2304066272572642,0.4036997108419476
p1k_00470,0.0271054349170492,0.0394955196059459,0.8054036074912749,0.1579586626565158,0.0050015346344052,0.0054321993872148
p1k_00545,0.0725340964782955,0.0806626866904605,0.2922584181191838,0.1297660236832891,0.1518054269428758,0.309415907889736
p1k_00974,0.2776862654272114,0.3210608466560448,0.6952557226686596,0.1299763054571199,0.1082228966378483,0.1336967711123076
p1k_00928,0.7385536788499816,0.7234353404027964,2.048731651018873,0.1848400480673719,0.3160949126123701,0.2696671135414575
p1k_00938,0.2679611042541945,0.3340695888244679,0.9108400624861696,0.1815870775713305,0.1955574343709904,0.220911820253458
p1k_00056,0.3891719499443871,0.3407575325367343,1.0729003003782545,0.3699013617290898,0.2608900292636227,0.4471261560899407
p1k_00242,0.295474063005035,0.3898527298101102,1.295545166886081,0.3965741811877845,0.1503808513506445,0.2763002647351988
p1k_00658,0.4267690897863768,0.5241809986659542,1.5768298728123449,0.2200097557270043,0.2791813172706556,0.4451036867249461
p1k_00248,0.3423673193176699,0.3468100484100898,0.5969443237019938,0.3331773427241552,0.1293958015929077,0.1813920680099997
p1k_01023,0.3788083918320449,0.4695741746368144,1.181937976709212,0.3107591279791739,0.4284524937532067,0.4537103542826937
starve_series__t08_starve,0.015940242674063,0.0408325816677714,0.4623661205863731,0.0342636817103196,0.0269562360546762,0.0150101148713061
p1k_00235,0.3741953940963035,0.3941059089881948,1.6592125566667622,0.4027466920690379,0.2759679519385485,0.4171890912524427
p1k_00388,0.3787445066702906,0.3608290588247889,1.7109102282984037,0.2836338900376147,0.1317045371087584,0.3086583767366976
p1k_00095,0.017574129264906,0.0171107516708012,0.8135254375931638,0.1958775255879278,0.0073665459781587,0.007479337041635
p1k_00657,0.3691494430360268,0.432320864754086,1.5316602675753908,0.2013454477456621,0.1950608249162236,0.2797068119452699
p1k_00693,0.3067555996721017,0.3810298281339644,1.6962802261870291,0.3633750745912841,0.2622030846548441,0.4296973058029849
p1k_00005,0.4426888178017672,0.4305657371134646,2.941638069184376,0.3580370469964878,0.3041882127803735,0.4295030887467438
p1k_00698,0.473107600107313,0.5337910678810742,1.928970879952556,0.2601654169612933,0.2577131289976566,0.4020788264291368
p1k_00009,0.443729543150955,0.4206444608218213,3.2813630271129406,0.4484790667992617,0.2573956938751929,0.3542246536185798
p1k_00386,0.013406731500596,0.0172375182769632,0.1245667876583796,0.5110507822718942,0.0090046793006807,0.0063509829159083
p1k_00727,0.4987598923284868,0.5460540750668632,2.6578202957436576,0.4249159708040775,0.2557965173306926,0.4093079825981549
p1k_00622,0.3328667000913705,0.4137737533529106,1.027462488290286,0.2424042817800887,0.1929266240105724,0.3290601671898211
p1k_00751,0.381009349421532,0.5557669922740311,3.110662065013952,0.4017219392596041,0.4765765505783119,0.7124871088422843
p1k_00174,0.1720560903600092,0.1521991902813066,1.5920264227638432,0.140401803687856,0.0164514772418224,0.0229015907436448
p1k_00007,0.2207775671731797,0.2009438852343429,0.578869164457756,0.1344180494967586,0.089199739132834,0.1369995925482335
p1k_00102,0.4283099518342642,0.3393012891670254,2.2201251620172684,0.2359818989431223,0.2631712134830078,0.3865700851524273
p1k_00911,0.4909244408072848,0.4750286428975448,3.339388661918468,0.2398001391598463,0.1886657901128783,0.3513430016355231
