,ID,gene,TU,Sigma70,Sigma32,Sigma38,Sigma24,Sigma28,Sigma54,Sigma19,unknown
728,b0758,galT,galETK,1,0,0,0,0,0,0,0
729,b0759,galE,galETKM,0,0,0,0,0,0,0,1
730,b0759,galE,galETKM,1,0,1,0,0,0,0,0
731,b0759,galE,galETKM,1,0,0,0,0,0,0,0
732,b0759,galE,galE,1,0,1,0,0,0,0,0
733,b0759,galE,galE,1,0,0,0,0,0,0,0
734,b0759,galE,galET,1,0,1,0,0,0,0,0
735,b0759,galE,galET,1,0,0,0,0,0,0,0
736,b0759,galE,galETK,1,0,1,0,0,0,0,0
737,b0759,galE,galETK,1,0,0,0,0,0,0,0
738,b0762,acrZ,acrZ,1,0,0,0,0,0,0,0
739,b0763,modA,modABC,1,0,0,0,0,0,0,0
740,b0763,modA,modABC,0,0,0,0,1,0,0,0
741,b0764,modB,modABC,1,0,0,0,0,0,0,0
742,b0764,modB,modABC,0,0,0,0,1,0,0,0
743,b0765,modC,modABC,1,0,0,0,0,0,0,0
744,b0765,modC,modABC,0,0,0,0,1,0,0,0
745,b0772,ybhC,ybhC,0,0,0,0,0,0,0,1
746,b0774,bioA,bioA,1,0,0,0,0,0,0,0
747,b0775,bioB,bioBFCD,1,0,0,0,0,0,0,0
748,b0776,bioF,bioBFCD,1,0,0,0,0,0,0,0
749,b0777,bioC,bioBFCD,1,0,0,0,0,0,0,0
750,b0778,bioD,bioBFCD,1,0,0,0,0,0,0,0
751,b0779,uvrB,uvrB,1,0,0,0,0,0,0,0
752,b0779,uvrB,uvrB,1,0,0,0,0,0,0,0
753,b0779,uvrB,uvrB,1,0,0,0,0,0,0,0
754,b0781,moaA,moaABCDE,0,0,0,0,0,0,0,1
755,b0781,moaA,moaABCDE,0,0,0,0,0,0,0,1
756,b0782,moaB,moaABCDE,0,0,0,0,0,0,0,1
757,b0782,moaB,moaABCDE,0,0,0,0,0,0,0,1
758,b0782,moaB,moaBCDE,0,0,0,0,0,0,0,1
759,b0783,moaC,moaABCDE,0,0,0,0,0,0,0,1
760,b0783,moaC,moaABCDE,0,0,0,0,0,0,0,1
761,b0783,moaC,moaBCDE,0,0,0,0,0,0,0,1
762,b0784,moaD,moaABCDE,0,0,0,0,0,0,0,1
763,b0784,moaD,moaABCDE,0,0,0,0,0,0,0,1
764,b0784,moaD,moaBCDE,0,0,0,0,0,0,0,1
765,b0785,moaE,moaABCDE,0,0,0,0,0,0,0,1
766,b0785,moaE,moaABCDE,0,0,0,0,0,0,0,1
767,b0785,moaE,moaBCDE,0,0,0,0,0,0,0,1
768,b0786,ybhL,ybhL,1,0,0,0,0,0,0,0
769,b0791,ybhQ,ybhQ,0,0,0,0,0,0,0,1
770,b0792,ybhR,cecR-ybhGFSR,1,0,0,0,0,0,0,0
771,b0793,ybhS,cecR-ybhGFSR,1,0,0,0,0,0,0,0
772,b0794,ybhF,cecR-ybhGFSR,1,0,0,0,0,0,0,0
773,b0795,ybhG,cecR-ybhGFSR,1,0,0,0,0,0,0,0
774,b0796,ybiH,cecR-ybhGFSR,1,0,0,0,0,0,0,0
775,b0799,dinG,dinG-ybiB,1,0,0,0,0,0,0,0
776,b0800,ybiB,dinG-ybiB,1,0,0,0,0,0,0,0
777,b0803,ybiI,ybiI,0,0,1,0,0,0,0,0
778,b0805,fiu,fiu,1,0,0,0,0,0,0,0
779,b0806,mcbA,mcbA,1,0,0,0,0,0,0,0
780,b0809,glnQ,glnHPQ,0,0,0,0,0,0,0,1
781,b0809,glnQ,glnHPQ,0,0,0,0,0,1,0,0
782,b0809,glnQ,glnQ,1,0,0,0,0,0,0,0
783,b0810,glnP,glnHPQ,0,0,0,0,0,0,0,1
784,b0810,glnP,glnHPQ,0,0,0,0,0,1,0,0
785,b0811,glnH,glnHPQ,0,0,0,0,0,0,0,1
786,b0811,glnH,glnHPQ,0,0,0,0,0,1,0,0
787,b0812,dps,dps,1,0,1,0,0,0,0,0
788,b0814,ompX,ompX,0,0,0,0,0,0,0,1
789,b0814,ompX,ompX,1,0,0,0,0,0,0,0
790,b4705,mntS,rybA-mntS,1,0,0,0,0,0,0,0
791,b0817,mntR,mntR-ybiR,0,0,0,0,0,0,0,1
792,b0818,ybiR,mntR-ybiR,0,0,0,0,0,0,0,1
793,b0819,ldtB,ldtB,0,0,0,0,0,0,0,1
794,b0820,ybiT,ybiT,0,0,0,0,0,0,0,1
795,b0826,moeB,moeAB,1,0,0,0,0,0,0,0
796,b0827,moeA,moeAB,1,0,0,0,0,0,0,0
797,b0828,iaaA,iaaA-gsiABCD,0,0,0,0,0,0,0,1
798,b0829,gsiA,iaaA-gsiABCD,0,0,0,0,0,0,0,1
799,b0830,gsiB,iaaA-gsiABCD,0,0,0,0,0,0,0,1
800,b0831,gsiC,iaaA-gsiABCD,0,0,0,0,0,0,0,1
801,b0832,gsiD,iaaA-gsiABCD,0,0,0,0,0,0,0,1
802,b0835,rimO,rimO,0,0,0,0,0,0,0,1
803,b0838,gstB,gstB,0,0,0,0,0,0,0,1
804,b0839,dacC,dacC,1,0,0,0,0,0,0,0
805,b0841,ybjG,ybjG,0,0,0,0,0,0,0,1
806,b0842,mdfA,mdfA,0,0,0,0,0,0,0,1
807,b0842,mdfA,mdfA,0,0,0,0,0,0,0,1
808,b4417,rybB,rybB,0,0,0,1,0,0,0,0
809,b0849,grxA,grxA,0,0,0,0,0,0,0,1
810,b0850,ybjC,ybjC-nfsA-rimK-ybjN,1,0,0,0,0,0,0,0
811,b0851,nfsA,ybjC-nfsA-rimK-ybjN,1,0,0,0,0,0,0,0
812,b0852,rimK,ybjC-nfsA-rimK-ybjN,1,0,0,0,0,0,0,0
813,b0852,rimK,rimK-ybjN,1,0,0,0,0,0,0,0
814,b0853,ybjN,ybjC-nfsA-rimK-ybjN,1,0,0,0,0,0,0,0
815,b0853,ybjN,rimK-ybjN,1,0,0,0,0,0,0,0
816,b0854,potF,potFGHI,0,0,0,0,0,1,0,0
817,b0854,potF,potFGHI,0,0,0,0,0,0,0,1
818,b0855,potG,potFGHI,0,0,0,0,0,1,0,0
819,b0855,potG,potFGHI,0,0,0,0,0,0,0,1
820,b0856,potH,potFGHI,0,0,0,0,0,1,0,0
821,b0856,potH,potFGHI,0,0,0,0,0,0,0,1
822,b0857,potI,potFGHI,0,0,0,0,0,1,0,0
823,b0857,potI,potFGHI,0,0,0,0,0,0,0,1
824,b0860,artJ,artJ,1,0,0,0,0,0,0,0
825,b0861,artM,artPIQM,1,0,0,0,0,0,0,0
826,b0861,artM,artPIQM,0,0,1,0,0,0,0,0
827,b0861,artM,artPIQM,0,0,1,0,0,0,0,0
828,b0861,artM,artPIQM,0,0,1,0,0,0,0,0
829,b0862,artQ,artPIQM,1,0,0,0,0,0,0,0
830,b0862,artQ,artPIQM,0,0,1,0,0,0,0,0
831,b0862,artQ,artPIQM,0,0,1,0,0,0,0,0
832,b0862,artQ,artPIQM,0,0,1,0,0,0,0,0
833,b0863,artI,artPIQM,1,0,0,0,0,0,0,0
834,b0863,artI,artPIQM,0,0,1,0,0,0,0,0
835,b0863,artI,artPIQM,0,0,1,0,0,0,0,0
836,b0863,artI,artPIQM,0,0,1,0,0,0,0,0
837,b0864,artP,artPIQM,1,0,0,0,0,0,0,0
838,b0864,artP,artPIQM,0,0,1,0,0,0,0,0
839,b0864,artP,artPIQM,0,0,1,0,0,0,0,0
840,b0864,artP,artPIQM,0,0,1,0,0,0,0,0
841,b0865,ybjP,ybjP,0,0,1,0,0,0,0,0
842,b0866,ybjQ,ybjQ-amiD,0,0,0,0,0,0,0,1
843,b0867,amiD,ybjQ-amiD,0,0,0,0,0,0,0,1
844,b0869,ybjT,ltaE-ybjT,0,0,0,0,0,0,0,1
845,b0870,ltaE,ltaE-ybjT,0,0,0,0,0,0,0,1
846,b0871,poxB,poxB,1,0,1,0,0,0,0,0
847,b0871,poxB,hcp-hcr-poxB,0,0,0,0,0,0,0,1
848,b0872,hcr,hcp-hcr,0,0,0,0,0,0,0,1
849,b0872,hcr,hcp-hcr,0,0,0,1,0,0,0,0
850,b0872,hcr,hcp-hcr-poxB,0,0,0,0,0,0,0,1
851,b0873,hcp,hcp-hcr,0,0,0,0,0,0,0,1
852,b0873,hcp,hcp-hcr,0,0,0,1,0,0,0,0
853,b0873,hcp,hcp-hcr-poxB,0,0,0,0,0,0,0,1
854,b0874,ybjE,lysO,1,0,0,0,0,0,0,0
855,b0877,ybjX,ybjX,0,0,0,0,0,0,0,1
856,b0880,cspD,cspD,1,0,0,0,0,0,0,0
857,b0882,clpA,clpA,1,0,0,0,0,0,0,0
858,b0882,clpA,clpA,0,0,0,0,0,0,0,1
859,b0882,clpA,clpA,0,0,0,0,0,0,0,1
860,b0883,serW,serW,1,0,0,0,0,0,0,0
861,b0883,serW,serW,1,0,0,0,0,0,0,0
862,b0884,infA,infA,1,0,0,0,0,0,0,0
863,b0884,infA,infA,1,0,0,0,0,0,0,0
864,b0886,cydC,cydDC,1,0,0,0,0,0,0,0
865,b0887,cydD,cydDC,1,0,0,0,0,0,0,0
866,b0888,trxB,trxB,0,0,0,0,0,0,0,1
867,b0889,lrp,lrp,1,0,0,0,0,0,0,0
868,b0890,ftsK,ftsK,1,0,0,0,0,0,0,0
869,b0890,ftsK,ftsK,1,0,0,0,0,0,0,0
870,b0891,lolA,lolA-rarA,1,0,0,0,0,0,0,0
871,b0892,rarA,lolA-rarA,1,0,0,0,0,0,0,0
872,b0893,serS,serS,0,0,0,0,0,0,0,1
873,b0894,dmsA,dmsABC,0,0,0,0,0,0,0,1
874,b0894,dmsA,dmsABC,1,0,0,0,0,0,0,0
875,b0895,dmsB,dmsABC,0,0,0,0,0,0,0,1
876,b0895,dmsB,dmsABC,1,0,0,0,0,0,0,0
877,b0896,dmsC,dmsABC,0,0,0,0,0,0,0,1
878,b0896,dmsC,dmsABC,1,0,0,0,0,0,0,0
879,b0902,pflA,pflA,1,0,0,0,0,0,0,0
880,b0903,pflB,focA-pflB,1,0,0,0,0,0,0,0
881,b0903,pflB,focA-pflB,1,0,0,0,0,0,0,0
882,b0903,pflB,focA-pflB,1,0,0,0,0,0,0,0
883,b0903,pflB,pflB,0,0,0,0,0,0,0,1
884,b0903,pflB,pflB,0,0,0,0,0,0,0,1
885,b0903,pflB,pflB,0,0,0,0,0,0,0,1
886,b0903,pflB,pflB,0,0,0,0,0,0,0,1
887,b0903,pflB,pflB,0,0,0,0,0,0,0,1
888,b0904,focA,focA-pflB,1,0,0,0,0,0,0,0
889,b0904,focA,focA-pflB,1,0,0,0,0,0,0,0
890,b0904,focA,focA-pflB,1,0,0,0,0,0,0,0
891,b0907,serC,serC,1,0,0,0,0,0,0,0
892,b0907,serC,serC-aroA,1,0,0,0,0,0,0,0
893,b0907,serC,serC,0,0,0,0,0,0,0,1
894,b0908,aroA,serC-aroA,1,0,0,0,0,0,0,0
895,b0910,cmk,cmk-rpsA,1,0,0,0,0,0,0,0
896,b0911,rpsA,cmk-rpsA,1,0,0,0,0,0,0,0
897,b0911,rpsA,rpsA-ihfB,1,0,0,0,0,0,0,0
898,b0911,rpsA,rpsA-ihfB,1,0,0,0,0,0,0,0
899,b0912,ihfB,ihfB,1,0,1,0,0,0,0,0
900,b0912,ihfB,rpsA-ihfB,1,0,0,0,0,0,0,0
901,b0912,ihfB,rpsA-ihfB,1,0,0,0,0,0,0,0
902,b0917,ycaR,ycaR-kdsB,1,0,0,0,0,0,0,0
903,b0918,kdsB,ycaR-kdsB,1,0,0,0,0,0,0,0
904,b0919,ycbJ,ycbJ,0,0,0,0,0,0,0,1
905,b0921,smtA,cmoM-mukFEB,1,0,0,0,0,0,0,0
906,b0922,mukF,cmoM-mukFEB,1,0,0,0,0,0,0,0
907,b0923,mukE,cmoM-mukFEB,1,0,0,0,0,0,0,0
908,b0924,mukB,cmoM-mukFEB,1,0,0,0,0,0,0,0
909,b0925,ldtD,ldtD,0,0,0,0,0,0,0,1
910,b0926,ycbK,ycbK-gloC,0,0,0,0,0,0,0,1
911,b0927,ycbL,ycbK-gloC,0,0,0,0,0,0,0,1
912,b0928,aspC,aspC,0,0,0,0,0,0,0,1
913,b0929,ompF,ompF,1,0,1,0,0,0,0,0
914,b0930,asnS,asnS,0,0,0,0,0,0,0,1
915,b0931,pncB,pncB,1,0,0,0,0,0,0,0
916,b0932,pepN,pepN,0,0,0,0,0,0,0,1
917,b0933,ssuB,ssuEADCB,1,0,0,0,0,0,0,0
918,b0934,ssuC,ssuEADCB,1,0,0,0,0,0,0,0
919,b0935,ssuD,ssuEADCB,1,0,0,0,0,0,0,0
920,b0936,ssuA,ssuEADCB,1,0,0,0,0,0,0,0
921,b0937,ssuE,ssuEADCB,1,0,0,0,0,0,0,0
922,b0945,pyrD,pyrD,1,0,0,0,0,0,0,0
923,b0948,rlmL,rlmL-uup,0,0,0,0,0,0,0,1
924,b0949,uup,rlmL-uup,0,0,0,0,0,0,0,1
925,b0950,pqiA,pqiABC,1,0,1,0,0,0,0,0
926,b0950,pqiA,pqiABC,1,0,1,0,0,0,0,0
927,b0951,pqiB,pqiABC,1,0,1,0,0,0,0,0
928,b0951,pqiB,pqiABC,1,0,1,0,0,0,0,0
929,b0952,pqiC,pqiABC,1,0,1,0,0,0,0,0
930,b0952,pqiC,pqiABC,1,0,1,0,0,0,0,0
931,b0953,rmf,rmf,0,0,0,0,0,0,0,1
932,b0954,fabA,fabA,1,0,0,0,0,0,0,0
933,b0956,matP,matP,0,0,0,0,0,0,0,1
934,b0957,ompA,ompA,0,0,0,0,0,0,0,1
935,b0957,ompA,ompA,1,0,0,0,0,0,0,0
936,b0958,sulA,sulA,1,0,0,0,0,0,0,0
937,b0959,sxy,sxy,1,0,0,0,0,0,0,0
938,b0960,yccS,yccFS,0,0,0,0,0,0,0,1
939,b0961,yccF,yccFS,0,0,0,0,0,0,0,1
940,b0962,helD,helD,0,0,0,0,0,0,0,1
941,b0963,mgsA,mgsA,0,0,0,0,0,0,0,1
942,b0964,yccT,yccT,0,0,0,0,0,0,0,1
943,b0970,yccA,yccA,1,0,0,0,0,0,0,0
944,b0971,serT,serT,1,0,0,0,0,0,0,0
945,b0972,hyaA,hyaABCDEF,1,0,1,0,0,0,0,0
946,b0973,hyaB,hyaABCDEF,1,0,1,0,0,0,0,0
947,b0974,hyaC,hyaABCDEF,1,0,1,0,0,0,0,0
948,b0975,hyaD,hyaABCDEF,1,0,1,0,0,0,0,0
949,b0976,hyaE,hyaABCDEF,1,0,1,0,0,0,0,0
950,b0977,hyaF,hyaABCDEF,1,0,1,0,0,0,0,0
951,b0978,cbdA,appCBXA,1,0,1,0,0,0,0,0
952,b0979,cbdB,appCBXA,1,0,1,0,0,0,0,0
953,b4592,cbdX,appCBXA,1,0,1,0,0,0,0,0
954,b0980,appA,appCBXA,1,0,1,0,0,0,0,0
955,b0980,appA,appA,0,0,0,0,0,0,0,1
956,b0987,gfcA,gfcA,1,0,0,0,0,0,0,0
957,b0995,torR,torR,1,0,0,0,0,0,0,0
958,b0996,torC,torCAD,1,0,0,0,0,0,0,0
959,b0997,torA,torCAD,1,0,0,0,0,0,0,0
960,b0998,torD,torCAD,1,0,0,0,0,0,0,0
961,b0999,cbpM,cbpAM,1,0,0,0,0,0,0,0
962,b0999,cbpM,cbpAM,0,0,1,0,0,0,0,0
963,b0999,cbpM,cbpAM,1,0,1,0,0,0,0,0
964,b0999,cbpM,cbpAM,1,0,0,0,0,0,0,0
965,b1000,cbpA,cbpAM,1,0,0,0,0,0,0,0
966,b1000,cbpA,cbpAM,0,0,1,0,0,0,0,0
967,b1000,cbpA,cbpAM,1,0,1,0,0,0,0,0
968,b1000,cbpA,cbpAM,1,0,0,0,0,0,0,0
969,b1002,agp,agp,0,0,0,0,0,0,0,1
970,b1003,yccJ,wrbA-yccJ,0,0,1,0,0,0,0,0
971,b1004,wrbA,wrbA-yccJ,0,0,1,0,0,0,0,0
972,b1006,rutG,rutABCDEFG,0,0,0,0,0,1,0,0
973,b1007,rutF,rutABCDEFG,0,0,0,0,0,1,0,0
974,b1008,rutE,rutABCDEFG,0,0,0,0,0,1,0,0
975,b1009,rutD,rutABCDEFG,0,0,0,0,0,1,0,0
976,b1010,rutC,rutABCDEFG,0,0,0,0,0,1,0,0
977,b1011,rutB,rutABCDEFG,0,0,0,0,0,1,0,0
978,b1012,rutA,rutABCDEFG,0,0,0,0,0,1,0,0
979,b1013,rutR,rutR,0,0,0,1,0,0,0,0
980,b1013,rutR,rutR,1,0,0,0,0,0,0,0
981,b1014,putA,putA,1,0,0,0,0,0,0,0
982,b1015,putP,putP,1,0,0,0,0,0,0,0
983,b1015,putP,putP,0,0,0,0,0,0,0,1
984,b1015,putP,putP,0,0,0,0,0,0,0,1
985,b1015,putP,putP,1,0,0,0,0,0,0,0
986,b1015,putP,putP,0,0,0,0,0,0,0,1
987,b1020,phoH,phoH,1,0,0,0,0,0,0,0
988,b1020,phoH,phoH,0,0,0,0,0,0,0,1
989,b1021,pgaD,pgaABCD,0,0,0,0,0,0,0,1
990,b1022,pgaC,pgaABCD,0,0,0,0,0,0,0,1
991,b1023,pgaB,pgaABCD,0,0,0,0,0,0,0,1
992,b1024,pgaA,pgaABCD,0,0,0,0,0,0,0,1
993,b1025,ycdT,dgcT,1,0,0,0,0,0,0,0
994,b1032,serX,serX,1,0,0,0,0,0,0,0
995,b1036,ycdZ,ycdZ,1,0,0,0,0,0,0,0
996,b1037,csgG,csgDEFG,1,0,1,0,0,0,0,0
997,b1037,csgG,csgDEFG,1,0,1,0,0,0,0,0
998,b1038,csgF,csgDEFG,1,0,1,0,0,0,0,0
999,b1038,csgF,csgDEFG,1,0,1,0,0,0,0,0
1000,b1039,csgE,csgDEFG,1,0,1,0,0,0,0,0
1001,b1039,csgE,csgDEFG,1,0,1,0,0,0,0,0
1002,b1040,csgD,csgDEFG,1,0,1,0,0,0,0,0
1003,b1040,csgD,csgDEFG,1,0,1,0,0,0,0,0
1004,b1041,csgB,csgBAC,1,0,1,0,0,0,0,0
1005,b1042,csgA,csgBAC,1,0,1,0,0,0,0,0
1006,b1043,csgC,csgBAC,1,0,1,0,0,0,0,0
1007,b1044,ymdA,ymdA,0,0,0,0,0,0,0,1
1008,b1044,ymdA,ymdAB-clsC,0,0,0,0,0,0,0,1
1009,b1044,ymdA,ymdAB,0,0,0,0,0,0,0,1
1010,b1045,ymdB,ymdB-clsC,0,0,0,0,0,0,0,1
1011,b1045,ymdB,ymdAB-clsC,0,0,0,0,0,0,0,1
1012,b1045,ymdB,ymdB,0,0,0,0,0,0,0,1
1013,b1045,ymdB,ymdAB,0,0,0,0,0,0,0,1
1014,b1046,clsC,ymdB-clsC,0,0,0,0,0,0,0,1
1015,b1046,clsC,clsC,0,0,0,0,0,0,0,1
1016,b1046,clsC,ymdAB-clsC,0,0,0,0,0,0,0,1
1017,b1048,opgG,opgGH,1,0,0,1,0,0,0,0
1018,b1048,opgG,opgGH,1,0,0,0,0,0,0,0
1019,b1049,opgH,opgGH,1,0,0,1,0,0,0,0
1020,b1049,opgH,opgGH,1,0,0,0,0,0,0,0
1021,b1051,msyB,msyB,0,0,1,0,0,0,0,0
1022,b1054,lpxL,lpxL,0,0,0,0,0,0,0,1
1023,b1055,yceA,yceA,0,0,0,0,0,0,0,1
1024,b1056,yceI,yceJI,1,1,0,0,0,0,0,0
1025,b1057,yceJ,yceJI,1,1,0,0,0,0,0,0
1026,b1058,yceO,solA-yceO,0,0,0,0,0,0,0,1
1027,b1059,solA,solA-yceO,0,0,0,0,0,0,0,1
1028,b1060,bssS,bssS,0,1,0,0,0,0,0,0
1029,b1060,bssS,bssS,0,1,0,0,0,0,0,0
1030,b1060,bssS,bssS,1,0,0,0,0,0,0,0
1031,b1061,dinI,dinI,1,0,0,0,0,0,0,0
1032,b1062,pyrC,pyrC,1,0,0,0,0,0,0,0
1033,b1064,grxB,grxB,1,0,0,0,0,0,0,0
1034,b1066,rimJ,rimJ,0,0,0,0,0,0,0,1
1035,b1070,flgN,flgAMN,1,0,0,0,0,0,0,0
1036,b1070,flgN,flgMN,0,0,0,0,1,0,0,0
1037,b1071,flgM,flgAMN,1,0,0,0,0,0,0,0
1038,b1071,flgM,flgMN,0,0,0,0,1,0,0,0
1039,b1072,flgA,flgAMN,1,0,0,0,0,0,0,0
1040,b1073,flgB,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1041,b1074,flgC,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1042,b1075,flgD,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1043,b1076,flgE,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1044,b1077,flgF,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1045,b1078,flgG,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1046,b1079,flgH,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1047,b1080,flgI,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1048,b1081,flgJ,flgBCDEFGHIJ,1,0,0,0,0,0,0,0
1049,b1082,flgK,flgKL,0,0,0,0,1,0,0,0
1050,b1083,flgL,flgKL,0,0,0,0,1,0,0,0
1051,b1084,rne,rne,1,0,0,0,0,0,0,0
1052,b1084,rne,rne,1,0,0,0,0,0,0,0
1053,b1084,rne,rne,1,0,0,0,0,0,0,0
1054,b1084,rne,rne,0,0,0,0,0,0,0,1
1055,b1088,yceD,yceD-rpmF,0,0,0,0,0,0,0,1
1056,b1088,yceD,yceD-rpmF,0,0,0,0,0,0,0,1
1057,b1089,rpmF,yceD-rpmF,0,0,0,0,0,0,0,1
1058,b1089,rpmF,yceD-rpmF,0,0,0,0,0,0,0,1
1059,b1089,rpmF,rpmF-plsX-fabHDG,0,0,0,0,0,0,0,1
1060,b1090,plsX,rpmF-plsX-fabHDG,0,0,0,0,0,0,0,1
1061,b1090,plsX,plsX-fabHDG,1,0,0,0,0,0,0,0
1062,b1091,fabH,fabHDG,0,0,0,0,0,0,0,1
1063,b1091,fabH,rpmF-plsX-fabHDG,0,0,0,0,0,0,0,1
1064,b1091,fabH,plsX-fabHDG,1,0,0,0,0,0,0,0
1065,b1092,fabD,fabHDG,0,0,0,0,0,0,0,1
1066,b1092,fabD,rpmF-plsX-fabHDG,0,0,0,0,0,0,0,1
1067,b1092,fabD,plsX-fabHDG,1,0,0,0,0,0,0,0
1068,b1093,fabG,fabHDG,0,0,0,0,0,0,0,1
1069,b1093,fabG,rpmF-plsX-fabHDG,0,0,0,0,0,0,0,1
1070,b1093,fabG,plsX-fabHDG,1,0,0,0,0,0,0,0
1071,b1094,acpP,acpP-fabF,1,0,0,0,0,0,0,0
1072,b1094,acpP,acpP,1,0,0,0,0,0,0,0
1073,b1095,fabF,acpP-fabF,1,0,0,0,0,0,0,0
1074,b1101,ptsG,ptsG,0,0,0,0,0,0,0,1
1075,b1101,ptsG,ptsG,1,0,0,0,0,0,0,0
1076,b1102,fhuE,fhuE,0,0,0,0,0,0,0,1
1077,b1109,ndh,ndh,1,0,0,0,0,0,0,0
1078,b1111,ycfQ,comR,0,0,0,0,0,0,0,1
1079,b1112,bhsA,bhsA,0,0,0,1,0,0,0,0
1080,b1112,bhsA,bhsA,1,0,0,0,0,0,0,0
1081,b1113,ldtC,ldtC,1,0,0,0,0,0,0,0
1082,b1114,mfd,mfd,1,0,0,0,0,0,0,0
1083,b1114,mfd,mfd,1,0,0,0,0,0,0,0
1084,b1127,pepT,pepT,0,0,0,0,0,0,0,1
1085,b1129,phoQ,phoPQ,0,0,0,0,0,0,0,1
1086,b1129,phoQ,phoPQ,0,0,0,0,0,0,0,1
1087,b1129,phoQ,phoPQ,0,1,0,0,0,0,0,0
1088,b1129,phoQ,phoQ,0,0,0,1,0,0,0,0
1089,b1130,phoP,phoPQ,0,0,0,0,0,0,0,1
1090,b1130,phoP,phoPQ,0,0,0,0,0,0,0,1
1091,b1130,phoP,phoPQ,0,1,0,0,0,0,0,0
1092,b1131,purB,hflD-purB,1,0,0,0,0,0,0,0
1093,b1132,hflD,hflD-purB,1,0,0,0,0,0,0,0
1094,b1136,icd,icd,1,0,0,0,0,0,0,0
1095,b1136,icd,icd,1,0,0,0,0,0,0,0
1096,b1160,iraM,iraM,0,0,0,0,0,0,0,1
1097,b1160,iraM,iraM,1,0,0,0,0,0,0,0
1098,b1162,bluR,bluR,1,0,0,0,0,0,0,0
1099,b1163,bluF,bluF,1,0,0,0,0,0,0,0
1100,b1164,ycgZ,ycgZ-ymgA-ariR-ymgC,1,0,1,0,0,0,0,0
1101,b1165,ymgA,ycgZ-ymgA-ariR-ymgC,1,0,1,0,0,0,0,0
1102,b1166,ariR,ycgZ-ymgA-ariR-ymgC,1,0,1,0,0,0,0,0
1103,b1167,ymgC,ycgZ-ymgA-ariR-ymgC,1,0,1,0,0,0,0,0
1104,b1179,ycgL,ycgL,0,0,0,0,0,0,0,1
1105,b1182,hlyE,hlyE,0,0,0,0,0,0,0,1
1106,b1183,umuD,umuDC,1,0,0,0,0,0,0,0
1107,b1184,umuC,umuDC,1,0,0,0,0,0,0,0
1108,b1187,fadR,fadR,0,0,0,0,0,0,0,1
1109,b1187,fadR,fadR,1,0,0,0,0,0,0,0
1110,b1188,ycgB,ycgB,0,0,0,0,0,0,0,1
1111,b1189,dadA,dadAX,1,0,0,0,0,0,0,0
1112,b1189,dadA,dadAX,1,0,0,0,0,0,0,0
1113,b1189,dadA,dadAX,1,0,0,0,0,0,0,0
1114,b1190,dadX,dadAX,1,0,0,0,0,0,0,0
1115,b1190,dadX,dadAX,1,0,0,0,0,0,0,0
1116,b1190,dadX,dadAX,1,0,0,0,0,0,0,0
1117,b1194,ycgR,ycgR,0,0,0,0,1,0,0,0
1118,b1197,treA,treA,0,0,1,0,0,0,0,0
1119,b1198,dhaM,dhaKLM,0,0,1,0,0,0,0,0
1120,b1199,dhaL,dhaKLM,0,0,1,0,0,0,0,0
1121,b1200,dhaK,dhaKLM,0,0,1,0,0,0,0,0
1122,b1201,dhaR,dhaR,0,0,1,0,0,0,0,0
1123,b1203,ychF,pth-ychF,1,0,0,0,0,0,0,0
1124,b1203,ychF,ychF,1,0,0,0,0,0,0,0
1125,b1204,pth,pth-ychF,1,0,0,0,0,0,0,0
1126,b1205,ychH,ychH,1,0,0,0,0,0,0,0
1127,b1207,prs,prs,1,0,0,0,0,0,0,0
1128,b1207,prs,lolB-ispE-prs,0,0,0,0,1,0,0,0
1129,b1208,ispE,lolB-ispE-prs,0,0,0,0,1,0,0,0
1130,b1209,lolB,lolB-ispE-prs,0,0,0,0,1,0,0,0
1131,b1210,hemA,hemA-prfA-prmC,1,0,0,0,0,0,0,0
1132,b1210,hemA,hemA,0,0,0,0,0,0,0,1
1133,b1211,prfA,hemA-prfA-prmC,1,0,0,0,0,0,0,0
1134,b1212,prmC,hemA-prfA-prmC,1,0,0,0,0,0,0,0
1135,b1213,ychQ,ychQA-kdsA,1,0,0,0,0,0,0,0
1136,b1214,ychA,ychQA-kdsA,1,0,0,0,0,0,0,0
1137,b1215,kdsA,ychQA-kdsA,1,0,0,0,0,0,0,0
1138,b1215,kdsA,kdsA,1,0,0,0,0,0,0,0
1139,b1218,chaC,chaC,0,0,0,0,0,1,0,0
1140,b1220,ychO,ychO,1,0,0,0,0,0,0,0
1141,b1221,narL,narXL,1,0,0,0,0,0,0,0
1142,b1222,narX,narXL,1,0,0,0,0,0,0,0
1143,b1223,narK,narK,1,0,0,0,0,0,0,0
1144,b1223,narK,narK,1,0,0,0,0,0,0,0
1145,b1224,narG,narGHJI,1,0,0,0,0,0,0,0
1146,b1225,narH,narGHJI,1,0,0,0,0,0,0,0
1147,b1226,narJ,narGHJI,1,0,0,0,0,0,0,0
