,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,X
0,180.11326994895936,5.4801915533442545,0.04771895408630371,0.003539413368464141,200,0.006,6,14,"{'n_estimators': 200, 'min_samples_split': 0.006, 'min_samples_leaf': 6, 'max_depth': 14}",-8.003848758903406,-6.507367485152627,-6.432402775917573,-8.910777984792887,-6.551637450704674,-7.281206891094233,1.002923789627924,1,-5.71354715731459,-5.667400235500624,-5.768360130308505,-4.8633047678719965,-5.761570226158701,-5.554836503430883,0.34768001900213485,features
1,77.727503824234,2.435132264448261,0.02192082405090332,0.003017899988197303,80,0.012,5,14,"{'n_estimators': 80, 'min_samples_split': 0.012, 'min_samples_leaf': 5, 'max_depth': 14}",-7.660406478760801,-6.618505271023021,-6.699607348402358,-9.054614179084767,-6.491211236731479,-7.304868902800486,0.9682448948082243,2,-6.6307288753401785,-6.322128334849237,-6.036783765244589,-5.172105101076861,-6.474002392245415,-6.127149693751257,0.5161766426521716,features
2,247.72905316352845,5.303544241690394,0.20969557762145996,0.21458298636768444,160,0.015,8,12,"{'n_estimators': 160, 'min_samples_split': 0.015, 'min_samples_leaf': 8, 'max_depth': 12}",-7.90304192578467,-6.728817314010397,-6.511042753452255,-9.06539099632504,-6.514791818700843,-7.34461696165464,1.0035503628076436,3,-6.800123399899762,-6.571536589002875,-6.561152733915879,-5.590429022695861,-6.734618954500769,-6.45157214000303,0.44035674720493506,features
3,115.74008111953735,8.205132555411563,0.06298236846923828,0.027344212514328253,160,0.004,8,7,"{'n_estimators': 160, 'min_samples_split': 0.004, 'min_samples_leaf': 8, 'max_depth': 7}",-7.89394215904575,-6.8005275536815,-6.467557434200519,-9.120917600031234,-6.545587616779526,-7.365706472747706,1.015725640666151,4,-7.111698087629966,-7.190728472503285,-6.797912890131293,-6.248860659167999,-7.505614004188222,-6.970962822724154,0.42551922523776764,features
4,179.71681036949158,9.352648774416922,0.05526523590087891,0.00665934948512578,220,0.016,11,14,"{'n_estimators': 220, 'min_samples_split': 0.016, 'min_samples_leaf': 11, 'max_depth': 14}",-8.073085085012375,-6.798258565294824,-6.470433837586539,-9.039157286172042,-6.621782623341625,-7.40054347948148,0.9971646758189393,5,-6.829909928077592,-6.567958056825018,-6.661783191408858,-5.712968031664692,-6.618647505804152,-6.478253342756062,0.3926231331602606,features
5,189.2363751411438,9.815900934086319,0.10789213180541993,0.06601220035578136,190,0.012,9,12,"{'n_estimators': 190, 'min_samples_split': 0.012, 'min_samples_leaf': 9, 'max_depth': 12}",-7.989585267088349,-6.789569146100118,-6.548320086623827,-9.2041900371451,-6.533139718440276,-7.412960851079534,1.0441555256746895,6,-6.762615151226573,-6.5379652782304,-6.5718255180570715,-5.416996074403543,-6.4736621803416075,-6.3526128404518385,0.47760722244378867,features
6,229.09926028251647,5.407352096327247,0.0660311222076416,0.010567459213396623,140,0.005,9,12,"{'n_estimators': 140, 'min_samples_split': 0.005, 'min_samples_leaf': 9, 'max_depth': 12}",-7.9388215270700435,-6.960078698267899,-6.573543484419662,-9.222997654849166,-6.376449540325081,-7.414378180986371,1.0523147907865658,7,-6.699142505059948,-6.336959394427808,-6.368569166807681,-5.3007918420985245,-6.25496348041866,-6.192085277762525,0.4706590616048103,features
7,2029.8550375461577,2384.1375950662623,0.49160013198852537,0.51007616954363,90,0.002,8,13,"{'n_estimators': 90, 'min_samples_split': 0.002, 'min_samples_leaf': 8, 'max_depth': 13}",-7.744089448099444,-6.8373756066978135,-6.709936931522973,-9.447825584308784,-6.41878553290156,-7.431602620706116,1.101136560170752,8,-6.714829532482902,-6.235267216172813,-6.302951699578424,-5.109047537664287,-6.2637631022083795,-6.125171817621362,0.5372409143742438,features
8,268.85465397834776,20.34442093646815,0.0975609302520752,0.03853069731143807,180,0.016,10,14,"{'n_estimators': 180, 'min_samples_split': 0.016, 'min_samples_leaf': 10, 'max_depth': 14}",-8.098526934266303,-6.816488298126324,-6.601474638508043,-9.043992898109076,-6.629656893640648,-7.438027932530079,0.9751901424184667,9,-6.799900686135258,-6.5434964767918125,-6.557153639324662,-5.670637924575209,-6.637087106796265,-6.441655166724641,0.39615972351534995,features
9,165.71214365959167,4.3675476391130665,0.06937336921691895,0.019782113090396094,170,0.018000000000000002,9,5,"{'n_estimators': 170, 'min_samples_split': 0.018000000000000002, 'min_samples_leaf': 9, 'max_depth': 5}",-7.888978664071668,-6.913326111536643,-6.439348851904707,-9.178177454413662,-6.779937929825084,-7.439953802350352,0.9937014375162754,10,-8.2474897496447,-8.016870965383031,-7.795306632710066,-6.994486338848082,-8.4395161400881,-7.898733965334796,0.5012770275090708,features
