"sample","gene","Val"
"p1k_00711","b2421",3.29117420527857
"p1k_00711","b2422",0.835980912693443
"p1k_00711","b2762",1.12377982569439
"p1k_00711","b2763",0.806799080826416
"p1k_00740","b2421",6.72738120222766
"p1k_00740","b2422",1.7088011532343
"p1k_00740","b2762",2.29708146797389
"p1k_00740","b2763",1.64915152823604
"p1k_00571","b2421",491.622697434027
"p1k_00571","b2422",124.875550690251
"p1k_00571","b2762",167.865823797392
"p1k_00571","b2763",120.516483073737
"p1k_00169","b2421",9.02035943870991
"p1k_00169","b2422",2.29123341581287
"p1k_00169","b2762",3.08002473447805
"p1k_00169","b2763",2.21125265633244
"p1k_00985","b2421",7.91232481322809
"p1k_00985","b2422",2.00978499049993
"p1k_00985","b2762",2.70168348584703
"p1k_00985","b2763",1.93962883407204
"p1k_00738","b2421",5.00614951281668
"p1k_00738","b2422",1.27159645092384
"p1k_00738","b2762",1.70936251806123
"p1k_00738","b2763",1.22720845920043
"p1k_00157","b2421",6.90994291440473
"p1k_00157","b2422",1.75517308533193
"p1k_00157","b2762",2.35941763017393
"p1k_00157","b2763",1.69390474164611
"p1k_00660","b2421",7.54616209862998
"p1k_00660","b2422",1.91677713942565
"p1k_00660","b2762",2.57665629314271
"p1k_00660","b2763",1.84986763544061
"p1k_00573","b2421",541.466205699067
"p1k_00573","b2422",137.536145035097
"p1k_00573","b2762",184.88501680767
"p1k_00573","b2763",132.735130323981
"p1k_00940","b2421",16.6119526194105
"p1k_00940","b2422",4.21955036294397
"p1k_00940","b2762",5.67219358645418
"p1k_00940","b2763",4.07225727601311
"p1k_00550","b2421",310.62754387843
"p1k_00550","b2422",78.9015352705201
"p1k_00550","b2762",106.064567033768
"p1k_00550","b2763",76.14729614693
"p1k_00708","b2421",10.8838235700692
"p1k_00708","b2422",2.76456613785679
"p1k_00708","b2762",3.71630931442159
"p1k_00708","b2763",2.66806261367908
"p1k_00052","b2421",6.35160005352712
"p1k_00052","b2422",1.61335015366101
"p1k_00052","b2762",2.16877003641592
"p1k_00052","b2763",1.55703246480961
"p1k_00245","b2421",5.40360876644153
"p1k_00245","b2422",1.3725538384334
"p1k_00245","b2762",1.8450759938301
"p1k_00245","b2763",1.32464169745812
