"gene","iM","Val"
"b0895","Fnr-1",-6.26774400021381
"b1588","Fnr-1",-6.46941908546765
"b2729","Fnr-1",-6.24478721562741
"b2730","Fnr-1",-6.39794939019034
"b4122","Fnr-1",-6.0537137809401
"b0896","Fnr-1",-6.46051241298177
"b0903","Fnr-1",-6.40279189613163
"b1589","Fnr-1",-6.46908811393514
"b1590","Fnr-1",-6.61920519099755
