,b0810
starve_series__t00_growth1,128.48127765869765
starve_series__t01_starve,211.21420976926768
starve_series__t02_starve,153.10892902140628
starve_series__t03_starve,171.87616714087807
starve_series__t04_starve,173.4674048367566
starve_series__t05_starve,144.46691019505406
starve_series__t06_starve,166.26351557881972
starve_series__t07_starve,127.4981572196842
starve_series__t08_starve,122.85537411885733
starve_series__t09_starve,110.0343868015294
starve_series__t10_starve,107.24153747124302
starve_series__t11_starve,117.31127766271436
starve_series__t12_starve,140.6271145437302
starve_series__t14_starve,171.8807037043049
starve_series__t16_starve,179.46573465145275
starve_series__t17_starve,120.94459925337924
starve_series__t18_starve,124.88698066651077
starve_series__t21_growth2,222.28672205933717
starve_series__t22_growth2,179.51689660893953
starve_series__t23_growth2,207.5608909865853
starve_series__t25_growth2,351.01736077410703
starve_series__t26_growth2,271.6882383860948
starve_series__t27_growth2,249.7268141028638
starve_series__t28_growth2,147.01472621043192
p1k_00001,187.0914305343186
p1k_00002,228.2057981488124
p1k_00003,140.96875542156337
p1k_00004,121.12319877252712
p1k_00005,244.78351970744967
p1k_00006,239.4980956329285
p1k_00007,125.72397821926523
p1k_00008,120.0376795390654
p1k_00009,200.24894576774057
p1k_00010,208.8712293753536
p1k_00011,169.75298851194444
p1k_00012,172.5494433295392
p1k_00013,146.62855801879755
p1k_00014,161.79031902247507
p1k_00015,167.67295556951296
p1k_00016,165.63012324035589
p1k_00017,157.97347999731048
p1k_00018,160.3887127252783
p1k_00019,82.84784328305386
p1k_00020,104.91917971712029
p1k_00021,114.38244118571642
p1k_00022,109.61347689119224
p1k_00023,119.50665120866816
p1k_00024,120.79446490782829
p1k_00025,120.48856214729652
p1k_00026,136.01755873568436
p1k_00027,308.8852701072421
p1k_00028,342.69862999916444
p1k_00029,622.9446556600022
p1k_00030,601.6564213079133
p1k_00031,786.5269100006557
p1k_00032,799.5136813420306
p1k_00033,306.3277228039785
p1k_00034,324.4893474884232
p1k_00035,544.693605444966
p1k_00036,570.5050928671852
p1k_00037,708.133365100602
p1k_00038,687.5476430841436
p1k_00039,207.88127194384512
p1k_00040,224.21427307604827
p1k_00041,193.2005930154
p1k_00042,192.38508906937471
p1k_00043,206.85757417762963
p1k_00044,221.6761462420985
p1k_00045,212.4221545040297
p1k_00046,213.559743661348
p1k_00047,229.66367946838423
p1k_00048,216.51305158673844
p1k_00049,303.25500926092
p1k_00050,234.6299072993481
p1k_00051,201.0521825262058
p1k_00052,202.5987493606808
p1k_00053,190.47868744913853
p1k_00054,230.0917600714995
p1k_00055,229.93188273873088
p1k_00056,388.1707452408014
p1k_00057,376.2826879888302
p1k_00058,240.61348364944416
p1k_00059,252.89462272391444
p1k_00060,151.82791438360812
