"sample","iM","Val"
"p1k_00766","CpxR",-7.00950091982966
"p1k_00444","CpxR",-7.11747439743305
"p1k_00647","CpxR",-6.67292450487104
"p1k_01032","CpxR",-7.10862053800243
"p1k_00884","CpxR",-7.08759332784725
"p1k_00067","CpxR",-6.27112460434852
"p1k_00200","CpxR",-6.49215751929176
"p1k_00464","CpxR",-7.39981514317269
"p1k_00253","CpxR",-6.95766717448529
"p1k_00707","CpxR",-6.95662937574518
"p1k_00546","CpxR",-13.2762984528124
"starve_series__t22_growth2","CpxR",-6.97477452353482
"p1k_01025","CpxR",-7.12437834614925
"p1k_00145","CpxR",-7.57989274114067
"p1k_01007","CpxR",-7.10762341344816
"p1k_00848","CpxR",-6.44761028563865
"p1k_00980","CpxR",-6.72774690444448
"p1k_00265","CpxR",-6.80604407464214
"p1k_00872","CpxR",-7.29162529279793
"p1k_00088","CpxR",-6.83057047826602
"p1k_00285","CpxR",-6.9825281291889
"p1k_00351","CpxR",-6.96666669137442
"p1k_00561","CpxR",-6.63655324046657
"p1k_00836","CpxR",-6.29580128126122
"p1k_00667","CpxR",-7.09351745924724
"p1k_00277","CpxR",-7.31906497435342
"starve_series__t21_growth2","CpxR",-7.86428659358234
"p1k_00390","CpxR",-7.33943933678019
"p1k_00187","CpxR",-7.3207733656844
"p1k_01024","CpxR",-7.00620694288655
"p1k_00752","CpxR",-7.66721300328983
"p1k_00330","CpxR",-7.39450899937862
"p1k_00362","CpxR",-10.8304437774001
"p1k_00025","CpxR",-6.39359838115092
"p1k_00842","CpxR",-6.95904691180582
"p1k_01009","CpxR",-6.64800989930296
"p1k_00349","CpxR",-6.91413287139112
"p1k_00014","CpxR",-6.95678306554455
"p1k_00287","CpxR",-7.04808446061263
"p1k_01026","CpxR",-7.05677626015598
"starve_series__t01_starve","CpxR",-6.35009245178763
"p1k_00188","CpxR",-7.32349794187677
"p1k_00101","CpxR",-7.35731305082753
"p1k_00989","CpxR",-6.78233265326081
"p1k_00062","CpxR",-6.74509953401231
"p1k_00137","CpxR",-7.08498039721447
"p1k_00699","CpxR",-7.08299138115615
"p1k_01050","CpxR",-7.63328898139399
"p1k_00584","CpxR",-7.60465996699175
"starve_series__t05_starve","CpxR",-6.3064391280014
"p1k_00886","CpxR",-6.66769491976026
"p1k_00107","CpxR",-7.10736822579535
"p1k_00024","CpxR",-6.4781729036809
"p1k_00915","CpxR",-11.0333366117513
"p1k_00961","CpxR",-7.23069633630005
"p1k_00614","CpxR",-6.74495750445941
