"sample","iM","Val"
"starve_series__t23_growth2","Capsule",-10.5266807218547
"p1k_00077","Capsule",-10.6417377675567
"p1k_00679","Capsule",-10.5853254752521
"p1k_00467","Capsule",-10.7404416623652
"p1k_00579","Capsule",-10.8068768828069
"p1k_00215","Capsule",-10.6970222303263
"p1k_00358","Capsule",-10.0973682389856
"p1k_00568","Capsule",-10.7000328063831
"p1k_00408","Capsule",-10.1217854394009
"p1k_00581","Capsule",-10.656091601995
"starve_series__t04_starve","Capsule",-10.5436228543677
"p1k_00362","Capsule",-10.3725855967975
"p1k_00327","Capsule",-10.7200026558835
"p1k_00505","Capsule",-10.7302693761996
"p1k_00610","Capsule",-10.7023359230543
"p1k_00651","Capsule",-10.5731447373478
"p1k_00566","Capsule",-10.8134513039297
"p1k_00799","Capsule",-10.5409312763235
"p1k_00461","Capsule",-10.7604231688764
"p1k_00909","Capsule",-10.7160279055824
"p1k_00980","Capsule",-10.6106538435284
"p1k_00937","Capsule",-10.6341369070691
"p1k_00488","Capsule",-10.6926906933328
"p1k_00078","Capsule",-10.6406158016662
"p1k_00312","Capsule",-10.6455165490837
"p1k_00458","Capsule",-10.8488291048624
"p1k_00338","Capsule",-10.6822857550659
"p1k_00223","Capsule",-10.549922984832
"p1k_00750","Capsule",-9.2566068114216
"p1k_00628","Capsule",-10.5418212442339
"p1k_00902","Capsule",-10.6481411498159
"p1k_00963","Capsule",-10.6748601406447
"p1k_00001","Capsule",-10.5983574167906
"p1k_00730","Capsule",-10.1644762678953
"p1k_00331","Capsule",-10.8377963504982
"p1k_00079","Capsule",-10.5776552438165
"p1k_00124","Capsule",-9.43279642346323
"p1k_00173","Capsule",-10.753236271098
"starve_series__t01_starve","Capsule",-10.7292579333277
"p1k_00639","Capsule",-10.5230776080947
"p1k_00374","Capsule",-9.96639884271618
"p1k_01011","Capsule",-10.2254058457477
"p1k_01031","Capsule",-10.6853725740533
"p1k_00011","Capsule",-10.4646837495818
"p1k_00345","Capsule",-10.5552664654
"p1k_00313","Capsule",-10.6451765249635
"p1k_00522","Capsule",-10.4263780483178
"p1k_00263","Capsule",-10.3622955706519
"p1k_00638","Capsule",-10.4976224856357
"p1k_00037","Capsule",-10.5263624701119
"p1k_00513","Capsule",-10.5732869296838
"p1k_00995","Capsule",-10.6735625951298
"p1k_00308","Capsule",-10.3818919890661
"p1k_00927","Capsule",-10.5955227496727
"p1k_00129","Capsule",-10.7198565959792
"p1k_00307","Capsule",-10.4600234640471
"p1k_00465","Capsule",-10.6787754105999
"p1k_00165","Capsule",-10.3027479707781
"p1k_00823","Capsule",-8.67754605142047
"p1k_00026","Capsule",-10.445202886728
