,b2306,b2307,b2308,b2818,b3172,b3359,b3957,b3958,b3959,b3960
starve_series__t00_growth1,0.2562456189467296,0.2800667548346328,0.2156475561346186,0.0421303440809543,0.0477125165120069,0.0709744026016239,0.0809669332966255,0.0380037732978924,0.0404816219040372,0.0745356987001562
starve_series__t01_starve,0.2326309439767072,0.1927740028869459,0.2499740294915075,0.0479497614586756,0.0574311159704907,0.047870803970126,0.1767168015055251,0.0297033332348522,0.1430469227862752,0.3797021333424064
starve_series__t02_starve,0.5030831800555992,0.4996421739910168,0.583851393521918,0.005608732034775,0.0101600621045313,0.0095303134733499,0.0697206015218329,0.0014950676480737,0.0082556061512655,0.0295336544778896
starve_series__t03_starve,0.7377474842845505,0.8265209468425911,0.9018181106604805,0.0050403700755201,0.0107688210171648,0.0094606274569241,0.0690333134134046,0.0011420532235367,0.0112567659859101,0.0292157700737448
starve_series__t04_starve,0.9912591866266778,1.076174196504408,1.019321552378718,0.0050822196538809,0.0106245152406272,0.008513207346269,0.0680513844788374,0.00130116883286,0.0117945247517398,0.027566359370174
starve_series__t05_starve,0.7803877422050806,0.9069130407953774,0.874906986437507,0.0035600462003518,0.0086630118083967,0.00977899259376,0.0664920099600586,0.0007483682767084,0.0066222771407725,0.0210275827007023
starve_series__t06_starve,0.7019983695698448,1.1070859810541034,0.9424213110519704,0.0043251594036442,0.0072519359029327,0.0102065151829199,0.063524477431644,0.0007399439443053,0.0065787875529607,0.0164537689760422
starve_series__t07_starve,0.424892165122828,0.7895502032106467,0.6210066282343335,0.0032001314856975,0.0059302835334632,0.0118884228575942,0.0599488574110026,0.0006270837424102,0.0048568647111154,0.0143582338193398
starve_series__t08_starve,0.3214317249241313,0.609172959522123,0.4965785455395922,0.0038387947929798,0.0056828568085402,0.0102871696201886,0.0641225366803085,0.0007965573928636,0.0033771492786045,0.0142568995510536
starve_series__t09_starve,0.2214848661219984,0.4864415667757924,0.3231685044764739,0.0034922713574863,0.0052671345324023,0.0113312385067581,0.0610015511489705,0.0006657109405169,0.0032660479525769,0.01092290051601
starve_series__t10_starve,0.1841528793507373,0.3223667816833649,0.2882826633618057,0.0036824367265324,0.0059578887720033,0.0111466493270818,0.0560805025419026,0.0006298223011355,0.00286454792218,0.0091282291508916
starve_series__t11_starve,0.1474054704368716,0.1877399200074001,0.2052826351570557,0.0047211542633499,0.0062299932459239,0.0127899395054104,0.0570851506320595,0.0005937851773852,0.0019390706037004,0.0095543568334159
starve_series__t12_starve,0.1038737360430431,0.2646949115440959,0.1886760097766688,0.0038495499552822,0.0054456090055519,0.0139762765294999,0.0544780984372035,0.0006768006235616,0.0015305887497612,0.0077697048790991
starve_series__t14_starve,0.1579860999826384,0.2544080455992968,0.2026826465254719,0.0034206694471046,0.0058580718311129,0.0184768992982316,0.0461970192651202,0.0009254305779836,0.0014559434578265,0.0085245932765404
starve_series__t16_starve,0.1079993112753223,0.256669968367414,0.1838952089451507,0.0037932577137838,0.0045768433180099,0.0136672401963399,0.0416106577610077,0.0008757619747651,0.0020610947255253,0.0084567105326346
starve_series__t17_starve,0.0884078520220762,0.2044831303878305,0.1349849439986193,0.0040970318836414,0.0040779269901717,0.0107111353240668,0.0533368334637244,0.0010143005477349,0.0019698675057402,0.0076788397348812
starve_series__t18_starve,0.075492650848207,0.1714517522960962,0.132857260653725,0.0046186484018854,0.0036943750055641,0.0102932352623802,0.0433657340999507,0.0008505413539281,0.0022364736163708,0.0070454558961567
starve_series__t21_growth2,0.5568013687262025,0.5753674274916074,0.4352994565293607,0.3425016035433932,0.1544045830169624,0.2781806017698106,0.1511874665758474,0.3097178865085495,0.2954987996168591,0.4745662209379364
starve_series__t22_growth2,0.1815645650442394,0.1923998315244198,0.1774534767761078,0.0335636599205566,0.0268895354761977,0.0221938664687043,0.0786440550647955,0.0295242699569864,0.0147144342022218,0.023081167431735
starve_series__t23_growth2,0.2555814821504833,0.3357668263284492,0.225628656303237,0.1272088167476885,0.0537443115535049,0.0856286140132732,0.0922349305582985,0.1042629009069648,0.0560838465344193,0.0454098318384344
starve_series__t25_growth2,0.4531119074831529,0.6278095931492571,0.5446562291893969,0.172851392589744,0.1368121671825,0.190932339712724,0.2293207386302587,0.2370739072828478,0.2474497044542837,0.3911890819674016
starve_series__t26_growth2,0.3913806438620068,0.4411033495044598,0.4075891136479662,0.1121363847376354,0.1133205714297201,0.1646855704399705,0.1803686511200825,0.1414616795005467,0.1549780029568752,0.2368269980164103
starve_series__t27_growth2,0.2931615256205262,0.4052244422620816,0.3367509690456873,0.0936914428798839,0.0878008198499448,0.130410433037829,0.1619372064453789,0.1087809615466637,0.1067489420870075,0.1698644052686015
starve_series__t28_growth2,0.3240464365505999,0.4015718202088037,0.3347454096772487,0.0826291469403781,0.0906499095410666,0.1386612987169181,0.1299846050709112,0.0860988806224164,0.0967323257435481,0.1562209110773287
p1k_00001,0.4501055163013746,0.4959792524819184,0.377011265886208,0.1878636527612112,0.1196332234974271,0.2166075750691811,0.1784824634122757,0.1068971819508762,0.0849412782700144,0.1130359940285933
p1k_00002,0.4722810825820125,0.63892545130896,0.3462030766815487,0.2179592489696608,0.1252495084854303,0.2692180378199685,0.1966239530560947,0.1177551970683692,0.0876379461202157,0.1198365018588493
p1k_00003,0.2969157216540943,0.273642666955232,0.1703535303748318,0.0468551678928502,0.0394783027759638,0.0847703259132164,0.1321345415734452,0.0302494714798723,0.0407571240993989,0.0447455030758284
p1k_00004,0.231800057607651,0.2130483886312407,0.123608763085142,0.0291726283498717,0.0298680527846665,0.0494915690683961,0.1144604389670296,0.0173880047733236,0.0277400285363992,0.0299383413426282
p1k_00005,0.5262369449836339,0.5290934122675461,0.3801253782640129,0.2347883913326578,0.1648974552579013,0.3980810279177293,0.1917651774598434,0.1536888903109959,0.1598939940133087,0.1743132484633879
p1k_00006,0.5156558329658737,0.5620190615033005,0.3371912445249723,0.2407440903245105,0.1532068757141201,0.3656339975283987,0.1871090651800961,0.1507650024200696,0.1543662571363867,0.1497433861777869
p1k_00007,0.3313404710581937,0.2590469726936012,0.2054647082424962,0.0582456454286712,0.0480748525193867,0.0982365056469102,0.137298129502217,0.0381380385348251,0.0499058425467383,0.0576008194764295
p1k_00008,0.3793455242134957,0.3400274652767912,0.1719049376191602,0.0705767435925067,0.0523413171877949,0.1073964663919873,0.14331343884188,0.0501999590311738,0.0633882306955215,0.0589580353604978
p1k_00009,0.4220900178420097,0.5446041827734768,0.315406452541894,0.1797448851756571,0.1099185122044757,0.3100450881360477,0.2153098402136974,0.1097407007194526,0.1047456814120162,0.1070004695700669
p1k_00010,0.4641518931649701,0.5300529819679338,0.3086260553928279,0.1758660819085429,0.1118745872638352,0.30064555838182,0.209141563526452,0.1067085893831726,0.1029961431083237,0.1072983808597602
p1k_00011,0.4934747725062008,0.3877822869779224,0.2803041781255609,0.1374285131257526,0.1021657732273643,0.2500722417438339,0.1415566454488574,0.0881346576241947,0.1070832070257068,0.1112315887878785
p1k_00012,0.4986277119446246,0.4413089067436125,0.2925956073491603,0.1349345974329886,0.1011891670047608,0.2612876943576448,0.1474189211839582,0.0930828921370847,0.1139135447311893,0.1105131661819738
p1k_00013,0.4513637214255515,0.3882155608797056,0.2488231923866531,0.10594932151279,0.0925035278734555,0.1952444988347041,0.1171792601282505,0.0718282948673193,0.0821659613566976,0.0930545567516338
p1k_00014,0.4705075006042035,0.4657891312092297,0.2475852458754015,0.1119670299595628,0.0841726153719164,0.2051425953488176,0.1180217168128081,0.0717760564796199,0.0953946652522596,0.0913831073273413
p1k_00015,0.4854247075630705,0.4625923560627151,0.2770935620571997,0.1359698909626255,0.0997937107920525,0.2592926536402032,0.1366546175156884,0.0959951442069912,0.1215079129907916,0.1078834259647717
p1k_00016,0.4633359844287021,0.4214786998352584,0.2717265335833486,0.1526667209828734,0.095578054306575,0.2383128095475093,0.1430435304234432,0.0892090541409269,0.1074769603476197,0.1049604393414563
p1k_00017,0.5174892785572754,0.4052446141401555,0.3099046514428739,0.1396685964510898,0.101706281316115,0.2711906415793851,0.1571484878405209,0.0939926164388317,0.1147195815567855,0.1136976469422492
p1k_00018,0.5119874255239499,0.4375619930031642,0.2813650897427747,0.1399013053739365,0.105073883877734,0.2884129603062269,0.1596575575446694,0.095712029071609,0.121175743616601,0.116281745895611
p1k_00019,0.2106251599501823,0.1391539018254194,0.1048794426470976,0.0093334965138789,0.0199609731251369,0.0165621947339091,0.1275221489983629,0.0025335943841358,0.0256883170584979,0.0280022094805871
p1k_00020,0.2032158863573855,0.1103626444952129,0.1197895293818364,0.0097708915771919,0.0201086142432084,0.0150496577843639,0.1363808331927544,0.0033117762747822,0.0239100925732354,0.0292159902256587
p1k_00021,0.2848218214793634,0.1602205854487942,0.131443024111487,0.0122826423196704,0.0217630065910056,0.0160936677138845,0.1445200436761471,0.0040600502115745,0.0214052546048257,0.0313847700969044
p1k_00022,0.2967141923159325,0.1684530665626057,0.128076059007691,0.0128240604907472,0.0202054538979483,0.0139537770196344,0.1463765964889792,0.0037000945594496,0.0243281213168415,0.0264353837129912
p1k_00023,0.1495140457977202,0.1260928220174316,0.089986440047516,0.0090446995686146,0.0218296918276402,0.0111521687270151,0.1087014903756067,0.0039809316752567,0.0206396164163304,0.0262391134469357
p1k_00024,0.1629656058934823,0.0996898071441587,0.0831398417421492,0.0108802258322104,0.0215159733153518,0.0126349473430782,0.105707796278488,0.0038497278370204,0.0198211747623016,0.0258785575296477
p1k_00025,0.1397385695251599,0.1052863725264113,0.0883144058024259,0.0132789645253359,0.0248909086411018,0.0174404688057971,0.1323527823568965,0.0030468980368653,0.0267679297222232,0.0305332683421454
p1k_00026,0.1469683805963539,0.0954307706938732,0.11897160935958,0.0129264878609544,0.0250241100045215,0.0163188893584326,0.1332537294304779,0.0037888283435436,0.0261705269695306,0.0351328923995228
p1k_00027,0.8868352156882948,1.055461716878214,0.7305492065779886,0.1834681757373023,0.0612837149630542,0.220321251542412,0.1788805420354473,0.1045260913024179,0.08635266135755,0.1019572351864732
p1k_00028,0.9061553260075156,1.130253937792833,0.7643729444152305,0.1992889589498621,0.0613155429506244,0.2272728384519769,0.1776080432603083,0.100078063153029,0.0928037691075519,0.1038687457708687
p1k_00029,1.3375800871761594,1.3940886644942787,1.01140370534702,0.1180049934113904,0.0581986620457949,0.1293762461672338,0.1382743325215877,0.0748186654598753,0.0613365865303078,0.0766948271223995
p1k_00030,1.3765092445350398,1.3659786294152232,0.9691760709077368,0.1208872057224677,0.0584673135798092,0.1172697458555811,0.1333655547632247,0.0680482706793293,0.0615979486516568,0.0778085695327942
p1k_00031,1.8947394280584224,1.5750527187353824,1.0887954431733904,0.0317455442692626,0.0211823700258662,0.0493883610163922,0.0936285517036385,0.0094409403470546,0.0145042431997783,0.0236929049790753
p1k_00032,1.8826025014678351,1.627163043658233,1.1357215813991393,0.0301575499996487,0.0224475618832889,0.0519454228333294,0.0908422341519798,0.0101781716484444,0.0139705514634708,0.0237133844699469
p1k_00033,1.1860707555246333,0.9877888404050196,0.7389542221472916,0.1248710927048523,0.0527639458493692,0.2085343392141763,0.1798253998351164,0.0723882333171338,0.0838269766171878,0.0908293731633152
