"gene","iM","Val"
"b2288","ArcA",-5.02166706819373
"b0118","ArcA",-5.53589544816051
"b0312","ArcA",-6.12120054454648
"b2587","ArcA",-5.02686887062861
"b3397","ArcA",0.760196286597637
"b3605","ArcA",-5.86065271103383
"b1778","ArcA",-6.69564444577128
"b1612","ArcA",-5.71563243094415
"b0720","ArcA",-5.85070690804496
