"sample","Val"
"control__wt_glc__1",-5.73171087839685
"control__wt_glc__2",-5.00890620997554
"fur__wt_dpd__1",-4.85859507254544
"fur__wt_dpd__2",-4.86193118552991
"fur__wt_fe__1",-4.46334928153098
"fur__wt_fe__2",-4.38776056171498
"fur__delfur_dpd__1",-4.83047462890925
"fur__delfur_dpd__2",-4.64424595861128
"fur__delfur_fe2__1",-4.64719775077726
"fur__delfur_fe2__2",-4.50610349972105
"acid__wt_ph5__1",-4.49197523098483
"acid__wt_ph5__2",-4.64710477480256
"acid__delgadx_ph5__1",-4.49867142912079
"acid__delgadx_ph5__2",-4.56899513269494
"acid__delgadw_ph5__1",-4.5897160047257
"acid__delgadw_ph5__2",-4.69342162853384
"acid__delgade_ph5__1",-4.58090507921663
"acid__delgade_ph5__2",-4.64524290845443
"oxidative__wt_pq__1",-5.56784737583969
"oxidative__wt_pq__2",-5.94717939621383
"oxidative__deloxyr_pq__1",-4.95618424004233
"oxidative__deloxyr_pq__2",-4.4939754800795
"oxidative__delsoxr_pq__1",-4.7338039371769
"oxidative__delsoxr_pq__2",-5.19269702496787
"oxidative__delsoxs_pq__1",-4.57130380745836
"oxidative__delsoxs_pq__2",-5.72111056936118
"nac_ntrc__wt_csn__1",-4.62408012276823
"nac_ntrc__wt_csn__2",-4.60522609465968
"nac_ntrc__wt_cytd__1",-4.7444922272044
"nac_ntrc__wt_cytd__2",-4.72260876707722
"nac_ntrc__wt_gln__1",-4.59066108405949
"nac_ntrc__wt_gln__2",-4.76809464752394
"nac_ntrc__bw_delnac_csn__1",-4.94781612717166
"nac_ntrc__bw_delnac_csn__2",-4.92484111002923
"nac_ntrc__bw_delnac_cytd__1",-4.6107438557809
"nac_ntrc__bw_delnac_cytd__2",-4.74976019431045
"nac_ntrc__bw_delnac_gln__1",-4.83070014346293
"nac_ntrc__bw_delnac_gln__2",-4.76088708825525
"nac_ntrc__bw_delnac_nh4__1",-4.50497753280408
"nac_ntrc__bw_delnac_nh4__2",-4.44239832511221
"misc__wt_no_te__1",-4.79153582883813
"misc__wt_no_te__2",-4.58537531071378
"misc__bw_delcbl__1",-4.38400322831846
"misc__bw_delcbl__2",-4.42706358593055
"misc__bw_delfabr__1",-4.48880623493449
"misc__bw_delfabr__2",-4.4172386644297
"misc__bw_delfadr__1",-5.06113148976048
"misc__bw_delfadr__2",-6.18280211489815
"misc__nitr_031__1",-6.03523071287618
"omics__wt_glu__1",-4.47971871548582
"omics__wt_glu__2",-4.22784720108915
"omics__wt_gly__1",-4.14758800512336
"omics__wt_gly__2",-4.42746165241281
"omics__wt_thr__1",-4.72156715370283
"omics__wt_thr__2",-4.62663451874804
"omics__bw_ac__1",-3.26249415313123
"omics__bw_ac__2",-3.26638987686535
"omics__bw_fum__1",-3.75741786857806
"omics__bw_fum__2",-3.46146843840843
"omics__bw_glc__1",-4.60788518059281
"omics__bw_glc__2",-5.40562423135798
"omics__bw_pyr__1",-3.378836180357
"omics__bw_pyr__2",-3.81290261081223
"ompr__wt_nacl__1",-4.84562269169752
"ompr__wt_nacl__2",-4.96693572929806
"ompr__bw_delompr_nacl__1",-4.88909562059937
"ompr__bw_delompr_nacl__2",-4.82523312864643
"minspan__wt_ade__1",-4.70477045172834
"minspan__wt_glc__1",-4.46125658665648
"minspan__wt_glc__2",-4.50840122483573
"minspan__wt_glc__3",-5.6237082472458
"minspan__wt_glc__4",-5.37212932618246
"minspan__wt_glc_anaero__1",-4.5322778366901
"minspan__wt_glc_anaero__2",-6.8096372398201
"minspan__wt_trp__1",-4.14622372739091
"minspan__bw_delcra_glc__1",-5.04358912757455
"minspan__bw_delcra_glc__2",-5.05791026526916
"minspan__bw_delcra_trp__1",-4.08005268249588
"minspan__bw_delmntr__1",-4.38348081062802
"minspan__bw_delnac_ade__1",-4.40484101289608
"minspan__bw_delnac_glc__1",-4.24217696455338
"cra_crp__wt_ac__1",-3.02550507911479
"cra_crp__wt_ac__2",-3.019275292257
"cra_crp__wt_fru__1",-3.61128848292208
"cra_crp__wt_fru__2",-3.68870530757817
"cra_crp__delcra_ac__1",-3.26235317929277
"cra_crp__delcra_ac__2",-3.14532441247891
"cra_crp__delcra_fru__1",-4.93102290886509
"cra_crp__delcra_fru__2",-4.9480251373623
"cra_crp__delcra_glc__1",-4.61634453385484
"cra_crp__delcra_glc__2",-4.43817184006034
