"sample","Val"
"rpoB__wt_031__1",-2.58993280782703
"rpoB__wt_044__1",-4.31482960195297
"rpoB__wt_lb__1",-3.3212600984378
"rpoB__wt_lb__2",-3.15329463062303
"rpoB__rpoBE546V_031__1",-3.48776734360622
"rpoB__rpoBE546V_044__1",-3.72192950663715
"rpoB__rpoBE546V_lb__1",-3.32081692961616
"rpoB__rpoBE546V_lb__2",-3.29161431852914
"rpoB__rpoBE546V_glc__1",-5.72332310436436
"rpoB__rpoBE672K_glc__1",-4.56043013105313
"rpoB__rpoBE672K_glc__2",-4.72902731486886
"rpoB__rpoBE672K_lb__1",-3.37799748487236
"rpoB__rpoBE672K_lb__2",-3.56790031892068
"crp__wt_fru__1",-3.676482918537
"crp__wt_glyc__1",-3.54578156617423
"crp__wt_glyc__2",-3.44176197722971
"crp__delar1_glyc__1",-5.38004154740578
"crp__delar1_glyc__2",-5.15704323267235
"crp__delar1ar2_glyc__1",-5.21779634622769
"crp__delcrp_fru__1",-5.19572497992098
"crp__delcrp_fru__2",-5.04927141107072
"crp__delcrp_fru__3",-5.06743890446194
"crp__delcrp_glc__1",-5.02367386520367
"crp__delcrp_glc__2",-5.08575186520765
"crp__delcrp_glc__3",-5.1092488326355
"crp__delcrp_glyc__1",-5.05047519670488
"crp__delcrp_glyc__2",-5.09342645861438
"crp__delcrp_glyc__3",-4.97587710994626
"glu__glu_ale3__1",-6.94643589700549
"glu__glu_ale4__1",-6.01070569179691
"glu__glu_ale5__1",-4.18345346739149
"glu__glu_ale6__1",-6.7396089233923
"glu__glu_ale8__1",-4.72483276081004
"glu__glu_ale9__1",-7.10916285485345
"glu__glu_ale10__1",-7.10041834442238
"42c__wt_42c__1",-6.21727871461278
"42c__42c_ale1__1",-4.37560993609979
"42c__42c_ale2__1",-4.59558801239545
"42c__42c_ale3__1",-4.69399338752838
"42c__42c_ale4__1",-5.71154964280678
"42c__42c_ale5__1",-5.04653397290989
"42c__42c_ale6__1",-4.58520163349398
"42c__42c_ale8__1",-6.92645556342977
"42c__42c_ale9__1",-4.55995244907863
"42c__42c_ale10__1",-4.98706579897639
"ssw__wt_ac__1",-3.28478361583481
"ssw__wt_glc__1",-4.71627555244524
"ssw__wt_glyc__1",-4.13930819300139
"ssw__wt_xyl__1",-3.90176661627497
"ssw__glc_ale1__1",-4.35050152049255
"ssw__glc_ale2__1",-6.2196156160505
"ssw__glc_ale3__1",-4.35586445434265
"ssw__glyc_ale1__1",-4.98681028393404
"ssw__glyc_ale2__1",-4.02761203574831
"ssw__xyl_ale1__1",-4.44690741304783
"ssw__xyl_ale2__1",-3.85743634384892
"ssw__xyl_ale3__1",-4.54237079568263
"ssw__glc_ac_ac2__1",-3.09834972165638
"ssw__glc_ac_glc1__1",-4.57503944291426
"ssw__glc_ac_glc2__1",-4.28326315301438
"ssw__glc_glyc_glc__1",-6.27160807929877
"ssw__glc_glyc_glyc__1",-3.74740026340749
"ssw__glc_xyl_glc__1",-4.52967827618118
"ssw__glc_xyl_xyl__1",-4.05685534325674
"pgi__glu4_delpgi__1",-3.44307862045021
"pgi__pgi_ale1__1",-4.1482707809373
"pgi__pgi_ale2__1",-4.23681015955703
"pgi__pgi_ale3__1",-4.19014131054473
"pgi__pgi_ale5__1",-4.17557450234707
"pgi__pgi_ale6__1",-4.59645952968071
"pgi__pgi_ale7__1",-4.07427676092172
"pgi__pgi_ale8__1",-4.98967093480824
"ica__wt_glc__1",-4.3563244056132
"ica__wt_glc__2",-4.34217533035445
"ica__wt_glc__3",-4.45690147323177
"ica__wt_glc__4",-4.43577110998178
"ica__arg_sbt__1",-3.19612992482638
"ica__arg_sbt__2",-3.50598030768384
"ica__cytd_rib__1",-4.1001114472979
"ica__cytd_rib__2",-4.11553521654716
"ica__gth__1",-4.85514052749521
"ica__gth__2",-4.9811517892973
"ica__leu_glcr__1",-3.55789915625054
"ica__leu_glcr__2",-3.60118956368472
"ica__met_glc__1",-4.29852175192032
"ica__met_glc__2",-4.36826505429677
"ica__no3_anaero__1",-4.56569036391835
"ica__no3_anaero__2",-4.61078083794019
"ica__phe_acgam__1",-4.33031910826843
"ica__phe_acgam__2",-4.34173750963724
"ica__thm_gal__1",-3.24874741591623
"ica__thm_gal__2",-3.25572024405576
"ica__tyr_glcn__1",-3.80970427339135
"ica__tyr_glcn__2",-4.10694680748083
"ica__ura_pyr__1",-3.41205375904831
"ica__ura_pyr__2",-3.19364783347124
"ica__wt_glc__5",-4.73375497681213
"ica__wt_glc__6",-4.30081695239864
"ica__bw_delpurR_cytd__1",-4.57106961959835
"ica__bw_delpurR_cytd__2",-4.53004390022177
"ica__ade_glc__1",-4.41079160615724
"ica__ade_glc__2",-4.49300939699809
"ytf__wt_glc__1",-4.55144597047425
"ytf__wt_glc__2",-4.33547541979854
"ytf__delyafC__1",-4.23689472569253
"ytf__delyafC__2",-4.12623404727635
"ytf__delyeiE__1",-4.4327526248476
"ytf__delyeiE__2",-4.64960673240865
"ytf__delyiaJ__1",-4.44037994716662
"ytf__delyiaJ__2",-4.54945622492002
"ytf__delyieP__1",-4.35792219090395
"ytf__delyieP__2",-4.72614167822568
"ytf__wt_ph5__1",-4.58776464958054
"ytf__wt_ph5__2",-4.64517091570017
"ytf__wt_ph8__1",-4.42172480729552
"ytf__wt_ph8__2",-4.70412227432279
"ytf__delybaO__1",-3.95283364599964
"ytf__delybaO__2",-4.07916869632184
"ytf__delybaQ__1",-4.63359363835013
"ytf__delybaQ__2",-4.47720613519364
"ytf__delybiH__1",-4.32818476805678
"ytf__delybiH__2",-4.48890196072193
"ytf__delydcI_ph5__1",-4.60638787451618
"ytf__delydcI_ph5__2",-4.45529209057942
"ytf__delydcI_ph8__1",-5.40563053807973
"ytf__delydcI_ph8__2",-4.4964646015598
"ytf__delyddM__1",-4.69177320691845
"ytf__delyddM__2",-4.3980013453526
"ytf__delyheO__1",-3.95281162212614
"ytf__delyheO__2",-4.09220278518953
"fps__bw_glc__1",-4.20725464565975
"fps__bw_glc__2",-4.19612983129934
"fps__fps_thrA_ale1__1",-4.55965929957893
"fps__fps_thrA_ale1__2",-4.52773107135889
"fps__fps_thrA_ale2__1",-4.55381011957559
"fps__fps_thrA_ale2__2",-4.6170670751358
"fps__fps_serB_ale1__1",-4.63409806922082
"fps__fps_serB_ale1__2",-5.73030431084069
"fps__fps_serB_ale4__1",-4.76384421898747
"fps__fps_serB_ale4__2",-4.82915166870177
"pal__lyx_ale2_f6__1",-3.19963475845065
"pal__lyx_ale2__1",-3.59914547899706
"pal__lyx_ale2__2",-3.59287524416957
"pal__lyx_ale4__1",-3.59381208681187
"pal__lyx_ale4__2",-3.62247265023375
"pal__5drib_ale10_f18__1",-3.12081692961638
"pal__5drib_ale10_f18__2",-3.12363077485038
"pal__5drib_ale10__1",-3.10379063008554
"pal__arab_ale14_f9__1",-3.74823755326426
"pal__arab_ale14_f9__2",-3.71365421909208
"pal__arab_ale14__1",-3.82530732263938
"pal__arab_ale14__2",-4.08852705266917
"pal__arab_ale16__1",-3.8416061842065
"pal__arab_ale16__2",-3.74472618451938
"pal__tartr_ale26_f10__1",-3.12606445693636
"pal__tartr_ale26_f10__2",-3.12081692961649
"pal__tartr_ale26__1",-3.12081692961961
"pal__tartr_ale26__2",-3.12081692961624
"pal__tartr_ale28_f10__1",-3.28534194590693
"pal__tartr_ale28_f10__2",-3.32081692961599
"pal__tartr_ale28__1",-3.18345163059452
"pal__tartr_ale28__2",-3.37002610903043
"efeU__delmenFentC_citr__1",-4.36635528811304
"efeU__delmenFentC_citr__2",-4.29837307269166
"efeU__delmenFentC__1",-4.68379842832684
"efeU__delmenFentC__2",-4.57396493786809
"efeU__menFentC_ale39__1",-4.34375465871594
"efeU__menFentC_ale39__2",-4.36009535931014
"efeU__menFentC_ale29__1",-7.82435205265239
"efeU__menFentC_ale29__2",-4.72167068325271
"efeU__menFentC_ale30__1",-4.291587876105
"efeU__menFentC_ale30__2",-4.48882269378352
"efeU__menFentCubiC_ale36__1",-6.94021106507902
"efeU__menFentCubiC_ale36__2",-4.52405551754247
"efeU__menFentCubiC_ale37__1",-4.62010955204661
"efeU__menFentCubiC_ale37__2",-4.51200174892991
"efeU__menFentCubiC_ale38__1",-4.50795839882801
"efeU__menFentCubiC_ale38__2",-4.33249598033634
