"sample","iM","Val"
"p1k_00672","EvgA",-6.34381446965812
"p1k_00560","EvgA",-6.32027332955542
"p1k_00618","EvgA",-6.23607445329164
"p1k_00820","EvgA",-6.33906944321009
"p1k_00483","EvgA",-13.4202164033832
"p1k_00656","EvgA",-6.27935541567213
"p1k_00475","EvgA",-5.65248919971044
"p1k_01036","EvgA",-5.69791204763922
"p1k_00441","EvgA",-6.16879397015215
"p1k_00563","EvgA",-6.899758197153
"p1k_01052","EvgA",-6.32875346617879
"p1k_00847","EvgA",-13.2229653928652
"p1k_00946","EvgA",-5.65071370827699
"p1k_00271","EvgA",-11.9709912637515
"p1k_00536","EvgA",-6.15627029949269
"p1k_00380","EvgA",-11.9578655662539
"p1k_00732","EvgA",-9.97313890867445
"p1k_00200","EvgA",-6.46936005280492
"p1k_00588","EvgA",-11.7572161412413
"p1k_00942","EvgA",-6.06512032971921
"p1k_00748","EvgA",-7.43455609026839
"p1k_00813","EvgA",-6.03711424890962
"p1k_00027","EvgA",-6.45047010463444
"p1k_00239","EvgA",-10.9890882810653
"p1k_00496","EvgA",-8.94727223820021
"p1k_00142","EvgA",-10.9174296133187
"p1k_00648","EvgA",-6.26979103461976
"p1k_00741","EvgA",-10.3347117058643
"p1k_00800","EvgA",-6.3654065965457
"p1k_00916","EvgA",-5.6544438641458
"p1k_00044","EvgA",-6.74731006729219
"p1k_00342","EvgA",-6.17883180061869
"p1k_00082","EvgA",-6.72256072403965
"p1k_00096","EvgA",-6.23458467436706
"p1k_00768","EvgA",-6.58648300945965
"p1k_00654","EvgA",-6.49777239821018
"p1k_00799","EvgA",-6.59787730187752
"p1k_00083","EvgA",-7.00568104210287
"p1k_00498","EvgA",-10.6854022236752
"p1k_00578","EvgA",-6.50776259522054
"p1k_00883","EvgA",-6.95492515670867
"p1k_00381","EvgA",-6.39757323921906
"p1k_00794","EvgA",-6.34641735659879
"p1k_00256","EvgA",-5.94400106496574
"p1k_00424","EvgA",-10.8622922004081
"p1k_00665","EvgA",-6.35939206163763
"p1k_00975","EvgA",-6.4552649778465
"p1k_01040","EvgA",-6.27772738537646
"p1k_00032","EvgA",-6.31680441113201
"p1k_01042","EvgA",-6.01531995997982
"p1k_00541","EvgA",-6.74314805836468
"p1k_00537","EvgA",-6.25183486896983
"p1k_00770","EvgA",-8.92715284454382
"p1k_00931","EvgA",-5.97186957958835
"p1k_00081","EvgA",-6.14510942433035
"p1k_00628","EvgA",-6.24170999789076
"p1k_00384","EvgA",-10.6644970294748
"starve_series__t21_growth2","EvgA",-6.39554020997581
"p1k_00594","EvgA",-7.6772863450707
"p1k_00650","EvgA",-6.48704005039975
"p1k_00986","EvgA",-6.20355580972488
"p1k_00897","EvgA",-6.05198162336343
"p1k_00730","EvgA",-9.76236806704537
"p1k_00620","EvgA",-6.07851678150362
"p1k_00555","EvgA",-9.83148334756332
"p1k_00953","EvgA",-6.72927751989628
"p1k_00792","EvgA",-6.76168896417723
"p1k_00188","EvgA",-11.4449085466302
"p1k_00410","EvgA",-6.45095863195562
"p1k_00956","EvgA",-8.43400773393468
"p1k_00250","EvgA",-9.62279646455777
"p1k_00446","EvgA",-6.22131602372738
"p1k_00448","EvgA",-6.11996502387912
"p1k_00195","EvgA",-6.4601783419907
"p1k_00644","EvgA",-6.30112657815514
"p1k_00689","EvgA",-6.65987139982656
"p1k_00388","EvgA",-7.04086573498416
"p1k_00746","EvgA",-5.26122310514562
"p1k_00018","EvgA",-3.80472757855246
"p1k_00421","EvgA",-7.37918427252526
"p1k_00511","EvgA",-6.40419022919234
"p1k_00933","EvgA",-6.19600080818446
"p1k_00836","EvgA",-13.3450710790937
"p1k_00729","EvgA",-11.0848535752774
"p1k_00602","EvgA",-6.66835743644176
"p1k_00880","EvgA",-6.49008859710491
"p1k_00349","EvgA",-6.55475060285695
"p1k_00934","EvgA",-6.19238317187335
"p1k_00216","EvgA",-6.33193826328081
"p1k_00364","EvgA",-6.29033345638561
"p1k_00830","EvgA",-13.3943730597029
"p1k_00201","EvgA",-5.17145836298565
"p1k_00708","EvgA",-6.29068877668267
"p1k_00764","EvgA",-6.45700145483405
"starve_series__t28_growth2","EvgA",-10.6088439662018
"p1k_00671","EvgA",-6.46919917736977
"p1k_00992","EvgA",-5.88781377037959
"p1k_01010","EvgA",-6.49279708268758
"p1k_00923","EvgA",-6.3368867702316
"p1k_00422","EvgA",-9.94624200209797
"p1k_00551","EvgA",-6.73174288557729
"p1k_00947","EvgA",-6.22670872073725
"p1k_00093","EvgA",-7.21409656189747
"p1k_00995","EvgA",-5.60956766948909
"p1k_00166","EvgA",-10.3059816515689
"p1k_00265","EvgA",-6.0355336380968
"p1k_00759","EvgA",-6.99726043966009
"p1k_00715","EvgA",-9.18369106032989
"p1k_00815","EvgA",-3.81435872557619
"p1k_00088","EvgA",-5.957645222572
"p1k_00894","EvgA",-5.69677773450997
"p1k_00367","EvgA",-10.053228521596
"p1k_00109","EvgA",-11.9561315288585
"p1k_00580","EvgA",-12.4459259284665
"p1k_00094","EvgA",-10.4026255421139
"p1k_00574","EvgA",-6.61282111725371
"p1k_00655","EvgA",-6.63050390241671
"p1k_01028","EvgA",-12.2148053539727
"p1k_00851","EvgA",-13.1912235268777
"p1k_00878","EvgA",-7.36836319064275
"p1k_00163","EvgA",-7.73554620958296
"p1k_00873","EvgA",-6.1069377296439
"p1k_00377","EvgA",-10.8017246257381
"p1k_00314","EvgA",-5.92600516188786
"p1k_00791","EvgA",-6.64890207663749
"p1k_01033","EvgA",-6.41599690353362
"p1k_00556","EvgA",-10.0508175387861
"p1k_00639","EvgA",-6.64160557292418
"p1k_00127","EvgA",-11.0590947450388
"p1k_00138","EvgA",-9.93136574038525
"p1k_00035","EvgA",-6.69726505443174
"p1k_00676","EvgA",-6.24810079957496
"p1k_00153","EvgA",-6.6848082465207
"p1k_00196","EvgA",-6.57240124574497
"p1k_00449","EvgA",-7.07149495213714
"p1k_00466","EvgA",-13.4202164033832
"p1k_00690","EvgA",-6.42728803580278
"p1k_00420","EvgA",-12.5650619405458
"p1k_00485","EvgA",-11.5194104982668
"p1k_00504","EvgA",-6.89233958110963
"p1k_00822","EvgA",-12.0520039969414
"p1k_00124","EvgA",-9.52156795819262
"p1k_00341","EvgA",-6.08898637472857
"p1k_00561","EvgA",-5.98398190980468
"p1k_00343","EvgA",-6.07682159193096
"p1k_00184","EvgA",-5.8386094552309
"p1k_00590","EvgA",-10.5842791684007
"p1k_00657","EvgA",-6.25459101653188
"p1k_00692","EvgA",-6.2866762326829
"p1k_00844","EvgA",-13.3943731507636
"p1k_00814","EvgA",-6.06947044950162
"p1k_00570","EvgA",-6.73088358700851
"p1k_00101","EvgA",-6.62291911594663
"p1k_00372","EvgA",-9.51073316975037
"p1k_00827","EvgA",-13.1912235106205
"p1k_00353","EvgA",-6.50590377186495
"p1k_00288","EvgA",-5.63606036002527
"p1k_00879","EvgA",-7.36740561464425
"p1k_01034","EvgA",-6.11381096105431
"p1k_00266","EvgA",-5.97717261181706
"p1k_00981","EvgA",-6.22405960083046
"p1k_00036","EvgA",-6.58599575695787
"p1k_00334","EvgA",-6.94498991892826
"p1k_00286","EvgA",-5.77475703400538
"p1k_00283","EvgA",-6.92539316582226
"p1k_00272","EvgA",-10.4583046598907
"p1k_00242","EvgA",-10.5387256185709
"p1k_00016","EvgA",-3.84352168215644
"p1k_00540","EvgA",-6.8458178943367
"p1k_00742","EvgA",-7.34398441306734
"p1k_00031","EvgA",-6.18322843860244
"p1k_00705","EvgA",-6.22437330236032
"p1k_00112","EvgA",-7.36697266306439
"p1k_00747","EvgA",-9.99710444634468
"p1k_00821","EvgA",-13.4202164033832
"p1k_00434","EvgA",-5.97315877185563
"p1k_00199","EvgA",-6.52349694495781
"p1k_00206","EvgA",-6.62381952119161
"starve_series__t23_growth2","EvgA",-6.43593562249352
"p1k_00172","EvgA",-6.93910962339857
"p1k_00926","EvgA",-6.26372976264881
"p1k_00512","EvgA",-6.55123580549424
"p1k_00798","EvgA",-6.39739416437913
"p1k_00010","EvgA",-6.35383177750834
"p1k_00351","EvgA",-6.22726785296379
"p1k_00940","EvgA",-6.21492586211555
"p1k_00125","EvgA",-10.2083183889584
"p1k_00090","EvgA",-6.30098159668278
"p1k_00458","EvgA",-11.4961773361248
"p1k_00554","EvgA",-11.0451863108867
"p1k_00617","EvgA",-6.48965528453478
"p1k_00116","EvgA",-8.19377958586737
"p1k_00935","EvgA",-6.23305024309382
"p1k_00363","EvgA",-6.33999462250667
"p1k_00793","EvgA",-6.43132953730396
"p1k_00020","EvgA",-7.67794354929013
"p1k_00997","EvgA",-6.24312860185931
"p1k_00078","EvgA",-6.04303190190774
"p1k_00789","EvgA",-6.25377226794806
"p1k_00255","EvgA",-9.15861094596147
"p1k_00161","EvgA",-7.38021711468456
"p1k_00080","EvgA",-7.40566668315973
"p1k_01026","EvgA",-6.83656343625006
"p1k_00187","EvgA",-11.8599179582215
"p1k_00003","EvgA",-10.8793806618224
"p1k_00045","EvgA",-10.0777496416356
"p1k_00763","EvgA",-6.38155084182396
"p1k_00725","EvgA",-13.4121637033385
"p1k_00277","EvgA",-7.51995673292817
"p1k_00456","EvgA",-12.001088135096
"p1k_00783","EvgA",-10.1173386408036
"p1k_00186","EvgA",-9.21081857894071
"p1k_00922","EvgA",-6.4213061421126
"p1k_00970","EvgA",-5.69807314966993
"p1k_00525","EvgA",-6.84543769741369
"p1k_00405","EvgA",-11.4638884558325
"p1k_00028","EvgA",-6.53918805976939
"p1k_00678","EvgA",-6.27968213374613
"p1k_00685","EvgA",-6.41949965639345
"p1k_00677","EvgA",-6.28950455573437
"p1k_00181","EvgA",-7.3203761085131
"p1k_00592","EvgA",-6.70091130219294
"p1k_00501","EvgA",-7.82726941093327
"p1k_00945","EvgA",-5.74999734826056
"p1k_00397","EvgA",-7.77454567651817
"p1k_00612","EvgA",-10.4381427579845
"p1k_00457","EvgA",-9.61876991781821
"p1k_00516","EvgA",-7.07351200645897
"p1k_00304","EvgA",-6.19225281716376
"p1k_01018","EvgA",-6.29479853355224
"p1k_00289","EvgA",-11.4151740113839
"p1k_00248","EvgA",-11.7141369598354
"p1k_00445","EvgA",-6.17346501432822
"p1k_00886","EvgA",-5.33961317301919
"p1k_00069","EvgA",-6.16960285291311
"p1k_00052","EvgA",-9.32451486428236
"p1k_00064","EvgA",-4.18716599904357
"p1k_01013","EvgA",-10.766739531969
"p1k_00724","EvgA",-10.788246315455
"p1k_00870","EvgA",-4.71046938771352
