,b0841,b1608,b1609
p1k_00723,3.6206307397775226,10.891972719872758,9.47689344684125
p1k_00929,3.313559028222804,13.950421097258626,11.234327343981056
p1k_00805,6.912908561789328,7.603065058024267,4.984251244179599
p1k_00412,4.054704044413225,7.760388821058378,6.321302629932394
p1k_00143,3.540654796418832,8.537801529754168,7.51949487731414
p1k_00470,9.304925246042773,25.22931440218585,15.203089784340644
p1k_00545,0.4994999507906418,7.83927942481017,3.578855823423506
p1k_00974,3.403655682904504,10.044513631184842,5.452691230518348
p1k_00928,2.920971388978665,13.611652182832948,9.621257191496428
p1k_00938,6.430854521830541,15.324465923039316,6.158952792148284
p1k_00056,5.765683871421099,13.022002983027845,10.292286913502652
p1k_00242,4.4207301283743385,10.844867804427738,6.697260101094039
p1k_00658,2.45023067841685,5.092690357212623,6.421386413657522
p1k_00248,12.301595404944756,81.23059101378527,62.38663393747915
p1k_01023,5.950084918749796,13.146686999997904,7.675564274164213
starve_series__t08_starve,0.9396021788220223,0.5542708487837401,0.7729963476807041
p1k_00235,5.00565204054375,12.465018716873562,8.599447904916557
p1k_00388,5.891431521703783,10.906382625483166,7.641538575304281
p1k_00095,5.230675978381846,10.791378854595475,11.010095968770598
p1k_00657,5.2875114156838485,10.250288687330194,5.508983668465577
p1k_00693,3.229472286749337,6.4708137293717245,5.169806797031439
p1k_00005,5.5972138339873805,8.263913790354094,6.917916953951404
p1k_00698,5.92431377720067,16.522260705276945,10.104644319088226
p1k_00009,4.586949133848115,10.020004421258816,7.216422082054719
p1k_00386,1.2019019006959712,1.6421244109505075,2.035197629000176
p1k_00727,1.7192639028351189,9.73211466236207,5.968938622931313
p1k_00622,2.633160030593665,5.878396452812697,7.488561947816744
p1k_00751,1.6630151631664578,5.079102852448536,3.724449079734536
p1k_00174,5.222985697233042,7.558940012439399,6.061273671976242
p1k_00007,2.543867617612698,6.879793545508333,4.88961674109001
p1k_00102,4.292388741115497,4.610694025768196,4.689107172044787
p1k_00911,8.68624550070577,11.955330163012633,8.64713774225331
p1k_00112,5.527645536385886,9.342810467039316,7.350265960134254
p1k_00639,5.039095383847018,10.868554184145944,6.735713441914033
p1k_00171,5.866673811330289,15.272534422770224,10.575470897328556
p1k_00981,6.615750161815082,16.68283371703443,10.000631991141132
p1k_00361,2.3672278093302666,2.299872331869941,1.708815289968614
p1k_00615,3.046271322106068,16.570847321060178,8.145520081463863
p1k_00991,5.258837071398826,12.025265287758051,8.021379150201465
p1k_00071,4.600342365354827,6.000460598503974,6.3375410681001725
p1k_00877,2.158300315074233,9.23338553826829,8.404183578604378
p1k_00976,6.776172551526868,12.976007410999369,9.38990157481268
p1k_00016,5.933816072410924,12.740422021654972,9.01670237717068
p1k_00371,1.3449434752108154,1.462585331303445,1.5864584060434832
p1k_00075,4.179385538418217,7.774716272246967,7.196635192613346
p1k_00884,4.1272373347204185,13.491071104146457,8.424008895254705
p1k_00691,2.747325891509836,13.354788008862313,7.294091249577619
p1k_01055,4.344591487609724,9.818023252871384,6.8804614785664295
p1k_00932,6.396627056629204,9.672495088052653,7.131794236548279
p1k_00954,9.252766892437634,14.154942772280297,8.260698393753033
p1k_00198,5.168190740408548,10.509665754640803,6.482499995153632
p1k_01040,12.722670013544716,16.442437713593222,8.153103394637668
p1k_00968,4.516129777884019,12.221441756407122,6.682897715929405
p1k_00637,4.045588117017648,13.213245787633632,7.866493550308554
p1k_00729,1.550673348866053,7.976756137275699,5.439536117535012
p1k_00817,6.604931704628453,6.954411724599401,4.552240150182345
p1k_00909,4.085139459850031,9.404328650686905,3.4234793585293644
p1k_00967,4.296459438226524,8.984251752330024,6.838213661815962
p1k_00175,5.6517242120319695,13.6647495214402,11.606163702941275
p1k_00376,3.524886751583953,4.303921611694073,2.967925651609697
p1k_00635,2.4992876434438327,6.155618175247748,9.610157104381448
p1k_00921,8.715813187856886,13.661109395922708,9.712353005538173
p1k_00304,4.513378538753988,10.575535331370224,7.384400003270463
p1k_00842,0.0830086220364255,15.55574241178044,15.148216617679282
p1k_00061,7.24497074886883,12.556769200480312,10.859041743690565
p1k_00250,18.303416160627656,74.89911162854244,60.67682893640921
p1k_00323,4.22875924771972,14.235498171614555,8.495681423180434
p1k_00532,1.0026614241241625,7.896963679542951,3.853627165204293
p1k_00826,0.0830086220364255,12.441504277296216,9.833935221004632
p1k_00619,4.105062430711065,8.7566980126396,7.096625189703448
p1k_00094,5.572145101720524,11.135623601114853,11.531918924836097
p1k_00686,2.36237453128421,10.680712589478023,8.184959930510825
p1k_00351,5.745511312898967,7.384194427660286,4.933470454745782
p1k_00494,12.465642918710088,27.86991174910401,18.92468854510036
p1k_00614,3.248889697937841,15.30007271115888,7.187130445362187
p1k_00203,11.411414898465182,15.708114617883131,9.463520659398784
p1k_00624,4.178333268637853,9.696992808430377,5.076958382958914
p1k_00880,5.240421084496563,6.825481477653456,6.131950747405722
p1k_00125,1.4613261410408258,4.952678385430823,2.199971909939393
p1k_00645,5.044376559665193,14.81588115372851,8.938943287192856
p1k_00458,1.3189427880688422,4.84882305383379,3.1675145995954592
p1k_00807,7.1571147571165685,8.531423862468339,5.697782246912261
p1k_00863,3.1096437780327246,5.243155163448793,7.265412815805061
p1k_00683,5.801632202378743,11.038079145398228,6.160008078782433
p1k_00781,4.913255417149027,14.859375001436156,13.503502651346766
p1k_00707,6.391038972728767,19.635480370355275,10.690238493061988
p1k_00896,4.364427879145015,5.775756986462424,3.9971031180976153
p1k_00579,0.7273663306671587,5.101349316095837,4.044157712494937
p1k_00910,7.1267801459317175,11.88619107597306,8.421367871888629
p1k_00456,0.7400290498610498,3.373814689073758,1.917615219027828
p1k_00820,7.1003067510209865,5.950904814949989,3.829197222511569
p1k_00529,1.3325467516380902,8.014571941182881,6.456524541828049
p1k_00314,6.066433542519136,9.952381164149187,7.041292215243283
p1k_00447,6.236735735571202,9.655846161327872,7.145054020883281
p1k_00266,9.97066888877155,16.079998557685823,12.136464289363072
p1k_00787,2.85001958037264,9.843306624268653,7.574994651826693
p1k_00757,2.76144613815265,5.175461078101049,4.788299661874747
p1k_00370,3.585763838015244,7.408357800824048,4.30566835231637
p1k_00476,9.352927069329288,27.46210814570596,17.856720950809354
p1k_00379,2.029518428356436,2.001090526223422,2.33575356517596
p1k_01017,5.904918489060183,12.211044652236843,8.744713367199191
p1k_00656,4.718060357841723,11.869821462277876,5.892650884777608
p1k_00042,5.128033049617956,7.8598179608756,6.444995244136831
p1k_00528,1.2484988461996884,7.897003282282175,5.844330910685763
p1k_00782,4.754672986995649,13.43921670481246,12.4061172856007
p1k_00939,5.965233222534402,14.20881625416852,7.8802887100105
p1k_00901,4.48293806090946,7.549202717861683,4.438590662694261
p1k_00011,5.906105052231244,12.857777495144878,9.429668304915008
p1k_00078,3.5579171246944368,8.611886382457547,8.474650600972646
p1k_00281,2.6404853664015664,6.898156643868328,5.78556710035779
p1k_00195,9.2570717302083,12.096300174043396,9.323557544126636
p1k_00834,0.0830086220364255,16.644291593816995,12.84087742440262
p1k_00147,3.6186436482696376,9.883783798684142,5.469350559538952
p1k_00059,7.761075175088616,12.901889207191322,10.291207906360498
p1k_00706,6.099561595296669,18.80726272331237,9.863504022967732
p1k_00124,4.383561221468302,7.214105632830349,6.369176328308881
p1k_00692,3.3239055039671306,8.436707352521713,5.231553987081433
p1k_00800,6.017331202717226,6.360351799084999,4.8749694501858585
p1k_00867,3.6058289897243463,12.200377298373397,8.078180764563754
p1k_00074,7.218355670542965,14.340681723409215,18.27087607915513
starve_series__t18_starve,0.8830514692872918,1.1981419003595275,1.751219033591
p1k_00076,4.491361636347644,9.105690952102137,8.033518093174264
p1k_00022,5.128318546422178,9.578990580793809,3.138803919842172
p1k_00418,7.006134648170612,9.904475795318817,7.475822223896066
p1k_00402,7.275746944838854,10.895194081402362,7.204164264601973
p1k_01018,7.67450741761496,9.8043446350475,7.239823023234624
p1k_00145,2.8255939008671715,11.737061562881342,10.964531296657045
p1k_00358,2.919375485602076,4.772919092681122,5.2443052481731565
p1k_00647,1.8072021585227336,11.793927118991082,9.002511217037279
p1k_00755,2.351139278595512,5.632866574817523,4.631271346122746
p1k_00553,1.5906930421279593,9.760914458004716,9.425581823559437
p1k_00565,2.657187196490918,10.242264420100142,6.903494745036253
p1k_00090,4.220749662685249,8.77137615425977,5.910221594469808
p1k_00453,3.761715173023118,9.168503374813168,6.010266964087927
p1k_00154,4.2071109167966645,14.631496217793304,13.68841592458488
p1k_00831,0.0830086220364255,10.457669585598456,9.983130519495214
p1k_00240,5.093807952726455,17.019814146373484,11.495868117068817
p1k_00891,10.0739941872286,8.3174969962512,9.238787534102762
p1k_00601,1.12666956883197,4.74373473813738,8.14815618867322
p1k_00626,4.239971883837202,11.962801089691618,6.2443854242353485
p1k_00324,3.8182136984259154,16.220694514297392,9.605295333235436
p1k_00496,3.0988435477874687,12.247874821882537,9.877462856085437
p1k_00272,2.88772253812165,7.027081616815771,5.979679567758465
p1k_00045,3.585648879779787,8.337168029431343,4.991895191230595
p1k_00560,1.2284431763306112,5.531269357431922,5.687953264528975
p1k_00548,0.6507156429110421,7.663122748025581,6.576769886772335
p1k_00887,3.790824692466932,2.300833652318917,4.995063235542809
p1k_00423,7.590404293211061,10.20528606430656,7.399207922468918
p1k_01049,9.197227576783735,19.642315183643383,12.963533801002535
p1k_00409,6.350883255025811,16.944114037404475,9.574227809495811
p1k_00135,5.022515203142849,10.852259959919133,8.383793450599118
p1k_00187,5.800477307206317,9.133122602052156,6.952346664627081
p1k_00715,2.7433190225687403,5.82389032466123,5.2291210905373005
p1k_00259,5.188804974439873,9.894389559135671,5.0479935292189655
p1k_00172,6.0630185314357,15.13515419375398,10.661805820061367
p1k_00334,6.7554393995869,9.76346646046914,7.044094056835861
p1k_00961,9.0626108821393,9.51475544887735,7.156062433013354
p1k_00346,6.391766173923299,7.614976750571639,5.271659387743638
p1k_00948,9.93276506896543,14.9356380559818,8.668623706068074
p1k_00173,5.400175945045226,7.613558070510851,6.483570910729461
p1k_00964,4.638186299901348,11.2323782343276,8.009632079922433
p1k_00510,7.475990729033946,14.001599892564892,11.247379333008467
p1k_00359,1.727830736889749,1.8528292346309565,1.6465281530870872
p1k_00396,6.388946828641405,9.928414750494165,7.929380122618479
p1k_00126,1.439092682924368,8.972904578146398,6.395335358005708
p1k_00947,8.599907842674293,13.635411880433663,7.492134195401
p1k_00222,5.801727678887109,8.16673964253196,6.569330100662135
p1k_00052,7.397823215293192,9.76596609292524,7.926046438261606
p1k_00260,5.022013876585569,10.696055334312112,5.591422995120135
p1k_00773,1.2454852748899454,15.969362398999284,12.987816153679208
starve_series__t09_starve,0.7656033583960351,0.4651544969318992,0.6702598255777753
p1k_00041,3.871869400960916,8.353122560373915,6.689468979382052
p1k_00194,6.685380235947118,10.927964697140348,7.484429504314749
p1k_00060,7.796259247216563,12.576845085877402,11.603182674416514
p1k_00034,8.354026888465299,38.40269473580736,21.72470241463905
p1k_00816,8.950779032266711,12.112713509647984,7.904351533918905
p1k_00866,3.537158805466269,11.218928557656056,6.984940193276731
p1k_00010,4.875008992238924,10.292949161957488,7.315708992154422
p1k_00254,5.873719474443777,14.37142242656403,10.995013999455889
p1k_00742,2.7507342027181294,7.054961481234951,7.264682732464956
starve_series__t26_growth2,4.269581575842854,4.964704828181787,5.472257694311503
p1k_00890,8.294045032849786,10.305917610488695,8.311798692614452
p1k_00746,9.630845626597925,12.450164869614309,9.802788490074436
p1k_00478,4.511933714370084,8.293374282104127,5.049870130553677
p1k_00264,8.591572497621174,15.430984264966192,10.85509226978622
p1k_00803,7.186271072005542,8.410795207193772,5.543144512947689
p1k_01005,5.538389527748584,11.42235182433351,6.924391776020202
p1k_00407,5.2309029258833215,7.428088340465533,5.802702809922712
p1k_00654,2.5073487391746068,10.198114620094,7.4625899296014735
p1k_00081,5.034964813172844,6.306965768930303,6.41678939318889
p1k_00524,1.2244350089576264,7.69935351308788,8.722346370558425
p1k_00527,1.2118626323502215,7.740609100432485,6.076270856491908
p1k_00577,4.97326708186841,11.73174174592856,7.658944929392804
p1k_00696,6.1914244418168165,18.524437985052558,9.37828593418024
p1k_00442,5.91898232221948,10.267844646781048,7.4538742686065556
p1k_00848,0.0830086220364255,10.35361620333776,8.813060035041175
p1k_00348,6.525666020090626,6.659357099942231,4.597617472420197
p1k_00763,2.1558769015877925,8.79270983693194,7.169073095916695
p1k_00218,7.233099912083382,10.31362003457912,6.801968717243658
p1k_00017,6.949144343517098,13.320739540233626,9.781204507796913
p1k_00221,5.495952517542797,8.86788752477118,6.456475841560083
p1k_00157,2.8769375486498188,10.453477214917424,6.042562959520804
p1k_00335,5.997729460296323,7.56474631374151,5.645750167945453
p1k_00316,3.103260735544352,7.997445705798084,3.4922840489392803
p1k_00905,4.341268829826726,8.794010121378932,5.113069587971736
p1k_00989,8.19492667104514,10.505655942452169,8.310790657504656
p1k_00245,8.899568938046508,11.340366954353398,8.728322425436245
p1k_00191,3.383265890888125,6.687565844630902,4.221988775007625
p1k_00801,5.456260953612996,7.299245875105061,4.972145876956857
p1k_00944,5.129162128994893,10.165065841838226,5.930156861674537
p1k_00362,2.2557670355037787,2.220303970312832,1.5530599181565348
p1k_00629,3.912692091185547,9.72510258222648,6.26970706672806
p1k_00784,3.017477862928415,9.145985621052166,8.27086159418416
p1k_00793,4.481706325777092,8.595672355141069,7.538932067345319
p1k_00918,5.219387839872022,12.261178199300014,3.3470963572702104
p1k_00459,1.2650200919398045,11.69624503578171,6.635833886270382
p1k_00812,7.002296526896918,6.110904182106515,3.95386422493278
starve_series__t00_growth1,6.290046968929338,8.647498798392014,10.02165108267998
p1k_00783,3.088274549969621,9.510554309362782,7.560579448932295
p1k_00312,4.111047228629023,10.674826466519862,8.764124956338147
p1k_01044,4.379585688069656,13.621046566142784,6.555955051304784
