"gene","iM","Val"
"b0447","SoxS",-8
"b3160","SoxS",-4
"b0462","SoxS",-10
"b2159","SoxS",-5
"b2237","SoxS",-7
"b0684","SoxS",-5
"b0950","SoxS",-6
"b0167","SoxS",-4
"b3035","SoxS",-8
"b3924","SoxS",-8
"b0463","SoxS",-5
"b0952","SoxS",-10
"b0951","SoxS",-10
"b2895","SoxS",-5
"b1377","SoxS",-7
"b1277","SoxS",-3
