,b3884
starve_series__t00_growth1,2.489732931059581
starve_series__t01_starve,6.153372162149023
starve_series__t02_starve,4.481275694194168
starve_series__t03_starve,4.306764010990131
starve_series__t04_starve,3.387985193355501
starve_series__t05_starve,2.3018192400394013
starve_series__t06_starve,2.9294210667012
starve_series__t07_starve,2.6172189871447578
starve_series__t08_starve,2.724022186889112
starve_series__t09_starve,2.4887669580837
starve_series__t10_starve,2.559455200844053
starve_series__t11_starve,2.398635490920457
starve_series__t12_starve,3.292288086499775
starve_series__t14_starve,3.6516646653724463
starve_series__t16_starve,4.560516751319414
starve_series__t17_starve,5.403333932431404
starve_series__t18_starve,5.328578999777167
starve_series__t21_growth2,1.5096765299354362
starve_series__t22_growth2,1.81122529158057
starve_series__t23_growth2,1.9585096675727307
starve_series__t25_growth2,2.02605796406035
starve_series__t26_growth2,2.332636792814723
starve_series__t27_growth2,2.775227561146202
starve_series__t28_growth2,2.7294366934649728
p1k_00001,4.094274815380843
p1k_00002,4.993702329634737
p1k_00003,3.5436441184411627
p1k_00004,3.2580012017101407
p1k_00005,3.604728989653348
p1k_00006,3.936704153849528
p1k_00007,3.078437976856179
p1k_00008,2.728014355107719
p1k_00009,4.8376995897961095
p1k_00010,4.8272899783984045
p1k_00011,4.410670834336381
p1k_00012,4.5691678106222255
p1k_00013,4.7954010996348
p1k_00014,3.920949296885013
p1k_00015,4.199244738124234
p1k_00016,4.473713738547731
p1k_00017,4.970866944187121
p1k_00018,4.588184706243037
p1k_00019,2.916108465250863
p1k_00020,2.7425194570614058
p1k_00021,3.439586932656285
p1k_00022,3.1607329691990613
p1k_00023,2.696854821968323
p1k_00024,2.4960951601727874
p1k_00025,3.0431864233689474
p1k_00026,3.016493839516356
p1k_00027,4.399153600031387
p1k_00028,4.158201780569599
p1k_00029,4.228293088257983
p1k_00030,3.827458324652029
p1k_00031,5.097431516840731
p1k_00032,3.9338638685907856
p1k_00033,4.529975937722968
p1k_00034,4.017800006449743
p1k_00035,4.939832011427605
p1k_00036,4.628284120056351
p1k_00037,3.657346651437982
p1k_00038,4.396907886589996
p1k_00039,5.890570816811855
p1k_00040,4.730533100069833
p1k_00041,4.6377777811763226
p1k_00042,4.604239479290436
p1k_00043,4.686027643902828
p1k_00044,4.516399825742819
p1k_00045,3.9510881756130014
p1k_00046,4.4118378745584685
p1k_00047,4.435854956327335
p1k_00048,4.44396250394639
p1k_00049,4.753438272756198
p1k_00050,3.725628436678175
p1k_00051,5.302369095331149
p1k_00052,4.306913163253781
p1k_00053,3.846712228377175
p1k_00054,6.93886777793535
p1k_00055,6.572550719627175
p1k_00056,10.00657262669687
p1k_00057,10.185517516342433
p1k_00058,9.220122540546868
p1k_00059,8.854313585424611
p1k_00060,6.39800478752636
p1k_00061,6.219836470144078
p1k_00062,9.83898068773968
p1k_00063,11.532591693999423
p1k_00064,2.0094108766516285
p1k_00065,1.7075187835965304
p1k_00066,1.8692804172325104
p1k_00067,1.849953357728592
p1k_00068,4.570690583911437
p1k_00069,3.58419141229754
p1k_00070,4.06016448522639
p1k_00071,4.211220479081019
p1k_00072,4.017441257063871
p1k_00073,3.4987287974785963
p1k_00074,3.808433754288972
p1k_00075,7.141519614268867
p1k_00076,6.012324486791001
p1k_00077,6.692675691513961
p1k_00078,5.063247646292617
p1k_00079,6.53872800967754
p1k_00080,3.2186842730141296
p1k_00081,3.6116126293277935
p1k_00082,6.29358215908181
p1k_00083,6.166439512126405
p1k_00084,4.683403681125421
p1k_00085,5.362589738048747
p1k_00086,6.99263155054244
