"sample","Val"
"fps__fps_thrA_ale1__1",-3.86380591822063
"fps__fps_thrA_ale1__2",-3.96668727346698
"fur__delfur_dpd__1",-3.68598292686352
"fur__delfur_dpd__2",-3.76039166664772
"fur__delfur_fe2__1",-4.41754748119145
"fur__delfur_fe2__2",-4.38781708259369
"fur__wt_dpd__1",-3.58834633159053
"fur__wt_dpd__2",-3.40204706617391
"glu__glu_ale8__1",-3.5368765128736
"ica__arg_sbt__1",-3.71329799636963
"ica__arg_sbt__2",-3.79036436631855
"ica__cytd_rib__1",-3.14845716194991
"ica__cytd_rib__2",-3.11489798074738
"ica__gth__1",-3.37772774413039
"ica__gth__2",-3.35764381382084
"ica__leu_glcr__1",-2.96224816607487
"ica__leu_glcr__2",-2.92062368822727
"ica__met_glc__1",-4.96777317563397
"ica__met_glc__2",-5.36279465901221
"ica__phe_acgam__1",-4.03965695696587
"ica__phe_acgam__2",-3.97988591835905
"ica__thm_gal__1",-3.82820920629135
"ica__thm_gal__2",-3.84181786616775
"ica__tyr_glcn__1",-4.04491471011294
"ica__tyr_glcn__2",-4.15810383168273
"ica__ura_pyr__1",-4.31597464539967
"ica__ura_pyr__2",-4.37971833958419
"ica__wt_glc__1",-5.42021640338319
"ica__wt_glc__2",-4.8279162906517
"ica__wt_glc__3",-4.41284719035071
"ica__wt_glc__4",-3.93022760919836
"ica__wt_glc__5",-3.95236217655551
"ica__wt_glc__6",-3.92357538012039
"minspan__bw_delmntr__1",-3.54194221275771
"minspan__bw_delnac_ade__1",-3.14857262963995
"minspan__bw_delnac_glc__1",-3.39355757863904
"minspan__wt_ade__1",-3.52299140237386
"minspan__wt_glc__1",-4.45353915565829
"minspan__wt_glc__2",-4.319273914491
"minspan__wt_glc__3",-4.26253720219371
"minspan__wt_glc__4",-4.3353091183426
"minspan__wt_glc_anaero__1",-3.4583843337374
"minspan__wt_glc_anaero__2",-3.65686343926083
"minspan__wt_trp__1",-3.77390204658405
"misc__nitr_031__1",-4.27558261506738
"misc__wt_no_te__1",-3.32669911664123
"misc__wt_no_te__2",-3.8928207076698
"nac_ntrc__bw_delnac_csn__1",-4.08968446846691
"nac_ntrc__bw_delnac_csn__2",-4.14121547628759
"nac_ntrc__bw_delnac_gln__1",-3.42709331283581
"nac_ntrc__bw_delnac_gln__2",-3.40520413199526
"nac_ntrc__wt_cytd__1",-4.03751748797917
"nac_ntrc__wt_cytd__2",-4.02259392514947
"nac_ntrc__wt_gln__1",-3.30888721433453
"nac_ntrc__wt_gln__2",-3.31604842567443
"omics__bw_ac__1",-4.01931278548985
"omics__bw_ac__2",-3.96880359096528
"omics__bw_fum__1",-3.98161442500838
"omics__bw_fum__2",-3.98893412753727
"omics__wt_glu__2",-4.37585636486253
"omics__wt_gly__1",-4.71319004813423
"omics__wt_gly__2",-4.73589058036879
"ompr__wt_nacl__1",-3.23330165818319
"ompr__wt_nacl__2",-3.1864666573804
"oxidative__deloxyr_pq__1",-3.41435156979629
"oxidative__deloxyr_pq__2",-3.41487617760769
"oxidative__delsoxr_pq__1",-3.31202380017044
"oxidative__delsoxr_pq__2",-3.31234047142386
"oxidative__delsoxs_pq__1",-3.40985582939503
"oxidative__delsoxs_pq__2",-3.42166417949992
"oxidative__wt_pq__1",-3.36581033085478
"oxidative__wt_pq__2",-3.39699949700377
"pal__arab_ale14__1",-4.07863549904175
"pal__arab_ale14__2",-4.29210165440004
"pal__arab_ale14_f9__1",-3.82593234145191
"pal__arab_ale14_f9__2",-3.84066545332083
"pal__arab_ale16__1",-4.15097482370299
"pal__arab_ale16__2",-4.13981793171744
"pal__lyx_ale2__1",-3.81170328487919
"pal__lyx_ale2__2",-3.64840540630208
"pal__lyx_ale2_f6__1",-3.53537845210351
"pal__lyx_ale4__1",-3.81170328487919
"pal__lyx_ale4__2",-3.64840540630208
"pal__tartr_ale26__1",-3.78303145872265
"pal__tartr_ale26__2",-3.75029767458614
"pal__tartr_ale26_f10__1",-3.9774202492898
"pal__tartr_ale28__1",-3.90542638442012
"pal__tartr_ale28__2",-3.93347116815416
"pal__tartr_ale28_f10__2",-3.72168621531846
"pgi__glu4_delpgi__1",-3.76139771342102
"pgi__pgi_ale1__1",-4.50797797233629
"pgi__pgi_ale2__1",-3.68711147999964
"pgi__pgi_ale3__1",-4.62995128698938
"pgi__pgi_ale6__1",-4.79113725474319
"pgi__pgi_ale7__1",-4.94990985263877
"pgi__pgi_ale8__1",-4.9762968692237
"rpoB__rpoBE546V_glc__1",-4.56159759018423
"rpoB__rpoBE546V_lb__1",-3.04141219524741
"rpoB__rpoBE546V_lb__2",-3.03074636617781
"rpoB__rpoBE672K_lb__1",-2.77859188256254
"rpoB__rpoBE672K_lb__2",-2.74247174359642
"rpoB__wt_031__1",-3.78731339409847
"rpoB__wt_lb__1",-3.09192905785293
"rpoB__wt_lb__2",-3.06195510037623
"ssw__glc_ac_ac2__1",-3.7508670788518
"ssw__glc_ac_glc1__1",-4.07735675749207
"ssw__glc_ac_glc2__1",-3.81644305630778
"ssw__glc_glyc_glyc__1",-3.53911229240535
"ssw__glc_xyl_xyl__1",-4.18873001858159
"ssw__glyc_ale1__1",-3.66440796243485
"ssw__glyc_ale2__1",-4.23086023135806
"ssw__wt_ac__1",-3.03239088553344
"ssw__wt_glc__1",-3.53787000473165
"ssw__wt_glyc__1",-3.26777843708545
"ssw__wt_xyl__1",-3.30797208013513
"ssw__xyl_ale1__1",-3.6547388701675
"ssw__xyl_ale2__1",-3.85884316135138
"ssw__xyl_ale3__1",-4.26910689174242
"starve_series__t00_growth1__1",-3.47299986917907
"starve_series__t00_growth1__2",-3.30932760411151
"starve_series__t00_growth1__3",-3.48383410291241
"starve_series__t00_growth1__4",-3.21449452512438
"starve_series__t01_starve__1",-3.76370584208318
"starve_series__t01_starve__2",-4.14413778458093
"starve_series__t02_starve__1",-2.96346314031466
"starve_series__t02_starve__2",-2.92376272673429
"starve_series__t03_starve__1",-2.90124332029343
"starve_series__t03_starve__2",-2.98415774611778
"starve_series__t06_starve__1",-2.87638881842884
"starve_series__t06_starve__2",-2.85368437336881
"starve_series__t07_starve__1",-2.80617120591379
"starve_series__t08_starve__1",-2.8500597648209
"starve_series__t08_starve__2",-2.85395509231693
"starve_series__t09_starve__1",-2.84281554777427
"starve_series__t09_starve__2",-2.8045475646617
"starve_series__t10_starve__1",-2.8136401205475
"starve_series__t10_starve__2",-2.76412135685882
"starve_series__t11_starve__1",-2.82120974721123
"starve_series__t11_starve__2",-2.77952443583872
"starve_series__t12_starve__1",-2.7573426102031
"starve_series__t12_starve__2",-2.79179082721516
"starve_series__t14_starve__1",-2.73705472904194
"starve_series__t14_starve__2",-2.71976332138415
"starve_series__t16_starve__1",-2.67487664786285
"starve_series__t16_starve__2",-2.67715183767395
"starve_series__t17_starve__1",-2.75064355950527
"starve_series__t17_starve__2",-2.764590402023
"starve_series__t18_starve__1",-2.72845484823752
"starve_series__t18_starve__2",-2.62178627670376
"starve_series__t22_growth2__1",-3.18702258058967
"starve_series__t22_growth2__2",-3.09080816288284
"starve_series__t23_growth2__1",-3.62956687152614
"starve_series__t27_growth2__1",-3.91598367465015
"starve_series__t27_growth2__2",-3.90437147582045
"starve_series__t28_growth2__1",-3.77342843978643
"starve_series__t28_growth2__2",-3.82425535529572
"ytf__delybaO__2",-3.99731539142336
"ytf__delybaQ__1",-4.49855186104357
"ytf__delybaQ__2",-4.47950400935453
"ytf__delybiH__1",-4.28764695392436
"ytf__delybiH__2",-3.54691949109552
"ytf__delydcI_ph5__1",-4.44867339875837
"ytf__delydcI_ph5__2",-4.40717019949743
"ytf__delydcI_ph8__1",-3.89854053105502
"ytf__delydcI_ph8__2",-4.29864114126918
"ytf__delyddM__1",-3.33986625942076
"ytf__delyddM__2",-3.34373293668356
"ytf__delyeiE__1",-4.54619293090048
"ytf__delyeiE__2",-3.89809509525404
"ytf__delyheO__2",-3.89602096163749
"ytf__delyiaJ__1",-4.55626311167017
"ytf__delyiaJ__2",-4.27470011328026
"ytf__delyieP__1",-3.83144299117507
"ytf__delyieP__2",-3.54285042371613
"ytf__wt_glc__1",-4.40592014204975
"ytf__wt_glc__2",-4.55050889727099
"ytf__wt_ph5__1",-4.20237542528677
"ytf__wt_ph8__1",-4.22505326680071
"ytf__wt_ph8__2",-4.25107531988761
