"sample","Val"
"42c__42c_ale10__1",-3.6165768715649
"42c__42c_ale3__1",-4.19250308626231
"42c__42c_ale4__1",-4.23091385938438
"42c__42c_ale5__1",-4.35249421975259
"42c__42c_ale8__1",-4.04811635439053
"42c__wt_42c__1",-4.47569445691153
"acid__delgade_ph5__1",-4.36088998206062
"acid__delgadw_ph5__1",-4.33711022168468
"acid__delgadw_ph5__2",-4.31609138623999
"acid__delgadx_ph5__1",-4.05683405701092
"acid__delgadx_ph5__2",-4.05408113317535
"acid__wt_ph5__1",-4.29860636348705
"acid__wt_ph5__2",-4.33407973487658
"cra_crp__delcra_ac__1",-3.32945178833674
"cra_crp__delcra_ac__2",-3.34498719036329
"cra_crp__delcra_fru__1",-4.03799168606018
"cra_crp__wt_ac__1",-3.88668797653297
"cra_crp__wt_ac__2",-3.84014360404722
"cra_crp__wt_fru__1",-3.9270153468956
"cra_crp__wt_fru__2",-3.8820862667149
"crp__delar1_glyc__1",-4.11922429748499
"crp__delar1_glyc__2",-3.70770593366864
"crp__delar2_glyc__2",-3.44210438634747
"crp__delar2_glyc__3",-3.40852433674131
"crp__delcrp_fru__1",-4.13794833633011
"crp__delcrp_fru__2",-4.08046053191964
"crp__delcrp_fru__3",-4.10908414407517
"crp__delcrp_glc__1",-4.19206236981306
"crp__delcrp_glc__2",-4.18087232565989
"crp__delcrp_glc__3",-4.20655018102708
"crp__delcrp_glyc__1",-3.9430564253929
"crp__delcrp_glyc__2",-3.86485628159628
"crp__delcrp_glyc__3",-3.84934812697735
"efeU__delmenFentC__1",-3.76661145539987
"efeU__delmenFentC__2",-3.87474919003532
"efeU__delmenFentC_citr__1",-4.49530072395636
"efeU__delmenFentC_citr__2",-4.45862490997855
"efeU__menFentC_ale29__1",-3.32402536142654
"efeU__menFentC_ale29__2",-3.34452285890796
"efeU__menFentC_ale30__2",-4.33560460637425
"efeU__menFentC_ale39__1",-3.70895457111597
"efeU__menFentC_ale39__2",-3.65231871546919
"efeU__menFentCubiC_ale36__2",-3.7766275817406
"efeU__menFentCubiC_ale37__1",-3.96432531230919
"efeU__menFentCubiC_ale37__2",-3.94430127819651
"efeU__menFentCubiC_ale38__1",-3.7742863671888
"efeU__menFentCubiC_ale38__2",-3.63414475175831
"fps__fps_serB_ale1__1",-4.48083544965569
"fps__fps_serB_ale4__1",-3.639159118066
"fps__fps_serB_ale4__2",-3.73872891668609
