"sample","Val"
"ytf__delydcI_ph8__1",-3.88372881550175
"ytf__delydcI_ph8__2",-4.27929417807644
"ytf__delyddM__1",-3.32765354430696
"ytf__delyddM__2",-3.3314919370621
"ytf__delyeiE__1",-4.52617348729745
"ytf__delyeiE__2",-3.88274706300951
"ytf__delyheO__2",-3.88034562388091
"ytf__delyiaJ__1",-4.53283097005222
"ytf__delyiaJ__2",-4.25450394165488
"ytf__delyieP__1",-3.81598860301453
"ytf__delyieP__2",-3.52973187509652
"ytf__wt_glc__1",-4.38453231520248
"ytf__wt_glc__2",-4.52758975865013
"ytf__wt_ph5__1",-4.18352863032222
"ytf__wt_ph8__1",-4.20608077818472
"ytf__wt_ph8__2",-4.23197641865939
