"sample","iM","Val"
"p1k_00711","Fur-1",-10
"p1k_00711","Fur-2",-13.4202164033832
"p1k_00740","Fur-1",-7
"p1k_00740","Fur-2",-13.4202164033832
"p1k_00571","Fur-1",-9
"p1k_00571","Fur-2",-13.3828677080581
"p1k_00169","Fur-1",-10
"p1k_00169","Fur-2",-6.18583762114556
"p1k_00985","Fur-1",-5
"p1k_00985","Fur-2",-13.4202164033832
"p1k_00738","Fur-1",-4
"p1k_00738","Fur-2",-13.4202164033832
"p1k_00157","Fur-1",-3
"p1k_00157","Fur-2",-13.4202164033832
"p1k_00660","Fur-1",-5
"p1k_00660","Fur-2",-5.45387233371055
"p1k_00573","Fur-1",-5
"p1k_00573","Fur-2",-13.3749364782684
"p1k_00940","Fur-1",-8
"p1k_00940","Fur-2",-7.25166715634903
"p1k_00550","Fur-1",-8
"p1k_00550","Fur-2",-13.3973824462724
"p1k_00708","Fur-1",-3
"p1k_00708","Fur-2",-5.78753389671457
"p1k_00052","Fur-1",-9
"p1k_00052","Fur-2",-13.4202164033832
"p1k_00245","Fur-1",-8
"p1k_00245","Fur-2",-13.4202164033832
"p1k_00658","Fur-1",-4
"p1k_00658","Fur-2",-5.45113598907554
"p1k_00104","Fur-1",-9
"p1k_00104","Fur-2",-13.4202164033832
"p1k_00254","Fur-1",-8
"p1k_00254","Fur-2",-13.416729233874
"p1k_00798","Fur-1",-7
"p1k_00798","Fur-2",-5.33634380591407
"p1k_00222","Fur-1",-9
"p1k_00222","Fur-2",-13.4202164033832
"p1k_00593","Fur-1",-9
"p1k_00593","Fur-2",-13.4202164033832
"p1k_00981","Fur-1",-9
"p1k_00981","Fur-2",-5.97140443440981
"p1k_00454","Fur-1",-10
"p1k_00454","Fur-2",-13.3244740779334
"p1k_00046","Fur-1",-8
"p1k_00046","Fur-2",-13.4202164033832
"p1k_00074","Fur-1",-10
"p1k_00074","Fur-2",-13.4202164033832
"p1k_00464","Fur-1",-9
"p1k_00464","Fur-2",-13.4202164033832
"p1k_00624","Fur-1",-9
"p1k_00624","Fur-2",-5.7907658632844
"p1k_00499","Fur-1",-7
"p1k_00499","Fur-2",-13.4202164033832
"p1k_00586","Fur-1",-9
"p1k_00586","Fur-2",-13.38258538987
