,b2421,b2422,b2762,b2763
p1k_00783,1.9567741780013277,1.7621732458714183,2.7605656465843103,2.3236548721163928
p1k_00479,0.285089830574183,0.3452301236579975,0.3468574451806078,0.4590625726186303
p1k_00590,0.3426020411903774,0.0276165300485322,0.0611447363163506,0.034117742383841
p1k_00256,0.6042483845153644,0.7936911433928305,0.9467064162145402,1.057420438913785
p1k_00540,1.8292747695489704,1.0572007297967654,1.5857639119179063,0.8885993160336452
p1k_00597,0.2848207500643559,0.0230097727427024,0.0222518411970667,0.0151306581586783
p1k_00876,0.8859877819219052,0.5685298395400775,0.7636358151305067,0.6285704282531591
p1k_00939,0.5241644388141852,0.4714270018415134,0.2159573873657625,0.3120686180106004
p1k_00774,1.5451018416316542,1.46892618310954,2.0180035228858197,0.964989324292066
p1k_00231,0.6353352822240802,0.6655285713826475,0.7592849728924864,0.6145525568471005
p1k_00342,1.1227987353477595,0.7839833340997192,1.1442180768641648,1.172333568790524
p1k_00818,1.1891518241906032,0.8719980585217644,1.256171182208787,1.5823588875966357
p1k_00029,0.8162263530728837,0.8275363490729879,0.4496776142541593,0.6992620692897761
p1k_00092,0.8123217971160758,1.0920260902790266,0.5277218069155827,0.8218169325947124
p1k_01011,0.8538647227965472,0.7197584521863479,0.7624014359785858,0.9976291974999126
p1k_00449,0.7497066582020115,0.8539361472384471,0.7148047012068389,0.593746237794697
p1k_00050,0.8508899777941511,1.3114437396879286,0.7369888664095139,1.009743389386766
p1k_00265,0.8185248613653736,1.203658624229106,0.7373659625338256,0.785093126792681
p1k_00729,2.133286894247196,1.7261074273623136,1.615572652237123,2.312566982066416
p1k_00488,0.7861568562875848,1.6319860043031948,2.051491034035863,1.9368549428176176
p1k_00703,0.9370573325580084,1.3436766634730788,1.48715601602574,1.7788475466765332
p1k_00026,0.1877028414502637,0.0802675043643186,0.0165436420941147,0.0165239051128554
p1k_00483,0.0811777543493979,0.0186770256010722,0.0125771407352527,0.0088397485590027
p1k_00979,0.3003951524468795,0.2719335830230471,0.2076729701140582,0.2689565193956467
p1k_01055,0.5968327401265896,0.5253597090678535,0.3438942404720503,0.4131890483901783
p1k_00627,1.1661142358906884,1.1336204977988489,0.9212462916742978,1.0991096984324282
p1k_00228,0.555999654667146,0.7746317265112131,0.7378867299343024,0.6630075921707089
p1k_00052,1.0572474406924974,1.3354109980480549,0.7878723940977719,1.1510833501046136
p1k_00773,1.51338745574834,1.5515214753111108,2.104179380380417,1.051604615440885
p1k_00387,1.146274381835941,0.8445653956695237,1.2445766002982803,1.1113974867672554
p1k_00172,0.6287933377444794,0.6015590872263924,0.7544570657175224,0.5664508078566535
p1k_00938,0.5600585622945619,0.4506599400287211,0.3295549130685242,0.4124077755735461
p1k_00290,0.6510521483724656,0.7617052381058893,0.4997234321207614,0.5788121065514376
p1k_00530,1.7994518899993963,1.4011274637636908,0.9506475802759524,0.7744652712957557
p1k_00425,1.6422866651033077,1.9146037444801625,2.43824353085899,2.4583894298316986
p1k_00759,1.9646799269418265,1.3903743902028691,1.4876013496797296,1.7327989898167269
p1k_00988,0.5215641954664664,0.4326237813300769,0.3449681463397251,0.4354894653204819
p1k_00154,0.2255726476464429,0.1019773178685176,0.1057999957051685,0.0402708067643823
p1k_00171,0.5896302600067944,0.6498591651080928,0.7723189309397028,0.6020265725924137
p1k_01010,0.9670690683417978,0.7527077434226437,0.788926034344515,0.9182045722869648
p1k_00544,1.2819787303338497,0.704142840571972,1.044826246794574,0.5835423144103614
p1k_01052,1.147642327571216,0.8420612377487895,0.9343554694794668,1.159281476101794
