"sample","iM","Val"
"p1k_00459","Cysteine-2",-4
"p1k_00459","Cysteine-1",-4.42942134509664
"p1k_00778","Cysteine-2",-10
"p1k_00778","Cysteine-1",-13.4202164033832
"p1k_00922","Cysteine-2",-4
"p1k_00922","Cysteine-1",-5.67108341872561
"p1k_00662","Cysteine-2",-6
"p1k_00662","Cysteine-1",-5.69190518398526
"p1k_00685","Cysteine-2",-4
"p1k_00685","Cysteine-1",-13.2480459081861
"p1k_00969","Cysteine-2",-10
"p1k_00969","Cysteine-1",-5.06308248822406
"p1k_00104","Cysteine-2",-10
"p1k_00104","Cysteine-1",-5.44650146596922
"p1k_00117","Cysteine-2",-8
"p1k_00117","Cysteine-1",-5.58495031150321
"p1k_00923","Cysteine-2",-5
"p1k_00923","Cysteine-1",-5.52351900983471
"p1k_00057","Cysteine-2",-8
"p1k_00057","Cysteine-1",-5.93132799851105
"p1k_00914","Cysteine-2",-3
"p1k_00914","Cysteine-1",-4.78513999192809
"p1k_00382","Cysteine-2",-7
"p1k_00382","Cysteine-1",-5.03970052014379
"p1k_00171","Cysteine-2",-10
"p1k_00171","Cysteine-1",-5.35106600630564
"p1k_00430","Cysteine-2",-3
"p1k_00430","Cysteine-1",-6.33644451968873
"p1k_00910","Cysteine-2",-7
"p1k_00910","Cysteine-1",-5.77684723404686
"p1k_00948","Cysteine-2",-7
"p1k_00948","Cysteine-1",-5.45482163644318
"p1k_01037","Cysteine-2",-3
"p1k_01037","Cysteine-1",-5.10647389470379
"p1k_00748","Cysteine-2",-3
"p1k_00748","Cysteine-1",-13.4202164033832
"p1k_01038","Cysteine-2",-3
"p1k_01038","Cysteine-1",-5.03819815200841
"p1k_00336","Cysteine-2",-6
"p1k_00336","Cysteine-1",-6.543356278283
"p1k_00850","Cysteine-2",-5
"p1k_00850","Cysteine-1",-6.50075263539507
"p1k_00811","Cysteine-2",-9
"p1k_00811","Cysteine-1",-5.92706091673551
"p1k_00474","Cysteine-2",-5
"p1k_00474","Cysteine-1",-5.10234523689981
"p1k_00195","Cysteine-2",-5
"p1k_00195","Cysteine-1",-5.69008507974803
"p1k_00271","Cysteine-2",-9
"p1k_00271","Cysteine-1",-13.4202164033832
"p1k_00477","Cysteine-2",-6
"p1k_00477","Cysteine-1",-5.45776656046742
"p1k_00732","Cysteine-2",-4
"p1k_00732","Cysteine-1",-13.4202164033832
"p1k_00373","Cysteine-2",-5
"p1k_00373","Cysteine-1",-4.52714405675428
"p1k_00335","Cysteine-2",-3
"p1k_00335","Cysteine-1",-6.37524924423961
