"gene","iM","Val"
"b2436","OxyR",-5.04149828771939
"b0475","OxyR",-4.42054036224381
"b0606","OxyR",-4.61284613281515
"b3942","OxyR",-3.50153845850971
"b0605","OxyR",-3.76828550763764
"b1749","OxyR",-5.2887288412304
