"sample","gene","Val"
"p1k_00327","b3359",799.305682875884
"p1k_00327","b3959",1314.93280245291
"p1k_00327","b0273",6167.96111296355
"p1k_00327","b3958",2855.10600218487
"p1k_00327","b3960",1921.25579373692
"p1k_00327","b3172",2679.35811225678
"p1k_00327","b4254",3825.23949133001
"p1k_00327","b2818",4194.0534497217
"p1k_00327","b3957",425.962142100819
"p1k_00010","b3359",255.465914247266
"p1k_00010","b3959",420.265385007294
"p1k_00010","b0273",1971.34070046327
"p1k_00010","b3958",912.519804058832
"p1k_00010","b3960",614.052143460205
"p1k_00010","b3172",856.349059449627
"p1k_00010","b4254",1222.58395605466
"p1k_00010","b2818",1340.46050452193
"p1k_00010","b3957",136.14166694647
"p1k_00989","b3359",1046.09223757589
"p1k_00989","b3959",1720.91982710635
"p1k_00989","b0273",8072.32624535585
"p1k_00989","b3958",3736.62328484368
"p1k_00989","b3960",2514.44574370426
"p1k_00989","b3172",3506.61303049063
"p1k_00989","b4254",5006.28661158964
"p1k_00989","b2818",5488.97230649804
"p1k_00989","b3957",557.478446480724
"p1k_00654","b3359",654.47769666865
"p1k_00654","b3959",1076.67718403682
"p1k_00654","b0273",5050.37442975496
"p1k_00654","b3958",2337.78295348983
"p1k_00654","b3960",1573.13915506277
"p1k_00654","b3172",2193.87921721129
"p1k_00654","b4254",3132.13578375168
"p1k_00654","b2818",3434.12351530259
"p1k_00654","b3957",348.781107907471
"p1k_00032","b3359",1595.24778146179
"p1k_00032","b3959",2624.33219333192
"p1k_00032","b0273",12309.9666277808
"p1k_00032","b3958",5698.19733976654
"p1k_00032","b3960",3834.42668836291
"p1k_00032","b3172",5347.44113033282
"p1k_00032","b4254",7634.38186770876
"p1k_00032","b2818",8370.4577664558
"p1k_00032","b3957",850.131779031222
"p1k_00248","b3359",409.870159615797
"p1k_00248","b3959",674.274847748216
"p1k_00248","b0273",3162.82401093219
"p1k_00248","b3958",1464.04908398136
"p1k_00248","b3960",985.186813646118
"p1k_00248","b3172",1373.9285991153
"p1k_00248","b4254",1961.51679447466
"p1k_00248","b2818",2150.63822727949
"p1k_00248","b3957",218.426035137122
"p1k_00356","b3359",272.17967173627
"p1k_00356","b3959",447.761083393249
"p1k_00356","b0273",2100.31489450724
"p1k_00356","b3958",972.221055217494
"p1k_00356","b3960",654.226264699187
"p1k_00356","b3172",912.375361618943
"p1k_00356","b4254",1302.57103304555
"p1k_00356","b2818",1428.15960857729
"p1k_00356","b3957",145.048682241237
"p1k_00151","b3359",631.72317469143
"p1k_00151","b3959",1039.24386160087
