"gene","iM","Val"
"b0522","Purine",-5
"b1131","Purine",-8
"b2312","Purine",-5
"b2500","Purine",-8
"b2551","Purine",-3
"b0523","Purine",-5
"b2557","Purine",-8
"b4005","Purine",-5
"b2499","Purine",-8
"b4006","Purine",-3
