,b0338,b1981,b3212,b3213
starve_series__t00_growth1,1.1779183446009305,0.0986665209970233,3.754049300206233,3.049258775902945
starve_series__t01_starve,0.3003970479541816,0.040326233443795,1.605982034120992,1.2846488800471336
starve_series__t02_starve,0.1839596703816186,0.0313292675976873,0.1740472798652995,0.3313959584218061
starve_series__t03_starve,0.1949603673243446,0.0257284596601423,0.0464574566048529,0.0449017668394155
starve_series__t04_starve,0.2296760213882937,0.0295064637950824,0.0394356579573781,0.0385411852418442
starve_series__t05_starve,0.209380356874489,0.0181497860499522,0.0214220610849312,0.0217503466547372
starve_series__t06_starve,0.1966289361671779,0.0209678013685306,0.0140955022892507,0.0160072052943101
starve_series__t07_starve,0.1480750128535849,0.0172264535884545,0.0126867994056251,0.0129089571871265
starve_series__t08_starve,0.1325704572130631,0.0207336700618779,0.0106289528427797,0.0134053155129359
starve_series__t09_starve,0.1720721610185003,0.0193186716092036,0.0096079477934719,0.009254477136775
starve_series__t10_starve,0.1379612331680297,0.0199166617910604,0.0098065508800299,0.0109180250431067
starve_series__t11_starve,0.1654312697652393,0.0185632086890379,0.00952176381995,0.0150798297031186
starve_series__t12_starve,0.1581715788403227,0.0261122813181029,0.0114933431046409,0.0105836653442369
starve_series__t14_starve,0.2198288583102617,0.0223762235446048,0.0179443328600218,0.0204748979149326
starve_series__t16_starve,0.2737498982327501,0.025418523520905,0.0220203936964548,0.0245085737008375
starve_series__t17_starve,0.383185837670291,0.0311033827459938,0.028606844402619,0.0288439367104234
starve_series__t18_starve,0.1950285020271192,0.0257924861960627,0.0222397576861878,0.0267157135632393
starve_series__t21_growth2,2.226184363319794,0.1107909284494499,6.239291813081413,4.62077897142976
starve_series__t22_growth2,1.873827664613592,0.1703444472930844,3.521403743571031,2.4113050147952704
starve_series__t23_growth2,1.3782975970319415,0.2070766734948977,4.952614985757278,3.914271663568592
starve_series__t25_growth2,0.9798438357857612,0.1653966048529582,8.034769105066035,6.31328210096324
starve_series__t26_growth2,0.8730546514683184,0.0829223048517679,5.467835790556975,4.234417748720075
starve_series__t27_growth2,0.7483808923578886,0.0722110119865201,4.792356348308929,3.6755815519314297
starve_series__t28_growth2,0.7435422377707499,0.0922109750355089,5.111034249579608,4.453991203803075
p1k_00001,1.4182069580131516,0.0609616305844932,3.773302045899996,2.8452010244606565
p1k_00002,1.393148224815622,0.059351172381949,4.180909803498815,3.044430541082735
p1k_00003,1.5743052588210846,0.2182797461845312,0.886399707763875,0.7933348792636984
p1k_00004,1.817666188842283,0.1684708591557205,0.8764155833206885,0.7764801263686278
p1k_00005,1.274453735564976,0.0491869584008567,4.051479946898688,3.442016654781003
p1k_00006,1.348318152396145,0.0444601612606378,3.806980604678389,3.3371945353723973
p1k_00007,1.892394201614921,0.4761420488767662,0.7673124187589103,0.6474547635873404
p1k_00008,1.628616702743026,0.463669432619347,0.8256028223942524,0.7187720706094287
p1k_00009,1.4214380564369649,0.1761540566786688,1.8004261333758969,1.5762922324177302
p1k_00010,1.4342514241088478,0.1812201199344736,1.7363927028927673,1.4905535543766586
p1k_00011,1.498916876144094,0.062748405323756,4.983420522072174,4.466800242705308
p1k_00012,1.4537100525514473,0.0706820855686313,5.022778412949337,4.530750002587341
p1k_00013,1.3891657875350996,0.0653699658795434,4.8782166761437145,4.599226371384965
p1k_00014,1.283311989378476,0.0643605379249427,5.038538045073036,4.51383608038342
p1k_00015,1.3486919046479793,0.0548130842458803,4.899652322843246,4.213037823617217
p1k_00016,1.3347370248837602,0.0464405561761065,4.779812545834925,4.39873569769338
p1k_00017,1.286052120307396,0.0717487769369741,5.2775887688682666,4.851559170443145
p1k_00018,1.5127744408472774,0.0739225055221674,5.423634017544682,4.957539880443111
p1k_00019,0.8449092855030027,0.0795559158219465,1.4013669031811606,1.3950657922334713
