"gene","iM","Val"
"b0312","ArcA",-5
"b2587","ArcA",-8
"b3605","ArcA",-5
"b1612","ArcA",-8
"b0118","ArcA",-3
"b1778","ArcA",-5
"b0720","ArcA",-8
"b2288","ArcA",-5
"b3397","ArcA",-8
