,b2058,b2060,b2061,b2062,b4028,b4029
p1k_00783,1.1943932132796335,0.9266695351098836,0.8279020924080219,1.249969443944047,1.582161216826267,1.3721063689520674
p1k_00479,0.8097486663347843,1.0927777315263945,1.0383797457139965,1.003747333386367,0.9496204014566751,1.7485383955197142
p1k_00590,0.7259602521955134,0.9939793485480644,0.8279020924080219,0.9965256895104758,0.9951495032915564,1.1871067660728118
p1k_00256,1.4371693988757297,1.01290596423374,1.0065588122593505,1.4808020832889193,1.1048050222788603,1.746843060768885
p1k_00597,1.1540309954386845,0.955238176640068,0.8279020924080219,1.279428123460469,1.3901106209675531,2.676985775392685
p1k_00876,0.7259602521955134,0.7899268903845617,0.8279020924080219,0.8045813727853378,0.8307560330026882,3.437911389316404
p1k_00939,0.7259602521955134,0.9054181247354812,1.5720904553302593,1.0862587621293165,1.5136770017905898,5.289226269366557
p1k_00774,1.7531342308218645,1.049205915675232,1.0429250268388026,1.211515302158187,1.29529728381125,2.081900220408817
p1k_00231,1.332227646255954,1.235736374419667,1.1324925055199448,1.1504463576683344,1.0490842531149212,2.416857910318117
p1k_00342,1.0571521722045312,1.025151115335578,0.9665618720275144,1.1719631891069289,1.3133503057329547,3.0024806785827387
p1k_00818,1.075127377775948,1.3804912876177573,1.12027297255188,1.468560577044179,0.9589212898748803,3.2757570024609906
p1k_00029,2.3984865893067373,1.1534552694907665,1.1280027531735606,1.372526095408594,0.7271753431549246,4.817758866171048
p1k_00092,1.439946817849719,1.4946433672674575,0.8279020924080219,0.9177249547598976,0.7271753431549246,5.532802523103985
p1k_01011,1.883718770280758,2.2112712906188725,2.282054783447505,2.7309844710398195,3.0324253854716523,5.179833997891192
p1k_00449,1.1690239427718438,1.0719918020708352,0.967024856189276,1.0152148025786434,0.9477249170874004,1.49690485194039
p1k_00050,0.9151242873239472,0.8951156329770958,1.0654934261125946,1.883729232932452,1.7315768488665573,4.474398370403356
p1k_00265,1.431590726037459,1.4364479445707554,2.0096044207470007,1.2518590285637912,0.7271753431549246,3.5053374438378047
p1k_00729,2.2021637594689167,2.1113667728237564,2.682023888072267,2.9639361931228656,2.912820614265695,4.372870950162474
p1k_00488,1.4820283690111424,1.186903999482818,1.0653087862308757,1.208947329740291,1.1662595097929267,2.388569608621533
p1k_00703,1.6312249895477011,1.1896199229613582,1.206908345714293,1.378401105747706,1.5282871627820205,3.4702269284409644
p1k_00026,1.5420362090086914,1.557765251647664,1.1695677713530588,0.8045813727853378,1.629905876072756,6.201393390774278
p1k_00483,0.955388824276132,0.9921245251635088,0.8279020924080219,0.913652208770136,0.8794495339283157,2.060433670337628
p1k_00979,0.9713094363254404,1.1666712075251715,0.8279020924080219,0.8045813727853378,1.2156979566903363,5.142435431156759
p1k_01055,0.7259602521955134,0.8451098953484701,0.8279020924080219,1.2287289695385577,1.02325234558106,5.028164047800917
p1k_00627,1.2686051895464765,1.127030446381354,1.055090688042542,1.4495177942479496,1.4474938122585352,2.7567212453143166
p1k_00228,4.521754136892893,5.893199675797257,9.26278643592487,9.341389578411,5.087517669416245,9.18626874289346
p1k_00052,1.2386604531515455,1.0485362353506718,2.115812076550557,1.7795364775384994,1.8614573212075172,4.210524309475359
p1k_00773,1.5646042327149736,1.3868004569301045,0.8279020924080219,1.0437972622015808,1.061145518128472,1.8212770857677387
