"sample","iM","Val"
"starve_series__t23_growth2","Fatty Acid",-3.10193996443648
"p1k_00077","Fatty Acid",-3.90098219090389
"p1k_00679","Fatty Acid",-2.2758482087688
"p1k_00467","Fatty Acid",-3.15984743810703
"p1k_00579","Fatty Acid",-4.15637600539851
"p1k_00215","Fatty Acid",-2.46500270506226
"p1k_00358","Fatty Acid",-2.70951818879862
"p1k_00568","Fatty Acid",-2.52414509172774
"p1k_00408","Fatty Acid",-13.2948784195918
"p1k_00581","Fatty Acid",-2.55141006736577
"p1k_00362","Fatty Acid",-13.3341710919431
"p1k_00327","Fatty Acid",-13.3098125886601
"p1k_00505","Fatty Acid",-13.3325106192683
"p1k_00610","Fatty Acid",-3.46415382714923
"p1k_00651","Fatty Acid",-2.47752457541343
"p1k_00566","Fatty Acid",-2.51823428193572
"p1k_00799","Fatty Acid",-2.62181395552662
"p1k_00461","Fatty Acid",-3.31093796789903
"p1k_00909","Fatty Acid",-2.04076862647617
"p1k_00980","Fatty Acid",-1.01054927806993
"p1k_00937","Fatty Acid",-2.06752559929892
"p1k_00488","Fatty Acid",-2.56156666864654
"p1k_00078","Fatty Acid",-4.01814282347869
"p1k_00312","Fatty Acid",-13.2777674358772
"p1k_00458","Fatty Acid",-3.17053780888333
"p1k_00338","Fatty Acid",-13.2466544322781
"p1k_00223","Fatty Acid",-2.30532428470548
"p1k_00750","Fatty Acid",-13.3079440418104
"p1k_00628","Fatty Acid",-2.24022448513265
"p1k_00902","Fatty Acid",-2.37580579339531
"p1k_00963","Fatty Acid",-2.01307017723246
"p1k_00001","Fatty Acid",-2.17956485066323
"p1k_00730","Fatty Acid",-2.05178193408275
"p1k_00331","Fatty Acid",-13.3159135209898
"p1k_00079","Fatty Acid",-3.30601567229058
"p1k_00124","Fatty Acid",-2.89767455363021
"p1k_00173","Fatty Acid",-2.48126794894436
"p1k_00639","Fatty Acid",-2.19599244051389
"p1k_00374","Fatty Acid",-3.27274056122706
"p1k_01011","Fatty Acid",-2.62550540579424
"p1k_01031","Fatty Acid",-1.00947790727195
"p1k_00011","Fatty Acid",-2.48894259070088
"p1k_00345","Fatty Acid",-2.53350243410507
"p1k_00313","Fatty Acid",-3.22564862569449
"p1k_00522","Fatty Acid",-1.94799518032061
"p1k_00263","Fatty Acid",-2.86987030014381
"p1k_00638","Fatty Acid",-2.21488432445538
"p1k_00037","Fatty Acid",-2.61465356924995
"p1k_00513","Fatty Acid",-11.8695087830196
"p1k_00995","Fatty Acid",-1.03597398763339
"p1k_00308","Fatty Acid",-3.17582918731418
"p1k_00927","Fatty Acid",-3.5221882089374
"p1k_00129","Fatty Acid",-13.206924360393
"p1k_00307","Fatty Acid",-3.27001057730301
"p1k_00465","Fatty Acid",-13.1592981508169
"p1k_00165","Fatty Acid",-1.70603226042955
"p1k_00823","Fatty Acid",-2.29420219331199
"p1k_00026","Fatty Acid",-1.84644017463475
"p1k_00043","Fatty Acid",-1.79184950858088
"p1k_00619","Fatty Acid",-2.0191885685375
"p1k_00027","Fatty Acid",-2.24156081364022
"p1k_00088","Fatty Acid",-2.8562996599266
"p1k_00883","Fatty Acid",-2.63459928398311
"p1k_00634","Fatty Acid",-2.20850145699873
"p1k_00304","Fatty Acid",-3.41329747731736
"p1k_00877","Fatty Acid",-1.3886634010808
"p1k_00410","Fatty Acid",-13.2207016097581
"p1k_00818","Fatty Acid",-2.29506548192128
"p1k_00334","Fatty Acid",-13.220127212969
"p1k_01009","Fatty Acid",-2.30448749774141
"p1k_00606","Fatty Acid",-4.30499200642947
"p1k_00717","Fatty Acid",-1.64517743732526
"p1k_01020","Fatty Acid",-1.07316698091801
"p1k_00317","Fatty Acid",-3.0457338496107
"p1k_00167","Fatty Acid",-0.86018097087617
"p1k_00260","Fatty Acid",-3.83800989526617
"p1k_00131","Fatty Acid",-11.5515305044838
"p1k_00376","Fatty Acid",-2.97369542575723
"p1k_00101","Fatty Acid",-2.44674164066962
"p1k_00573","Fatty Acid",-2.6407465764761
"p1k_00916","Fatty Acid",-12.852123787078
"p1k_00142","Fatty Acid",-1.55143347528223
"p1k_00262","Fatty Acid",-13.1931593180052
"p1k_00153","Fatty Acid",-2.82155103813618
"p1k_00444","Fatty Acid",-3.23022839622106
"p1k_00414","Fatty Acid",-13.2473688903745
"p1k_00728","Fatty Acid",-1.87558080748934
"p1k_00624","Fatty Acid",-2.12663025086432
"p1k_00718","Fatty Acid",-1.85954297494724
"p1k_00185","Fatty Acid",-3.15562881718102
"p1k_00409","Fatty Acid",-4.03097529537107
"p1k_00424","Fatty Acid",-3.59810359968696
"p1k_01003","Fatty Acid",-1.63385801214056
"p1k_00873","Fatty Acid",-1.96944189894798
"p1k_00525","Fatty Acid",-2.92105287892752
"p1k_00933","Fatty Acid",-2.28410058843182
"p1k_00281","Fatty Acid",-2.88412581267355
"p1k_00982","Fatty Acid",-1.06213559564611
"p1k_00123","Fatty Acid",-2.71865304563389
"p1k_01023","Fatty Acid",-0.997963656273566
"p1k_00742","Fatty Acid",-2.63884466099999
"p1k_00743","Fatty Acid",-2.31375185763217
"p1k_00062","Fatty Acid",-1.36387353931467
"p1k_00089","Fatty Acid",-2.80552942543736
"p1k_00121","Fatty Acid",-2.32991150782666
"p1k_00552","Fatty Acid",-2.72273471165081
"p1k_00113","Fatty Acid",-3.21262627922969
"p1k_00558","Fatty Acid",-2.36086421376074
"p1k_00186","Fatty Acid",-3.02166872711248
"p1k_00296","Fatty Acid",-13.2934832871078
"p1k_00896","Fatty Acid",-1.84637641853106
"p1k_00187","Fatty Acid",-3.17579317132439
"p1k_00413","Fatty Acid",-13.2816469832314
"p1k_00777","Fatty Acid",-3.13102475211194
"p1k_00831","Fatty Acid",-1.84803769428529
"p1k_00258","Fatty Acid",-2.67780440769328
"p1k_00712","Fatty Acid",-3.2032448293191
"p1k_00332","Fatty Acid",-13.2961409355777
"p1k_00425","Fatty Acid",-3.87978371071721
"p1k_00598","Fatty Acid",-2.20484020809192
"p1k_00099","Fatty Acid",-1.32919393765867
"p1k_00475","Fatty Acid",-2.17449609452301
"p1k_00205","Fatty Acid",-4.19616807909472
"p1k_00820","Fatty Acid",-2.38123746472809
"p1k_00940","Fatty Acid",-1.06911893402303
"p1k_00333","Fatty Acid",-13.1587649965808
"p1k_00368","Fatty Acid",-13.3715906513537
"p1k_00876","Fatty Acid",-1.44851654330177
"p1k_00672","Fatty Acid",-2.30103722685507
"p1k_00179","Fatty Acid",-1.41495315237724
"p1k_00065","Fatty Acid",-2.23722100012251
"p1k_00183","Fatty Acid",-2.07380160083733
"p1k_00492","Fatty Acid",-1.64200828124546
"p1k_00280","Fatty Acid",-1.63952272187241
"p1k_00141","Fatty Acid",-4.28811332884086
"p1k_00527","Fatty Acid",-2.8074950700943
