"gene","iM","Val"
"b3942","OxyR",-4.17171106291982
"b1749","OxyR",-5.95918264281395
"b0606","OxyR",-5.28296123183114
"b0605","OxyR",-4.42805238076002
"b0475","OxyR",-5.09144228097988
"b2436","OxyR",-5.71287296393704
